"Status","Year","Function_of_post","Profession_of_post","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Operational Delivery","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","East Wales","Outside London","20","20","34630","36030"
"In post","2021","Analysis","Operational Research","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","25","25","38410","39240"
"In post","2021","Analysis","Operational Research","Greater Manchester","Outside London","40","35","41610","38630"
"In post","2021","Analysis","Operational Research","Hampshire and Isle of Wight","Outside London","245","235","41640","46080"
"In post","2021","Analysis","Operational Research","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Inner London - East","London","110","105","48280","42190"
"In post","2021","Analysis","Operational Research","Inner London - West","London","160","155","50000","48870"
"In post","2021","Analysis","Operational Research","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Merseyside","Outside London","20","20","41040","38630"
"In post","2021","Analysis","Operational Research","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Outer London - South","London","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Research","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","West Midlands","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Research","West Yorkshire","Outside London","15","15","29410","22540"
"In post","2021","Analysis","Other","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","Inner London - East","London","15","15","58550","52000"
"In post","2021","Analysis","Other","Inner London - West","London","195","180","64510","57250"
"In post","2021","Analysis","Other","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","Derbyshire and Nottinghamshire","Outside London","10","10","[c]","[c]"
"In post","2021","Analysis","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","15","10","41630","41990"
"In post","2021","Analysis","Policy","Greater Manchester","Outside London","25","25","38280","41990"
"In post","2021","Analysis","Policy","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","Inner London - West","London","210","200","50730","47920"
"In post","2021","Analysis","Policy","South Yorkshire","Outside London","70","65","43450","42500"
"In post","2021","Analysis","Policy","Tees Valley and Durham","Outside London","10","10","[c]","[c]"
"In post","2021","Analysis","Policy","West Midlands","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Policy","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","Inner London - East","London","5","5","[c]","[c]"
"In post","2021","Analysis","Project Delivery","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Psychology","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Dorset and Somerset","Outside London","115","110","33040","29270"
"In post","2021","Analysis","Science and Engineering","East Anglia","Outside London","350","330","34330","30220"
"In post","2021","Analysis","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","70","65","35320","37320"
"In post","2021","Analysis","Science and Engineering","Hampshire and Isle of Wight","Outside London","85","80","38500","37320"
"In post","2021","Analysis","Science and Engineering","Inner London - East","London","5","5","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Inner London - West","London","15","15","59220","54650"
"In post","2021","Analysis","Science and Engineering","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","North Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","West Central Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","West Midlands","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Social Research","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","East Wales","Outside London","260","250","38200","37020"
"In post","2021","Analysis","Social Research","Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Social Research","Greater Manchester","Outside London","20","20","39670","31910"
"In post","2021","Analysis","Social Research","Hampshire and Isle of Wight","Outside London","215","200","37370","37020"
"In post","2021","Analysis","Social Research","Inner London - East","London","85","80","49800","51180"
"In post","2021","Analysis","Social Research","Inner London - West","London","240","235","45180","42280"
"In post","2021","Analysis","Social Research","Merseyside","Outside London","15","15","41530","38630"
"In post","2021","Analysis","Social Research","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","Outer London - South","London","10","10","[c]","[c]"
"In post","2021","Analysis","Social Research","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","West Midlands","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Social Research","West Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Statistics","Berkshire, Buckinghamshire and Oxfordshire","Outside London","15","15","39980","36500"
"In post","2021","Analysis","Statistics","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Derbyshire and Nottinghamshire","Outside London","10","10","[c]","[c]"
"In post","2021","Analysis","Statistics","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","East Wales","Outside London","310","300","41090","37020"
"In post","2021","Analysis","Statistics","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Eastern Scotland","Outside London","30","30","39430","36780"
"In post","2021","Analysis","Statistics","Essex","Outside London","25","25","43620","38630"
"In post","2021","Analysis","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","170","160","39720","36680"
"In post","2021","Analysis","Statistics","Greater Manchester","Outside London","80","80","36260","31810"
"In post","2021","Analysis","Statistics","Hampshire and Isle of Wight","Outside London","160","155","40660","37020"
"In post","2021","Analysis","Statistics","Inner London - East","London","165","160","49050","43330"
"In post","2021","Analysis","Statistics","Inner London - West","London","605","590","46510","42470"
"In post","2021","Analysis","Statistics","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Merseyside","Outside London","45","40","43100","38630"
"In post","2021","Analysis","Statistics","North Yorkshire","Outside London","50","45","35600","31350"
"In post","2021","Analysis","Statistics","Northumberland and Tyne and Wear","Outside London","15","15","44960","51000"
"In post","2021","Analysis","Statistics","Outer London - South","London","15","15","41300","41760"
"In post","2021","Analysis","Statistics","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Surrey, East and West Sussex","Outside London","10","10","[c]","[c]"
"In post","2021","Analysis","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","West Midlands","Outside London","10","10","41430","39100"
"In post","2021","Analysis","Statistics","West Yorkshire","Outside London","45","45","40760","38630"
"In post","2021","Analysis","Tax","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","Inner London - West","London","5","5","[c]","[c]"
"In post","2021","Analysis","Tax","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Greater Manchester","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Unknown","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Inner London - East","London","25","25","48590","46850"
"In post","2021","Analysis","Unknown","Inner London - West","London","45","45","44740","41760"
"In post","2021","Analysis","Unknown","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Bedfordshire and Hertfordshire","Outside London","15","15","45720","38280"
"In post","2021","Commercial","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Outside London","170","165","39170","36800"
"In post","2021","Commercial","Commercial","Cheshire","Outside London","25","20","40580","36970"
"In post","2021","Commercial","Commercial","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Cumbria","Outside London","15","15","39150","34770"
"In post","2021","Commercial","Commercial","Derbyshire and Nottinghamshire","Outside London","70","65","42930","41650"
"In post","2021","Commercial","Commercial","Devon","Outside London","220","215","42790","39790"
"In post","2021","Commercial","Commercial","Dorset and Somerset","Outside London","35","35","49050","42970"
"In post","2021","Commercial","Commercial","East Anglia","Outside London","210","205","38330","35730"
"In post","2021","Commercial","Commercial","East Wales","Outside London","155","150","36550","32850"
"In post","2021","Commercial","Commercial","East Yorkshire and Northern Lincolnshire","Outside London","20","20","40870","37730"
"In post","2021","Commercial","Commercial","Eastern Scotland","Outside London","90","85","33600","28410"
"In post","2021","Commercial","Commercial","Essex","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","645","615","38710","36110"
"In post","2021","Commercial","Commercial","Greater Manchester","Outside London","170","160","40160","38280"
"In post","2021","Commercial","Commercial","Hampshire and Isle of Wight","Outside London","200","195","35780","34650"
"In post","2021","Commercial","Commercial","Herefordshire, Worcestershire and Warwickshire","Outside London","20","20","42060","46780"
"In post","2021","Commercial","Commercial","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Inner London - East","London","70","70","45720","42000"
"In post","2021","Commercial","Commercial","Inner London - West","London","450","440","50030","43840"
"In post","2021","Commercial","Commercial","Kent","Outside London","15","15","46150","46550"
"In post","2021","Commercial","Commercial","Lancashire","Outside London","30","30","46460","44760"
"In post","2021","Commercial","Commercial","Leicestershire, Rutland and Northamptonshire","Outside London","40","35","41900","38150"
"In post","2021","Commercial","Commercial","Lincolnshire","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","Commercial","Merseyside","Outside London","230","220","36000","34800"
"In post","2021","Commercial","Commercial","North Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Commercial","North Yorkshire","Outside London","55","55","41100","38180"
"In post","2021","Commercial","Commercial","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Northumberland and Tyne and Wear","Outside London","25","25","41960","40930"
"In post","2021","Commercial","Commercial","Outer London - East and North East","London","10","10","50480","52150"
"In post","2021","Commercial","Commercial","Outer London - South","London","105","100","44730","44250"
"In post","2021","Commercial","Commercial","Outer London - West and North West","London","65","65","36230","29460"
"In post","2021","Commercial","Commercial","Overseas","Overseas","35","35","49590","43300"
"In post","2021","Commercial","Commercial","Shropshire and Staffordshire","Outside London","100","95","39530","34800"
"In post","2021","Commercial","Commercial","South Yorkshire","Outside London","65","65","38680","38000"
"In post","2021","Commercial","Commercial","Southern Scotland","Outside London","65","65","40210","39630"
"In post","2021","Commercial","Commercial","Surrey, East and West Sussex","Outside London","40","35","45240","41970"
"In post","2021","Commercial","Commercial","Tees Valley and Durham","Outside London","45","45","48100","44850"
"In post","2021","Commercial","Commercial","Unknown","Unknown","10","10","35360","37130"
"In post","2021","Commercial","Commercial","West Central Scotland","Outside London","110","105","34650","33300"
"In post","2021","Commercial","Commercial","West Midlands","Outside London","95","90","39240","38000"
"In post","2021","Commercial","Commercial","West Wales and The Valleys","Outside London","170","160","33380","31040"
"In post","2021","Commercial","Commercial","West Yorkshire","Outside London","175","170","40790","36820"
"In post","2021","Commercial","Communications","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","Derbyshire and Nottinghamshire","Outside London","10","10","28180","25890"
"In post","2021","Commercial","Finance","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10","5","[c]","[c]"
"In post","2021","Commercial","Finance","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","Inner London - East","London","5","5","[c]","[c]"
"In post","2021","Commercial","Finance","Inner London - West","London","15","15","38740","34090"
"In post","2021","Commercial","Finance","Merseyside","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Finance","Northumberland and Tyne and Wear","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","Finance","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","West Yorkshire","Outside London","10","10","30380","26700"
"In post","2021","Commercial","Human Resources","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Bedfordshire and Hertfordshire","Outside London","20","20","33920","30750"
"In post","2021","Commercial","Knowledge and Information Management","Berkshire, Buckinghamshire and Oxfordshire","Outside London","25","25","32800","33300"
"In post","2021","Commercial","Knowledge and Information Management","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Dorset and Somerset","Outside London","30","30","30470","26670"
"In post","2021","Commercial","Knowledge and Information Management","East Anglia","Outside London","70","65","34030","33000"
"In post","2021","Commercial","Knowledge and Information Management","East Wales","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","160","155","37240","33300"
"In post","2021","Commercial","Knowledge and Information Management","Greater Manchester","Outside London","30","30","29340","26670"
"In post","2021","Commercial","Knowledge and Information Management","Hampshire and Isle of Wight","Outside London","115","115","29450","26670"
"In post","2021","Commercial","Knowledge and Information Management","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Inner London - West","London","105","105","38150","35770"
"In post","2021","Commercial","Knowledge and Information Management","Lancashire","Outside London","5","5","[c]","[c]"
