"Status","Year","Age","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Accountant in Bankruptcy","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Accountant in Bankruptcy","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Accountant in Bankruptcy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Accountant in Bankruptcy","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","50-59","Accountant in Bankruptcy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Advisory, Conciliation and Arbitration Service","AA/AO","AO","15","15","21510","21000"
"In post","2021","50-59","Advisory, Conciliation and Arbitration Service","EO","EO","85","75","25550","24330"
"In post","2021","50-59","Advisory, Conciliation and Arbitration Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Advisory, Conciliation and Arbitration Service","G6/G7","G7","20","20","54780","51750"
"In post","2021","50-59","Advisory, Conciliation and Arbitration Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Advisory, Conciliation and Arbitration Service","SEO/HEO","HEO","140","135","34250","34500"
"In post","2021","50-59","Advisory, Conciliation and Arbitration Service","SEO/HEO","SEO","55","55","42690","43440"
"In post","2021","50-59","Animal and Plant Health Agency","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","50-59","Animal and Plant Health Agency","AA/AO","AO","210","195","21910","21050"
"In post","2021","50-59","Animal and Plant Health Agency","EO","EO","180","170","26750","26520"
"In post","2021","50-59","Animal and Plant Health Agency","G6/G7","G6","30","30","62860","62780"
"In post","2021","50-59","Animal and Plant Health Agency","G6/G7","G7","60","60","53440","53930"
"In post","2021","50-59","Animal and Plant Health Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Animal and Plant Health Agency","SEO/HEO","HEO","130","130","31820","31900"
"In post","2021","50-59","Animal and Plant Health Agency","SEO/HEO","SEO","115","110","42250","39910"
"In post","2021","50-59","Cabinet Office (excl. agencies)","AA/AO","AO","130","120","21770","20920"
"In post","2021","50-59","Cabinet Office (excl. agencies)","EO","EO","125","120","27860","27500"
"In post","2021","50-59","Cabinet Office (excl. agencies)","G6/G7","G6","215","215","71710","68050"
"In post","2021","50-59","Cabinet Office (excl. agencies)","G6/G7","G7","355","350","55290","54700"
"In post","2021","50-59","Cabinet Office (excl. agencies)","SCS level","SCS level","280","280","105570","95920"
"In post","2021","50-59","Cabinet Office (excl. agencies)","SEO/HEO","HEO","280","270","34640","34550"
"In post","2021","50-59","Cabinet Office (excl. agencies)","SEO/HEO","SEO","125","125","40780","40600"
"In post","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","AO","10","5","[c]","[c]"
"In post","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","EO","EO","20","20","25030","24920"
"In post","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G6","15","15","64030","63450"
"In post","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G7","40","40","48760","48080"
"In post","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","HEO","30","25","30260","29750"
"In post","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","SEO","30","30","37810","37280"
"In post","2021","50-59","Charity Commission","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","50-59","Charity Commission","EO","EO","25","25","25550","25790"
"In post","2021","50-59","Charity Commission","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","50-59","Charity Commission","G6/G7","G7","10","10","55200","56240"
"In post","2021","50-59","Charity Commission","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Charity Commission","SEO/HEO","HEO","40","35","29870","29400"
"In post","2021","50-59","Charity Commission","SEO/HEO","SEO","30","30","39080","37910"
"In post","2021","50-59","Companies House","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Companies House","AA/AO","AO","130","115","22100","22490"
"In post","2021","50-59","Companies House","EO","EO","85","80","28240","27460"
"In post","2021","50-59","Companies House","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","50-59","Companies House","G6/G7","G7","20","15","54560","54150"
"In post","2021","50-59","Companies House","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Companies House","SEO/HEO","HEO","35","35","35460","36240"
"In post","2021","50-59","Companies House","SEO/HEO","SEO","40","40","42820","40500"
"In post","2021","50-59","Competition and Markets Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Competition and Markets Authority","EO","EO","15","15","29380","29440"
"In post","2021","50-59","Competition and Markets Authority","G6/G7","G6","25","25","78260","79980"
"In post","2021","50-59","Competition and Markets Authority","G6/G7","G7","35","35","58700","58090"
"In post","2021","50-59","Competition and Markets Authority","SCS level","SCS level","40","35","115310","102630"
"In post","2021","50-59","Competition and Markets Authority","SEO/HEO","HEO","20","20","37260","36910"
"In post","2021","50-59","Competition and Markets Authority","SEO/HEO","SEO","15","15","45360","45740"
"In post","2021","50-59","Criminal Injuries Compensation Authority","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Criminal Injuries Compensation Authority","AA/AO","AO","30","30","20690","20650"
"In post","2021","50-59","Criminal Injuries Compensation Authority","EO","EO","25","20","24060","23810"
"In post","2021","50-59","Criminal Injuries Compensation Authority","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","50-59","Criminal Injuries Compensation Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Criminal Injuries Compensation Authority","SEO/HEO","HEO","20","20","29400","29210"
"In post","2021","50-59","Criminal Injuries Compensation Authority","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","50-59","Crown Commercial Service","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","50-59","Crown Commercial Service","EO","EO","25","20","24430","23890"
"In post","2021","50-59","Crown Commercial Service","G6/G7","G6","20","20","64950","65000"
"In post","2021","50-59","Crown Commercial Service","G6/G7","G7","40","40","49860","47890"
"In post","2021","50-59","Crown Commercial Service","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Crown Commercial Service","SEO/HEO","HEO","30","30","29130","28560"
"In post","2021","50-59","Crown Commercial Service","SEO/HEO","SEO","55","55","38010","37710"
"In post","2021","50-59","Crown Office and Procurator Fiscal Service","AA/AO","AO","175","155","22110","22220"
"In post","2021","50-59","Crown Office and Procurator Fiscal Service","EO","EO","80","75","28350","29040"
"In post","2021","50-59","Crown Office and Procurator Fiscal Service","G6/G7","G6","15","15","72210","73280"
"In post","2021","50-59","Crown Office and Procurator Fiscal Service","G6/G7","G7","40","40","65740","68470"
"In post","2021","50-59","Crown Office and Procurator Fiscal Service","SCS level","SCS level","15","15","85660","83230"
"In post","2021","50-59","Crown Office and Procurator Fiscal Service","SEO/HEO","HEO","100","90","33680","34150"
"In post","2021","50-59","Crown Office and Procurator Fiscal Service","SEO/HEO","SEO","90","80","52250","52490"
"In post","2021","50-59","Crown Prosecution Service","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","50-59","Crown Prosecution Service","AA/AO","AO","365","330","22610","21950"
"In post","2021","50-59","Crown Prosecution Service","EO","EO","440","405","28770","28430"
"In post","2021","50-59","Crown Prosecution Service","G6/G7","G6","100","100","76450","74660"
"In post","2021","50-59","Crown Prosecution Service","G6/G7","G7","965","890","58430","55610"
"In post","2021","50-59","Crown Prosecution Service","SCS level","SCS level","50","50","98720","92430"
"In post","2021","50-59","Crown Prosecution Service","SEO/HEO","HEO","240","230","34380","34480"
"In post","2021","50-59","Crown Prosecution Service","SEO/HEO","SEO","75","70","40760","39750"
"In post","2021","50-59","Crown Prosecution Service Inspectorate","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Crown Prosecution Service Inspectorate","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","50-59","Crown Prosecution Service Inspectorate","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt Management Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt Management Office","G6/G7","G6","15","15","90480","85070"
"In post","2021","50-59","Debt Management Office","G6/G7","G7","10","10","60910","60000"
"In post","2021","50-59","Debt Management Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt Management Office","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","50-59","Debt Management Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Defence Electronics and Components Agency","AA/AO","AO","25","25","21430","21000"
"In post","2021","50-59","Defence Electronics and Components Agency","EO","EO","115","115","28750","28750"
"In post","2021","50-59","Defence Electronics and Components Agency","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","50-59","Defence Electronics and Components Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Defence Electronics and Components Agency","SEO/HEO","HEO","35","35","34590","32850"
"In post","2021","50-59","Defence Electronics and Components Agency","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","50-59","Defence Equipment and Support","EO","EO","495","475","22450","21770"
"In post","2021","50-59","Defence Equipment and Support","G6/G7","G6","185","185","69230","68650"
"In post","2021","50-59","Defence Equipment and Support","G6/G7","G7","460","460","53530","54420"
"In post","2021","50-59","Defence Equipment and Support","SCS level","SCS level","60","60","105600","97680"
"In post","2021","50-59","Defence Equipment and Support","SEO/HEO","HEO","790","770","31480","32140"
"In post","2021","50-59","Defence Equipment and Support","SEO/HEO","SEO","1010","990","41630","41780"
"In post","2021","50-59","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Defence Science and Technology Laboratory","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Defence Science and Technology Laboratory","AA/AO","AO","10","10","17850","17710"
"In post","2021","50-59","Defence Science and Technology Laboratory","EO","EO","45","40","23600","22780"
"In post","2021","50-59","Defence Science and Technology Laboratory","G6/G7","G6","80","75","68570","67120"
"In post","2021","50-59","Defence Science and Technology Laboratory","G6/G7","G7","560","550","50410","47140"
"In post","2021","50-59","Defence Science and Technology Laboratory","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Defence Science and Technology Laboratory","SEO/HEO","HEO","130","125","29640","28660"
"In post","2021","50-59","Defence Science and Technology Laboratory","SEO/HEO","SEO","200","195","37900","37320"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","AO","25","20","25070","24900"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","EO","90","90","28990","28680"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G6","130","125","68510","67120"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G7","245","240","56010","54920"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","SCS level","80","80","88930","79150"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","HEO","135","135","36410","34260"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","SEO","135","130","42860","40220"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","EO","EO","20","20","27160","26410"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","G6/G7","G6","30","30","68010","66350"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","G6/G7","G7","50","50","55150","53080"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","SCS level","SCS level","20","20","99390","96800"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","45","45","37860","36280"
"In post","2021","50-59","Department for Education (excl. agencies)","AA/AO","AO","15","15","22160","21340"
"In post","2021","50-59","Department for Education (excl. agencies)","EO","EO","125","120","27360","26000"
"In post","2021","50-59","Department for Education (excl. agencies)","G6/G7","G6","175","170","65910","65370"
"In post","2021","50-59","Department for Education (excl. agencies)","G6/G7","G7","295","290","53430","53200"
"In post","2021","50-59","Department for Education (excl. agencies)","SCS level","SCS level","60","60","89380","78000"
"In post","2021","50-59","Department for Education (excl. agencies)","SEO/HEO","HEO","215","210","31880","30800"
"In post","2021","50-59","Department for Education (excl. agencies)","SEO/HEO","SEO","280","270","39660","38170"
"In post","2021","50-59","Department for Education (excl. agencies)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AO","55","50","23030","23550"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","EO","120","110","27130","26520"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G6","150","150","63100","62310"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G7","330","320","52030","51880"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","SCS level","55","55","90400","80280"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","HEO","205","200","31970","31560"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","SEO","275","265","39010","38620"
"In post","2021","50-59","Department for International Trade","AA/AO","AO","15","15","24620","25140"
"In post","2021","50-59","Department for International Trade","EO","EO","60","60","28570","29310"
"In post","2021","50-59","Department for International Trade","G6/G7","G6","60","60","66080","66050"
"In post","2021","50-59","Department for International Trade","G6/G7","G7","105","105","53620","52090"
"In post","2021","50-59","Department for International Trade","SCS level","SCS level","45","45","92220","86460"
"In post","2021","50-59","Department for International Trade","SEO/HEO","HEO","80","80","34000","34770"
"In post","2021","50-59","Department for International Trade","SEO/HEO","SEO","80","80","39740","39350"
"In post","2021","50-59","Department for Transport (excl. agencies)","AA/AO","AO","50","45","29270","32740"
"In post","2021","50-59","Department for Transport (excl. agencies)","EO","EO","75","75","29400","30720"
"In post","2021","50-59","Department for Transport (excl. agencies)","G6/G7","G6","100","100","71380","67670"
"In post","2021","50-59","Department for Transport (excl. agencies)","G6/G7","G7","170","165","59760","57820"
"In post","2021","50-59","Department for Transport (excl. agencies)","SCS level","SCS level","60","55","95830","85820"
"In post","2021","50-59","Department for Transport (excl. agencies)","SEO/HEO","HEO","110","110","35660","35980"
"In post","2021","50-59","Department for Transport (excl. agencies)","SEO/HEO","SEO","125","125","44040","44030"
"In post","2021","50-59","Department for Work and Pensions (excl. agencies)","AA/AO","AA","120","100","20170","20230"
"In post","2021","50-59","Department for Work and Pensions (excl. agencies)","AA/AO","AO","9890","8500","21090","21010"
"In post","2021","50-59","Department for Work and Pensions (excl. agencies)","EO","EO","16510","15015","28060","27570"
"In post","2021","50-59","Department for Work and Pensions (excl. agencies)","G6/G7","G6","340","335","65870","65450"
"In post","2021","50-59","Department for Work and Pensions (excl. agencies)","G6/G7","G7","855","830","52370","49950"
"In post","2021","50-59","Department for Work and Pensions (excl. agencies)","SCS level","SCS level","115","115","90300","80000"
"In post","2021","50-59","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","3085","2950","33770","33180"
"In post","2021","50-59","Department for Work and Pensions (excl. agencies)","SEO/HEO","SEO","1240","1200","37990","37100"
"In post","2021","50-59","Department of Health and Social Care (excl. agencies)","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care (excl. agencies)","EO","EO","65","60","27890","27770"
"In post","2021","50-59","Department of Health and Social Care (excl. agencies)","G6/G7","G6","95","95","66930","66230"
"In post","2021","50-59","Department of Health and Social Care (excl. agencies)","G6/G7","G7","140","140","54420","53360"
"In post","2021","50-59","Department of Health and Social Care (excl. agencies)","SCS level","SCS level","80","80","92860","82190"
"In post","2021","50-59","Department of Health and Social Care (excl. agencies)","SEO/HEO","HEO","100","95","32440","32790"
"In post","2021","50-59","Department of Health and Social Care (excl. agencies)","SEO/HEO","SEO","110","105","40700","40650"
"In post","2021","50-59","Disclosure Scotland","AA/AO","AA","20","15","21750","22230"
"In post","2021","50-59","Disclosure Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Disclosure Scotland","EO","EO","15","15","30450","29190"
"In post","2021","50-59","Disclosure Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Disclosure Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Disclosure Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Disclosure Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Disclosure Scotland","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","50-59","Driver and Vehicle Licensing Agency","AA/AO","AA","275","225","18250","18060"
"In post","2021","50-59","Driver and Vehicle Licensing Agency","AA/AO","AO","580","505","21700","21590"
"In post","2021","50-59","Driver and Vehicle Licensing Agency","EO","EO","210","200","26760","26780"
"In post","2021","50-59","Driver and Vehicle Licensing Agency","G6/G7","G6","45","40","77470","76040"
"In post","2021","50-59","Driver and Vehicle Licensing Agency","G6/G7","G7","60","60","57500","55820"
"In post","2021","50-59","Driver and Vehicle Licensing Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","135","130","33260","32180"
"In post","2021","50-59","Driver and Vehicle Licensing Agency","SEO/HEO","SEO","115","110","42130","41230"
"In post","2021","50-59","Driver and Vehicle Standards Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Driver and Vehicle Standards Agency","AA/AO","AO","355","340","24890","26580"
"In post","2021","50-59","Driver and Vehicle Standards Agency","EO","EO","1000","965","28370","26780"
"In post","2021","50-59","Driver and Vehicle Standards Agency","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","50-59","Driver and Vehicle Standards Agency","G6/G7","G7","40","40","52290","52120"
"In post","2021","50-59","Driver and Vehicle Standards Agency","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Driver and Vehicle Standards Agency","SEO/HEO","HEO","235","235","33500","33310"
"In post","2021","50-59","Driver and Vehicle Standards Agency","SEO/HEO","SEO","105","105","41480","41750"
"In post","2021","50-59","Education and Skills Funding Agency","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","50-59","Education and Skills Funding Agency","EO","EO","20","20","26000","26000"
"In post","2021","50-59","Education and Skills Funding Agency","G6/G7","G6","55","55","66160","65720"
"In post","2021","50-59","Education and Skills Funding Agency","G6/G7","G7","125","120","52190","50630"
"In post","2021","50-59","Education and Skills Funding Agency","SCS level","SCS level","20","20","90840","86780"
"In post","2021","50-59","Education and Skills Funding Agency","SEO/HEO","HEO","100","95","31420","30560"
"In post","2021","50-59","Education and Skills Funding Agency","SEO/HEO","SEO","115","110","38860","37100"
"In post","2021","50-59","Education Scotland","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","50-59","Education Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Education Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Education Scotland","G6/G7","G6","65","65","73490","75940"
"In post","2021","50-59","Education Scotland","G6/G7","G7","15","15","55490","52480"
"In post","2021","50-59","Education Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Education Scotland","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","50-59","Education Scotland","SEO/HEO","SEO","15","15","45990","46600"
"In post","2021","50-59","ESTYN","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","ESTYN","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","ESTYN","G6/G7","G6","35","35","74410","74730"
"In post","2021","50-59","ESTYN","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","ESTYN","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","ESTYN","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","ESTYN","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","FCDO Services","AA/AO","AO","40","40","26200","25600"
"In post","2021","50-59","FCDO Services","EO","EO","50","50","30030","28700"
"In post","2021","50-59","FCDO Services","G6/G7","G6","20","20","75860","70900"
"In post","2021","50-59","FCDO Services","G6/G7","G7","55","50","59660","59060"
"In post","2021","50-59","FCDO Services","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","FCDO Services","SEO/HEO","HEO","60","60","37650","36390"
"In post","2021","50-59","FCDO Services","SEO/HEO","SEO","85","85","46250","46500"
"In post","2021","50-59","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","EO","EO","190","190","27300","26750"
"In post","2021","50-59","Food Standards Agency","G6/G7","G6","15","15","65950","65270"
"In post","2021","50-59","Food Standards Agency","G6/G7","G7","50","50","54260","52070"
"In post","2021","50-59","Food Standards Agency","SCS level","SCS level","10","10","86320","83070"
"In post","2021","50-59","Food Standards Agency","SEO/HEO","HEO","80","80","32140","31530"
"In post","2021","50-59","Food Standards Agency","SEO/HEO","SEO","85","80","40300","40320"
"In post","2021","50-59","Food Standards Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Scotland","EO","EO","30","30","29040","29190"
"In post","2021","50-59","Food Standards Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Scotland","SEO/HEO","HEO","10","10","31690","30650"
"In post","2021","50-59","Food Standards Scotland","SEO/HEO","SEO","15","15","43090","42190"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","AO","110","100","26190","28000"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","EO","EO","200","195","31080","30880"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","G6","330","325","68890","69720"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","G7","360","350","57540","57010"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","SCS level","205","205","90590","79720"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","HEO","315","310","36430","36360"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","SEO","205","200","44230","44230"
"In post","2021","50-59","Forestry and Land Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Forestry and Land Scotland","AA/AO","AO","140","135","25800","26530"
"In post","2021","50-59","Forestry and Land Scotland","EO","EO","75","75","32840","35330"
"In post","2021","50-59","Forestry and Land Scotland","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","50-59","Forestry and Land Scotland","G6/G7","G7","10","10","55670","55860"
"In post","2021","50-59","Forestry and Land Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Forestry and Land Scotland","SEO/HEO","HEO","45","40","37440","37530"
"In post","2021","50-59","Forestry and Land Scotland","SEO/HEO","SEO","35","30","45130","45210"
"In post","2021","50-59","Government Actuary's Department","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Actuary's Department","G6/G7","G6","15","15","107000","94980"
"In post","2021","50-59","Government Actuary's Department","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Actuary's Department","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Actuary's Department","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Actuary's Department","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","50-59","Government Internal Audit Agency","EO","EO","5","5","[c]","[c]"
"In post","2021","50-59","Government Internal Audit Agency","G6/G7","G6","30","30","65700","65220"
"In post","2021","50-59","Government Internal Audit Agency","G6/G7","G7","45","45","54030","54130"
"In post","2021","50-59","Government Internal Audit Agency","SCS level","SCS level","10","10","97720","87720"
"In post","2021","50-59","Government Internal Audit Agency","SEO/HEO","HEO","25","25","35000","34850"
"In post","2021","50-59","Government Internal Audit Agency","SEO/HEO","SEO","70","65","44880","44510"
"In post","2021","50-59","Government Legal Department","AA/AO","AO","20","20","23810","23800"
"In post","2021","50-59","Government Legal Department","EO","EO","40","40","28400","27690"
"In post","2021","50-59","Government Legal Department","G6/G7","G6","225","205","70310","70390"
"In post","2021","50-59","Government Legal Department","G6/G7","G7","90","85","54460","52730"
"In post","2021","50-59","Government Legal Department","SCS level","SCS level","95","90","85750","81010"
"In post","2021","50-59","Government Legal Department","SEO/HEO","HEO","35","30","33780","32440"
"In post","2021","50-59","Government Legal Department","SEO/HEO","SEO","15","15","40160","39570"
"In post","2021","50-59","Government Property Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Property Agency","EO","EO","5","5","[c]","[c]"
"In post","2021","50-59","Government Property Agency","G6/G7","G6","10","10","66410","66220"
"In post","2021","50-59","Government Property Agency","G6/G7","G7","20","20","53670","53960"
"In post","2021","50-59","Government Property Agency","SCS level","SCS level","10","10","90690","81730"
"In post","2021","50-59","Government Property Agency","SEO/HEO","HEO","15","15","34170","34550"
"In post","2021","50-59","Government Property Agency","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","50-59","Health and Safety Executive","AA/AO","AO","115","105","22410","22160"
"In post","2021","50-59","Health and Safety Executive","EO","EO","170","160","28740","29750"
"In post","2021","50-59","Health and Safety Executive","G6/G7","G6","60","55","70390","66580"
"In post","2021","50-59","Health and Safety Executive","G6/G7","G7","200","195","59970","57660"
"In post","2021","50-59","Health and Safety Executive","SCS level","SCS level","25","25","89000","83840"
"In post","2021","50-59","Health and Safety Executive","SEO/HEO","HEO","120","110","34580","35910"
"In post","2021","50-59","Health and Safety Executive","SEO/HEO","SEO","340","320","49670","46320"
"In post","2021","50-59","HM Courts and Tribunals Service","AA/AO","AA","610","535","17420","16930"
"In post","2021","50-59","HM Courts and Tribunals Service","AA/AO","AO","2550","2280","20650","20100"
"In post","2021","50-59","HM Courts and Tribunals Service","EO","EO","905","865","24560","24450"
"In post","2021","50-59","HM Courts and Tribunals Service","G6/G7","G7","275","270","57120","56720"
"In post","2021","50-59","HM Courts and Tribunals Service","SCS level","SCS level","40","35","86830","77820"
"In post","2021","50-59","HM Courts and Tribunals Service","SEO/HEO","HEO","350","340","29410","29310"
"In post","2021","50-59","HM Courts and Tribunals Service","SEO/HEO","SEO","580","540","40690","41870"
"In post","2021","50-59","HM Courts and Tribunals Service","Unknown","Unknown","10","10","40840","44920"
"In post","2021","50-59","HM Land Registry","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","AA/AO","AO","325","295","22560","22350"
"In post","2021","50-59","HM Land Registry","EO","EO","990","860","27410","27130"
