"Status","Year","Age","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","30-39","Public Health England","SEO/HEO","HEO","50","[c]","32020","32330"
"Leaver CS","2021","30-39","Public Health England","SEO/HEO","SEO","50","[c]","39640","39910"
"Leaver CS","2021","30-39","Registers of Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Registers of Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Registers of Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Registers of Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Royal Fleet Auxiliary","Unknown","Unknown","25","[c]","27020","29880"
"Leaver CS","2021","30-39","Rural Payments Agency","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Rural Payments Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Rural Payments Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland Office (incl. Office of the Advocate General for Scotland)","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Courts and Tribunals Service","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Courts and Tribunals Service","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Courts and Tribunals Service","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Courts and Tribunals Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Courts and Tribunals Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Forestry","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Forestry","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Forestry","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","EO","EO","10","[c]","27970","27660"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","SEO/HEO","HEO","15","[c]","33390","33620"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Prison Service","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Prison Service","AA/AO","AO","15","[c]","23240","22430"
"Leaver CS","2021","30-39","Scottish Prison Service","EO","EO","25","[c]","31620","33650"
"Leaver CS","2021","30-39","Scottish Prison Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Prison Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Prison Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Public Pensions Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Public Pensions Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Serious Fraud Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Serious Fraud Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Serious Fraud Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Serious Fraud Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Serious Fraud Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Social Security Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Social Security Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Social Security Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Social Security Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Standards and Testing Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Standards and Testing Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Student Awards Agency for Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Student Awards Agency for Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Submarine Delivery Agency","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Transport Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Transport Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Transport Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Export Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Export Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Export Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Hydrographic Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Hydrographic Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Hydrographic Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Hydrographic Office","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Intellectual Property Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Intellectual Property Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Intellectual Property Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Intellectual Property Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Supreme Court","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Supreme Court","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","G6/G7","G7","10","[c]","52260","50380"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","SEO/HEO","SEO","20","[c]","37370","37020"
"Leaver CS","2021","30-39","Valuation Office Agency","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Valuation Office Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Valuation Office Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Valuation Office Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Valuation Office Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Vehicle Certification Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Vehicle Certification Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Veterinary Medicines Directorate","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Veterinary Medicines Directorate","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Veterinary Medicines Directorate","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wales Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government (excl. agencies)","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government (excl. agencies)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wilton Park","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wilton Park","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Accountant in Bankruptcy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Advisory, Conciliation and Arbitration Service","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Advisory, Conciliation and Arbitration Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Animal and Plant Health Agency","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Animal and Plant Health Agency","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Animal and Plant Health Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Animal and Plant Health Agency","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office (excl. agencies)","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office (excl. agencies)","G6/G7","G7","10","[c]","57680","56890"
"Leaver CS","2021","40-49","Cabinet Office (excl. agencies)","SCS level","SCS level","10","[c]","102310","91690"
"Leaver CS","2021","40-49","Cabinet Office (excl. agencies)","SEO/HEO","HEO","10","[c]","35190","34670"
"Leaver CS","2021","40-49","Cabinet Office (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Companies House","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Companies House","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Criminal Injuries Compensation Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Commercial Service","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Commercial Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Commercial Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Commercial Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Commercial Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Office and Procurator Fiscal Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Office and Procurator Fiscal Service","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Office and Procurator Fiscal Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Office and Procurator Fiscal Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Office and Procurator Fiscal Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Prosecution Service","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Prosecution Service","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Prosecution Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Prosecution Service","G6/G7","G7","10","[c]","56050","55000"
"Leaver CS","2021","40-49","Crown Prosecution Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Debt Management Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Debt Management Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Defence Equipment and Support","EO","EO","10","[c]","21480","20560"
"Leaver CS","2021","40-49","Defence Equipment and Support","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Defence Equipment and Support","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Defence Equipment and Support","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Defence Equipment and Support","SEO/HEO","HEO","10","[c]","30060","30970"
"Leaver CS","2021","40-49","Defence Equipment and Support","SEO/HEO","SEO","15","[c]","40980","41160"
"Leaver CS","2021","40-49","Defence Science and Technology Laboratory","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Defence Science and Technology Laboratory","G6/G7","G7","10","[c]","48060","46110"
"Leaver CS","2021","40-49","Defence Science and Technology Laboratory","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Defence Science and Technology Laboratory","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education (excl. agencies)","G6/G7","G7","10","[c]","52360","51850"
"Leaver CS","2021","40-49","Department for Education (excl. agencies)","SCS level","SCS level","10","[c]","83960","85850"
"Leaver CS","2021","40-49","Department for Education (excl. agencies)","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education (excl. agencies)","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G7","10","[c]","51590","50210"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Development","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Development","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Trade","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Trade","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Trade","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Trade","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport (excl. agencies)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions (excl. agencies)","AA/AO","AO","260","[c]","21150","21010"
"Leaver CS","2021","40-49","Department for Work and Pensions (excl. agencies)","EO","EO","225","[c]","28260","27570"
"Leaver CS","2021","40-49","Department for Work and Pensions (excl. agencies)","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions (excl. agencies)","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions (excl. agencies)","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions (excl. agencies)","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care (excl. agencies)","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care (excl. agencies)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Disclosure Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Licensing Agency","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Licensing Agency","AA/AO","AO","20","[c]","21550","21590"
"Leaver CS","2021","40-49","Driver and Vehicle Licensing Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Licensing Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Standards Agency","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Standards Agency","EO","EO","15","[c]","27080","26470"
"Leaver CS","2021","40-49","Driver and Vehicle Standards Agency","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Standards Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Education and Skills Funding Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Education and Skills Funding Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Education and Skills Funding Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Education Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","FCDO Services","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","FCDO Services","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","FCDO Services","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign and Commonwealth Office (excl. agencies)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Forestry and Land Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Forestry and Land Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Forestry and Land Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Forestry and Land Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Forestry and Land Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Actuary's Department","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Actuary's Department","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Actuary's Department","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Internal Audit Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Internal Audit Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Internal Audit Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Internal Audit Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Legal Department","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Legal Department","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Legal Department","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Legal Department","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Health and Safety Executive","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Health and Safety Executive","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Health and Safety Executive","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Courts and Tribunals Service","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Courts and Tribunals Service","AA/AO","AO","80","[c]","20510","20000"
"Leaver CS","2021","40-49","HM Courts and Tribunals Service","EO","EO","15","[c]","24330","24440"
"Leaver CS","2021","40-49","HM Courts and Tribunals Service","G6/G7","G7","5","[c]","[c]","[c]"
