"Status","Year","Function_of_post","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Unknown","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Unknown","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland Office","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland Office","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland Office","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Government","Unknown","Outside London","35","[c]","36440","33620"
"Leaver Dept.","2021","Unknown","Scottish Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Policy","Outside London","10","[c]","37860","37410"
"Leaver Dept.","2021","Unknown","Welsh Government","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Cabinet Office","Unknown","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chancellor's other departments","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chancellor's other departments","Other","London","25","[c]","45430","47000"
"New entrant CS","2021","Analysis","Chancellor's other departments","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Charity Commission","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Competition and Markets Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Competition and Markets Authority","Economics","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Competition and Markets Authority","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Business, Energy and Industrial Strategy","Economics","London","40","[c]","32250","33570"
"New entrant CS","2021","Analysis","Department for Business, Energy and Industrial Strategy","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Business, Energy and Industrial Strategy","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Business, Energy and Industrial Strategy","Operational Research","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Business, Energy and Industrial Strategy","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Digital, Culture, Media and Sport","Economics","London","15","[c]","41990","42020"
"New entrant CS","2021","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Digital, Culture, Media and Sport","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Digital, Culture, Media and Sport","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Education","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Education","Policy","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Education","Policy","Outside London","15","[c]","32940","32870"
"New entrant CS","2021","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","20","[c]","29500","29270"
"New entrant CS","2021","Analysis","Department for Environment, Food and Rural Affairs","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Environment, Food and Rural Affairs","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for International Trade","Economics","London","45","[c]","29130","31800"
"New entrant CS","2021","Analysis","Department for International Trade","Economics","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for International Trade","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for International Trade","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for International Trade","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for International Trade","Social Research","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for International Trade","Statistics","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Transport","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Transport","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Transport","Economics","London","45","[c]","30870","29640"
"New entrant CS","2021","Analysis","Department for Transport","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Transport","Operational Research","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Transport","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Transport","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Transport","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Transport","Social Research","London","10","[c]","41210","42470"
"New entrant CS","2021","Analysis","Department for Transport","Statistics","London","25","[c]","35820","34710"
"New entrant CS","2021","Analysis","Department for Transport","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department of Health and Social Care","Intelligence Analysis","London","55","[c]","53400","53360"
"New entrant CS","2021","Analysis","Department of Health and Social Care","Intelligence Analysis","Outside London","10","[c]","40170","36820"
"New entrant CS","2021","Analysis","Department of Health and Social Care","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department of Health and Social Care","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department of Health and Social Care","Statistics","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Food Standards Agency","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Food Standards Agency","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Food Standards Agency","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Food Standards Agency","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Food Standards Agency","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Revenue and Customs","Economics","London","20","[c]","33750","36160"
"New entrant CS","2021","Analysis","HM Revenue and Customs","Economics","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Revenue and Customs","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Revenue and Customs","Operational Research","London","10","[c]","38490","36160"
"New entrant CS","2021","Analysis","HM Revenue and Customs","Operational Research","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Revenue and Customs","Social Research","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Revenue and Customs","Social Research","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Revenue and Customs","Statistics","London","25","[c]","33900","36160"
"New entrant CS","2021","Analysis","HM Revenue and Customs","Statistics","Outside London","25","[c]","31310","31810"
"New entrant CS","2021","Analysis","HM Revenue and Customs","Tax","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Revenue and Customs","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Treasury","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Treasury","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Treasury","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Treasury","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Defence","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Defence","Economics","London","10","[c]","33610","36000"
"New entrant CS","2021","Analysis","Ministry of Defence","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Defence","Science and Engineering","Outside London","20","[c]","27200","25520"
"New entrant CS","2021","Analysis","Ministry of Defence","Statistics","London","15","[c]","30320","29590"
"New entrant CS","2021","Analysis","Ministry of Defence","Statistics","Outside London","20","[c]","30060","27850"
"New entrant CS","2021","Analysis","Ministry of Housing, Communities and Local Government","Economics","London","20","[c]","30530","28000"
"New entrant CS","2021","Analysis","Ministry of Housing, Communities and Local Government","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Housing, Communities and Local Government","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Housing, Communities and Local Government","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Housing, Communities and Local Government","Statistics","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Housing, Communities and Local Government","Statistics","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Economics","London","10","[c]","31700","32460"
"New entrant CS","2021","Analysis","Ministry of Justice","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Operational Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Operational Research","London","15","[c]","34910","31000"
"New entrant CS","2021","Analysis","Ministry of Justice","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Social Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Statistics","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Statistics","Outside London","10","[c]","24080","23050"
"New entrant CS","2021","Analysis","Ministry of Justice","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office for Standards in Education","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office for Standards in Education","Social Research","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office for Standards in Education","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office for Standards in Education","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Gas and Electricity Markets","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Gas and Electricity Markets","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Gas and Electricity Markets","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Gas and Electricity Markets","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Gas and Electricity Markets","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Gas and Electricity Markets","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Gas and Electricity Markets","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Gas and Electricity Markets","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Rail and Road","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Rail and Road","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Rail and Road","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Scottish Government","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","UK Export Finance","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","UK Export Finance","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","United Kingdom Statistics Authority","Economics","London","15","[c]","37120","32540"
"New entrant CS","2021","Analysis","United Kingdom Statistics Authority","Economics","Outside London","35","[c]","21860","19130"
"New entrant CS","2021","Analysis","United Kingdom Statistics Authority","Operational Delivery","London","25","[c]","32140","32540"
"New entrant CS","2021","Analysis","United Kingdom Statistics Authority","Operational Delivery","Outside London","55","[c]","27170","29540"
"New entrant CS","2021","Analysis","United Kingdom Statistics Authority","Operational Research","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","United Kingdom Statistics Authority","Operational Research","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","United Kingdom Statistics Authority","Social Research","London","60","[c]","34110","32540"
"New entrant CS","2021","Analysis","United Kingdom Statistics Authority","Social Research","Outside London","90","[c]","30900","29540"
"New entrant CS","2021","Analysis","United Kingdom Statistics Authority","Statistics","London","55","[c]","38660","32540"
"New entrant CS","2021","Analysis","United Kingdom Statistics Authority","Statistics","Outside London","90","[c]","31120","29540"
"New entrant CS","2021","Analysis","Water Services Regulation Authority","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Water Services Regulation Authority","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Water Services Regulation Authority","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Attorney General's Departments","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Cabinet Office","Unknown","London","165","[c]","74450","70240"
"New entrant CS","2021","Commercial","Cabinet Office","Unknown","Outside London","55","[c]","75820","72000"
"New entrant CS","2021","Commercial","Cabinet Office","Unknown","Unknown","20","[c]","78930","71000"
"New entrant CS","2021","Commercial","Chancellor's other departments","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Competition and Markets Authority","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Business, Energy and Industrial Strategy","Commercial","Outside London","15","[c]","41180","37420"
"New entrant CS","2021","Commercial","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Digital, Culture, Media and Sport","Commercial","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Digital, Culture, Media and Sport","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Education","Commercial","Outside London","20","[c]","31470","29360"
"New entrant CS","2021","Commercial","Department for Environment, Food and Rural Affairs","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Environment, Food and Rural Affairs","Commercial","Outside London","10","[c]","33500","35900"
"New entrant CS","2021","Commercial","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for International Trade","Commercial","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Transport","Commercial","Outside London","15","[c]","28210","23860"
"New entrant CS","2021","Commercial","Department for Work and Pensions","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Work and Pensions","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department of Health and Social Care","Commercial","London","45","[c]","52940","40650"
"New entrant CS","2021","Commercial","Department of Health and Social Care","Commercial","Outside London","35","[c]","35170","28970"
"New entrant CS","2021","Commercial","HM Land Registry","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","HM Land Registry","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","HM Revenue and Customs","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","HM Revenue and Customs","Tax","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","HM Revenue and Customs","Unknown","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","HM Treasury","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","HM Treasury","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Defence","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Defence","Commercial","Outside London","110","[c]","30730","26670"
"New entrant CS","2021","Commercial","Ministry of Defence","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Defence","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Defence","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Defence","Knowledge and Information Management","Outside London","35","[c]","26210","26350"
"New entrant CS","2021","Commercial","Ministry of Defence","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Defence","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Defence","Project Delivery","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Defence","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Housing, Communities and Local Government","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Justice","Commercial","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Justice","Commercial","Outside London","15","[c]","36980","37000"
"New entrant CS","2021","Commercial","Ministry of Justice","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Justice","Operational Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Justice","Operational Delivery","Outside London","20","[c]","26610","20030"
"New entrant CS","2021","Commercial","National Crime Agency","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Other Cabinet Office Agencies","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Other Cabinet Office Agencies","Commercial","Outside London","50","[c]","31680","30000"
"New entrant CS","2021","Commercial","Scottish Government","Commercial","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","The National Archives","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","UK Export Finance","Operational Delivery","London","45","[c]","49180","47000"
"New entrant CS","2021","Commercial","United Kingdom Statistics Authority","Commercial","Outside London","10","[c]","44750","49100"
"New entrant CS","2021","Communications","Attorney General's Departments","Communications","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Attorney General's Departments","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Cabinet Office","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Cabinet Office","Unknown","London","75","[c]","36400","34550"
"New entrant CS","2021","Communications","Cabinet Office","Unknown","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Charity Commission","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Charity Commission","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Charity Commission","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Competition and Markets Authority","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Competition and Markets Authority","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Business, Energy and Industrial Strategy","Communications","London","20","[c]","40060","38620"
"New entrant CS","2021","Communications","Department for Business, Energy and Industrial Strategy","Communications","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Digital, Culture, Media and Sport","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Education","Communications","London","40","[c]","33880","30720"
"New entrant CS","2021","Communications","Department for Education","Communications","Outside London","20","[c]","25460","25000"
"New entrant CS","2021","Communications","Department for Environment, Food and Rural Affairs","Communications","London","20","[c]","35980","32560"
"New entrant CS","2021","Communications","Department for Environment, Food and Rural Affairs","Communications","Outside London","20","[c]","28480","29180"
"New entrant CS","2021","Communications","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for International Trade","Communications","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for International Trade","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Transport","Communications","London","25","[c]","42270","42470"
"New entrant CS","2021","Communications","Department for Transport","Communications","Outside London","15","[c]","29470","26130"
"New entrant CS","2021","Communications","Department for Transport","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department of Health and Social Care","Communications","London","60","[c]","37300","27270"
"New entrant CS","2021","Communications","Department of Health and Social Care","Communications","Outside London","15","[c]","47770","49530"
"New entrant CS","2021","Communications","HM Land Registry","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","HM Revenue and Customs","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","HM Revenue and Customs","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","HM Revenue and Customs","Operational Delivery","Outside London","40","[c]","30340","31810"
"New entrant CS","2021","Communications","HM Revenue and Customs","Tax","Outside London","670","[c]","26370","25560"
"New entrant CS","2021","Communications","HM Revenue and Customs","Unknown","Outside London","35","[c]","27410","25560"
"New entrant CS","2021","Communications","HM Treasury","Communications","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","HM Treasury","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","HM Treasury","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Ministry of Defence","Communications","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Ministry of Defence","Communications","Outside London","25","[c]","30200","26930"
"New entrant CS","2021","Communications","Ministry of Defence","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Ministry of Defence","Other","London","15","[c]","22270","19520"
"New entrant CS","2021","Communications","Ministry of Defence","Other","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Ministry of Housing, Communities and Local Government","Communications","London","25","[c]","40760","33210"
"New entrant CS","2021","Communications","Ministry of Housing, Communities and Local Government","Communications","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Ministry of Justice","Communications","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Ministry of Justice","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Ministry of Justice","Operational Delivery","London","10","[c]","32450","30850"
"New entrant CS","2021","Communications","Ministry of Justice","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","National Crime Agency","Communications","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Northern Ireland Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Office for Standards in Education","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Office of Gas and Electricity Markets","Communications","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Office of Gas and Electricity Markets","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Office of Qualifications and Examinations Regulation","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Office of Rail and Road","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Scotland Office","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Scottish Government","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Scottish Government","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","The National Archives","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","UK Export Finance","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","UK Export Finance","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","UK Supreme Court","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","UK Supreme Court","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","United Kingdom Statistics Authority","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","United Kingdom Statistics Authority","Communications","Outside London","15","[c]","30960","29540"
"New entrant CS","2021","Communications","Wales Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Water Services Regulation Authority","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Welsh Government","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Attorney General's Departments","Counter Fraud","London","15","[c]","35470","26090"
"New entrant CS","2021","Counter Fraud","Cabinet Office","Unknown","London","20","[c]","36130","29750"
"New entrant CS","2021","Counter Fraud","Cabinet Office","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Counter Fraud","Outside London","15","[c]","31170","31000"
