"Status","Year","Ethnicity","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Outer London - South","London","1710","1590","34070","29870"
"In post","2021","Asian","Outer London - West and North West","London","2630","2420","31160","29450"
"In post","2021","Asian","Overseas","Overseas","150","150","46340","41410"
"In post","2021","Asian","Shropshire and Staffordshire","Outside London","300","285","32060","27570"
"In post","2021","Asian","South Yorkshire","Outside London","410","385","28230","25000"
"In post","2021","Asian","Southern Scotland","Outside London","50","50","34070","27570"
"In post","2021","Asian","Surrey, East and West Sussex","Outside London","310","285","29650","27850"
"In post","2021","Asian","Tees Valley and Durham","Outside London","115","100","26720","22850"
"In post","2021","Asian","Unknown","Unknown","170","150","29630","27570"
"In post","2021","Asian","West Central Scotland","Outside London","235","215","28990","25560"
"In post","2021","Asian","West Midlands","Outside London","3575","3325","27550","25800"
"In post","2021","Asian","West Wales and The Valleys","Outside London","95","85","29270","22160"
"In post","2021","Asian","West Yorkshire","Outside London","1800","1645","27800","26620"
"In post","2021","Black","Bedfordshire and Hertfordshire","Outside London","230","220","30990","29290"
"In post","2021","Black","Berkshire, Buckinghamshire and Oxfordshire","Outside London","280","270","30400","28670"
"In post","2021","Black","Cheshire","Outside London","35","30","32040","27570"
"In post","2021","Black","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Derbyshire and Nottinghamshire","Outside London","315","295","27280","26560"
"In post","2021","Black","Devon","Outside London","25","20","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","Outside London","15","15","[c]","[c]"
"In post","2021","Black","East Anglia","Outside London","120","115","32370","27570"
"In post","2021","Black","East Wales","Outside London","155","150","29350","26860"
"In post","2021","Black","East Yorkshire and Northern Lincolnshire","Outside London","20","20","[c]","[c]"
"In post","2021","Black","Eastern Scotland","Outside London","85","85","32700","27990"
"In post","2021","Black","Essex","Outside London","245","230","29610","29290"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","490","475","32780","31110"
"In post","2021","Black","Greater Manchester","Outside London","515","490","28450","27370"
"In post","2021","Black","Hampshire and Isle of Wight","Outside London","165","155","28800","27570"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","Outside London","65","60","26380","25790"
"In post","2021","Black","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inner London - East","London","2535","2435","33470","31060"
"In post","2021","Black","Inner London - West","London","4335","4225","36970","33460"
"In post","2021","Black","Kent","Outside London","185","180","31630","29290"
"In post","2021","Black","Lancashire","Outside London","55","55","27760","27570"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","Outside London","175","160","26400","24140"
"In post","2021","Black","Lincolnshire","Outside London","20","20","[c]","[c]"
"In post","2021","Black","Merseyside","Outside London","115","105","28530","25410"
"In post","2021","Black","North Eastern Scotland","Outside London","15","10","[c]","[c]"
"In post","2021","Black","North Yorkshire","Outside London","35","35","42940","37900"
"In post","2021","Black","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2021","Black","Northumberland and Tyne and Wear","Outside London","115","105","27260","25560"
"In post","2021","Black","Outer London - East and North East","London","645","615","30720","31060"
"In post","2021","Black","Outer London - South","London","1580","1510","33010","30470"
"In post","2021","Black","Outer London - West and North West","London","875","835","31350","31060"
"In post","2021","Black","Overseas","Overseas","65","65","41950","37500"
"In post","2021","Black","Shropshire and Staffordshire","Outside London","105","100","28430","27570"
"In post","2021","Black","South Yorkshire","Outside London","145","140","27790","25220"
"In post","2021","Black","Southern Scotland","Outside London","30","30","32750","28520"
"In post","2021","Black","Surrey, East and West Sussex","Outside London","215","205","30660","28590"
"In post","2021","Black","Tees Valley and Durham","Outside London","30","25","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","55","55","30280","29870"
"In post","2021","Black","West Central Scotland","Outside London","100","95","28710","27570"
"In post","2021","Black","West Midlands","Outside London","1035","965","28310","26550"
"In post","2021","Black","West Wales and The Valleys","Outside London","35","30","25730","26130"
"In post","2021","Black","West Yorkshire","Outside London","320","305","28510","27570"
"In post","2021","Chinese","Bedfordshire and Hertfordshire","Outside London","20","20","[c]","[c]"
"In post","2021","Chinese","Berkshire, Buckinghamshire and Oxfordshire","Outside London","30","25","34520","31700"
"In post","2021","Chinese","Cheshire","Outside London","10","10","[c]","[c]"
"In post","2021","Chinese","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Derbyshire and Nottinghamshire","Outside London","20","20","[c]","[c]"
"In post","2021","Chinese","Devon","Outside London","10","10","[c]","[c]"
"In post","2021","Chinese","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Anglia","Outside London","15","15","[c]","[c]"
"In post","2021","Chinese","East Wales","Outside London","50","50","30320","29540"
"In post","2021","Chinese","East Yorkshire and Northern Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2021","Chinese","Eastern Scotland","Outside London","20","20","[c]","[c]"
"In post","2021","Chinese","Essex","Outside London","5","5","[c]","[c]"
"In post","2021","Chinese","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","35","35","31780","30730"
"In post","2021","Chinese","Greater Manchester","Outside London","75","70","29800","25560"
"In post","2021","Chinese","Hampshire and Isle of Wight","Outside London","40","35","28790","24310"
"In post","2021","Chinese","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inner London - East","London","115","110","44400","40450"
"In post","2021","Chinese","Inner London - West","London","360","355","44730","40860"
"In post","2021","Chinese","Kent","Outside London","15","15","[c]","[c]"
"In post","2021","Chinese","Lancashire","Outside London","5","5","[c]","[c]"
"In post","2021","Chinese","Leicestershire, Rutland and Northamptonshire","Outside London","5","5","[c]","[c]"
"In post","2021","Chinese","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Merseyside","Outside London","55","55","28140","24890"
"In post","2021","Chinese","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northumberland and Tyne and Wear","Outside London","45","40","28100","25560"
"In post","2021","Chinese","Outer London - East and North East","London","15","10","[c]","[c]"
"In post","2021","Chinese","Outer London - South","London","70","65","39510","36160"
"In post","2021","Chinese","Outer London - West and North West","London","40","40","37410","31340"
"In post","2021","Chinese","Overseas","Overseas","10","10","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","Outside London","20","15","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","Outside London","20","15","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","Outside London","10","5","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Central Scotland","Outside London","20","20","[c]","[c]"
"In post","2021","Chinese","West Midlands","Outside London","40","40","30200","28830"
"In post","2021","Chinese","West Wales and The Valleys","Outside London","15","15","[c]","[c]"
"In post","2021","Chinese","West Yorkshire","Outside London","25","25","[c]","[c]"
"In post","2021","Mixed","Bedfordshire and Hertfordshire","Outside London","140","135","31830","29290"
"In post","2021","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Outside London","175","170","32290","29290"
"In post","2021","Mixed","Cheshire","Outside London","45","45","33310","28840"
"In post","2021","Mixed","Cornwall and Isles of Scilly","Outside London","15","15","[c]","[c]"
"In post","2021","Mixed","Cumbria","Outside London","10","10","[c]","[c]"
"In post","2021","Mixed","Derbyshire and Nottinghamshire","Outside London","210","200","30360","27570"
"In post","2021","Mixed","Devon","Outside London","95","85","31350","27570"
"In post","2021","Mixed","Dorset and Somerset","Outside London","55","45","28840","27570"
"In post","2021","Mixed","East Anglia","Outside London","185","170","28940","27570"
"In post","2021","Mixed","East Wales","Outside London","280","265","32140","27620"
"In post","2021","Mixed","East Yorkshire and Northern Lincolnshire","Outside London","45","40","27790","26500"
"In post","2021","Mixed","Eastern Scotland","Outside London","120","115","37830","31810"
"In post","2021","Mixed","Essex","Outside London","95","90","32100","29290"
"In post","2021","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","445","425","34250","30730"
"In post","2021","Mixed","Greater Manchester","Outside London","325","310","29490","26670"
"In post","2021","Mixed","Hampshire and Isle of Wight","Outside London","185","175","31950","28650"
"In post","2021","Mixed","Herefordshire, Worcestershire and Warwickshire","Outside London","60","60","27180","24440"
"In post","2021","Mixed","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Inner London - East","London","610","585","38210","32680"
"In post","2021","Mixed","Inner London - West","London","2045","1995","44360","39960"
"In post","2021","Mixed","Kent","Outside London","115","105","30700","29290"
"In post","2021","Mixed","Lancashire","Outside London","125","115","28650","27130"
"In post","2021","Mixed","Leicestershire, Rutland and Northamptonshire","Outside London","100","90","27890","27570"
"In post","2021","Mixed","Lincolnshire","Outside London","30","25","[c]","[c]"
"In post","2021","Mixed","Merseyside","Outside London","250","230","29030","25040"
"In post","2021","Mixed","North Eastern Scotland","Outside London","10","10","[c]","[c]"
"In post","2021","Mixed","North Yorkshire","Outside London","50","50","37150","33300"
"In post","2021","Mixed","Northern Ireland","Outside London","15","15","[c]","[c]"
"In post","2021","Mixed","Northumberland and Tyne and Wear","Outside London","140","130","29610","27570"
"In post","2021","Mixed","Outer London - East and North East","London","120","115","30180","31060"
"In post","2021","Mixed","Outer London - South","London","360","345","35590","31060"
"In post","2021","Mixed","Outer London - West and North West","London","270","260","31790","31060"
"In post","2021","Mixed","Overseas","Overseas","110","110","48540","48210"
"In post","2021","Mixed","Shropshire and Staffordshire","Outside London","110","105","30960","27570"
"In post","2021","Mixed","South Yorkshire","Outside London","140","130","30810","27570"
"In post","2021","Mixed","Southern Scotland","Outside London","20","20","[c]","[c]"
"In post","2021","Mixed","Surrey, East and West Sussex","Outside London","195","185","30500","27800"
"In post","2021","Mixed","Tees Valley and Durham","Outside London","85","75","28800","26880"
"In post","2021","Mixed","Unknown","Unknown","30","25","[c]","[c]"
"In post","2021","Mixed","West Central Scotland","Outside London","110","105","31740","27570"
"In post","2021","Mixed","West Midlands","Outside London","365","335","28510","27570"
"In post","2021","Mixed","West Wales and The Valleys","Outside London","100","95","27000","24470"
"In post","2021","Mixed","West Yorkshire","Outside London","270","255","31030","27570"
"In post","2021","Other ethnicity","Bedfordshire and Hertfordshire","Outside London","40","40","35380","31840"
"In post","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Outside London","60","60","30620","28960"
"In post","2021","Other ethnicity","Cheshire","Outside London","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Derbyshire and Nottinghamshire","Outside London","40","35","32500","30190"
"In post","2021","Other ethnicity","Devon","Outside London","35","35","33120","31560"
"In post","2021","Other ethnicity","Dorset and Somerset","Outside London","10","10","[c]","[c]"
"In post","2021","Other ethnicity","East Anglia","Outside London","50","45","33900","27570"
"In post","2021","Other ethnicity","East Wales","Outside London","75","70","32280","27570"
"In post","2021","Other ethnicity","East Yorkshire and Northern Lincolnshire","Outside London","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Eastern Scotland","Outside London","35","35","33150","27570"
"In post","2021","Other ethnicity","Essex","Outside London","35","30","33220","29290"
"In post","2021","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","125","120","34320","30010"
"In post","2021","Other ethnicity","Greater Manchester","Outside London","80","75","32760","27570"
"In post","2021","Other ethnicity","Hampshire and Isle of Wight","Outside London","50","50","31630","27570"
"In post","2021","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","Outside London","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Inner London - East","London","270","255","42610","35570"
"In post","2021","Other ethnicity","Inner London - West","London","705","680","44660","39000"
"In post","2021","Other ethnicity","Kent","Outside London","40","35","30640","29290"
"In post","2021","Other ethnicity","Lancashire","Outside London","35","30","28740","26330"
"In post","2021","Other ethnicity","Leicestershire, Rutland and Northamptonshire","Outside London","25","20","[c]","[c]"
"In post","2021","Other ethnicity","Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Merseyside","Outside London","50","45","30790","26550"
"In post","2021","Other ethnicity","North Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Other ethnicity","North Yorkshire","Outside London","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Northumberland and Tyne and Wear","Outside London","30","25","29280","21440"
"In post","2021","Other ethnicity","Outer London - East and North East","London","65","60","30590","31060"
"In post","2021","Other ethnicity","Outer London - South","London","100","95","35130","31060"
"In post","2021","Other ethnicity","Outer London - West and North West","London","130","120","33740","31060"
"In post","2021","Other ethnicity","Overseas","Overseas","35","35","47340","45120"
"In post","2021","Other ethnicity","Shropshire and Staffordshire","Outside London","15","15","[c]","[c]"
"In post","2021","Other ethnicity","South Yorkshire","Outside London","35","30","29010","24890"
"In post","2021","Other ethnicity","Southern Scotland","Outside London","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Surrey, East and West Sussex","Outside London","60","55","28480","27230"
"In post","2021","Other ethnicity","Tees Valley and Durham","Outside London","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Other ethnicity","West Central Scotland","Outside London","35","35","31040","27060"
"In post","2021","Other ethnicity","West Midlands","Outside London","125","115","30430","27570"
"In post","2021","Other ethnicity","West Wales and The Valleys","Outside London","25","25","[c]","[c]"
"In post","2021","Other ethnicity","West Yorkshire","Outside London","50","45","35810","31730"
"In post","2021","Undeclared","Bedfordshire and Hertfordshire","Outside London","205","195","32800","30420"
"In post","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Outside London","465","440","34420","32000"
"In post","2021","Undeclared","Cheshire","Outside London","130","125","31720","29330"
"In post","2021","Undeclared","Cornwall and Isles of Scilly","Outside London","85","80","27690","26590"
"In post","2021","Undeclared","Cumbria","Outside London","90","85","31850","27570"
"In post","2021","Undeclared","Derbyshire and Nottinghamshire","Outside London","505","460","31450","28130"
"In post","2021","Undeclared","Devon","Outside London","420","385","32220","27680"
"In post","2021","Undeclared","Dorset and Somerset","Outside London","250","240","31410","29230"
"In post","2021","Undeclared","East Anglia","Outside London","570","525","31140","27900"
"In post","2021","Undeclared","East Wales","Outside London","620","575","34060","29540"
"In post","2021","Undeclared","East Yorkshire and Northern Lincolnshire","Outside London","170","160","29200","27570"
"In post","2021","Undeclared","Eastern Scotland","Outside London","635","590","34450","32060"
"In post","2021","Undeclared","Essex","Outside London","310","285","30990","29090"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","1700","1625","38900","37320"
"In post","2021","Undeclared","Greater Manchester","Outside London","790","735","31740","27570"
"In post","2021","Undeclared","Hampshire and Isle of Wight","Outside London","860","810","34960","33300"
"In post","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","Outside London","140","130","29150","27570"
"In post","2021","Undeclared","Highlands and Islands","Outside London","70","70","29560","27570"
"In post","2021","Undeclared","Inner London - East","London","925","870","40430","33090"
"In post","2021","Undeclared","Inner London - West","London","2335","2275","46680","42620"
"In post","2021","Undeclared","Kent","Outside London","510","465","30230","27990"
"In post","2021","Undeclared","Lancashire","Outside London","530","475","28580","27570"
"In post","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","Outside London","270","255","27380","26930"
"In post","2021","Undeclared","Lincolnshire","Outside London","140","135","31090","27570"
"In post","2021","Undeclared","Merseyside","Outside London","685","615","29830","27130"
"In post","2021","Undeclared","North Eastern Scotland","Outside London","75","70","41810","33650"
"In post","2021","Undeclared","North Yorkshire","Outside London","200","195","32830","30040"
"In post","2021","Undeclared","Northern Ireland","Outside London","95","90","28160","25560"
"In post","2021","Undeclared","Northumberland and Tyne and Wear","Outside London","800","725","29280","25560"
"In post","2021","Undeclared","Outer London - East and North East","London","225","210","30950","31060"
"In post","2021","Undeclared","Outer London - South","London","580","545","37800","35070"
"In post","2021","Undeclared","Outer London - West and North West","London","595","540","34820","31060"
"In post","2021","Undeclared","Overseas","Overseas","195","195","47080","41620"
"In post","2021","Undeclared","Shropshire and Staffordshire","Outside London","270","250","29960","27570"
"In post","2021","Undeclared","South Yorkshire","Outside London","415","385","32090","27940"
"In post","2021","Undeclared","Southern Scotland","Outside London","155","140","29840","27570"
"In post","2021","Undeclared","Surrey, East and West Sussex","Outside London","440","390","31040","28350"
"In post","2021","Undeclared","Tees Valley and Durham","Outside London","240","220","28460","27130"
"In post","2021","Undeclared","Unknown","Unknown","55","50","34660","30330"
"In post","2021","Undeclared","West Central Scotland","Outside London","695","640","30960","27570"
"In post","2021","Undeclared","West Midlands","Outside London","855","775","30550","27570"
"In post","2021","Undeclared","West Wales and The Valleys","Outside London","635","590","30020","27130"
"In post","2021","Undeclared","West Yorkshire","Outside London","615","555","30500","27570"
"In post","2021","Unknown","Bedfordshire and Hertfordshire","Outside London","405","390","29890","28100"
"In post","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Outside London","1110","1060","31350","28350"
"In post","2021","Unknown","Cheshire","Outside London","415","400","29660","27570"
"In post","2021","Unknown","Cornwall and Isles of Scilly","Outside London","165","150","26640","22640"
"In post","2021","Unknown","Cumbria","Outside London","320","305","25760","21050"
"In post","2021","Unknown","Derbyshire and Nottinghamshire","Outside London","1805","1705","28540","25560"
"In post","2021","Unknown","Devon","Outside London","1100","1020","29150","26120"
"In post","2021","Unknown","Dorset and Somerset","Outside London","525","495","29620","26780"
"In post","2021","Unknown","East Anglia","Outside London","1095","1035","28940","26350"
"In post","2021","Unknown","East Wales","Outside London","3045","2885","29020","25560"
"In post","2021","Unknown","East Yorkshire and Northern Lincolnshire","Outside London","410","390","25790","24880"
"In post","2021","Unknown","Eastern Scotland","Outside London","4985","4695","31010","27570"
"In post","2021","Unknown","Essex","Outside London","580","540","29370","26590"
"In post","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","2385","2280","34100","29690"
"In post","2021","Unknown","Greater Manchester","Outside London","2785","2670","29300","25560"
"In post","2021","Unknown","Hampshire and Isle of Wight","Outside London","1520","1375","30470","26590"
"In post","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","Outside London","370","350","26280","24610"
"In post","2021","Unknown","Highlands and Islands","Outside London","245","220","27680","26530"
"In post","2021","Unknown","Inner London - East","London","2005","1925","40340","34700"
"In post","2021","Unknown","Inner London - West","London","11105","10900","45400","39610"
"In post","2021","Unknown","Kent","Outside London","735","710","28660","27850"
"In post","2021","Unknown","Lancashire","Outside London","1440","1330","26510","24440"
"In post","2021","Unknown","Leicestershire, Rutland and Northamptonshire","Outside London","745","690","25330","22850"
"In post","2021","Unknown","Lincolnshire","Outside London","155","145","27370","26300"
"In post","2021","Unknown","Merseyside","Outside London","2305","2135","27250","22920"
"In post","2021","Unknown","North Eastern Scotland","Outside London","420","395","32600","29190"
"In post","2021","Unknown","North Yorkshire","Outside London","570","540","30860","26670"
"In post","2021","Unknown","Northern Ireland","Outside London","645","615","25990","21440"
"In post","2021","Unknown","Northumberland and Tyne and Wear","Outside London","3445","3125","26230","21440"
"In post","2021","Unknown","Outer London - East and North East","London","460","445","29570","31060"
"In post","2021","Unknown","Outer London - South","London","1240","1200","36020","31150"
"In post","2021","Unknown","Outer London - West and North West","London","760","730","31520","30580"
"In post","2021","Unknown","Overseas","Overseas","565","565","51740","51500"
"In post","2021","Unknown","Shropshire and Staffordshire","Outside London","855","815","28610","25560"
"In post","2021","Unknown","South Yorkshire","Outside London","805","765","31780","27570"
"In post","2021","Unknown","Southern Scotland","Outside London","1420","1305","27310","22820"
"In post","2021","Unknown","Surrey, East and West Sussex","Outside London","865","805","29680","27570"
"In post","2021","Unknown","Tees Valley and Durham","Outside London","900","850","25580","22850"
"In post","2021","Unknown","Unknown","Unknown","2440","2430","37020","32700"
"In post","2021","Unknown","West Central Scotland","Outside London","3060","2870","29550","26160"
"In post","2021","Unknown","West Midlands","Outside London","2380","2245","29100","25560"
"In post","2021","Unknown","West Wales and The Valleys","Outside London","1430","1320","26880","21590"
"In post","2021","Unknown","West Yorkshire","Outside London","3060","2925","29820","25560"
"In post","2021","White","Bedfordshire and Hertfordshire","Outside London","2950","2755","33160","30110"
"In post","2021","White","Berkshire, Buckinghamshire and Oxfordshire","Outside London","6870","6540","33380","30400"
"In post","2021","White","Cheshire","Outside London","3200","3010","31490","28840"
"In post","2021","White","Cornwall and Isles of Scilly","Outside London","1360","1240","26510","26670"
"In post","2021","White","Cumbria","Outside London","1705","1535","28200","25560"
"In post","2021","White","Derbyshire and Nottinghamshire","Outside London","8755","8080","31650","27570"
"In post","2021","White","Devon","Outside London","7280","6685","31520","27570"
"In post","2021","White","Dorset and Somerset","Outside London","4320","4000","29590","27570"
"In post","2021","White","East Anglia","Outside London","10065","9370","30280","27570"
"In post","2021","White","East Wales","Outside London","15820","14755","33240","28850"
"In post","2021","White","East Yorkshire and Northern Lincolnshire","Outside London","4010","3650","28020","27130"
"In post","2021","White","Eastern Scotland","Outside London","13760","12930","35510","30650"
"In post","2021","White","Essex","Outside London","4110","3750","30790","29290"
"In post","2021","White","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","23435","22210","36720","33300"
"In post","2021","White","Greater Manchester","Outside London","13775","12865","31570","27570"
"In post","2021","White","Hampshire and Isle of Wight","Outside London","12225","11295","32220","28650"
"In post","2021","White","Herefordshire, Worcestershire and Warwickshire","Outside London","3145","2945","28320","26670"
"In post","2021","White","Highlands and Islands","Outside London","1625","1530","28930","27570"
"In post","2021","White","Inner London - East","London","8225","7845","47040","41030"
"In post","2021","White","Inner London - West","London","34255","33255","50080","48920"
"In post","2021","White","Kent","Outside London","6765","6300","29620","28130"
"In post","2021","White","Lancashire","Outside London","10945","9945","28770","27570"
"In post","2021","White","Leicestershire, Rutland and Northamptonshire","Outside London","3900","3580","28420","27130"
"In post","2021","White","Lincolnshire","Outside London","2455","2305","27840","26670"
"In post","2021","White","Merseyside","Outside London","15855","14420","28770","25560"
"In post","2021","White","North Eastern Scotland","Outside London","1305","1225","36360","30650"
"In post","2021","White","North Yorkshire","Outside London","3775","3565","33800","29690"
"In post","2021","White","Northern Ireland","Outside London","3035","2850","28390","25560"
"In post","2021","White","Northumberland and Tyne and Wear","Outside London","16515","14710","28680","25560"
"In post","2021","White","Outer London - East and North East","London","1550","1440","31410","31060"
"In post","2021","White","Outer London - South","London","5105","4830","40570","36160"
"In post","2021","White","Outer London - West and North West","London","3760","3475","35350","31870"
"In post","2021","White","Overseas","Overseas","2620","2610","50320","50430"
"In post","2021","White","Shropshire and Staffordshire","Outside London","6650","6165","29940","27570"
"In post","2021","White","South Yorkshire","Outside London","7955","7220","31560","27570"
"In post","2021","White","Southern Scotland","Outside London","4320","3875","29980","27570"
"In post","2021","White","Surrey, East and West Sussex","Outside London","6200","5660","30680","27570"
"In post","2021","White","Tees Valley and Durham","Outside London","7850","7080","28150","27130"
"In post","2021","White","Unknown","Unknown","970","915","33710","27570"
"In post","2021","White","West Central Scotland","Outside London","13660","12580","30900","27570"
"In post","2021","White","West Midlands","Outside London","9830","9005","32790","27570"
"In post","2021","White","West Wales and The Valleys","Outside London","13380","12040","28790","26470"
"In post","2021","White","West Yorkshire","Outside London","11110","10205","32550","28130"
"Leaver CS","2021","Asian","Bedfordshire and Hertfordshire","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Derbyshire and Nottinghamshire","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","East Anglia","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","East Wales","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Eastern Scotland","Outside London","10","[c]","[c]","[c]"
