"Status","Year","Organisation","Region_ITL1","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Public Health England","West Midlands (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","West Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","West Midlands (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","West Midlands (England)","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","West Midlands (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","West Midlands (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","West Midlands (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","West Midlands (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","West Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","West Midlands (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","West Midlands (England)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","West Midlands (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","West Midlands (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Yorkshire and The Humber","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Yorkshire and The Humber","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Yorkshire and The Humber","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Yorkshire and The Humber","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Yorkshire and The Humber","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Yorkshire and The Humber","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Yorkshire and The Humber","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Yorkshire and The Humber","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Yorkshire and The Humber","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Yorkshire and The Humber","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Yorkshire and The Humber","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Yorkshire and The Humber","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Yorkshire and The Humber","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Yorkshire and The Humber","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Yorkshire and The Humber","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Yorkshire and The Humber","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Scotland","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Scotland","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Unknown","Unknown","Unknown","145","[c]","35020","32400"
"Leaver CS","2021","Rural Payments Agency","East Midlands (England)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","East Midlands (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","East Midlands (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","East Midlands (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","East Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","East Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","East Midlands (England)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","East Midlands (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","East Midlands (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","East of England","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","East of England","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","East of England","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","East of England","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","East of England","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","East of England","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","East of England","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","East of England","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","East of England","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","East of England","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","East of England","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","East of England","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","North East (England)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","North East (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","North East (England)","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","North East (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","North East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","North East (England)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","North East (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","North East (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","North West (England)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","North West (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","North West (England)","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","North West (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","North West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","North West (England)","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","North West (England)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","North West (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","North West (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","South East (England)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","South East (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","South East (England)","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","South East (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","South East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","South East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","South East (England)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","South East (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","South East (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","South West (England)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","South West (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","South West (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","South West (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","South West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","South West (England)","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","South West (England)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","South West (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","South West (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","West Midlands (England)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","West Midlands (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","West Midlands (England)","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","West Midlands (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","West Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","West Midlands (England)","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","West Midlands (England)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","West Midlands (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","West Midlands (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Yorkshire and The Humber","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Yorkshire and The Humber","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Yorkshire and The Humber","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Yorkshire and The Humber","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Yorkshire and The Humber","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Yorkshire and The Humber","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Yorkshire and The Humber","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Yorkshire and The Humber","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Yorkshire and The Humber","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Yorkshire and The Humber","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Yorkshire and The Humber","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Yorkshire and The Humber","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Scotland","AA/AO","Undeclared","60","[c]","21730","20850"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Scotland","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Scotland","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Scotland","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Fiscal Commission","Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Fiscal Commission","Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Fiscal Commission","Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Scotland","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scotland","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scotland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scotland","AA/AO","Unknown","30","[c]","22560","22230"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scotland","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scotland","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scotland","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scotland","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scotland","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scotland","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scotland","SEO/HEO","Heterosexual / straight","55","[c]","39060","36730"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scotland","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scotland","SEO/HEO","Unknown","40","[c]","38960","38540"
"Leaver CS","2021","Scottish Housing Regulator","Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Housing Regulator","Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Scotland","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Scotland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Scotland","AA/AO","Unknown","65","[c]","22690","20810"
"Leaver CS","2021","Scottish Prison Service","Scotland","EO","Heterosexual / straight","30","[c]","33390","33650"
"Leaver CS","2021","Scottish Prison Service","Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Scotland","EO","Unknown","65","[c]","32550","33650"
"Leaver CS","2021","Scottish Prison Service","Scotland","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Scotland","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Scotland","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Scotland","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","London","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
