"Status","Year","Disability","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","No function","40","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Commercial","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Legal","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","No function","90","[c]","35710","27590"
"Leaver CS","2021","Declared non-disabled","Undeclared","Project Delivery","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Property","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Security","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Unknown","260","[c]","28960","26890"
"Leaver CS","2021","Declared non-disabled","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Communications","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Digital, Data & Technology","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Legal","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","No function","210","[c]","41670","32410"
"Leaver CS","2021","Declared non-disabled","Unknown","Project Delivery","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Property","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Security","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","320","[c]","31000","27570"
"Leaver CS","2021","Declared non-disabled","White","Analysis","100","[c]","41540","34870"
"Leaver CS","2021","Declared non-disabled","White","Commercial","115","[c]","44580","39920"
"Leaver CS","2021","Declared non-disabled","White","Communications","110","[c]","38990","32700"
"Leaver CS","2021","Declared non-disabled","White","Counter Fraud","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Digital, Data & Technology","160","[c]","43340","38700"
"Leaver CS","2021","Declared non-disabled","White","Finance","120","[c]","42740","39520"
"Leaver CS","2021","Declared non-disabled","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Human Resources","160","[c]","38630","33630"
"Leaver CS","2021","Declared non-disabled","White","Internal Audit","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Legal","280","[c]","49340","50150"
"Leaver CS","2021","Declared non-disabled","White","No function","4025","[c]","33010","26030"
"Leaver CS","2021","Declared non-disabled","White","Project Delivery","455","[c]","39750","36280"
"Leaver CS","2021","Declared non-disabled","White","Property","260","[c]","32710","29020"
"Leaver CS","2021","Declared non-disabled","White","Security","180","[c]","30360","26670"
"Leaver CS","2021","Declared non-disabled","White","Unknown","6660","[c]","29990","26890"
"Leaver CS","2021","Undeclared","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","No function","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","No function","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","No function","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","No function","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Analysis","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Commercial","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Digital, Data & Technology","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","No function","145","[c]","32960","32350"
"Leaver CS","2021","Undeclared","Undeclared","Project Delivery","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Property","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Security","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Unknown","260","[c]","31340","27570"
"Leaver CS","2021","Undeclared","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","No function","80","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Unknown","85","[c]","37850","33610"
"Leaver CS","2021","Undeclared","White","Analysis","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Communications","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Digital, Data & Technology","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Finance","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Legal","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","No function","520","[c]","31690","23130"
"Leaver CS","2021","Undeclared","White","Project Delivery","40","[c]","35100","33300"
"Leaver CS","2021","Undeclared","White","Property","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Security","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Unknown","310","[c]","27670","26670"
"Leaver CS","2021","Unknown","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Digital, Data & Technology","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Legal","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","No function","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Legal","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","No function","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","No function","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Analysis","40","[c]","24330","19130"
"Leaver CS","2021","Unknown","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Digital, Data & Technology","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","No function","155","[c]","26520","19520"
"Leaver CS","2021","Unknown","Undeclared","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Analysis","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Commercial","75","[c]","62490","60500"
"Leaver CS","2021","Unknown","Unknown","Communications","65","[c]","37980","36970"
"Leaver CS","2021","Unknown","Unknown","Counter Fraud","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Digital, Data & Technology","120","[c]","41720","38550"
"Leaver CS","2021","Unknown","Unknown","Finance","30","[c]","40720","33940"
"Leaver CS","2021","Unknown","Unknown","Grants Management","90","[c]","24950","21050"
"Leaver CS","2021","Unknown","Unknown","Human Resources","40","[c]","40340","32120"
"Leaver CS","2021","Unknown","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Legal","170","[c]","35240","26550"
"Leaver CS","2021","Unknown","Unknown","No function","1985","[c]","28890","24000"
"Leaver CS","2021","Unknown","Unknown","Project Delivery","105","[c]","34000","29180"
"Leaver CS","2021","Unknown","Unknown","Property","130","[c]","26810","24500"
"Leaver CS","2021","Unknown","Unknown","Security","95","[c]","26970","24610"
"Leaver CS","2021","Unknown","Unknown","Unknown","2705","[c]","31010","27570"
"Leaver CS","2021","Unknown","White","Analysis","45","[c]","29010","24970"
"Leaver CS","2021","Unknown","White","Commercial","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Communications","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Digital, Data & Technology","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Finance","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Human Resources","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Legal","40","[c]","40650","52650"
"Leaver CS","2021","Unknown","White","No function","370","[c]","40250","33650"
"Leaver CS","2021","Unknown","White","Project Delivery","50","[c]","38890","37010"
"Leaver CS","2021","Unknown","White","Property","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Security","50","[c]","28650","24300"
"Leaver CS","2021","Unknown","White","Unknown","770","[c]","36750","33240"
"Leaver Dept.","2021","Declared disabled","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Asian","No function","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Asian","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Black","Internal Audit","[c]","[c]","[c]","[c]"
