"Status","Year","Region_ITL1","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","North East (England)","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Unknown","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","AA/AO","AA","Female","80","[c]","17750","17430"
"Leaver CS","2021","North West (England)","AA/AO","AA","Male","80","[c]","17940","17640"
"Leaver CS","2021","North West (England)","AA/AO","AO","Female","725","[c]","20750","21010"
"Leaver CS","2021","North West (England)","AA/AO","AO","Male","515","[c]","21140","21010"
"Leaver CS","2021","North West (England)","EO","EO","Female","370","[c]","26600","27570"
"Leaver CS","2021","North West (England)","EO","EO","Male","310","[c]","26200","26890"
"Leaver CS","2021","North West (England)","G6/G7","G6","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","G6/G7","G6","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","G6/G7","G7","Female","60","[c]","56170","55400"
"Leaver CS","2021","North West (England)","G6/G7","G7","Male","50","[c]","56320","54380"
"Leaver CS","2021","North West (England)","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","SEO/HEO","HEO","Female","120","[c]","32060","32080"
"Leaver CS","2021","North West (England)","SEO/HEO","HEO","Male","110","[c]","32330","32090"
"Leaver CS","2021","North West (England)","SEO/HEO","SEO","Female","85","[c]","40140","38410"
"Leaver CS","2021","North West (England)","SEO/HEO","SEO","Male","75","[c]","41870","40460"
"Leaver CS","2021","North West (England)","Unknown","Unknown","Female","80","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Unknown","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","AA/AO","AA","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","AA/AO","AA","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","AA/AO","AO","Female","50","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","AA/AO","AO","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","EO","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","EO","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","SEO/HEO","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","EO","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G6/G7","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G6/G7","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SEO/HEO","HEO","Female","55","[c]","35900","36960"
"Leaver CS","2021","Overseas","SEO/HEO","HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","AA/AO","AA","Female","80","[c]","20670","20810"
"Leaver CS","2021","Scotland","AA/AO","AA","Male","95","[c]","20170","20070"
"Leaver CS","2021","Scotland","AA/AO","AO","Female","560","[c]","22060","21010"
"Leaver CS","2021","Scotland","AA/AO","AO","Male","355","[c]","24440","21430"
"Leaver CS","2021","Scotland","EO","EO","Female","280","[c]","27510","27570"
"Leaver CS","2021","Scotland","EO","EO","Male","300","[c]","29380","28140"
"Leaver CS","2021","Scotland","G6/G7","G6","Female","40","[c]","71070","73940"
"Leaver CS","2021","Scotland","G6/G7","G6","Male","40","[c]","73250","73940"
"Leaver CS","2021","Scotland","G6/G7","G7","Female","40","[c]","56020","55860"
"Leaver CS","2021","Scotland","G6/G7","G7","Male","55","[c]","57240","56800"
"Leaver CS","2021","Scotland","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","SCS level","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","SEO/HEO","HEO","Female","100","[c]","33970","34150"
"Leaver CS","2021","Scotland","SEO/HEO","HEO","Male","155","[c]","35310","35110"
"Leaver CS","2021","Scotland","SEO/HEO","SEO","Female","85","[c]","42800","42330"
"Leaver CS","2021","Scotland","SEO/HEO","SEO","Male","125","[c]","45640","45190"
"Leaver CS","2021","Scotland","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","AA/AO","AA","Female","155","[c]","18430","18320"
"Leaver CS","2021","South East (England)","AA/AO","AA","Male","170","[c]","18630","18760"
"Leaver CS","2021","South East (England)","AA/AO","AO","Female","535","[c]","21700","21010"
"Leaver CS","2021","South East (England)","AA/AO","AO","Male","505","[c]","23680","21300"
"Leaver CS","2021","South East (England)","EO","EO","Female","280","[c]","27080","27570"
"Leaver CS","2021","South East (England)","EO","EO","Male","310","[c]","28130","27570"
"Leaver CS","2021","South East (England)","G6/G7","G6","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","G6/G7","G6","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","G6/G7","G7","Female","40","[c]","53480","54500"
"Leaver CS","2021","South East (England)","G6/G7","G7","Male","60","[c]","53780","54540"
"Leaver CS","2021","South East (England)","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","SEO/HEO","HEO","Female","120","[c]","32950","33300"
"Leaver CS","2021","South East (England)","SEO/HEO","HEO","Male","170","[c]","34070","33250"
"Leaver CS","2021","South East (England)","SEO/HEO","SEO","Female","85","[c]","40300","40660"
"Leaver CS","2021","South East (England)","SEO/HEO","SEO","Male","105","[c]","41490","40580"
"Leaver CS","2021","South East (England)","Unknown","Unknown","Female","70","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","AA/AO","AA","Female","75","[c]","18640","18850"
"Leaver CS","2021","South West (England)","AA/AO","AA","Male","120","[c]","18450","18800"
"Leaver CS","2021","South West (England)","AA/AO","AO","Female","365","[c]","20700","21010"
"Leaver CS","2021","South West (England)","AA/AO","AO","Male","295","[c]","21970","21010"
"Leaver CS","2021","South West (England)","EO","EO","Female","265","[c]","25680","26670"
"Leaver CS","2021","South West (England)","EO","EO","Male","265","[c]","25820","26670"
"Leaver CS","2021","South West (England)","G6/G7","G6","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","G6/G7","G6","Male","50","[c]","69890","67120"
"Leaver CS","2021","South West (England)","G6/G7","G7","Female","50","[c]","54360","53570"
"Leaver CS","2021","South West (England)","G6/G7","G7","Male","100","[c]","52650","53130"
"Leaver CS","2021","South West (England)","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","SCS level","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","SEO/HEO","HEO","Female","180","[c]","31650","32070"
"Leaver CS","2021","South West (England)","SEO/HEO","HEO","Male","240","[c]","32510","33000"
"Leaver CS","2021","South West (England)","SEO/HEO","SEO","Female","95","[c]","40770","40480"
"Leaver CS","2021","South West (England)","SEO/HEO","SEO","Male","210","[c]","41620","41010"
"Leaver CS","2021","South West (England)","Unknown","Unknown","Female","45","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Unknown","Male","50","[c]","40700","36840"
"Leaver CS","2021","Unknown","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","G6","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","G6","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Female","225","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Male","255","[c]","35470","32400"
"Leaver CS","2021","Wales","AA/AO","AA","Female","85","[c]","17880","18060"
"Leaver CS","2021","Wales","AA/AO","AA","Male","80","[c]","18310","18060"
"Leaver CS","2021","Wales","AA/AO","AO","Female","510","[c]","21030","21030"
"Leaver CS","2021","Wales","AA/AO","AO","Male","385","[c]","20970","21010"
"Leaver CS","2021","Wales","EO","EO","Female","190","[c]","26860","27570"
"Leaver CS","2021","Wales","EO","EO","Male","205","[c]","28010","27570"
"Leaver CS","2021","Wales","G6/G7","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Wales","G6/G7","G6","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Wales","G6/G7","G7","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","Wales","G6/G7","G7","Male","55","[c]","56360","56660"
"Leaver CS","2021","Wales","SCS level","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Wales","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Wales","SEO/HEO","HEO","Female","90","[c]","33270","33640"
"Leaver CS","2021","Wales","SEO/HEO","HEO","Male","100","[c]","33960","33300"
"Leaver CS","2021","Wales","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","SEO/HEO","SEO","Female","60","[c]","40830","40960"
"Leaver CS","2021","Wales","SEO/HEO","SEO","Male","60","[c]","41810","40900"
"Leaver CS","2021","Wales","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Unknown","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","AA/AO","AA","Female","55","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","AA/AO","AA","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","AA/AO","AO","Female","480","[c]","20470","20500"
"Leaver CS","2021","West Midlands (England)","AA/AO","AO","Male","345","[c]","21120","20920"
"Leaver CS","2021","West Midlands (England)","EO","EO","Female","255","[c]","26700","27570"
"Leaver CS","2021","West Midlands (England)","EO","EO","Male","165","[c]","26410","26490"
"Leaver CS","2021","West Midlands (England)","G6/G7","G6","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","G6/G7","G6","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","G6/G7","G7","Female","40","[c]","54560","55000"
"Leaver CS","2021","West Midlands (England)","G6/G7","G7","Male","45","[c]","60330","58000"
"Leaver CS","2021","West Midlands (England)","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","SEO/HEO","HEO","Female","95","[c]","32670","32430"
"Leaver CS","2021","West Midlands (England)","SEO/HEO","HEO","Male","80","[c]","34040","33450"
"Leaver CS","2021","West Midlands (England)","SEO/HEO","SEO","Female","80","[c]","41680","40620"
"Leaver CS","2021","West Midlands (England)","SEO/HEO","SEO","Male","60","[c]","41690","40440"
"Leaver CS","2021","West Midlands (England)","Unknown","Unknown","Female","50","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","AA/AO","AA","Female","80","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","AA/AO","AA","Male","105","[c]","18320","18680"
"Leaver CS","2021","Yorkshire and The Humber","AA/AO","AO","Female","530","[c]","20720","21010"
"Leaver CS","2021","Yorkshire and The Humber","AA/AO","AO","Male","375","[c]","22590","21010"
"Leaver CS","2021","Yorkshire and The Humber","EO","EO","Female","325","[c]","26710","27570"
"Leaver CS","2021","Yorkshire and The Humber","EO","EO","Male","225","[c]","26920","26930"
"Leaver CS","2021","Yorkshire and The Humber","G6/G7","G6","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","G6/G7","G6","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","G6/G7","G7","Female","55","[c]","54510","54310"
"Leaver CS","2021","Yorkshire and The Humber","G6/G7","G7","Male","85","[c]","57030","55610"
"Leaver CS","2021","Yorkshire and The Humber","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","SEO/HEO","HEO","Female","135","[c]","32260","32230"
"Leaver CS","2021","Yorkshire and The Humber","SEO/HEO","HEO","Male","115","[c]","34450","33520"
"Leaver CS","2021","Yorkshire and The Humber","SEO/HEO","SEO","Female","90","[c]","40480","40420"
"Leaver CS","2021","Yorkshire and The Humber","SEO/HEO","SEO","Male","75","[c]","40870","39460"
"Leaver CS","2021","Yorkshire and The Humber","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Unknown","Female","50","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Unknown","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","AA/AO","AA","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","AA/AO","AO","Female","60","[c]","20120","19570"
"Leaver Dept.","2021","East Midlands (England)","AA/AO","AO","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","EO","EO","Female","45","[c]","24490","25820"
"Leaver Dept.","2021","East Midlands (England)","EO","EO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","G6/G7","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","G6/G7","G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","SEO/HEO","HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","SEO/HEO","HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","AA/AO","AA","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","AA/AO","AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","AA/AO","AO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","EO","EO","Female","40","[c]","26450","26670"
"Leaver Dept.","2021","East of England","EO","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","G6/G7","G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","G6/G7","G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","SEO/HEO","HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","SEO/HEO","HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AA/AO","AA","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AA/AO","AO","Female","135","[c]","23680","23520"
"Leaver Dept.","2021","London","AA/AO","AO","Male","85","[c]","24280","23740"
"Leaver Dept.","2021","London","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","EO","EO","Female","470","[c]","28500","28000"
"Leaver Dept.","2021","London","EO","EO","Male","335","[c]","28480","28000"
"Leaver Dept.","2021","London","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","G6/G7","G6","Female","210","[c]","66650","65830"
"Leaver Dept.","2021","London","G6/G7","G6","Male","180","[c]","66410","65620"
"Leaver Dept.","2021","London","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","G6/G7","G7","Female","655","[c]","54990","54400"
"Leaver Dept.","2021","London","G6/G7","G7","Male","575","[c]","55120","54160"
"Leaver Dept.","2021","London","G6/G7","G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","SCS level","SCS level","Female","170","[c]","86720","77970"
"Leaver Dept.","2021","London","SCS level","SCS level","Male","105","[c]","91430","84830"
"Leaver Dept.","2021","London","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","SEO/HEO","HEO","Female","800","[c]","33880","33640"
"Leaver Dept.","2021","London","SEO/HEO","HEO","Male","710","[c]","33980","33640"
"Leaver Dept.","2021","London","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","SEO/HEO","SEO","Female","435","[c]","41390","40780"
"Leaver Dept.","2021","London","SEO/HEO","SEO","Male","355","[c]","41490","40640"
"Leaver Dept.","2021","London","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Unknown","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Unknown","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","AA/AO","AO","Female","190","[c]","20890","21010"
"Leaver Dept.","2021","North East (England)","AA/AO","AO","Male","95","[c]","20840","21010"
"Leaver Dept.","2021","North East (England)","EO","EO","Female","105","[c]","26290","27570"
"Leaver Dept.","2021","North East (England)","EO","EO","Male","55","[c]","26480","27570"
"Leaver Dept.","2021","North East (England)","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","G6/G7","G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","G6/G7","G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","SEO/HEO","HEO","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","SEO/HEO","HEO","Male","45","[c]","31090","31420"
"Leaver Dept.","2021","North East (England)","SEO/HEO","SEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","SEO/HEO","SEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","AA/AO","AO","Female","210","[c]","20970","21010"
"Leaver Dept.","2021","North West (England)","AA/AO","AO","Male","185","[c]","20830","21010"
"Leaver Dept.","2021","North West (England)","EO","EO","Female","165","[c]","25860","25770"
"Leaver Dept.","2021","North West (England)","EO","EO","Male","160","[c]","26170","27570"
"Leaver Dept.","2021","North West (England)","G6/G7","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","G6/G7","G7","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","G6/G7","G7","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","SEO/HEO","HEO","Female","90","[c]","31540","31990"
"Leaver Dept.","2021","North West (England)","SEO/HEO","HEO","Male","55","[c]","31400","31990"
"Leaver Dept.","2021","North West (England)","SEO/HEO","SEO","Female","50","[c]","38510","37660"
"Leaver Dept.","2021","North West (England)","SEO/HEO","SEO","Male","40","[c]","38880","37690"
"Leaver Dept.","2021","North West (England)","Unknown","Unknown","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","AA/AO","AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","EO","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G6/G7","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G6/G7","G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G6/G7","G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SEO/HEO","HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SEO/HEO","HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","AA/AO","AA","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","AA/AO","AO","Female","135","[c]","20930","20920"
"Leaver Dept.","2021","Scotland","AA/AO","AO","Male","100","[c]","21290","21010"
"Leaver Dept.","2021","Scotland","EO","EO","Female","110","[c]","26600","27570"
"Leaver Dept.","2021","Scotland","EO","EO","Male","80","[c]","26500","27570"
"Leaver Dept.","2021","Scotland","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","G6/G7","G6","Male","5","[c]","[c]","[c]"
