"Status","Year","Function_of_post","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Commercial","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Commercial","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Commercial","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Commercial","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Commercial","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Commercial","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Communications","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Communications","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Corporate Finance","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Bristol, City of","5","5","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Coventry","5","5","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Darlington","20","20","41450","42320"
"In post","2021","Analysis","Digital, Data and Technology","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Manchester","15","15","37080","33190"
"In post","2021","Analysis","Digital, Data and Technology","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Sheffield","55","50","44750","42420"
"In post","2021","Analysis","Digital, Data and Technology","Swansea","25","25","27990","26780"
"In post","2021","Analysis","Digital, Data and Technology","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Wakefield","10","10","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Westminster","75","70","46510","45250"
