"Status","Year","Disability","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","London","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","London","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","355","345","47890","44210"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","London","LGBO","70","70","45070","40050"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","London","Undeclared","40","40","45510","40410"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","London","Unknown","30","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","300","280","33840","30950"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","50","50","33320","30660"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","155","145","33440","32730"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","75","75","48580","40690"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","London","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","London","Heterosexual / straight","155","145","49720","46520"
"In post","2021","Declared disabled","Department for Education","London","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","London","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","London","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Outside London","Heterosexual / straight","375","355","38080","36500"
"In post","2021","Declared disabled","Department for Education","Outside London","LGBO","50","50","36410","31400"
"In post","2021","Declared disabled","Department for Education","Outside London","Undeclared","40","40","38780","36960"
"In post","2021","Declared disabled","Department for Education","Outside London","Unknown","35","35","39340","37030"
"In post","2021","Declared disabled","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","Heterosexual / straight","185","180","41120","38750"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","LGBO","45","40","42620","38750"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","Heterosexual / straight","650","615","32870","29270"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","LGBO","70","70","30620","28670"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","Undeclared","80","75","32060","29690"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","Unknown","90","80","27510","24920"
"In post","2021","Declared disabled","Department for International Trade","London","Heterosexual / straight","100","95","45040","38830"
"In post","2021","Declared disabled","Department for International Trade","London","LGBO","30","30","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","London","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","London","Unknown","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","London","Heterosexual / straight","155","150","43850","37660"
"In post","2021","Declared disabled","Department for Transport","London","LGBO","30","30","47870","50410"
"In post","2021","Declared disabled","Department for Transport","London","Undeclared","30","30","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Outside London","Heterosexual / straight","730","640","27580","26590"
"In post","2021","Declared disabled","Department for Transport","Outside London","LGBO","50","50","27930","26240"
"In post","2021","Declared disabled","Department for Transport","Outside London","Undeclared","350","285","24790","21590"
"In post","2021","Declared disabled","Department for Transport","Outside London","Unknown","35","30","24920","25090"
"In post","2021","Declared disabled","Department for Transport","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","London","Heterosexual / straight","1080","995","33820","31060"
"In post","2021","Declared disabled","Department for Work and Pensions","London","LGBO","125","120","35380","31060"
"In post","2021","Declared disabled","Department for Work and Pensions","London","Undeclared","170","155","31340","31060"
"In post","2021","Declared disabled","Department for Work and Pensions","London","Unknown","190","165","31420","31060"
"In post","2021","Declared disabled","Department for Work and Pensions","Outside London","Heterosexual / straight","10075","8795","26740","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","Outside London","LGBO","980","920","26840","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","Outside London","Undeclared","1465","1265","26320","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","Outside London","Unknown","1325","1105","25500","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","Unknown","Heterosexual / straight","105","100","30370","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","London","Heterosexual / straight","145","140","43940","36330"
"In post","2021","Declared disabled","Department of Health and Social Care","London","LGBO","40","40","42520","36330"
"In post","2021","Declared disabled","Department of Health and Social Care","London","Undeclared","25","20","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","London","Unknown","35","30","51820","46460"
"In post","2021","Declared disabled","Department of Health and Social Care","Outside London","Heterosexual / straight","215","200","38560","36330"
"In post","2021","Declared disabled","Department of Health and Social Care","Outside London","LGBO","30","30","33110","28390"
"In post","2021","Declared disabled","Department of Health and Social Care","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","London","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","330","325","46120","39090"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","LGBO","40","40","47120","44580"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","Undeclared","30","30","44880","38230"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Outside London","Heterosexual / straight","175","165","35080","33930"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","Heterosexual / straight","120","120","48660","43840"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Outside London","Heterosexual / straight","340","295","30260","27130"
"In post","2021","Declared disabled","HM Land Registry","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Outside London","Undeclared","70","60","31130","27130"
"In post","2021","Declared disabled","HM Land Registry","Outside London","Unknown","45","35","28250","27130"
"In post","2021","Declared disabled","HM Revenue and Customs","London","Heterosexual / straight","505","470","42930","37890"
"In post","2021","Declared disabled","HM Revenue and Customs","London","LGBO","60","55","45530","41760"
"In post","2021","Declared disabled","HM Revenue and Customs","London","Undeclared","80","75","42610","39800"
"In post","2021","Declared disabled","HM Revenue and Customs","London","Unknown","105","95","37900","36160"
"In post","2021","Declared disabled","HM Revenue and Customs","Outside London","Heterosexual / straight","3570","3185","29820","25560"
"In post","2021","Declared disabled","HM Revenue and Customs","Outside London","LGBO","370","345","29410","27270"
"In post","2021","Declared disabled","HM Revenue and Customs","Outside London","Undeclared","420","375","29450","25740"
"In post","2021","Declared disabled","HM Revenue and Customs","Outside London","Unknown","625","530","26310","21440"
"In post","2021","Declared disabled","HM Treasury","London","Heterosexual / straight","145","140","45850","41840"
"In post","2021","Declared disabled","HM Treasury","London","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","London","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","London","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Outside London","Heterosexual / straight","35","35","43740","41670"
"In post","2021","Declared disabled","HM Treasury","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","London","Heterosexual / straight","915","845","37830","34630"
"In post","2021","Declared disabled","Home Office","London","LGBO","85","85","41310","35200"
"In post","2021","Declared disabled","Home Office","London","Undeclared","190","175","36970","30860"
"In post","2021","Declared disabled","Home Office","London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Outside London","Heterosexual / straight","1470","1340","26790","25040"
"In post","2021","Declared disabled","Home Office","Outside London","LGBO","135","130","28850","25490"
"In post","2021","Declared disabled","Home Office","Outside London","Undeclared","225","205","27430","25310"
"In post","2021","Declared disabled","Home Office","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","London","Heterosexual / straight","300","295","40570","37570"
"In post","2021","Declared disabled","Ministry of Defence","London","LGBO","30","30","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","London","Undeclared","50","45","39800","37640"
"In post","2021","Declared disabled","Ministry of Defence","London","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Outside London","Heterosexual / straight","3805","3655","32550","30220"
"In post","2021","Declared disabled","Ministry of Defence","Outside London","LGBO","235","230","31530","28650"
"In post","2021","Declared disabled","Ministry of Defence","Outside London","Undeclared","635","610","34120","33290"
"In post","2021","Declared disabled","Ministry of Defence","Outside London","Unknown","155","145","31810","29550"
"In post","2021","Declared disabled","Ministry of Defence","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","London","Heterosexual / straight","155","155","45480","40360"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","London","LGBO","35","35","43820","40310"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Outside London","Heterosexual / straight","100","100","35270","31440"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice","London","Heterosexual / straight","1185","1130","34630","30850"
"In post","2021","Declared disabled","Ministry of Justice","London","LGBO","150","150","36700","33590"
"In post","2021","Declared disabled","Ministry of Justice","London","Undeclared","150","145","35920","33940"
"In post","2021","Declared disabled","Ministry of Justice","London","Unknown","45","40","30090","30850"
"In post","2021","Declared disabled","Ministry of Justice","Outside London","Heterosexual / straight","5890","5445","28220","25690"
"In post","2021","Declared disabled","Ministry of Justice","Outside London","LGBO","635","615","27440","24920"
"In post","2021","Declared disabled","Ministry of Justice","Outside London","Undeclared","685","630","28990","26810"
"In post","2021","Declared disabled","Ministry of Justice","Outside London","Unknown","225","195","28410","28080"
"In post","2021","Declared disabled","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","London","Heterosexual / straight","50","50","40530","37810"
"In post","2021","Declared disabled","National Crime Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Outside London","Heterosexual / straight","105","100","36290","36410"
"In post","2021","Declared disabled","National Crime Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education","London","Heterosexual / straight","30","30","53290","51360"
"In post","2021","Declared disabled","Office for Standards in Education","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education","Outside London","Heterosexual / straight","80","75","42530","39850"
"In post","2021","Declared disabled","Office for Standards in Education","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Outside London","Undeclared","[c]","[c]","[c]","[c]"
