"Status","Year","Age","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","65+","West Lothian","10","10","31720","22820"
"In post","2021","65+","West Northamptonshire","20","15","24280","20350"
"In post","2021","65+","West Surrey","100","85","30450","26340"
"In post","2021","65+","West Sussex (North East)","40","25","32720","28350"
"In post","2021","65+","West Sussex (South West)","55","45","24620","24200"
"In post","2021","65+","Westminster","690","610","45460","39060"
"In post","2021","65+","Wiltshire","220","190","37080","33300"
"In post","2021","65+","Wirral","75","50","24740","21010"
"In post","2021","65+","Wolverhampton","20","15","25490","26120"
"In post","2021","65+","Worcestershire","55","45","26030","24980"
"In post","2021","65+","York","50","40","29090","26380"
"In post","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Belfast","15","15","33450","28480"
"In post","2021","Unknown","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Westminster","10","10","45090","34020"
"In post","2021","Unknown","York","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","City of Edinburgh","10","[c]","20980","21150"
"Leaver CS","2021","16-19","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Durham CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Suffolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Aberdeen City and Aberdeenshire","10","[c]","24850","22220"
"Leaver CS","2021","20-29","Angus and Dundee City","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Barking & Dagenham and Havering","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Barnet","35","[c]","27590","27150"
"Leaver CS","2021","20-29","Barnsley, Doncaster and Rotherham","40","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","125","[c]","25150","24890"
"Leaver CS","2021","20-29","Bedford","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Belfast","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Berkshire","30","[c]","25530","25250"
"Leaver CS","2021","20-29","Bexley and Greenwich","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Birmingham","100","[c]","24180","20480"
"Leaver CS","2021","20-29","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Blackpool","35","[c]","22090","21010"
"Leaver CS","2021","20-29","Bournemouth and Poole","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Bradford","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Breckland and South Norfolk","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Brent","10","[c]","26190","25110"
"Leaver CS","2021","20-29","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Brighton and Hove","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Bristol, City of","100","[c]","26670","24430"
"Leaver CS","2021","20-29","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Buckinghamshire CC","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Calderdale and Kirklees","20","[c]","21920","21010"
"Leaver CS","2021","20-29","Cambridgeshire CC","40","[c]","25970","26260"
"Leaver CS","2021","20-29","Camden and City of London","60","[c]","26980","22680"
"Leaver CS","2021","20-29","Cardiff and Vale of Glamorgan","110","[c]","23110","21010"
"Leaver CS","2021","20-29","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Central Hampshire","55","[c]","22810","19900"
"Leaver CS","2021","20-29","Central Valleys","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cheshire East","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chorley and West Lancashire","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","City of Edinburgh","85","[c]","25360","24120"
"Leaver CS","2021","20-29","Clackmannanshire and Fife","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cornwall and Isles of Scilly","10","[c]","22680","21010"
"Leaver CS","2021","20-29","Coventry","20","[c]","26250","23680"
"Leaver CS","2021","20-29","Croydon","85","[c]","28640","27760"
"Leaver CS","2021","20-29","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Derby","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Devon CC","70","[c]","21130","21010"
"Leaver CS","2021","20-29","Dorset CC","35","[c]","21150","21010"
"Leaver CS","2021","20-29","Dudley","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Dumfries and Galloway","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Durham CC","65","[c]","23160","21430"
"Leaver CS","2021","20-29","Ealing","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Cumbria","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","10","[c]","23470","20920"
"Leaver CS","2021","20-29","East Kent","15","[c]","21250","21010"
"Leaver CS","2021","20-29","East Merseyside","10","[c]","21450","21010"
"Leaver CS","2021","20-29","East Riding of Yorkshire","35","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Surrey","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Sussex CC","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Enfield","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Essex Haven Gateway","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Essex Thames Gateway","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Falkirk","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Flintshire and Wrexham","45","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Glasgow City","70","[c]","24250","22220"
"Leaver CS","2021","20-29","Gloucestershire","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Greater Manchester North East","20","[c]","24890","27570"
"Leaver CS","2021","20-29","Greater Manchester North West","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Greater Manchester South East","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Greater Manchester South West","55","[c]","22650","19930"
"Leaver CS","2021","20-29","Gwent Valleys","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Gwynedd","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Hackney and Newham","20","[c]","27220","25110"
"Leaver CS","2021","20-29","Haringey and Islington","35","[c]","23810","22680"
"Leaver CS","2021","20-29","Harrow and Hillingdon","15","[c]","28180","28650"
"Leaver CS","2021","20-29","Hartlepool and Stockton-on-Tees","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Heart of Essex","25","[c]","26610","22570"
"Leaver CS","2021","20-29","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Hertfordshire","40","[c]","26930","24180"
"Leaver CS","2021","20-29","Hounslow and Richmond upon Thames","50","[c]","24030","21770"
"Leaver CS","2021","20-29","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Isle of Wight","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Kensington & Chelsea and Hammersmith & Fulham","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Kent Thames Gateway","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Kingston upon Hull, City of","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Lambeth","60","[c]","30430","28960"
"Leaver CS","2021","20-29","Lancaster and Wyre","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Leeds","150","[c]","26110","21570"
"Leaver CS","2021","20-29","Leicester","35","[c]","22480","21010"
"Leaver CS","2021","20-29","Leicestershire CC and Rutland","40","[c]","25250","24260"
"Leaver CS","2021","20-29","Lewisham and Southwark","25","[c]","28950","30380"
"Leaver CS","2021","20-29","Lincolnshire","35","[c]","27100","27570"
"Leaver CS","2021","20-29","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Liverpool","75","[c]","22290","21430"
"Leaver CS","2021","20-29","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Luton","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Manchester","95","[c]","26330","25000"
"Leaver CS","2021","20-29","Medway","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mid Kent","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mid Lancashire","35","[c]","22790","22350"
"Leaver CS","2021","20-29","Milton Keynes","40","[c]","23350","21790"
"Leaver CS","2021","20-29","Monmouthshire and Newport","85","[c]","23040","19130"
"Leaver CS","2021","20-29","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North and North East Lincolnshire","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North and West Norfolk","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Hampshire","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Lanarkshire","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Nottinghamshire","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Yorkshire CC","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Norwich and East Norfolk","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Nottingham","85","[c]","21620","21170"
"Leaver CS","2021","20-29","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Oxfordshire","60","[c]","18260","15880"
"Leaver CS","2021","20-29","Perth and Kinross and Stirling","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Peterborough","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Plymouth","20","[c]","24340","23630"
"Leaver CS","2021","20-29","Portsmouth","20","[c]","23200","20920"
"Leaver CS","2021","20-29","Redbridge and Waltham Forest","10","[c]","29820","31060"
"Leaver CS","2021","20-29","Sandwell","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Sefton","40","[c]","22500","21010"
"Leaver CS","2021","20-29","Sheffield","65","[c]","23700","21010"
"Leaver CS","2021","20-29","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Solihull","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Somerset","20","[c]","26020","23490"
"Leaver CS","2021","20-29","South and West Derbyshire","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Hampshire","45","[c]","23930","21010"
"Leaver CS","2021","20-29","South Lanarkshire","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Nottinghamshire","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Teesside","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South West Wales","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Southampton","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Southend-on-Sea","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Staffordshire CC","90","[c]","22570","21010"
"Leaver CS","2021","20-29","Stoke-on-Trent","20","[c]","19390","18880"
"Leaver CS","2021","20-29","Suffolk","45","[c]","21160","20150"
"Leaver CS","2021","20-29","Sunderland","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Swansea","85","[c]","21680","21590"
"Leaver CS","2021","20-29","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Telford and Wrekin","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Torbay","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Tower Hamlets","135","[c]","32360","27400"
"Leaver CS","2021","20-29","Tyneside","140","[c]","22310","21010"
"Leaver CS","2021","20-29","Unknown","200","[c]","28450","28000"
"Leaver CS","2021","20-29","Wakefield","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Walsall","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Wandsworth","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Warrington","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Warwickshire","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Cumbria","10","[c]","26640","23540"
"Leaver CS","2021","20-29","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Kent","25","[c]","18950","17180"
"Leaver CS","2021","20-29","West Lothian","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Northamptonshire","30","[c]","19440","18880"
"Leaver CS","2021","20-29","West Surrey","50","[c]","25510","24370"
"Leaver CS","2021","20-29","West Sussex (North East)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Sussex (South West)","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Westminster","865","[c]","29640","27760"
"Leaver CS","2021","20-29","Wiltshire","110","[c]","21490","19630"
"Leaver CS","2021","20-29","Wirral","15","[c]","22300","21010"
"Leaver CS","2021","20-29","Wolverhampton","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Worcestershire","55","[c]","21220","21050"
"Leaver CS","2021","20-29","York","25","[c]","23850","21050"
"Leaver CS","2021","30-39","Aberdeen City and Aberdeenshire","20","[c]","30320","28620"
"Leaver CS","2021","30-39","Angus and Dundee City","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Barnet","35","[c]","39950","35540"
"Leaver CS","2021","30-39","Barnsley, Doncaster and Rotherham","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bath and North East Somerset, North Somerset and South Gloucestershire","70","[c]","34640","33810"
"Leaver CS","2021","30-39","Bedford","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Belfast","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Berkshire","20","[c]","35050","29950"
"Leaver CS","2021","30-39","Bexley and Greenwich","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Birmingham","85","[c]","32600","28250"
"Leaver CS","2021","30-39","Blackpool","20","[c]","22280","21010"
"Leaver CS","2021","30-39","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bradford","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Breckland and South Norfolk","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Brighton and Hove","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bristol, City of","70","[c]","30800","27570"
"Leaver CS","2021","30-39","Bromley","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Buckinghamshire CC","30","[c]","31860","29300"
"Leaver CS","2021","30-39","Calderdale and Kirklees","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cambridgeshire CC","35","[c]","32340","30430"
"Leaver CS","2021","30-39","Camden and City of London","40","[c]","43260","38400"
"Leaver CS","2021","30-39","Cardiff and Vale of Glamorgan","90","[c]","31070","27570"
"Leaver CS","2021","30-39","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Central Hampshire","20","[c]","33380","30540"
"Leaver CS","2021","30-39","Central Valleys","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cheshire East","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chorley and West Lancashire","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","City of Edinburgh","85","[c]","33870","30650"
"Leaver CS","2021","30-39","Clackmannanshire and Fife","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cornwall and Isles of Scilly","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Coventry","15","[c]","40010","40000"
"Leaver CS","2021","30-39","Croydon","50","[c]","34940","31060"
"Leaver CS","2021","30-39","Darlington","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Derby","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Devon CC","60","[c]","21450","21010"
"Leaver CS","2021","30-39","Dorset CC","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Dudley","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Dumfries and Galloway","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Durham CC","40","[c]","24960","21010"
"Leaver CS","2021","30-39","Ealing","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Ayrshire and North Ayrshire mainland","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Cumbria","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","15","[c]","30040","27160"
"Leaver CS","2021","30-39","East Kent","25","[c]","26740","24180"
"Leaver CS","2021","30-39","East Lancashire","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Riding of Yorkshire","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Surrey","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Sussex CC","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Essex Haven Gateway","15","[c]","29710","29290"
"Leaver CS","2021","30-39","Essex Thames Gateway","15","[c]","25250","24180"
"Leaver CS","2021","30-39","Falkirk","10","[c]","28180","21010"
"Leaver CS","2021","30-39","Flintshire and Wrexham","35","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Glasgow City","60","[c]","29360","26440"
"Leaver CS","2021","30-39","Gloucestershire","10","[c]","32070","27350"
"Leaver CS","2021","30-39","Greater Manchester North East","20","[c]","25840","27570"
"Leaver CS","2021","30-39","Greater Manchester North West","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Greater Manchester South East","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Greater Manchester South West","20","[c]","25730","21010"
"Leaver CS","2021","30-39","Gwent Valleys","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Hackney and Newham","15","[c]","28720","31060"
"Leaver CS","2021","30-39","Haringey and Islington","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Harrow and Hillingdon","20","[c]","29380","28670"
"Leaver CS","2021","30-39","Hartlepool and Stockton-on-Tees","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Heart of Essex","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Hertfordshire","35","[c]","30570","29290"
"Leaver CS","2021","30-39","Hounslow and Richmond upon Thames","35","[c]","29940","27760"
"Leaver CS","2021","30-39","Inverclyde, East Renfrewshire and Renfrewshire","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Inverness and Nairn and Moray, Badenoch and Strathspey","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Isle of Anglesey","10","[c]","29720","29930"
"Leaver CS","2021","30-39","Isle of Wight","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Kensington & Chelsea and Hammersmith & Fulham","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Kent Thames Gateway","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Kingston upon Hull, City of","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Lambeth","70","[c]","42830","40380"
"Leaver CS","2021","30-39","Lancaster and Wyre","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Leeds","95","[c]","31970","27570"
"Leaver CS","2021","30-39","Leicester","25","[c]","24590","21010"
"Leaver CS","2021","30-39","Leicestershire CC and Rutland","35","[c]","28070","27940"
"Leaver CS","2021","30-39","Lewisham and Southwark","25","[c]","32400","31060"
"Leaver CS","2021","30-39","Lincolnshire","35","[c]","27660","29930"
