"Status","Year","Profession_of_post","Region_ITL1","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Property","South West (England)","Devon","SEO/HEO","115","110","37500","37360"
"In post","2021","Property","South West (England)","Dorset and Somerset","AA/AO","20","20","19270","18800"
"In post","2021","Property","South West (England)","Dorset and Somerset","EO","15","15","26950","26670"
"In post","2021","Property","South West (England)","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","South West (England)","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","South West (England)","Dorset and Somerset","SEO/HEO","35","35","34830","33300"
"In post","2021","Property","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","30","30","19160","18760"
"In post","2021","Property","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","75","65","26450","26500"
"In post","2021","Property","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","95","95","54810","54540"
"In post","2021","Property","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","330","320","35860","33350"
"In post","2021","Property","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2021","Property","Unknown","Unknown","SEO/HEO","10","5","[c]","[c]"
"In post","2021","Property","Wales","East Wales","AA/AO","25","25","20900","21050"
"In post","2021","Property","Wales","East Wales","EO","50","50","26870","26500"
"In post","2021","Property","Wales","East Wales","G6/G7","20","20","56970","57130"
"In post","2021","Property","Wales","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","Wales","East Wales","SEO/HEO","130","125","38030","37410"
"In post","2021","Property","Wales","West Wales and The Valleys","AA/AO","40","35","21080","21590"
"In post","2021","Property","Wales","West Wales and The Valleys","EO","45","45","26600","26410"
"In post","2021","Property","Wales","West Wales and The Valleys","G6/G7","25","25","57450","54990"
"In post","2021","Property","Wales","West Wales and The Valleys","SEO/HEO","70","70","36010","33300"
"In post","2021","Property","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AA/AO","15","15","18520","18760"
"In post","2021","Property","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","15","15","33590","33300"
"In post","2021","Property","West Midlands (England)","Shropshire and Staffordshire","AA/AO","30","25","19470","20920"
"In post","2021","Property","West Midlands (England)","Shropshire and Staffordshire","EO","45","45","26120","26350"
"In post","2021","Property","West Midlands (England)","Shropshire and Staffordshire","G6/G7","25","25","54610","54540"
"In post","2021","Property","West Midlands (England)","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","West Midlands (England)","Shropshire and Staffordshire","SEO/HEO","105","100","36760","34250"
"In post","2021","Property","West Midlands (England)","West Midlands","AA/AO","30","25","19450","19930"
"In post","2021","Property","West Midlands (England)","West Midlands","EO","70","60","26060","26000"
"In post","2021","Property","West Midlands (England)","West Midlands","G6/G7","55","55","57910","57010"
"In post","2021","Property","West Midlands (England)","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","West Midlands (England)","West Midlands","SEO/HEO","120","110","36410","33300"
"In post","2021","Property","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AA/AO","10","10","[c]","[c]"
"In post","2021","Property","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","EO","25","25","26500","26280"
"In post","2021","Property","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO/HEO","30","25","35950","33250"
"In post","2021","Property","Yorkshire and The Humber","North Yorkshire","AA/AO","30","25","18130","17230"
"In post","2021","Property","Yorkshire and The Humber","North Yorkshire","EO","35","35","26390","26670"
"In post","2021","Property","Yorkshire and The Humber","North Yorkshire","G6/G7","15","15","53770","54540"
"In post","2021","Property","Yorkshire and The Humber","North Yorkshire","SEO/HEO","90","90","36450","35330"
"In post","2021","Property","Yorkshire and The Humber","South Yorkshire","AA/AO","10","10","[c]","[c]"
"In post","2021","Property","Yorkshire and The Humber","South Yorkshire","EO","30","25","25680","25100"
"In post","2021","Property","Yorkshire and The Humber","South Yorkshire","G6/G7","50","50","57220","57130"
"In post","2021","Property","Yorkshire and The Humber","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","Yorkshire and The Humber","South Yorkshire","SEO/HEO","50","45","35480","36500"
"In post","2021","Property","Yorkshire and The Humber","West Yorkshire","AA/AO","10","10","[c]","[c]"
"In post","2021","Property","Yorkshire and The Humber","West Yorkshire","EO","60","55","26280","26000"
"In post","2021","Property","Yorkshire and The Humber","West Yorkshire","G6/G7","45","45","56680","54990"
"In post","2021","Property","Yorkshire and The Humber","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","Yorkshire and The Humber","West Yorkshire","SEO/HEO","90","85","35130","32750"
"In post","2021","Psychology","East Midlands (England)","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","East Midlands (England)","Derbyshire and Nottinghamshire","EO","30","30","26560","26330"
"In post","2021","Psychology","East Midlands (England)","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","East Midlands (England)","Derbyshire and Nottinghamshire","SEO/HEO","65","60","37090","31180"
"In post","2021","Psychology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","20","20","26390","26330"
"In post","2021","Psychology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","40","35","36940","31180"
"In post","2021","Psychology","East Midlands (England)","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","East Midlands (England)","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","East Midlands (England)","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","East Midlands (England)","Lincolnshire","SEO/HEO","10","10","37190","33630"
"In post","2021","Psychology","East of England","Bedfordshire and Hertfordshire","EO","5","5","[c]","[c]"
"In post","2021","Psychology","East of England","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","East of England","Bedfordshire and Hertfordshire","SEO/HEO","15","15","38870","36730"
"In post","2021","Psychology","East of England","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","East of England","East Anglia","EO","50","50","26460","26080"
"In post","2021","Psychology","East of England","East Anglia","G6/G7","10","10","69000","65910"
"In post","2021","Psychology","East of England","East Anglia","SEO/HEO","85","80","36170","31180"
"In post","2021","Psychology","East of England","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","London","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","London","Inner London - East","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Psychology","London","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","London","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","London","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","London","Inner London - West","G6/G7","5","5","[c]","[c]"
"In post","2021","Psychology","London","Inner London - West","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Psychology","London","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","London","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","London","Outer London - East and North East","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Psychology","London","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","London","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","London","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","London","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","London","Outer London - West and North West","EO","5","5","[c]","[c]"
"In post","2021","Psychology","London","Outer London - West and North West","SEO/HEO","10","10","39100","32730"
"In post","2021","Psychology","North East (England)","Northumberland and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","North East (England)","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","North East (England)","Tees Valley and Durham","EO","20","20","26360","26330"
"In post","2021","Psychology","North East (England)","Tees Valley and Durham","G6/G7","5","5","[c]","[c]"
"In post","2021","Psychology","North East (England)","Tees Valley and Durham","SEO/HEO","65","60","39090","40060"
"In post","2021","Psychology","North West (England)","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","North West (England)","Cheshire","EO","5","5","[c]","[c]"
"In post","2021","Psychology","North West (England)","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","North West (England)","Cheshire","SEO/HEO","10","10","37360","31180"
"In post","2021","Psychology","North West (England)","Greater Manchester","EO","10","10","26420","26330"
"In post","2021","Psychology","North West (England)","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","North West (England)","Greater Manchester","SEO/HEO","15","15","36850","31180"
"In post","2021","Psychology","North West (England)","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","North West (England)","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","North West (England)","Lancashire","EO","30","25","26580","27380"
"In post","2021","Psychology","North West (England)","Lancashire","G6/G7","5","5","[c]","[c]"
"In post","2021","Psychology","North West (England)","Lancashire","SEO/HEO","60","55","37090","31180"
"In post","2021","Psychology","North West (England)","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","North West (England)","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","North West (England)","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Scotland","Eastern Scotland","AA/AO","10","10","22100","21280"
"In post","2021","Psychology","Scotland","Eastern Scotland","EO","15","15","32970","33650"
"In post","2021","Psychology","Scotland","Eastern Scotland","G6/G7","5","5","[c]","[c]"
"In post","2021","Psychology","Scotland","Eastern Scotland","SEO/HEO","10","10","44570","45110"
"In post","2021","Psychology","Scotland","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Scotland","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Scotland","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Scotland","West Central Scotland","EO","10","10","33200","33650"
"In post","2021","Psychology","Scotland","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Scotland","West Central Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Psychology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","30","25","25960","25830"
"In post","2021","Psychology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","5","5","[c]","[c]"
"In post","2021","Psychology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","55","50","39350","40060"
"In post","2021","Psychology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","South East (England)","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","South East (England)","Hampshire and Isle of Wight","EO","15","15","26570","27380"
"In post","2021","Psychology","South East (England)","Hampshire and Isle of Wight","G6/G7","10","10","53890","54300"
"In post","2021","Psychology","South East (England)","Hampshire and Isle of Wight","SEO/HEO","20","20","37330","33300"
"In post","2021","Psychology","South East (England)","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","South East (England)","Kent","EO","15","15","27010","27380"
"In post","2021","Psychology","South East (England)","Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","South East (England)","Kent","SEO/HEO","25","25","35080","31180"
"In post","2021","Psychology","South East (England)","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","South East (England)","Surrey, East and West Sussex","EO","10","10","26670","26700"
"In post","2021","Psychology","South East (England)","Surrey, East and West Sussex","G6/G7","5","5","[c]","[c]"
"In post","2021","Psychology","South East (England)","Surrey, East and West Sussex","SEO/HEO","25","25","36760","32350"
"In post","2021","Psychology","South West (England)","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","South West (England)","Devon","EO","5","5","[c]","[c]"
"In post","2021","Psychology","South West (England)","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","South West (England)","Devon","SEO/HEO","15","15","40950","41090"
"In post","2021","Psychology","South West (England)","Dorset and Somerset","EO","5","5","[c]","[c]"
"In post","2021","Psychology","South West (England)","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","South West (England)","Dorset and Somerset","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Psychology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","10","10","25370","25830"
"In post","2021","Psychology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","15","15","56960","56350"
"In post","2021","Psychology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","30","30","36130","35140"
"In post","2021","Psychology","Wales","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Wales","East Wales","EO","15","15","25980","25830"
"In post","2021","Psychology","Wales","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Wales","East Wales","SEO/HEO","30","30","35950","30810"
"In post","2021","Psychology","Wales","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","EO","10","10","[c]","[c]"
"In post","2021","Psychology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","20","15","37100","33460"
"In post","2021","Psychology","West Midlands (England)","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","West Midlands (England)","Shropshire and Staffordshire","EO","35","35","26120","26330"
"In post","2021","Psychology","West Midlands (England)","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","West Midlands (England)","Shropshire and Staffordshire","SEO/HEO","45","45","33910","31180"
"In post","2021","Psychology","West Midlands (England)","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","West Midlands (England)","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","EO","25","20","27050","27380"
"In post","2021","Psychology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO/HEO","30","30","34050","31180"
"In post","2021","Psychology","Yorkshire and The Humber","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Yorkshire and The Humber","South Yorkshire","AA/AO","5","5","[c]","[c]"
"In post","2021","Psychology","Yorkshire and The Humber","South Yorkshire","EO","10","10","26640","27380"
"In post","2021","Psychology","Yorkshire and The Humber","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Yorkshire and The Humber","South Yorkshire","SEO/HEO","15","15","37480","31180"
"In post","2021","Psychology","Yorkshire and The Humber","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Yorkshire and The Humber","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Yorkshire and The Humber","West Yorkshire","EO","20","20","25990","25830"
"In post","2021","Psychology","Yorkshire and The Humber","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Yorkshire and The Humber","West Yorkshire","SEO/HEO","55","50","37240","31180"
"In post","2021","Science and Engineering","East Midlands (England)","Derbyshire and Nottinghamshire","AA/AO","15","15","21910","22160"
"In post","2021","Science and Engineering","East Midlands (England)","Derbyshire and Nottinghamshire","EO","35","35","26890","26410"
"In post","2021","Science and Engineering","East Midlands (England)","Derbyshire and Nottinghamshire","G6/G7","85","75","59390","57510"
"In post","2021","Science and Engineering","East Midlands (England)","Derbyshire and Nottinghamshire","SCS level","5","5","[c]","[c]"
"In post","2021","Science and Engineering","East Midlands (England)","Derbyshire and Nottinghamshire","SEO/HEO","170","155","37710","38890"
"In post","2021","Science and Engineering","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","10","10","[c]","[c]"
"In post","2021","Science and Engineering","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","5","5","[c]","[c]"
"In post","2021","Science and Engineering","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6/G7","10","10","[c]","[c]"
"In post","2021","Science and Engineering","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","45","40","38930","38150"
"In post","2021","Science and Engineering","East Midlands (England)","Lincolnshire","AA/AO","25","25","21230","20920"
"In post","2021","Science and Engineering","East Midlands (England)","Lincolnshire","EO","20","20","26140","25190"
"In post","2021","Science and Engineering","East Midlands (England)","Lincolnshire","G6/G7","10","10","52380","52020"
"In post","2021","Science and Engineering","East Midlands (England)","Lincolnshire","SEO/HEO","105","105","36720","36730"
"In post","2021","Science and Engineering","East of England","Bedfordshire and Hertfordshire","AA/AO","5","5","[c]","[c]"
"In post","2021","Science and Engineering","East of England","Bedfordshire and Hertfordshire","EO","15","15","28350","27570"
"In post","2021","Science and Engineering","East of England","Bedfordshire and Hertfordshire","G6/G7","75","70","61660","57540"
"In post","2021","Science and Engineering","East of England","Bedfordshire and Hertfordshire","SCS level","5","5","[c]","[c]"
"In post","2021","Science and Engineering","East of England","Bedfordshire and Hertfordshire","SEO/HEO","120","115","39410","40850"
"In post","2021","Science and Engineering","East of England","East Anglia","AA/AO","120","110","21700","21570"
"In post","2021","Science and Engineering","East of England","East Anglia","EO","110","105","25870","25190"
"In post","2021","Science and Engineering","East of England","East Anglia","G6/G7","95","95","53200","48860"
"In post","2021","Science and Engineering","East of England","East Anglia","SEO/HEO","345","325","34060","33540"
"In post","2021","Science and Engineering","East of England","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","East of England","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","East of England","Essex","EO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","East of England","Essex","G6/G7","5","5","[c]","[c]"
"In post","2021","Science and Engineering","East of England","Essex","SEO/HEO","15","10","35700","35940"
"In post","2021","Science and Engineering","London","Inner London - East","AA/AO","5","5","[c]","[c]"
"In post","2021","Science and Engineering","London","Inner London - East","EO","25","25","27470","27400"
"In post","2021","Science and Engineering","London","Inner London - East","G6/G7","140","130","61560","58930"
"In post","2021","Science and Engineering","London","Inner London - East","SCS level","30","20","102820","96250"
"In post","2021","Science and Engineering","London","Inner London - East","SEO/HEO","180","160","38500","40070"
"In post","2021","Science and Engineering","London","Inner London - West","AA/AO","5","5","[c]","[c]"
"In post","2021","Science and Engineering","London","Inner London - West","EO","15","15","30030","29750"
"In post","2021","Science and Engineering","London","Inner London - West","G6/G7","165","155","60170","59020"
"In post","2021","Science and Engineering","London","Inner London - West","SCS level","30","25","101950","94980"
"In post","2021","Science and Engineering","London","Inner London - West","SEO/HEO","190","185","39340","39920"
"In post","2021","Science and Engineering","London","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","London","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","London","Outer London - East and North East","Unknown","25","25","31770","33950"
"In post","2021","Science and Engineering","London","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","London","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","London","Outer London - South","G6/G7","10","10","[c]","[c]"
"In post","2021","Science and Engineering","London","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","London","Outer London - South","SEO/HEO","15","15","40170","40410"
"In post","2021","Science and Engineering","London","Outer London - West and North West","AA/AO","95","85","24540","23800"
"In post","2021","Science and Engineering","London","Outer London - West and North West","EO","70","65","27890","27150"
"In post","2021","Science and Engineering","London","Outer London - West and North West","G6/G7","145","140","59930","55960"
"In post","2021","Science and Engineering","London","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","London","Outer London - West and North West","SEO/HEO","265","255","39120","40070"
"In post","2021","Science and Engineering","North East (England)","Northumberland and Tyne and Wear","AA/AO","20","20","21520","21050"
"In post","2021","Science and Engineering","North East (England)","Northumberland and Tyne and Wear","EO","10","10","[c]","[c]"
"In post","2021","Science and Engineering","North East (England)","Northumberland and Tyne and Wear","G6/G7","5","5","[c]","[c]"
"In post","2021","Science and Engineering","North East (England)","Northumberland and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","North East (England)","Northumberland and Tyne and Wear","SEO/HEO","25","20","37720","38590"
"In post","2021","Science and Engineering","North East (England)","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","North East (England)","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","North West (England)","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","North West (England)","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","North West (England)","Cheshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Science and Engineering","North West (England)","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","North West (England)","Cumbria","AA/AO","15","15","21260","21050"
"In post","2021","Science and Engineering","North West (England)","Cumbria","EO","10","10","26380","25640"
"In post","2021","Science and Engineering","North West (England)","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","North West (England)","Cumbria","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Science and Engineering","North West (England)","Cumbria","Unknown","75","75","42710","41430"
"In post","2021","Science and Engineering","North West (England)","Greater Manchester","AA/AO","55","55","20290","19630"
"In post","2021","Science and Engineering","North West (England)","Greater Manchester","EO","35","35","24540","23870"
"In post","2021","Science and Engineering","North West (England)","Greater Manchester","G6/G7","20","20","56350","50420"
"In post","2021","Science and Engineering","North West (England)","Greater Manchester","SCS level","5","5","[c]","[c]"
"In post","2021","Science and Engineering","North West (England)","Greater Manchester","SEO/HEO","80","70","35650","35900"
"In post","2021","Science and Engineering","North West (England)","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","North West (England)","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","North West (England)","Lancashire","G6/G7","10","10","[c]","[c]"
"In post","2021","Science and Engineering","North West (England)","Lancashire","SEO/HEO","25","20","37450","37920"
"In post","2021","Science and Engineering","North West (England)","Merseyside","AA/AO","5","5","[c]","[c]"
"In post","2021","Science and Engineering","North West (England)","Merseyside","EO","35","35","26750","26370"
"In post","2021","Science and Engineering","North West (England)","Merseyside","G6/G7","25","20","57720","55010"
"In post","2021","Science and Engineering","North West (England)","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","North West (England)","Merseyside","SEO/HEO","75","70","37660","37400"
"In post","2021","Science and Engineering","Northern Ireland","Northern Ireland","AA/AO","25","25","23120","23250"
"In post","2021","Science and Engineering","Northern Ireland","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Northern Ireland","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Northern Ireland","Northern Ireland","SEO/HEO","15","15","37260","37660"
"In post","2021","Science and Engineering","Northern Ireland","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","Overseas","AA/AO","10","10","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","Overseas","EO","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","Overseas","G6/G7","25","25","62010","57000"
"In post","2021","Science and Engineering","Overseas","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","Overseas","SEO/HEO","65","65","43820","42870"
"In post","2021","Science and Engineering","Overseas","Overseas","Unknown","20","20","34960","32750"
"In post","2021","Science and Engineering","Scotland","Eastern Scotland","AA/AO","25","25","21330","21500"
"In post","2021","Science and Engineering","Scotland","Eastern Scotland","EO","20","20","25400","25630"
"In post","2021","Science and Engineering","Scotland","Eastern Scotland","G6/G7","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Scotland","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Scotland","Eastern Scotland","SEO/HEO","25","25","38250","39170"
"In post","2021","Science and Engineering","Scotland","Eastern Scotland","Unknown","10","10","48000","42560"
"In post","2021","Science and Engineering","Scotland","Highlands and Islands","AA/AO","30","30","21730","21350"
"In post","2021","Science and Engineering","Scotland","Highlands and Islands","EO","15","10","26380","25440"
"In post","2021","Science and Engineering","Scotland","Highlands and Islands","SEO/HEO","20","20","37540","36730"
"In post","2021","Science and Engineering","Scotland","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Scotland","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Scotland","North Eastern Scotland","SEO/HEO","20","20","41060","41650"
"In post","2021","Science and Engineering","Scotland","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Scotland","Southern Scotland","EO","55","55","19630","19620"
"In post","2021","Science and Engineering","Scotland","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Scotland","Southern Scotland","SEO/HEO","10","10","[c]","[c]"
