"Status","Year","Disability","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared disabled","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Security","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Security","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Social Research","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Social Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Social Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Social Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Statistics","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Statistics","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Statistics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Statistics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Statistics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","AA","50","[c]","20150","20060"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","AO","595","[c]","21410","21010"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","EO","1380","[c]","28390","27570"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","G7","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","HEO","45","[c]","31620","31000"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","SEO","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Veterinarian","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Communications","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Economics","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Economics","AO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Economics","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Economics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Economics","G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Economics","HEO","110","[c]","33220","33210"
"New entrant CS","2021","Declared non-disabled","Analysis","Economics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Intelligence Analysis","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Operational Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Operational Delivery","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Operational Delivery","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Operational Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Operational Research","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Operational Research","HEO","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Operational Research","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Other","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Other","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Policy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Policy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Policy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Science and Engineering","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Science and Engineering","HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Social Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Social Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Social Research","HEO","65","[c]","32250","32540"
"New entrant CS","2021","Declared non-disabled","Analysis","Social Research","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Statistics","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Statistics","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Statistics","EO","50","[c]","26940","27850"
"New entrant CS","2021","Declared non-disabled","Analysis","Statistics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Statistics","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Statistics","HEO","70","[c]","32660","31810"
"New entrant CS","2021","Declared non-disabled","Analysis","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Statistics","SEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Tax","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Commercial","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Commercial","AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Commercial","EO","30","[c]","25680","26350"
"New entrant CS","2021","Declared non-disabled","Commercial","Commercial","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Commercial","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Commercial","HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Commercial","SEO","45","[c]","40140","38750"
"New entrant CS","2021","Declared non-disabled","Commercial","Commercial","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Knowledge and Information Management","AO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Knowledge and Information Management","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Operational Delivery","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Operational Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Operational Delivery","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Operational Delivery","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Operational Delivery","SEO","25","[c]","[c]","[c]"
