"Status","Year","Parent_department","Region_ITL1","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","HM Revenue and Customs","South West (England)","G6/G7","Female","105","100","55730","52580"
"In post","2021","HM Revenue and Customs","South West (England)","G6/G7","Male","180","170","57130","52920"
"In post","2021","HM Revenue and Customs","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","South West (England)","SCS level","Male","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs","South West (England)","SEO/HEO","Female","315","290","34780","31940"
"In post","2021","HM Revenue and Customs","South West (England)","SEO/HEO","Male","415","400","34360","31810"
"In post","2021","HM Revenue and Customs","Wales","AA/AO","Female","835","690","20600","20140"
"In post","2021","HM Revenue and Customs","Wales","AA/AO","Male","695","660","20360","20140"
"In post","2021","HM Revenue and Customs","Wales","EO","Female","640","575","25690","25560"
"In post","2021","HM Revenue and Customs","Wales","EO","Male","640","615","25700","25560"
"In post","2021","HM Revenue and Customs","Wales","G6/G7","Female","120","115","53640","52580"
"In post","2021","HM Revenue and Customs","Wales","G6/G7","Male","165","160","54920","52580"
"In post","2021","HM Revenue and Customs","Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","Wales","SCS level","Male","10","10","[c]","[c]"
"In post","2021","HM Revenue and Customs","Wales","SEO/HEO","Female","625","590","33730","31810"
"In post","2021","HM Revenue and Customs","Wales","SEO/HEO","Male","685","665","33490","31810"
"In post","2021","HM Revenue and Customs","West Midlands (England)","AA/AO","Female","540","460","20560","20140"
"In post","2021","HM Revenue and Customs","West Midlands (England)","AA/AO","Male","365","350","20370","20140"
"In post","2021","HM Revenue and Customs","West Midlands (England)","EO","Female","515","455","26100","25560"
"In post","2021","HM Revenue and Customs","West Midlands (England)","EO","Male","450","435","25850","25560"
"In post","2021","HM Revenue and Customs","West Midlands (England)","G6/G7","Female","230","215","54570","52580"
"In post","2021","HM Revenue and Customs","West Midlands (England)","G6/G7","Male","360","350","56150","52580"
"In post","2021","HM Revenue and Customs","West Midlands (England)","SCS level","Female","15","15","[c]","[c]"
"In post","2021","HM Revenue and Customs","West Midlands (England)","SCS level","Male","20","20","[c]","[c]"
"In post","2021","HM Revenue and Customs","West Midlands (England)","SEO/HEO","Female","795","740","34730","32100"
"In post","2021","HM Revenue and Customs","West Midlands (England)","SEO/HEO","Male","810","785","34510","31870"
"In post","2021","HM Revenue and Customs","Yorkshire and The Humber","AA/AO","Female","875","715","20600","20140"
"In post","2021","HM Revenue and Customs","Yorkshire and The Humber","AA/AO","Male","725","690","20360","20140"
"In post","2021","HM Revenue and Customs","Yorkshire and The Humber","EO","Female","710","630","25950","25560"
"In post","2021","HM Revenue and Customs","Yorkshire and The Humber","EO","Male","700","680","25780","25560"
"In post","2021","HM Revenue and Customs","Yorkshire and The Humber","G6/G7","Female","240","225","54990","52580"
"In post","2021","HM Revenue and Customs","Yorkshire and The Humber","G6/G7","Male","285","280","55400","52580"
"In post","2021","HM Revenue and Customs","Yorkshire and The Humber","SCS level","Female","10","10","[c]","[c]"
"In post","2021","HM Revenue and Customs","Yorkshire and The Humber","SCS level","Male","15","15","[c]","[c]"
"In post","2021","HM Revenue and Customs","Yorkshire and The Humber","SEO/HEO","Female","760","710","33730","31810"
"In post","2021","HM Revenue and Customs","Yorkshire and The Humber","SEO/HEO","Male","810","785","34290","31810"
"In post","2021","HM Treasury","East Midlands (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","East Midlands (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","East Midlands (England)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","East Midlands (England)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","East of England","AA/AO","Female","15","10","[c]","[c]"
"In post","2021","HM Treasury","East of England","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","East of England","EO","Female","20","15","[c]","[c]"
"In post","2021","HM Treasury","East of England","EO","Male","10","10","[c]","[c]"
"In post","2021","HM Treasury","East of England","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","East of England","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","HM Treasury","East of England","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","HM Treasury","East of England","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","HM Treasury","London","AA/AO","Female","25","25","[c]","[c]"
"In post","2021","HM Treasury","London","AA/AO","Male","30","25","[c]","[c]"
"In post","2021","HM Treasury","London","EO","Female","135","130","27770","26950"
"In post","2021","HM Treasury","London","EO","Male","75","75","26820","26750"
"In post","2021","HM Treasury","London","G6/G7","Female","425","405","58530","56790"
"In post","2021","HM Treasury","London","G6/G7","Male","590","585","59980","57230"
"In post","2021","HM Treasury","London","SCS level","Female","85","75","84720","77000"
"In post","2021","HM Treasury","London","SCS level","Male","95","95","87880","79000"
"In post","2021","HM Treasury","London","SEO/HEO","Female","430","420","35620","33820"
"In post","2021","HM Treasury","London","SEO/HEO","Male","440","435","35860","32960"
"In post","2021","HM Treasury","North East (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","North East (England)","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","HM Treasury","North East (England)","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","HM Treasury","North East (England)","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","HM Treasury","North West (England)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","North West (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","North West (England)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","North West (England)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","North West (England)","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","HM Treasury","North West (England)","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","HM Treasury","North West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","North West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","North West (England)","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","HM Treasury","North West (England)","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","HM Treasury","Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","South East (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","South East (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","South East (England)","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","HM Treasury","South East (England)","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","HM Treasury","South West (England)","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","HM Treasury","South West (England)","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","HM Treasury","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","South West (England)","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","HM Treasury","South West (England)","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","HM Treasury","Wales","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Wales","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Wales","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","HM Treasury","Wales","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","HM Treasury","Wales","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","HM Treasury","Wales","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","West Midlands (England)","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","HM Treasury","West Midlands (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","West Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","West Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","West Midlands (England)","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","HM Treasury","West Midlands (England)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Yorkshire and The Humber","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Yorkshire and The Humber","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Yorkshire and The Humber","G6/G7","Female","15","10","[c]","[c]"
"In post","2021","HM Treasury","Yorkshire and The Humber","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","HM Treasury","Yorkshire and The Humber","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Yorkshire and The Humber","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Yorkshire and The Humber","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","HM Treasury","Yorkshire and The Humber","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Home Office","East Midlands (England)","AA/AO","Female","15","15","[c]","[c]"
"In post","2021","Home Office","East Midlands (England)","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Home Office","East Midlands (England)","EO","Female","70","65","25960","25310"
"In post","2021","Home Office","East Midlands (England)","EO","Male","65","65","25880","25240"
"In post","2021","Home Office","East Midlands (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","East Midlands (England)","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Home Office","East Midlands (England)","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Home Office","East Midlands (England)","SEO/HEO","Male","30","30","[c]","[c]"
"In post","2021","Home Office","East of England","AA/AO","Female","360","305","21110","21430"
"In post","2021","Home Office","East of England","AA/AO","Male","280","260","21210","21430"
"In post","2021","Home Office","East of England","EO","Female","415","375","26060","25310"
"In post","2021","Home Office","East of England","EO","Male","575","505","26880","25510"
"In post","2021","Home Office","East of England","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Home Office","East of England","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Home Office","East of England","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","East of England","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","East of England","SEO/HEO","Female","110","105","33740","31620"
"In post","2021","Home Office","East of England","SEO/HEO","Male","185","180","33330","31690"
"In post","2021","Home Office","East of England","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","East of England","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","London","AA/AO","Female","1095","935","25090","25630"
"In post","2021","Home Office","London","AA/AO","Male","715","690","24810","25630"
"In post","2021","Home Office","London","EO","Female","2235","2020","29350","29050"
"In post","2021","Home Office","London","EO","Male","1860","1730","29630","29080"
"In post","2021","Home Office","London","G6/G7","Female","1250","1195","61730","57680"
"In post","2021","Home Office","London","G6/G7","Male","1365","1355","62500","58460"
"In post","2021","Home Office","London","SCS level","Female","120","115","89130","82900"
"In post","2021","Home Office","London","SCS level","Male","140","140","93960","84030"
"In post","2021","Home Office","London","SEO/HEO","Female","2460","2355","39060","37510"
"In post","2021","Home Office","London","SEO/HEO","Male","2085","2055","39340","38560"
"In post","2021","Home Office","London","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Home Office","London","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Home Office","North East (England)","AA/AO","Female","405","310","21080","21430"
"In post","2021","Home Office","North East (England)","AA/AO","Male","250","220","21070","21430"
"In post","2021","Home Office","North East (England)","EO","Female","225","205","25510","25260"
"In post","2021","Home Office","North East (England)","EO","Male","180","175","25560","25220"
"In post","2021","Home Office","North East (England)","G6/G7","Female","15","10","[c]","[c]"
"In post","2021","Home Office","North East (England)","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Home Office","North East (England)","SEO/HEO","Female","100","95","33760","31430"
"In post","2021","Home Office","North East (England)","SEO/HEO","Male","95","95","34100","32180"
"In post","2021","Home Office","North East (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","North East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","North West (England)","AA/AO","Female","1480","1255","21020","21430"
"In post","2021","Home Office","North West (England)","AA/AO","Male","985","930","20990","21430"
"In post","2021","Home Office","North West (England)","EO","Female","1635","1480","25330","25040"
"In post","2021","Home Office","North West (England)","EO","Male","1275","1240","25410","25040"
"In post","2021","Home Office","North West (England)","G6/G7","Female","140","135","55390","52280"
"In post","2021","Home Office","North West (England)","G6/G7","Male","160","160","57820","55860"
"In post","2021","Home Office","North West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","North West (England)","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Home Office","North West (England)","SEO/HEO","Female","730","690","33780","31140"
"In post","2021","Home Office","North West (England)","SEO/HEO","Male","750","740","34260","31800"
"In post","2021","Home Office","North West (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","North West (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Northern Ireland","AA/AO","Female","115","95","21250","21430"
"In post","2021","Home Office","Northern Ireland","AA/AO","Male","110","95","21270","21430"
"In post","2021","Home Office","Northern Ireland","EO","Female","110","100","25630","25310"
"In post","2021","Home Office","Northern Ireland","EO","Male","125","125","25690","25310"
"In post","2021","Home Office","Northern Ireland","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Home Office","Northern Ireland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Northern Ireland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Northern Ireland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Northern Ireland","SEO/HEO","Female","35","35","33450","30980"
"In post","2021","Home Office","Northern Ireland","SEO/HEO","Male","30","30","33480","31690"
"In post","2021","Home Office","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Overseas","EO","Female","35","35","27230","27370"
"In post","2021","Home Office","Overseas","EO","Male","55","55","27460","27370"
"In post","2021","Home Office","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Overseas","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Home Office","Overseas","Unknown","Female","90","90","[c]","[c]"
"In post","2021","Home Office","Overseas","Unknown","Male","130","130","[c]","[c]"
"In post","2021","Home Office","Scotland","AA/AO","Female","165","135","21300","21430"
"In post","2021","Home Office","Scotland","AA/AO","Male","120","110","21090","21430"
"In post","2021","Home Office","Scotland","EO","Female","260","235","25560","25220"
"In post","2021","Home Office","Scotland","EO","Male","245","240","25640","25040"
"In post","2021","Home Office","Scotland","G6/G7","Female","15","10","[c]","[c]"
"In post","2021","Home Office","Scotland","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Home Office","Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Scotland","SEO/HEO","Female","110","105","33840","31760"
"In post","2021","Home Office","Scotland","SEO/HEO","Male","110","105","33610","31230"
"In post","2021","Home Office","Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","South East (England)","AA/AO","Female","265","245","21670","21430"
"In post","2021","Home Office","South East (England)","AA/AO","Male","270","260","21610","21430"
"In post","2021","Home Office","South East (England)","EO","Female","980","835","26530","25990"
"In post","2021","Home Office","South East (England)","EO","Male","1570","1430","26970","26160"
"In post","2021","Home Office","South East (England)","G6/G7","Female","20","20","[c]","[c]"
"In post","2021","Home Office","South East (England)","G6/G7","Male","35","35","55800","52340"
"In post","2021","Home Office","South East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","South East (England)","SEO/HEO","Female","255","240","33650","32370"
"In post","2021","Home Office","South East (England)","SEO/HEO","Male","395","380","34160","32740"
"In post","2021","Home Office","South East (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","South East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","South West (England)","AA/AO","Female","35","30","21430","21430"
"In post","2021","Home Office","South West (England)","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Home Office","South West (England)","EO","Female","95","85","25870","25310"
"In post","2021","Home Office","South West (England)","EO","Male","165","155","26260","25310"
"In post","2021","Home Office","South West (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","South West (England)","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Home Office","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","South West (England)","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","Home Office","South West (England)","SEO/HEO","Male","40","35","33560","31960"
"In post","2021","Home Office","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","EO","Male","5","5","[c]","[c]"
"In post","2021","Home Office","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Wales","AA/AO","Female","120","95","21240","21430"
"In post","2021","Home Office","Wales","AA/AO","Male","60","50","21080","21430"
"In post","2021","Home Office","Wales","EO","Female","155","145","25500","25140"
"In post","2021","Home Office","Wales","EO","Male","145","135","25910","25040"
"In post","2021","Home Office","Wales","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Home Office","Wales","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Home Office","Wales","SEO/HEO","Female","70","65","33280","31760"
"In post","2021","Home Office","Wales","SEO/HEO","Male","70","65","33720","31530"
"In post","2021","Home Office","Wales","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Wales","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","West Midlands (England)","AA/AO","Female","155","135","21230","21430"
"In post","2021","Home Office","West Midlands (England)","AA/AO","Male","100","95","21190","21430"
"In post","2021","Home Office","West Midlands (England)","EO","Female","255","225","25910","25310"
"In post","2021","Home Office","West Midlands (England)","EO","Male","215","210","25810","25310"
"In post","2021","Home Office","West Midlands (England)","G6/G7","Female","20","20","[c]","[c]"
"In post","2021","Home Office","West Midlands (England)","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Home Office","West Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","West Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","West Midlands (England)","SEO/HEO","Female","140","130","34100","32740"
"In post","2021","Home Office","West Midlands (England)","SEO/HEO","Male","125","120","33610","32620"
"In post","2021","Home Office","West Midlands (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","West Midlands (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Yorkshire and The Humber","AA/AO","Female","625","525","21320","21430"
"In post","2021","Home Office","Yorkshire and The Humber","AA/AO","Male","580","555","21180","21430"
"In post","2021","Home Office","Yorkshire and The Humber","EO","Female","725","645","25450","25040"
"In post","2021","Home Office","Yorkshire and The Humber","EO","Male","685","665","25450","25040"
"In post","2021","Home Office","Yorkshire and The Humber","G6/G7","Female","95","95","56800","52280"
"In post","2021","Home Office","Yorkshire and The Humber","G6/G7","Male","110","110","56200","52340"
"In post","2021","Home Office","Yorkshire and The Humber","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Yorkshire and The Humber","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Yorkshire and The Humber","SEO/HEO","Female","405","380","33740","31260"
"In post","2021","Home Office","Yorkshire and The Humber","SEO/HEO","Male","395","390","34220","32260"
"In post","2021","Home Office","Yorkshire and The Humber","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Yorkshire and The Humber","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","East Midlands (England)","AA/AO","Female","520","485","20770","20920"
"In post","2021","Ministry of Defence","East Midlands (England)","AA/AO","Male","415","415","21410","20520"
"In post","2021","Ministry of Defence","East Midlands (England)","EO","Female","135","130","27500","26670"
"In post","2021","Ministry of Defence","East Midlands (England)","EO","Male","175","170","28530","26930"
"In post","2021","Ministry of Defence","East Midlands (England)","G6/G7","Female","35","30","62550","54490"
"In post","2021","Ministry of Defence","East Midlands (England)","G6/G7","Male","35","30","66070","60500"
"In post","2021","Ministry of Defence","East Midlands (England)","SEO/HEO","Female","190","180","36300","34840"
"In post","2021","Ministry of Defence","East Midlands (England)","SEO/HEO","Male","285","280","36710","35020"
"In post","2021","Ministry of Defence","East Midlands (England)","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","East Midlands (England)","Unknown","Male","30","30","[c]","[c]"
"In post","2021","Ministry of Defence","East of England","AA/AO","Female","740","695","21400","21030"
"In post","2021","Ministry of Defence","East of England","AA/AO","Male","735","720","23500","20920"
"In post","2021","Ministry of Defence","East of England","EO","Female","330","320","28330","26670"
"In post","2021","Ministry of Defence","East of England","EO","Male","410","405","29700","27420"
"In post","2021","Ministry of Defence","East of England","G6/G7","Female","75","70","62540","59730"
"In post","2021","Ministry of Defence","East of England","G6/G7","Male","130","125","63200","59730"
"In post","2021","Ministry of Defence","East of England","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","East of England","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","East of England","SEO/HEO","Female","535","510","37190","35300"
"In post","2021","Ministry of Defence","East of England","SEO/HEO","Male","820","805","38110","36460"
"In post","2021","Ministry of Defence","East of England","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","East of England","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","London","AA/AO","Female","330","320","24280","24590"
"In post","2021","Ministry of Defence","London","AA/AO","Male","465","465","25290","23090"
"In post","2021","Ministry of Defence","London","EO","Female","280","265","29520","30200"
"In post","2021","Ministry of Defence","London","EO","Male","385","380","28360","29250"
"In post","2021","Ministry of Defence","London","G6/G7","Female","255","245","63250","59730"
"In post","2021","Ministry of Defence","London","G6/G7","Male","370","365","63200","59730"
"In post","2021","Ministry of Defence","London","SCS level","Female","60","60","87860","78310"
"In post","2021","Ministry of Defence","London","SCS level","Male","100","100","91380","81590"
"In post","2021","Ministry of Defence","London","SEO/HEO","Female","625","615","41270","41500"
"In post","2021","Ministry of Defence","London","SEO/HEO","Male","995","980","41360","42170"
"In post","2021","Ministry of Defence","London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","London","Unknown","Male","35","35","33630","33950"
"In post","2021","Ministry of Defence","North East (England)","AA/AO","Female","70","65","20970","21130"
"In post","2021","Ministry of Defence","North East (England)","AA/AO","Male","90","90","19800","19560"
"In post","2021","Ministry of Defence","North East (England)","EO","Female","20","20","[c]","[c]"
"In post","2021","Ministry of Defence","North East (England)","EO","Male","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","North East (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","North East (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","North East (England)","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","North East (England)","SEO/HEO","Male","20","15","[c]","[c]"
"In post","2021","Ministry of Defence","North West (England)","AA/AO","Female","440","390","21240","21130"
"In post","2021","Ministry of Defence","North West (England)","AA/AO","Male","360","350","21680","20920"
"In post","2021","Ministry of Defence","North West (England)","EO","Female","235","220","26650","26670"
"In post","2021","Ministry of Defence","North West (England)","EO","Male","205","200","25860","26670"
"In post","2021","Ministry of Defence","North West (England)","G6/G7","Female","30","30","63780","61360"
"In post","2021","Ministry of Defence","North West (England)","G6/G7","Male","45","40","62950","59540"
"In post","2021","Ministry of Defence","North West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","North West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","North West (England)","SEO/HEO","Female","160","155","35080","33300"
"In post","2021","Ministry of Defence","North West (England)","SEO/HEO","Male","240","235","36950","35170"
"In post","2021","Ministry of Defence","North West (England)","Unknown","Female","35","35","38580","36010"
"In post","2021","Ministry of Defence","North West (England)","Unknown","Male","120","120","43360","41920"
"In post","2021","Ministry of Defence","Northern Ireland","AA/AO","Female","195","185","21410","21880"
"In post","2021","Ministry of Defence","Northern Ireland","AA/AO","Male","515","510","20610","20310"
"In post","2021","Ministry of Defence","Northern Ireland","EO","Female","45","40","29380","27680"
"In post","2021","Ministry of Defence","Northern Ireland","EO","Male","50","50","28440","27550"
"In post","2021","Ministry of Defence","Northern Ireland","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","Northern Ireland","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","Northern Ireland","SEO/HEO","Female","35","30","37150","35550"
"In post","2021","Ministry of Defence","Northern Ireland","SEO/HEO","Male","60","60","38180","37210"
"In post","2021","Ministry of Defence","Northern Ireland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Northern Ireland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Overseas","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","Overseas","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Ministry of Defence","Overseas","EO","Female","55","55","28220","26670"
"In post","2021","Ministry of Defence","Overseas","EO","Male","55","55","28470","26670"
"In post","2021","Ministry of Defence","Overseas","G6/G7","Female","40","40","64970","64220"
"In post","2021","Ministry of Defence","Overseas","G6/G7","Male","75","75","64500","63300"
"In post","2021","Ministry of Defence","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Overseas","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","Overseas","SEO/HEO","Female","220","220","41270","41600"
"In post","2021","Ministry of Defence","Overseas","SEO/HEO","Male","275","275","40720","40580"
"In post","2021","Ministry of Defence","Overseas","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","Overseas","Unknown","Male","25","25","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","AA/AO","Female","840","780","22310","21130"
