"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Other ethnicity","Commercial","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Communications","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","London","EO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Debt","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","London","G6/G7","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","London","SEO/HEO","20","15","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","South East (England)","EO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","South East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","South West (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Wales","EO","[c]","[c]","[c]","[c]"
