"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","16-19","Other","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","16-19","Other","EO","Female","15","15","[c]","[c]"
"In post","2021","16-19","Other","EO","Male","15","15","[c]","[c]"
"In post","2021","16-19","Other","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Unknown","Female","5","5","[c]","[c]"
"In post","2021","16-19","Other","Unknown","Male","30","30","19060","16200"
"In post","2021","16-19","Policy","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","EO","Female","15","15","[c]","[c]"
"In post","2021","16-19","Policy","EO","Male","20","20","[c]","[c]"
"In post","2021","16-19","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","EO","Male","10","10","[c]","[c]"
"In post","2021","16-19","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Unknown","Male","5","5","[c]","[c]"
"In post","2021","16-19","Science and Engineering","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","16-19","Science and Engineering","AA/AO","Male","30","30","[c]","[c]"
"In post","2021","16-19","Science and Engineering","EO","Female","10","10","[c]","[c]"
"In post","2021","16-19","Science and Engineering","EO","Male","60","60","18280","17780"
"In post","2021","16-19","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Unknown","Male","15","15","[c]","[c]"
"In post","2021","16-19","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","16-19","Security","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","AA/AO","Female","80","75","20140","20140"
"In post","2021","16-19","Tax","AA/AO","Male","65","60","20140","20140"
"In post","2021","16-19","Tax","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","AA/AO","Female","160","155","21210","21010"
"In post","2021","16-19","Unknown","AA/AO","Male","105","105","21000","21010"
"In post","2021","16-19","Unknown","EO","Female","35","35","27690","27570"
"In post","2021","16-19","Unknown","EO","Male","25","25","[c]","[c]"
"In post","2021","20-29","Commercial","AA/AO","Female","30","25","[c]","[c]"
"In post","2021","20-29","Commercial","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","20-29","Commercial","EO","Female","135","130","24700","25000"
"In post","2021","20-29","Commercial","EO","Male","105","105","24530","25000"
"In post","2021","20-29","Commercial","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","20-29","Commercial","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","20-29","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","SEO/HEO","Female","240","240","33750","33300"
"In post","2021","20-29","Commercial","SEO/HEO","Male","225","225","33760","33530"
"In post","2021","20-29","Commercial","Unknown","Female","30","30","[c]","[c]"
"In post","2021","20-29","Commercial","Unknown","Male","30","30","[c]","[c]"
"In post","2021","20-29","Communications","AA/AO","Female","55","55","22710","22860"
"In post","2021","20-29","Communications","AA/AO","Male","30","30","22800","22530"
"In post","2021","20-29","Communications","EO","Female","150","150","27230","27270"
"In post","2021","20-29","Communications","EO","Male","65","65","27130","27230"
"In post","2021","20-29","Communications","G6/G7","Female","30","30","54660","54650"
"In post","2021","20-29","Communications","G6/G7","Male","30","30","[c]","[c]"
"In post","2021","20-29","Communications","SEO/HEO","Female","310","310","36610","36330"
"In post","2021","20-29","Communications","SEO/HEO","Male","165","165","37170","36740"
"In post","2021","20-29","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","20-29","Corporate Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","EO","Female","15","15","[c]","[c]"
"In post","2021","20-29","Counter Fraud","EO","Male","5","5","[c]","[c]"
"In post","2021","20-29","Counter Fraud","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","20-29","Counter Fraud","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","AA/AO","Female","35","35","21850","21330"
"In post","2021","20-29","Digital, Data and Technology","AA/AO","Male","80","80","21520","21590"
"In post","2021","20-29","Digital, Data and Technology","EO","Female","195","195","26320","26240"
"In post","2021","20-29","Digital, Data and Technology","EO","Male","420","415","26770","26130"
"In post","2021","20-29","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","G6/G7","Female","60","60","53950","52850"
"In post","2021","20-29","Digital, Data and Technology","G6/G7","Male","90","90","54360","53360"
"In post","2021","20-29","Digital, Data and Technology","SEO/HEO","Female","385","380","35360","34020"
"In post","2021","20-29","Digital, Data and Technology","SEO/HEO","Male","665","665","35790","35070"
"In post","2021","20-29","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Unknown","Male","5","5","[c]","[c]"
"In post","2021","20-29","Economics","AA/AO","Female","35","35","22460","22500"
"In post","2021","20-29","Economics","AA/AO","Male","50","50","22550","22500"
"In post","2021","20-29","Economics","EO","Female","30","30","[c]","[c]"
"In post","2021","20-29","Economics","EO","Male","45","45","27640","27400"
"In post","2021","20-29","Economics","G6/G7","Female","105","105","54290","54340"
"In post","2021","20-29","Economics","G6/G7","Male","150","150","54730","54760"
"In post","2021","20-29","Economics","SEO/HEO","Female","255","255","34080","33550"
"In post","2021","20-29","Economics","SEO/HEO","Male","515","515","34340","33880"
"In post","2021","20-29","Economics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","AA/AO","Female","90","80","21090","20800"
"In post","2021","20-29","Finance","AA/AO","Male","75","70","21300","20920"
"In post","2021","20-29","Finance","EO","Female","190","190","25480","25970"
"In post","2021","20-29","Finance","EO","Male","165","165","25100","25560"
"In post","2021","20-29","Finance","G6/G7","Female","60","60","54470","53420"
"In post","2021","20-29","Finance","G6/G7","Male","65","65","56180","55250"
"In post","2021","20-29","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","SEO/HEO","Female","255","250","35490","33930"
"In post","2021","20-29","Finance","SEO/HEO","Male","280","280","35600","33930"
"In post","2021","20-29","Finance","Unknown","Female","15","15","[c]","[c]"
"In post","2021","20-29","Finance","Unknown","Male","15","15","[c]","[c]"
"In post","2021","20-29","Human Resources","AA/AO","Female","155","150","21790","20920"
"In post","2021","20-29","Human Resources","AA/AO","Male","65","60","21350","20920"
"In post","2021","20-29","Human Resources","EO","Female","210","205","25920","26510"
"In post","2021","20-29","Human Resources","EO","Male","85","85","26560","26670"
"In post","2021","20-29","Human Resources","G6/G7","Female","75","75","55320","54110"
"In post","2021","20-29","Human Resources","G6/G7","Male","30","30","54990","53360"
"In post","2021","20-29","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","SEO/HEO","Female","340","340","33100","32000"
"In post","2021","20-29","Human Resources","SEO/HEO","Male","115","115","34180","32730"
"In post","2021","20-29","Human Resources","Unknown","Female","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","EO","Female","130","125","27060","26350"
"In post","2021","20-29","Intelligence Analysis","EO","Male","130","130","27480","27270"
"In post","2021","20-29","Intelligence Analysis","G6/G7","Female","30","30","55510","53360"
"In post","2021","20-29","Intelligence Analysis","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","SEO/HEO","Female","95","95","35540","35500"
"In post","2021","20-29","Intelligence Analysis","SEO/HEO","Male","115","115","36870","36360"
"In post","2021","20-29","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","EO","Female","5","5","[c]","[c]"
"In post","2021","20-29","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","20-29","Internal Audit","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","20-29","International Trade","EO","Female","20","20","[c]","[c]"
"In post","2021","20-29","International Trade","EO","Male","25","25","[c]","[c]"
"In post","2021","20-29","International Trade","G6/G7","Female","55","55","50440","51970"
"In post","2021","20-29","International Trade","G6/G7","Male","55","55","52870","51970"
"In post","2021","20-29","International Trade","SEO/HEO","Female","145","145","34710","33250"
"In post","2021","20-29","International Trade","SEO/HEO","Male","155","155","34310","32120"
"In post","2021","20-29","Knowledge and Information Management","AA/AO","Female","40","40","22180","20920"
"In post","2021","20-29","Knowledge and Information Management","AA/AO","Male","35","35","21550","20920"
"In post","2021","20-29","Knowledge and Information Management","EO","Female","50","50","26170","26670"
"In post","2021","20-29","Knowledge and Information Management","EO","Male","40","40","25100","25700"
"In post","2021","20-29","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Knowledge and Information Management","SEO/HEO","Female","55","55","33360","33000"
"In post","2021","20-29","Knowledge and Information Management","SEO/HEO","Male","55","55","33920","33210"
"In post","2021","20-29","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Knowledge and Information Management","Unknown","Male","5","5","[c]","[c]"
"In post","2021","20-29","Legal","AA/AO","Female","20","20","[c]","[c]"
"In post","2021","20-29","Legal","AA/AO","Male","25","20","[c]","[c]"
"In post","2021","20-29","Legal","EO","Female","305","305","27360","25560"
"In post","2021","20-29","Legal","EO","Male","260","260","27380","25560"
"In post","2021","20-29","Legal","G6/G7","Female","120","120","51230","50640"
"In post","2021","20-29","Legal","G6/G7","Male","60","60","52180","51250"
"In post","2021","20-29","Legal","SEO/HEO","Female","285","285","35250","36160"
"In post","2021","20-29","Legal","SEO/HEO","Male","155","155","35550","36160"
"In post","2021","20-29","Medicine","AA/AO","Female","40","40","22210","22640"
"In post","2021","20-29","Medicine","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicine","EO","Female","35","30","28150","27400"
"In post","2021","20-29","Medicine","EO","Male","15","15","[c]","[c]"
"In post","2021","20-29","Medicine","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicine","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicine","SEO/HEO","Female","40","40","34180","33180"
"In post","2021","20-29","Medicine","SEO/HEO","Male","10","5","[c]","[c]"
"In post","2021","20-29","Operational Delivery","AA/AO","Female","8680","8335","22590","21430"
"In post","2021","20-29","Operational Delivery","AA/AO","Male","7750","7635","23530","22350"
"In post","2021","20-29","Operational Delivery","EO","Female","3625","3565","26690","25560"
"In post","2021","20-29","Operational Delivery","EO","Male","2665","2650","26850","25560"
"In post","2021","20-29","Operational Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Delivery","G6/G7","Female","115","115","53290","53380"
"In post","2021","20-29","Operational Delivery","G6/G7","Male","80","80","53610","53380"
"In post","2021","20-29","Operational Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Delivery","SEO/HEO","Female","1555","1535","33500","32010"
"In post","2021","20-29","Operational Delivery","SEO/HEO","Male","990","985","33650","31810"
"In post","2021","20-29","Operational Delivery","Unknown","Female","1825","1790","25380","22920"
"In post","2021","20-29","Operational Delivery","Unknown","Male","320","315","24700","22920"
"In post","2021","20-29","Operational Research","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","20-29","Operational Research","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","20-29","Operational Research","EO","Female","10","10","[c]","[c]"
"In post","2021","20-29","Operational Research","EO","Male","25","25","[c]","[c]"
"In post","2021","20-29","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Research","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","20-29","Operational Research","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","20-29","Operational Research","SEO/HEO","Female","115","115","33930","33690"
"In post","2021","20-29","Operational Research","SEO/HEO","Male","145","145","34440","35540"
"In post","2021","20-29","Operational Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Research","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Research","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other","AA/AO","Female","385","375","21370","20920"
"In post","2021","20-29","Other","AA/AO","Male","255","250","21480","20920"
"In post","2021","20-29","Other","EO","Female","475","470","25410","26410"
"In post","2021","20-29","Other","EO","Male","380","375","24570","25750"
"In post","2021","20-29","Other","G6/G7","Female","60","60","53340","52580"
"In post","2021","20-29","Other","G6/G7","Male","45","45","52800","51970"
"In post","2021","20-29","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other","SEO/HEO","Female","355","355","33380","33400"
"In post","2021","20-29","Other","SEO/HEO","Male","295","295","33590","33900"
"In post","2021","20-29","Other","Unknown","Female","65","65","28700","28980"
"In post","2021","20-29","Other","Unknown","Male","305","305","29220","28980"
"In post","2021","20-29","Planning","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","EO","Female","5","5","[c]","[c]"
"In post","2021","20-29","Planning","EO","Male","5","5","[c]","[c]"
"In post","2021","20-29","Planning","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","20-29","Planning","SEO/HEO","Male","15","10","[c]","[c]"
"In post","2021","20-29","Policy","AA/AO","Female","140","135","22950","23060"
"In post","2021","20-29","Policy","AA/AO","Male","70","70","23640","23830"
"In post","2021","20-29","Policy","EO","Female","590","585","27770","27850"
"In post","2021","20-29","Policy","EO","Male","430","425","27580","27850"
"In post","2021","20-29","Policy","G6/G7","Female","875","875","54620","53380"
"In post","2021","20-29","Policy","G6/G7","Male","775","770","54880","53380"
"In post","2021","20-29","Policy","SCS level","Female","5","5","[c]","[c]"
"In post","2021","20-29","Policy","SCS level","Male","5","5","[c]","[c]"
"In post","2021","20-29","Policy","SEO/HEO","Female","2650","2635","35460","34020"
"In post","2021","20-29","Policy","SEO/HEO","Male","2015","2010","35660","34490"
"In post","2021","20-29","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","AA/AO","Female","55","55","21360","20920"
"In post","2021","20-29","Project Delivery","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","20-29","Project Delivery","EO","Female","285","280","25530","26110"
"In post","2021","20-29","Project Delivery","EO","Male","255","250","25470","25560"
"In post","2021","20-29","Project Delivery","G6/G7","Female","85","85","53960","54210"
"In post","2021","20-29","Project Delivery","G6/G7","Male","60","60","54100","54110"
"In post","2021","20-29","Project Delivery","SEO/HEO","Female","650","645","34590","33570"
"In post","2021","20-29","Project Delivery","SEO/HEO","Male","560","560","34540","33300"
"In post","2021","20-29","Project Delivery","Unknown","Female","30","30","28920","29000"
"In post","2021","20-29","Project Delivery","Unknown","Male","40","40","28020","27160"
"In post","2021","20-29","Property","AA/AO","Female","60","55","19830","18760"
"In post","2021","20-29","Property","AA/AO","Male","45","45","20030","19560"
"In post","2021","20-29","Property","EO","Female","115","110","25990","25860"
"In post","2021","20-29","Property","EO","Male","135","130","26330","25860"
"In post","2021","20-29","Property","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","20-29","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","SEO/HEO","Female","100","100","34180","33300"
"In post","2021","20-29","Property","SEO/HEO","Male","135","135","34620","33300"
"In post","2021","20-29","Property","Unknown","Female","5","5","[c]","[c]"
"In post","2021","20-29","Property","Unknown","Male","20","20","[c]","[c]"
"In post","2021","20-29","Psychology","AA/AO","Female","30","30","[c]","[c]"
"In post","2021","20-29","Psychology","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","EO","Female","160","155","26020","25830"
"In post","2021","20-29","Psychology","EO","Male","10","10","[c]","[c]"
"In post","2021","20-29","Psychology","SEO/HEO","Female","150","150","30350","29750"
"In post","2021","20-29","Psychology","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","20-29","Science and Engineering","AA/AO","Female","190","190","22250","21110"
"In post","2021","20-29","Science and Engineering","AA/AO","Male","175","170","20790","20920"
"In post","2021","20-29","Science and Engineering","EO","Female","260","260","25720","26370"
"In post","2021","20-29","Science and Engineering","EO","Male","545","545","24990","26070"
"In post","2021","20-29","Science and Engineering","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","20-29","Science and Engineering","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","20-29","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Science and Engineering","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Science and Engineering","SEO/HEO","Female","480","475","33250","32560"
"In post","2021","20-29","Science and Engineering","SEO/HEO","Male","845","840","32200","31580"
"In post","2021","20-29","Science and Engineering","Unknown","Female","30","30","[c]","[c]"
"In post","2021","20-29","Science and Engineering","Unknown","Male","195","195","29270","28000"
"In post","2021","20-29","Security","AA/AO","Female","175","175","23950","23540"
"In post","2021","20-29","Security","AA/AO","Male","630","630","25210","25540"
"In post","2021","20-29","Security","EO","Female","50","50","26950","26350"
"In post","2021","20-29","Security","EO","Male","65","65","27980","26650"
"In post","2021","20-29","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","20-29","Security","SEO/HEO","Female","70","70","35310","34710"
"In post","2021","20-29","Security","SEO/HEO","Male","60","60","35300","34190"
"In post","2021","20-29","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Social Research","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","20-29","Social Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Social Research","EO","Female","20","20","[c]","[c]"
"In post","2021","20-29","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Social Research","G6/G7","Female","25","20","[c]","[c]"
"In post","2021","20-29","Social Research","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","20-29","Social Research","SEO/HEO","Female","235","235","34740","32540"
"In post","2021","20-29","Social Research","SEO/HEO","Male","100","100","33900","32540"
"In post","2021","20-29","Social Research","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Statistics","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","20-29","Statistics","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","20-29","Statistics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","EO","Female","65","60","27200","27570"
"In post","2021","20-29","Statistics","EO","Male","65","65","27500","27850"
"In post","2021","20-29","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","G6/G7","Female","35","35","52240","52300"
"In post","2021","20-29","Statistics","G6/G7","Male","35","35","52190","52580"
"In post","2021","20-29","Statistics","SEO/HEO","Female","225","225","35370","35750"
"In post","2021","20-29","Statistics","SEO/HEO","Male","195","195","35440","35460"
"In post","2021","20-29","Statistics","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Tax","AA/AO","Female","830","790","20170","20140"
"In post","2021","20-29","Tax","AA/AO","Male","815","785","20160","20140"
"In post","2021","20-29","Tax","EO","Female","465","455","25620","25560"
"In post","2021","20-29","Tax","EO","Male","545","545","25570","25560"
"In post","2021","20-29","Tax","G6/G7","Female","120","115","54000","52580"
"In post","2021","20-29","Tax","G6/G7","Male","170","170","54230","52580"
"In post","2021","20-29","Tax","SEO/HEO","Female","370","370","32780","31810"
"In post","2021","20-29","Tax","SEO/HEO","Male","425","425","33150","31810"
"In post","2021","20-29","Unknown","AA/AO","Female","2740","2620","21460","21010"
"In post","2021","20-29","Unknown","AA/AO","Male","2475","2450","21410","21010"
"In post","2021","20-29","Unknown","EO","Female","4440","4360","28200","27570"
"In post","2021","20-29","Unknown","EO","Male","3060","3050","27990","27570"
"In post","2021","20-29","Unknown","G6/G7","Female","365","365","55600","54700"
"In post","2021","20-29","Unknown","G6/G7","Male","345","340","55970","54700"
