"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chinese","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Economics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Economics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Chinese","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","G6/G7","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Chinese","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Medicine","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","AA/AO","Heterosexual / straight","110","100","21810","21430"
"In post","2021","Chinese","Operational Delivery","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","EO","Heterosexual / straight","80","80","26830","25740"
"In post","2021","Chinese","Operational Delivery","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","EO","Unknown","10","5","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","SEO/HEO","Heterosexual / straight","45","45","37300","36740"
"In post","2021","Chinese","Operational Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","Unknown","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chinese","Other","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Other","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
