"Status","Year","Disability","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Mixed","Scottish Government","SEO/HEO","15","10","[c]","[c]"
"In post","2021","Unknown","Mixed","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","United Kingdom Statistics Authority","AA/AO","10","10","[c]","[c]"
"In post","2021","Unknown","Mixed","United Kingdom Statistics Authority","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Mixed","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","United Kingdom Statistics Authority","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Unknown","Mixed","Wales Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Wales Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Wales Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Welsh Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Attorney General's Departments","G6/G7","10","5","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Business, Energy and Industrial Strategy","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department of Health and Social Care","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department of Health and Social Care","G6/G7","15","15","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department of Health and Social Care","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department of Health and Social Care","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","ESTYN","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","ESTYN","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Foreign, Commonwealth and Development Office","G6/G7","5","5","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","HM Revenue and Customs","AA/AO","5","5","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","HM Revenue and Customs","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Home Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Ministry of Defence","AA/AO","5","5","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Ministry of Defence","G6/G7","5","5","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Ministry of Defence","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","National Crime Agency","EO","15","15","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","National Crime Agency","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Office for Standards in Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Scotland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Scotland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Wales Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Wales Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Wales Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Welsh Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Attorney General's Departments","AA/AO","5","5","[c]","[c]"
"In post","2021","Unknown","Undeclared","Attorney General's Departments","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Undeclared","Attorney General's Departments","G6/G7","15","10","[c]","[c]"
"In post","2021","Unknown","Undeclared","Attorney General's Departments","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Undeclared","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Chancellor's other departments","G6/G7","5","5","[c]","[c]"
"In post","2021","Unknown","Undeclared","Chancellor's other departments","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Undeclared","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Business, Energy and Industrial Strategy","AA/AO","15","15","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Business, Energy and Industrial Strategy","EO","15","15","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Business, Energy and Industrial Strategy","G6/G7","45","45","56340","53600"
"In post","2021","Unknown","Undeclared","Department for Business, Energy and Industrial Strategy","SEO/HEO","60","60","38380","39270"
"In post","2021","Unknown","Undeclared","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Digital, Culture, Media and Sport","G6/G7","5","5","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Digital, Culture, Media and Sport","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Education","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Transport","AA/AO","55","55","23590","21590"
