"Status","Year","Age","Ethnicity","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","40-49","Other ethnicity","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Operational Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Policy","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Finance","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","International Trade","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Legal","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Operational Delivery","AA/AO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Operational Delivery","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Operational Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Other","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Policy","G6/G7","35","[c]","57730","57540"
"Leaver Dept.","2021","40-49","Unknown","Policy","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Policy","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Project Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Unknown","AA/AO","55","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Unknown","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Unknown","G6/G7","55","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Unknown","SEO/HEO","45","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Commercial","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Commercial","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Communications","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Communications","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Communications","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Digital, Data and Technology","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Digital, Data and Technology","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Finance","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Finance","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Human Resources","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Human Resources","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Legal","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Operational Delivery","AA/AO","70","[c]","21130","21010"
"Leaver Dept.","2021","40-49","White","Operational Delivery","EO","40","[c]","25270","24980"
"Leaver Dept.","2021","40-49","White","Operational Delivery","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Operational Delivery","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Operational Delivery","SEO/HEO","50","[c]","35900","34540"
"Leaver Dept.","2021","40-49","White","Operational Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Other","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Other","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Other","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Other","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Other","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Policy","G6/G7","55","[c]","58510","56660"
"Leaver Dept.","2021","40-49","White","Policy","SCS level","40","[c]","87330","79580"
"Leaver Dept.","2021","40-49","White","Policy","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Project Delivery","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Project Delivery","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Property","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Property","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Science and Engineering","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Science and Engineering","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Unknown","AA/AO","95","[c]","20850","21010"
"Leaver Dept.","2021","40-49","White","Unknown","EO","175","[c]","27290","27570"
"Leaver Dept.","2021","40-49","White","Unknown","G6/G7","105","[c]","58850","57790"
"Leaver Dept.","2021","40-49","White","Unknown","SCS level","40","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Unknown","SEO/HEO","170","[c]","35220","35030"
"Leaver Dept.","2021","40-49","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Policy","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Security","AA/AO","[c]","[c]","[c]","[c]"
