"Status","Year","Age","Parent_department","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","HM Revenue and Customs","Wales","Outside London","1170","1115","28680","25560"
"In post","2021","30-39","HM Revenue and Customs","West Midlands (England)","Outside London","960","920","32080","31810"
"In post","2021","30-39","HM Revenue and Customs","Yorkshire and The Humber","Outside London","1115","1050","29770","25560"
"In post","2021","30-39","HM Treasury","East of England","Outside London","15","15","33940","25750"
"In post","2021","30-39","HM Treasury","London","London","685","665","56400","57530"
"In post","2021","30-39","HM Treasury","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","HM Treasury","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","HM Treasury","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Treasury","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Treasury","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Treasury","Wales","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","HM Treasury","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Treasury","Yorkshire and The Humber","Outside London","10","10","41670","39980"
"In post","2021","30-39","Home Office","East Midlands (England)","Outside London","60","60","26960","25290"
"In post","2021","30-39","Home Office","East of England","Outside London","355","330","25550","25040"
"In post","2021","30-39","Home Office","London","London","3075","2955","41400","35200"
"In post","2021","30-39","Home Office","North East (England)","Outside London","285","255","24790","24880"
"In post","2021","30-39","Home Office","North West (England)","Outside London","1990","1860","26870","24890"
"In post","2021","30-39","Home Office","Northern Ireland","Outside London","140","130","23860","24880"
"In post","2021","30-39","Home Office","Overseas","Overseas","95","95","26560","25380"
"In post","2021","30-39","Home Office","Scotland","Outside London","235","220","26240","24890"
"In post","2021","30-39","Home Office","South East (England)","Outside London","700","655","26370","25310"
"In post","2021","30-39","Home Office","South West (England)","Outside London","80","75","27410","25310"
"In post","2021","30-39","Home Office","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Home Office","Wales","Outside London","160","145","27130","25040"
"In post","2021","30-39","Home Office","West Midlands (England)","Outside London","310","290","27330","25260"
"In post","2021","30-39","Home Office","Yorkshire and The Humber","Outside London","1100","1020","27710","25040"
"In post","2021","30-39","Ministry of Defence","East Midlands (England)","Outside London","255","245","28780","26670"
"In post","2021","30-39","Ministry of Defence","East of England","Outside London","615","595","33020","33300"
"In post","2021","30-39","Ministry of Defence","London","London","790","775","45580","45200"
"In post","2021","30-39","Ministry of Defence","North East (England)","Outside London","15","15","24410","21020"
"In post","2021","30-39","Ministry of Defence","North West (England)","Outside London","275","260","28720","26670"
"In post","2021","30-39","Ministry of Defence","Northern Ireland","Outside London","70","65","24360","20310"
"In post","2021","30-39","Ministry of Defence","Overseas","Overseas","170","170","41740","40580"
"In post","2021","30-39","Ministry of Defence","Scotland","Outside London","625","610","29260","26670"
"In post","2021","30-39","Ministry of Defence","South East (England)","Outside London","1840","1780","34740","33300"
"In post","2021","30-39","Ministry of Defence","South West (England)","Outside London","4685","4480","35870","34490"
"In post","2021","30-39","Ministry of Defence","Unknown","Unknown","435","435","37700","34460"
"In post","2021","30-39","Ministry of Defence","Wales","Outside London","110","110","25640","21360"
"In post","2021","30-39","Ministry of Defence","West Midlands (England)","Outside London","390","375","30130","26670"
"In post","2021","30-39","Ministry of Defence","Yorkshire and The Humber","Outside London","230","220","29570","26670"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","East of England","Outside London","10","10","43960","38880"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","London","London","520","510","51050","53130"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","North East (England)","Outside London","15","15","38070","36340"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","North West (England)","Outside London","40","40","34960","36340"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","South West (England)","Outside London","200","185","38810","36340"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Wales","Outside London","10","10","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","West Midlands (England)","Outside London","40","35","38470","36340"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","Outside London","20","20","40750","38120"
"In post","2021","30-39","Ministry of Justice","East Midlands (England)","Outside London","1735","1620","26910","25400"
"In post","2021","30-39","Ministry of Justice","East of England","Outside London","1485","1400","28510","28400"
"In post","2021","30-39","Ministry of Justice","London","London","3470","3355","36430","33260"
"In post","2021","30-39","Ministry of Justice","North East (England)","Outside London","1035","975","26760","25300"
"In post","2021","30-39","Ministry of Justice","North West (England)","Outside London","2070","1960","26960","25300"
"In post","2021","30-39","Ministry of Justice","Scotland","Outside London","145","135","24840","22570"
"In post","2021","30-39","Ministry of Justice","South East (England)","Outside London","2190","2070","29640","30400"
"In post","2021","30-39","Ministry of Justice","South West (England)","Outside London","1100","1020","27260","25790"
"In post","2021","30-39","Ministry of Justice","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Justice","Wales","Outside London","995","950","27330","24920"
"In post","2021","30-39","Ministry of Justice","West Midlands (England)","Outside London","2165","2040","26050","23840"
"In post","2021","30-39","Ministry of Justice","Yorkshire and The Humber","Outside London","1895","1765","28340","26300"
"In post","2021","30-39","National Crime Agency","East Midlands (England)","Outside London","30","25","33560","33150"
"In post","2021","30-39","National Crime Agency","East of England","Outside London","30","25","34410","34140"
"In post","2021","30-39","National Crime Agency","London","London","435","425","42870","40170"
"In post","2021","30-39","National Crime Agency","North East (England)","Outside London","15","15","31040","32770"
"In post","2021","30-39","National Crime Agency","North West (England)","Outside London","360","350","35190","36410"
"In post","2021","30-39","National Crime Agency","Northern Ireland","Outside London","15","15","36030","35280"
"In post","2021","30-39","National Crime Agency","Overseas","Overseas","15","15","57420","58340"
"In post","2021","30-39","National Crime Agency","Scotland","Outside London","10","10","[c]","[c]"
"In post","2021","30-39","National Crime Agency","South East (England)","Outside London","60","60","36940","37560"
"In post","2021","30-39","National Crime Agency","South West (England)","Outside London","130","125","35700","36410"
"In post","2021","30-39","National Crime Agency","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","National Crime Agency","Wales","Outside London","10","10","[c]","[c]"
"In post","2021","30-39","National Crime Agency","West Midlands (England)","Outside London","115","115","36250","36410"
"In post","2021","30-39","National Crime Agency","Yorkshire and The Humber","Outside London","50","50","34710","34140"
"In post","2021","30-39","Northern Ireland Office","London","London","30","25","50250","52850"
"In post","2021","30-39","Northern Ireland Office","Northern Ireland","Outside London","25","25","43150","38050"
"In post","2021","30-39","Office for Standards in Education","East Midlands (England)","Outside London","25","25","34710","31850"
"In post","2021","30-39","Office for Standards in Education","East of England","Outside London","10","10","58870","59220"
"In post","2021","30-39","Office for Standards in Education","London","London","85","80","54150","51360"
"In post","2021","30-39","Office for Standards in Education","North West (England)","Outside London","140","135","34970","32010"
"In post","2021","30-39","Office for Standards in Education","South West (England)","Outside London","105","95","37830","32010"
"In post","2021","30-39","Office for Standards in Education","West Midlands (England)","Outside London","25","25","41570","39850"
"In post","2021","30-39","Office for Standards in Education","Yorkshire and The Humber","Outside London","15","15","59320","51360"
"In post","2021","30-39","Office of Gas and Electricity Markets","London","London","220","215","51430","49630"
"In post","2021","30-39","Office of Gas and Electricity Markets","Scotland","Outside London","185","185","38110","34910"
"In post","2021","30-39","Office of Gas and Electricity Markets","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","West Midlands (England)","Outside London","90","85","43030","38760"
"In post","2021","30-39","Office of Rail and Road","London","London","55","55","51290","55430"
"In post","2021","30-39","Office of Rail and Road","North West (England)","Outside London","10","10","48890","51060"
"In post","2021","30-39","Office of Rail and Road","Scotland","Outside London","10","10","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","South West (England)","Outside London","10","10","48640","51470"
"In post","2021","30-39","Office of Rail and Road","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","East of England","Outside London","55","50","33650","33950"
"In post","2021","30-39","Other Cabinet Office Agencies","London","London","40","40","47410","49300"
"In post","2021","30-39","Other Cabinet Office Agencies","North West (England)","Outside London","120","120","35830","34800"
"In post","2021","30-39","Other Cabinet Office Agencies","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","Wales","Outside London","30","30","32560","31000"
"In post","2021","30-39","Other Cabinet Office Agencies","West Midlands (England)","Outside London","15","15","32650","32000"
"In post","2021","30-39","Other Cabinet Office Agencies","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2021","30-39","Scotland Office","London","London","15","15","51460","52850"
"In post","2021","30-39","Scotland Office","Scotland","Outside London","20","20","48850","48930"
"In post","2021","30-39","Scottish Government","London","London","5","5","[c]","[c]"
"In post","2021","30-39","Scottish Government","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","30-39","Scottish Government","Scotland","Outside London","5340","5125","35440","32930"
"In post","2021","30-39","The National Archives","London","London","115","110","34520","34260"
"In post","2021","30-39","UK Export Finance","London","London","90","85","52590","50120"
"In post","2021","30-39","UK Supreme Court","London","London","10","10","38480","37230"
"In post","2021","30-39","United Kingdom Statistics Authority","London","London","90","90","45120","40020"
"In post","2021","30-39","United Kingdom Statistics Authority","Scotland","Outside London","10","10","40580","38370"
"In post","2021","30-39","United Kingdom Statistics Authority","South East (England)","Outside London","380","345","33280","30130"
"In post","2021","30-39","United Kingdom Statistics Authority","Wales","Outside London","830","785","34720","36030"
"In post","2021","30-39","Wales Office","London","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","Wales","Outside London","10","10","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","London","London","15","15","53890","52890"
"In post","2021","30-39","Water Services Regulation Authority","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","West Midlands (England)","Outside London","50","45","50200","46850"
"In post","2021","30-39","Welsh Government","London","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Government","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Government","Wales","Outside London","1275","1210","37620","37410"
"In post","2021","40-49","Attorney General's Departments","East Midlands (England)","Outside London","125","110","41220","48080"
"In post","2021","40-49","Attorney General's Departments","East of England","Outside London","140","125","42070","35360"
"In post","2021","40-49","Attorney General's Departments","London","London","1270","1155","54650","56740"
"In post","2021","40-49","Attorney General's Departments","North East (England)","Outside London","95","85","38350","34480"
"In post","2021","40-49","Attorney General's Departments","North West (England)","Outside London","305","280","41830","39020"
"In post","2021","40-49","Attorney General's Departments","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","South East (England)","Outside London","190","180","47030","50520"
"In post","2021","40-49","Attorney General's Departments","South West (England)","Outside London","90","85","44770","49580"
"In post","2021","40-49","Attorney General's Departments","Wales","Outside London","110","105","42130","48080"
"In post","2021","40-49","Attorney General's Departments","West Midlands (England)","Outside London","175","160","42240","48080"
"In post","2021","40-49","Attorney General's Departments","Yorkshire and The Humber","Outside London","255","240","43780","48830"
"In post","2021","40-49","Cabinet Office","East Midlands (England)","Outside London","10","10","54750","51160"
"In post","2021","40-49","Cabinet Office","East of England","Outside London","40","35","49820","49700"
"In post","2021","40-49","Cabinet Office","London","London","1200","1175","63420","59160"
"In post","2021","40-49","Cabinet Office","North East (England)","Outside London","90","85","31880","25550"
"In post","2021","40-49","Cabinet Office","North West (England)","Outside London","120","120","56380","51310"
"In post","2021","40-49","Cabinet Office","Scotland","Outside London","25","25","61410","62010"
"In post","2021","40-49","Cabinet Office","South East (England)","Outside London","50","45","54300","52620"
"In post","2021","40-49","Cabinet Office","South West (England)","Outside London","55","50","64670","62010"
"In post","2021","40-49","Cabinet Office","Unknown","Unknown","45","45","45820","34550"
"In post","2021","40-49","Cabinet Office","Wales","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Cabinet Office","West Midlands (England)","Outside London","15","15","68620","64500"
"In post","2021","40-49","Cabinet Office","Yorkshire and The Humber","Outside London","185","180","41600","38650"
"In post","2021","40-49","Chancellor's other departments","London","London","100","95","67530","59070"
"In post","2021","40-49","Chancellor's other departments","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Charity Commission","London","London","20","20","46260","44490"
"In post","2021","40-49","Charity Commission","North West (England)","Outside London","90","85","36470","29400"
"In post","2021","40-49","Charity Commission","South West (England)","Outside London","15","15","29890","29160"
"In post","2021","40-49","Charity Commission","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","London","London","205","190","72040","72430"
"In post","2021","40-49","Competition and Markets Authority","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","Scotland","Outside London","15","15","60970","59140"
"In post","2021","40-49","Competition and Markets Authority","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","40","40","29820","30950"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","East of England","Outside London","55","55","34550","32880"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","London","London","1050","1005","55810","53750"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","55","55","32470","30950"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","130","125","34460","34390"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","100","100","39930","31440"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","60","55","34670","34390"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","570","535","43020","41900"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","Wales","Outside London","730","685","39020","36530"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Outside London","185","175","34800","31550"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Outside London","55","55","34310","33350"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","London","London","275","260","58050","58420"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Education","East Midlands (England)","Outside London","105","95","42950","40300"
"In post","2021","40-49","Department for Education","East of England","Outside London","20","20","49400","50630"
"In post","2021","40-49","Department for Education","London","London","625","585","56910","54400"
"In post","2021","40-49","Department for Education","North East (England)","Outside London","230","220","40540","37100"
"In post","2021","40-49","Department for Education","North West (England)","Outside London","265","255","43010","37600"
"In post","2021","40-49","Department for Education","South West (England)","Outside London","55","55","47920","50050"
"In post","2021","40-49","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Education","West Midlands (England)","Outside London","390","380","45440","49860"
"In post","2021","40-49","Department for Education","Yorkshire and The Humber","Outside London","415","390","43540","40300"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","East Midlands (England)","Outside London","80","75","32940","30670"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","East of England","Outside London","220","205","35100","35540"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","London","London","565","535","52350","53620"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","North East (England)","Outside London","160","155","33560","30130"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","North West (England)","Outside London","460","410","30160","25190"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Scotland","Outside London","50","45","32130","28630"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","South East (England)","Outside London","375","355","37560","34080"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","South West (England)","Outside London","565","525","37110","35900"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Wales","Outside London","110","100","32170","29730"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","West Midlands (England)","Outside London","190","175","33970","30400"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Outside London","285","275","38710","36970"
"In post","2021","40-49","Department for International Trade","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","London","London","355","345","52570","51970"
"In post","2021","40-49","Department for International Trade","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Overseas","Overseas","45","45","62610","60080"
"In post","2021","40-49","Department for International Trade","South East (England)","Outside London","30","25","51950","51970"
"In post","2021","40-49","Department for International Trade","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Transport","East Midlands (England)","Outside London","175","175","35490","31700"
"In post","2021","40-49","Department for Transport","East of England","Outside London","90","90","31620","27680"
"In post","2021","40-49","Department for Transport","London","London","760","735","52930","54650"
"In post","2021","40-49","Department for Transport","North East (England)","Outside London","115","105","28500","26700"
"In post","2021","40-49","Department for Transport","North West (England)","Outside London","105","100","29780","26780"
"In post","2021","40-49","Department for Transport","Northern Ireland","Outside London","15","15","36950","31780"
"In post","2021","40-49","Department for Transport","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Transport","Scotland","Outside London","110","105","32200","27680"
"In post","2021","40-49","Department for Transport","South East (England)","Outside London","360","345","38990","34840"
"In post","2021","40-49","Department for Transport","South West (England)","Outside London","205","195","34400","31040"
"In post","2021","40-49","Department for Transport","Wales","Outside London","1695","1560","28270","21590"
"In post","2021","40-49","Department for Transport","West Midlands (England)","Outside London","110","110","30330","26780"
"In post","2021","40-49","Department for Transport","Yorkshire and The Humber","Outside London","125","120","29320","26780"
"In post","2021","40-49","Department for Work and Pensions","East Midlands (England)","Outside London","1150","1025","27510","27570"
"In post","2021","40-49","Department for Work and Pensions","East of England","Outside London","1155","1030","28540","27570"
"In post","2021","40-49","Department for Work and Pensions","London","London","2220","2055","35330","31060"
"In post","2021","40-49","Department for Work and Pensions","North East (England)","Outside London","2320","2090","28650","27570"
"In post","2021","40-49","Department for Work and Pensions","North West (England)","Outside London","4750","4295","27960","27570"
"In post","2021","40-49","Department for Work and Pensions","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Work and Pensions","Scotland","Outside London","2080","1885","26230","27570"
"In post","2021","40-49","Department for Work and Pensions","South East (England)","Outside London","1505","1355","27890","27570"
"In post","2021","40-49","Department for Work and Pensions","South West (England)","Outside London","1395","1220","26730","27570"
"In post","2021","40-49","Department for Work and Pensions","Unknown","Unknown","195","185","30490","27570"
"In post","2021","40-49","Department for Work and Pensions","Wales","Outside London","1335","1210","26310","27570"
"In post","2021","40-49","Department for Work and Pensions","West Midlands (England)","Outside London","1805","1600","26390","27570"
"In post","2021","40-49","Department for Work and Pensions","Yorkshire and The Humber","Outside London","2430","2175","30940","27570"
"In post","2021","40-49","Department of Health and Social Care","East Midlands (England)","Outside London","55","50","43060","37690"
"In post","2021","40-49","Department of Health and Social Care","East of England","Outside London","205","190","46880","43360"
"In post","2021","40-49","Department of Health and Social Care","London","London","1405","1315","54530","53360"
"In post","2021","40-49","Department of Health and Social Care","North East (England)","Outside London","45","40","44140","38890"
"In post","2021","40-49","Department of Health and Social Care","North West (England)","Outside London","140","130","44120","38370"
"In post","2021","40-49","Department of Health and Social Care","Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Department of Health and Social Care","South East (England)","Outside London","140","130","48830","47090"
"In post","2021","40-49","Department of Health and Social Care","South West (England)","Outside London","310","280","42950","38520"
"In post","2021","40-49","Department of Health and Social Care","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department of Health and Social Care","West Midlands (England)","Outside London","125","110","45520","38070"
"In post","2021","40-49","Department of Health and Social Care","Yorkshire and The Humber","Outside London","425","400","46370","48860"
"In post","2021","40-49","ESTYN","Wales","Outside London","25","25","55690","74730"
"In post","2021","40-49","Food Standards Agency","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","London","London","155","155","44600","40960"
"In post","2021","40-49","Food Standards Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","North West (England)","Outside London","10","10","26750","26750"
"In post","2021","40-49","Food Standards Agency","Northern Ireland","Outside London","20","20","41330","38420"
"In post","2021","40-49","Food Standards Agency","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Wales","Outside London","30","30","37460","37910"
"In post","2021","40-49","Food Standards Agency","West Midlands (England)","Outside London","30","30","37740","37630"
"In post","2021","40-49","Food Standards Agency","Yorkshire and The Humber","Outside London","90","90","39700","37910"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","London","London","1035","990","56170","57400"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Overseas","Overseas","715","715","54530","56160"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Scotland","Outside London","245","235","43630","42890"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","South East (England)","Outside London","240","230","39270","34240"
"In post","2021","40-49","HM Land Registry","East Midlands (England)","Outside London","180","165","34580","27130"
"In post","2021","40-49","HM Land Registry","East of England","Outside London","50","45","33150","27130"
"In post","2021","40-49","HM Land Registry","London","London","80","80","49530","42100"
"In post","2021","40-49","HM Land Registry","North East (England)","Outside London","115","110","28920","27130"
"In post","2021","40-49","HM Land Registry","North West (England)","Outside London","210","195","30830","27130"
"In post","2021","40-49","HM Land Registry","South West (England)","Outside London","325","305","36080","33840"
"In post","2021","40-49","HM Land Registry","Wales","Outside London","130","120","29630","27130"
"In post","2021","40-49","HM Land Registry","West Midlands (England)","Outside London","120","110","30690","27130"
"In post","2021","40-49","HM Land Registry","Yorkshire and The Humber","Outside London","50","45","29840","27130"
"In post","2021","40-49","HM Revenue and Customs","East Midlands (England)","Outside London","950","885","33050","31810"
"In post","2021","40-49","HM Revenue and Customs","East of England","Outside London","435","400","32990","31810"
"In post","2021","40-49","HM Revenue and Customs","London","London","1750","1675","45490","38370"
"In post","2021","40-49","HM Revenue and Customs","North East (England)","Outside London","2735","2500","29300","25560"
"In post","2021","40-49","HM Revenue and Customs","North West (England)","Outside London","3080","2885","31430","27330"
"In post","2021","40-49","HM Revenue and Customs","Northern Ireland","Outside London","510","475","28750","25560"
"In post","2021","40-49","HM Revenue and Customs","Scotland","Outside London","1530","1420","27840","25560"
"In post","2021","40-49","HM Revenue and Customs","South East (England)","Outside London","540","495","31300","28130"
"In post","2021","40-49","HM Revenue and Customs","South West (England)","Outside London","420","395","34750","31810"
"In post","2021","40-49","HM Revenue and Customs","Wales","Outside London","800","750","30860","25580"
"In post","2021","40-49","HM Revenue and Customs","West Midlands (England)","Outside London","890","840","34020","31810"
"In post","2021","40-49","HM Revenue and Customs","Yorkshire and The Humber","Outside London","1025","945","31550","26880"
"In post","2021","40-49","HM Treasury","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury","East of England","Outside London","15","10","32600","30620"
"In post","2021","40-49","HM Treasury","London","London","300","285","61550","63000"
"In post","2021","40-49","HM Treasury","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","HM Treasury","North West (England)","Outside London","20","20","44690","41710"
"In post","2021","40-49","HM Treasury","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury","South West (England)","Outside London","15","15","42240","40610"
"In post","2021","40-49","HM Treasury","Wales","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","HM Treasury","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","HM Treasury","Yorkshire and The Humber","Outside London","20","20","45630","42320"
"In post","2021","40-49","Home Office","East Midlands (England)","Outside London","65","60","29770","27370"
"In post","2021","40-49","Home Office","East of England","Outside London","500","465","26930","25310"
"In post","2021","40-49","Home Office","London","London","3445","3255","42210","35380"
"In post","2021","40-49","Home Office","North East (England)","Outside London","345","310","26930","25050"
"In post","2021","40-49","Home Office","North West (England)","Outside London","1730","1625","29000","25310"
"In post","2021","40-49","Home Office","Northern Ireland","Outside London","155","145","26280","25220"
"In post","2021","40-49","Home Office","Overseas","Overseas","120","115","28950","27370"
"In post","2021","40-49","Home Office","Scotland","Outside London","275","255","28310","25310"
"In post","2021","40-49","Home Office","South East (England)","Outside London","1020","955","28160","27070"
"In post","2021","40-49","Home Office","South West (England)","Outside London","90","85","28640","25310"
"In post","2021","40-49","Home Office","Wales","Outside London","180","170","29210","25400"
"In post","2021","40-49","Home Office","West Midlands (England)","Outside London","255","235","29440","26160"
"In post","2021","40-49","Home Office","Yorkshire and The Humber","Outside London","860","795","30360","25900"
"In post","2021","40-49","Ministry of Defence","East Midlands (England)","Outside London","370","355","30880","26670"
"In post","2021","40-49","Ministry of Defence","East of England","Outside London","800","770","32940","33000"
"In post","2021","40-49","Ministry of Defence","London","London","715","695","46400","43700"
"In post","2021","40-49","Ministry of Defence","North East (England)","Outside London","45","45","25650","21130"
"In post","2021","40-49","Ministry of Defence","North West (England)","Outside London","390","370","31130","26670"
"In post","2021","40-49","Ministry of Defence","Northern Ireland","Outside London","235","235","23670","20310"
"In post","2021","40-49","Ministry of Defence","Overseas","Overseas","235","230","43620","41600"
"In post","2021","40-49","Ministry of Defence","Scotland","Outside London","775","755","30840","26670"
"In post","2021","40-49","Ministry of Defence","South East (England)","Outside London","2170","2095","36020","33300"
"In post","2021","40-49","Ministry of Defence","South West (England)","Outside London","4720","4545","40270","39070"
"In post","2021","40-49","Ministry of Defence","Unknown","Unknown","445","445","39460","34460"
