"Status","Year","Profession_of_post","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Economics","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","EO","Heterosexual / straight","35","[c]","27590","27750"
"New entrant CS","2021","Finance","London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","G6/G7","Heterosexual / straight","30","[c]","60930","61100"
"New entrant CS","2021","Finance","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","G6/G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","SEO/HEO","Heterosexual / straight","70","[c]","38880","39110"
"New entrant CS","2021","Finance","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","SEO/HEO","Unknown","60","[c]","36180","32850"
"New entrant CS","2021","Finance","Outside London","AA/AO","Heterosexual / straight","45","[c]","20470","20920"
"New entrant CS","2021","Finance","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","AA/AO","Unknown","35","[c]","20060","20140"
"New entrant CS","2021","Finance","Outside London","EO","Heterosexual / straight","90","[c]","24070","25000"
"New entrant CS","2021","Finance","Outside London","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","EO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","G6/G7","Heterosexual / straight","30","[c]","55600","55570"
"New entrant CS","2021","Finance","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","G6/G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","SEO/HEO","Heterosexual / straight","120","[c]","35930","36500"
"New entrant CS","2021","Finance","Outside London","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","SEO/HEO","Unknown","55","[c]","35590","35000"
"New entrant CS","2021","Finance","Outside London","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","EO","Heterosexual / straight","40","[c]","27830","27270"
"New entrant CS","2021","Human Resources","London","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","EO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","G6/G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","SEO/HEO","Heterosexual / straight","65","[c]","36390","35530"
"New entrant CS","2021","Human Resources","London","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","AA/AO","Heterosexual / straight","100","[c]","20610","20920"
"New entrant CS","2021","Human Resources","Outside London","AA/AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","AA/AO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","EO","Heterosexual / straight","65","[c]","24770","25000"
"New entrant CS","2021","Human Resources","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","EO","Unknown","35","[c]","24740","24920"
"New entrant CS","2021","Human Resources","Outside London","G6/G7","Heterosexual / straight","40","[c]","57750","54540"
"New entrant CS","2021","Human Resources","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","G6/G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","SEO/HEO","Heterosexual / straight","105","[c]","33210","31810"
"New entrant CS","2021","Human Resources","Outside London","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","SEO/HEO","Unknown","40","[c]","34500","33850"
"New entrant CS","2021","Human Resources","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","London","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","London","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Outside London","G6/G7","Heterosexual / straight","40","[c]","73330","75500"
"New entrant CS","2021","Inspector of Education and Training","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Outside London","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Outside London","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","London","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","London","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","London","G6/G7","Unknown","35","[c]","59800","54960"
"New entrant CS","2021","Intelligence Analysis","London","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Outside London","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Outside London","EO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Outside London","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Outside London","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","London","AA/AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","London","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","London","SEO/HEO","Heterosexual / straight","35","[c]","33510","31800"
"New entrant CS","2021","International Trade","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","London","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Outside London","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Outside London","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Outside London","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Outside London","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Outside London","SEO/HEO","Heterosexual / straight","40","[c]","34970","33000"
"New entrant CS","2021","Knowledge and Information Management","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Outside London","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","London","EO","Heterosexual / straight","35","[c]","29350","29280"
"New entrant CS","2021","Legal","London","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","London","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","London","G6/G7","Heterosexual / straight","155","[c]","55010","51250"
"New entrant CS","2021","Legal","London","G6/G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","London","G6/G7","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Legal","London","G6/G7","Unknown","35","[c]","57240","55490"
"New entrant CS","2021","Legal","London","SEO/HEO","Heterosexual / straight","85","[c]","40250","43920"
"New entrant CS","2021","Legal","London","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","London","SEO/HEO","Unknown","40","[c]","33480","30850"
"New entrant CS","2021","Legal","Outside London","EO","Heterosexual / straight","50","[c]","25760","25560"
"New entrant CS","2021","Legal","Outside London","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Outside London","EO","Unknown","45","[c]","25390","25560"
"New entrant CS","2021","Legal","Outside London","G6/G7","Heterosexual / straight","155","[c]","51320","49860"
"New entrant CS","2021","Legal","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Outside London","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Outside London","G6/G7","Unknown","40","[c]","53230","52580"
"New entrant CS","2021","Legal","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Outside London","SEO/HEO","Heterosexual / straight","145","[c]","34000","38000"
"New entrant CS","2021","Legal","Outside London","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Outside London","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Outside London","SEO/HEO","Unknown","45","[c]","28570","26550"
"New entrant CS","2021","Legal","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","SCS level","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Outside London","AA/AO","Heterosexual / straight","30","[c]","21120","21190"
"New entrant CS","2021","Medicine","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Outside London","AA/AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Outside London","EO","Heterosexual / straight","40","[c]","29710","30620"
"New entrant CS","2021","Medicine","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Outside London","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Outside London","G6/G7","Heterosexual / straight","60","[c]","71200","74110"
"New entrant CS","2021","Medicine","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Outside London","G6/G7","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Outside London","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Outside London","SCS level","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Outside London","SEO/HEO","Heterosexual / straight","70","[c]","36890","37890"
"New entrant CS","2021","Medicine","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Outside London","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Outside London","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
