"Status","Year","Function_of_post","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Finance","Scottish Forestry","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Scottish Forestry","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Scottish Prison Service","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Scottish Prison Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Scottish Prison Service","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","The National Archives","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","The National Archives","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","The National Archives","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","United Kingdom Statistics Authority","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Valuation Office Agency","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Valuation Office Agency","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Valuation Office Agency","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Water Services Regulation Authority","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Water Services Regulation Authority","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Water Services Regulation Authority","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Water Services Regulation Authority","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Wilton Park","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Wilton Park","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Wilton Park","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Rural Payments Agency","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Unknown","90","[c]","24950","21050"
"Leaver CS","2021","Human Resources","Cabinet Office (excl. agencies)","Cabinet Office","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Cabinet Office (excl. agencies)","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Companies House","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Companies House","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Companies House","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Competition and Markets Authority","Competition and Markets Authority","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Competition and Markets Authority","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Crown Commercial Service","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Crown Commercial Service","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Crown Prosecution Service","Attorney General's Departments","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Crown Prosecution Service","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Debt Management Office","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Debt Management Office","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Debt Management Office","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Defence Equipment and Support","Ministry of Defence","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Defence Equipment and Support","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Defence Equipment and Support","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Defence Equipment and Support","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Defence Science and Technology Laboratory","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Defence Science and Technology Laboratory","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Defence Science and Technology Laboratory","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for International Trade","Department for International Trade","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for International Trade","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for International Trade","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Transport (excl. agencies)","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Transport (excl. agencies)","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Transport (excl. agencies)","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Driver and Vehicle Licensing Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Driver and Vehicle Licensing Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Driver and Vehicle Standards Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Driver and Vehicle Standards Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","ESTYN","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","ESTYN","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","FCDO Services","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","FCDO Services","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","FCDO Services","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Forestry and Land Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Forestry and Land Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Forestry and Land Scotland","Scottish Government","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Government Legal Department","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Government Legal Department","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Health and Safety Executive","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Health and Safety Executive","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Courts and Tribunals Service","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Courts and Tribunals Service","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Land Registry","HM Land Registry","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Land Registry","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Prison and Probation Service","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Prison and Probation Service","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Prison and Probation Service","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Prison and Probation Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Treasury (excl. agencies)","HM Treasury","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Treasury (excl. agencies)","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Treasury (excl. agencies)","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Insolvency Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Insolvency Service","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Maritime and Coastguard Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Maritime and Coastguard Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Met Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Met Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Met Office","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Ministry of Defence","Heterosexual / straight","65","[c]","36300","26670"
"Leaver CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Ministry of Defence","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Ministry of Justice","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Crime Agency","National Crime Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Crime Agency","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Crime Agency","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Savings and Investments","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Savings and Investments","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Northern Ireland Office","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Northern Ireland Office","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Rail and Road","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Rail and Road","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Public Health England","Department of Health and Social Care","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Public Health England","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Public Health England","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Public Health England","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Courts and Tribunals Service","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Courts and Tribunals Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Courts and Tribunals Service","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Prison Service","Scottish Government","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Prison Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Prison Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Submarine Delivery Agency","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Submarine Delivery Agency","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Submarine Delivery Agency","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Submarine Delivery Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","UK Export Finance","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","UK Export Finance","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","UK Hydrographic Office","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","UK Hydrographic Office","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","United Kingdom Statistics Authority","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Valuation Office Agency","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Valuation Office Agency","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Water Services Regulation Authority","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Water Services Regulation Authority","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Water Services Regulation Authority","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Wilton Park","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Wilton Park","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Government Internal Audit Agency","HM Treasury","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Government Internal Audit Agency","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Government Internal Audit Agency","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","HM Prison and Probation Service","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","HM Prison and Probation Service","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Maritime and Coastguard Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Maritime and Coastguard Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Maritime and Coastguard Agency","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Scottish Prison Service","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Scottish Prison Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Scottish Prison Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Export Finance","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Export Finance","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Hydrographic Office","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Hydrographic Office","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Hydrographic Office","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","United Kingdom Statistics Authority","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Wilton Park","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Wilton Park","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Wilton Park","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Office","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Cabinet Office (excl. agencies)","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Cabinet Office (excl. agencies)","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Cabinet Office (excl. agencies)","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","Competition and Markets Authority","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Office and Procurator Fiscal Service","Scottish Government","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Office and Procurator Fiscal Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Office and Procurator Fiscal Service","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Office and Procurator Fiscal Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Prosecution Service","Attorney General's Departments","Heterosexual / straight","170","[c]","42490","48450"
"Leaver CS","2021","Legal","Crown Prosecution Service","Attorney General's Departments","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Prosecution Service","Attorney General's Departments","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Prosecution Service","Attorney General's Departments","Unknown","60","[c]","47360","55610"
"Leaver CS","2021","Legal","Crown Prosecution Service Inspectorate","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Prosecution Service Inspectorate","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Prosecution Service Inspectorate","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Defence Science and Technology Laboratory","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Defence Science and Technology Laboratory","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","FCDO Services","Foreign, Commonwealth and Development Office","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","FCDO Services","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","FCDO Services","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Government Legal Department","Attorney General's Departments","Heterosexual / straight","65","[c]","51780","51250"
"Leaver CS","2021","Legal","Government Legal Department","Attorney General's Departments","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Government Legal Department","Attorney General's Departments","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Government Legal Department","Attorney General's Departments","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Courts and Tribunals Service","Ministry of Justice","Heterosexual / straight","45","[c]","44280","44960"
"Leaver CS","2021","Legal","HM Courts and Tribunals Service","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Courts and Tribunals Service","Ministry of Justice","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Courts and Tribunals Service","Ministry of Justice","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","HM Land Registry","Heterosexual / straight","10","[c]","[c]","[c]"
