"Status","Year","Function_of_post","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Legal","Legal Aid Agency","Ministry of Justice","Heterosexual / straight","65","65","49120","44180"
"In post","2021","Legal","Legal Aid Agency","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Legal Aid Agency","Ministry of Justice","Undeclared","5","5","[c]","[c]"
"In post","2021","Legal","Legal Aid Agency","Ministry of Justice","Unknown","5","5","[c]","[c]"
"In post","2021","Legal","Maritime and Coastguard Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Maritime and Coastguard Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Met Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Met Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Met Office","Department for Business, Energy and Industrial Strategy","Unknown","10","10","[c]","[c]"
"In post","2021","Legal","Ministry of Defence (excl. agencies)","Ministry of Defence","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Legal","Ministry of Defence (excl. agencies)","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Defence (excl. agencies)","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","5","5","[c]","[c]"
"In post","2021","Legal","Ministry of Justice (excl. agencies)","Ministry of Justice","Heterosexual / straight","45","40","50770","55490"
"In post","2021","Legal","Ministry of Justice (excl. agencies)","Ministry of Justice","LGBO","15","15","[c]","[c]"
"In post","2021","Legal","Ministry of Justice (excl. agencies)","Ministry of Justice","Undeclared","10","10","[c]","[c]"
"In post","2021","Legal","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","30","30","42870","46930"
"In post","2021","Legal","National Crime Agency","National Crime Agency","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Legal","National Crime Agency","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","National Crime Agency","National Crime Agency","Undeclared","5","5","[c]","[c]"
"In post","2021","Legal","National Crime Agency","National Crime Agency","Unknown","15","15","[c]","[c]"
"In post","2021","Legal","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Legal","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Legal","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Undeclared","5","5","[c]","[c]"
"In post","2021","Legal","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","45","45","62940","64250"
"In post","2021","Legal","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Legal","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Rail and Road","Office of Rail and Road","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Legal","Office of Rail and Road","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Rail and Road","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of the Public Guardian","Ministry of Justice","Heterosexual / straight","45","45","26580","22570"
"In post","2021","Legal","Office of the Public Guardian","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of the Public Guardian","Ministry of Justice","Undeclared","5","5","[c]","[c]"
"In post","2021","Legal","Office of the Public Guardian","Ministry of Justice","Unknown","5","5","[c]","[c]"
"In post","2021","Legal","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Planning Inspectorate","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Public Health England","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Public Health England","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Public Health England","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Registers of Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Registers of Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Registers of Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Registers of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Scottish Courts and Tribunals Service","Scottish Government","Heterosexual / straight","80","75","30810","23800"
"In post","2021","Legal","Scottish Courts and Tribunals Service","Scottish Government","LGBO","10","10","[c]","[c]"
"In post","2021","Legal","Scottish Courts and Tribunals Service","Scottish Government","Undeclared","1555","1400","26990","22820"
"In post","2021","Legal","Scottish Prison Service","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Scottish Prison Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Scottish Prison Service","Scottish Government","Unknown","10","10","[c]","[c]"
"In post","2021","Legal","Serious Fraud Office","Attorney General's Departments","Heterosexual / straight","35","35","56920","53890"
"In post","2021","Legal","Serious Fraud Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Serious Fraud Office","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Serious Fraud Office","Attorney General's Departments","Unknown","30","30","[c]","[c]"
"In post","2021","Legal","UK Export Finance","UK Export Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Legal","UK Export Finance","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Export Finance","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Export Finance","UK Export Finance","Unknown","5","5","[c]","[c]"
"In post","2021","Legal","UK Hydrographic Office","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Hydrographic Office","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Hydrographic Office","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Legal","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","10","10","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","UK Supreme Court","Heterosexual / straight","35","35","40220","37230"
"In post","2021","Legal","UK Supreme Court","UK Supreme Court","LGBO","5","5","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","United Kingdom Statistics Authority","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Water Services Regulation Authority","Water Services Regulation Authority","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Legal","Water Services Regulation Authority","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Water Services Regulation Authority","Water Services Regulation Authority","Unknown","5","5","[c]","[c]"
"In post","2021","Legal","Welsh Revenue Authority","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Welsh Revenue Authority","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Welsh Revenue Authority","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","495","450","32330","31040"
"In post","2021","No function","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","LGBO","40","40","28060","27400"
"In post","2021","No function","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Undeclared","105","95","33490","34500"
"In post","2021","No function","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Unknown","215","210","26530","24250"
"In post","2021","No function","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","1775","1685","30420","27850"
"In post","2021","No function","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","LGBO","130","125","27530","24920"
"In post","2021","No function","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Undeclared","325","305","33310","30230"
"In post","2021","No function","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","315","290","30420","26520"
"In post","2021","No function","Attorney General's Office","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Attorney General's Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Attorney General's Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","Cabinet Office","Heterosexual / straight","1520","1500","47360","41760"
"In post","2021","No function","Cabinet Office (excl. agencies)","Cabinet Office","LGBO","175","175","46130","40600"
"In post","2021","No function","Cabinet Office (excl. agencies)","Cabinet Office","Undeclared","190","185","45420","40600"
"In post","2021","No function","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","2285","2275","35460","29250"
"In post","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","10","10","[c]","[c]"
"In post","2021","No function","Charity Commission","Charity Commission","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","No function","Charity Commission","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Charity Commission","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Companies House","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","370","335","26300","22490"
"In post","2021","No function","Companies House","Department for Business, Energy and Industrial Strategy","LGBO","20","20","[c]","[c]"
"In post","2021","No function","Companies House","Department for Business, Energy and Industrial Strategy","Undeclared","55","45","25720","22490"
"In post","2021","No function","Companies House","Department for Business, Energy and Industrial Strategy","Unknown","180","155","23840","22490"
"In post","2021","No function","Criminal Injuries Compensation Authority","Ministry of Justice","Heterosexual / straight","180","170","26030","22570"
"In post","2021","No function","Criminal Injuries Compensation Authority","Ministry of Justice","LGBO","15","15","[c]","[c]"
"In post","2021","No function","Criminal Injuries Compensation Authority","Ministry of Justice","Undeclared","25","20","[c]","[c]"
"In post","2021","No function","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","65","65","24300","22570"
"In post","2021","No function","Crown Commercial Service","Other Cabinet Office Agencies","Heterosexual / straight","130","130","41390","36740"
"In post","2021","No function","Crown Commercial Service","Other Cabinet Office Agencies","LGBO","10","10","[c]","[c]"
"In post","2021","No function","Crown Commercial Service","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Crown Commercial Service","Other Cabinet Office Agencies","Unknown","40","40","38810","31250"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scottish Government","Heterosexual / straight","1160","1065","26920","22220"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scottish Government","LGBO","45","45","26210","25410"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scottish Government","Undeclared","55","50","27160","22220"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scottish Government","Unknown","50","45","25810","22220"
"In post","2021","No function","Defence Science and Technology Laboratory","Ministry of Defence","Heterosexual / straight","1690","1635","40640","37840"
"In post","2021","No function","Defence Science and Technology Laboratory","Ministry of Defence","LGBO","105","100","34670","28660"
"In post","2021","No function","Defence Science and Technology Laboratory","Ministry of Defence","Undeclared","195","190","42970","46080"
"In post","2021","No function","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","595","575","40660","37950"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","3105","3030","49820","53380"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","LGBO","380","375","47740","45310"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Undeclared","415","405","50780","53380"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","485","480","45200","40050"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Heterosexual / straight","810","795","48360","51730"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","LGBO","130","130","46240","39000"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Undeclared","75","75","47880","51730"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Unknown","170","165","47620","51730"
"In post","2021","No function","Department for Education (excl. agencies)","Department for Education","Heterosexual / straight","1745","1675","43730","40230"
"In post","2021","No function","Department for Education (excl. agencies)","Department for Education","LGBO","155","155","43410","36960"
"In post","2021","No function","Department for Education (excl. agencies)","Department for Education","Undeclared","175","170","44730","40940"
"In post","2021","No function","Department for Education (excl. agencies)","Department for Education","Unknown","455","435","43990","40230"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Heterosexual / straight","1970","1905","43040","38750"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","LGBO","215","205","43300","38750"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Undeclared","210","205","41020","38750"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","575","550","44080","38750"
"In post","2021","No function","Department for International Trade","Department for International Trade","Heterosexual / straight","1045","1030","47180","42030"
"In post","2021","No function","Department for International Trade","Department for International Trade","LGBO","125","125","47630","49370"
"In post","2021","No function","Department for International Trade","Department for International Trade","Undeclared","100","95","45370","39630"
"In post","2021","No function","Department for International Trade","Department for International Trade","Unknown","615","610","44810","38540"
"In post","2021","No function","Department for Transport (excl. agencies)","Department for Transport","Heterosexual / straight","1350","1310","49090","44480"
"In post","2021","No function","Department for Transport (excl. agencies)","Department for Transport","LGBO","145","145","46040","42890"
"In post","2021","No function","Department for Transport (excl. agencies)","Department for Transport","Undeclared","175","170","49030","44250"
"In post","2021","No function","Department for Transport (excl. agencies)","Department for Transport","Unknown","460","445","41740","35060"
"In post","2021","No function","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Heterosexual / straight","760","730","50030","49530"
"In post","2021","No function","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","LGBO","100","100","47330","46000"
"In post","2021","No function","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Undeclared","45","45","47020","42480"
"In post","2021","No function","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","1110","1090","46720","40650"
"In post","2021","No function","Driver and Vehicle Licensing Agency","Department for Transport","Heterosexual / straight","2765","2425","23180","21590"
"In post","2021","No function","Driver and Vehicle Licensing Agency","Department for Transport","LGBO","135","130","22260","21590"
"In post","2021","No function","Driver and Vehicle Licensing Agency","Department for Transport","Undeclared","1225","975","22200","21590"
"In post","2021","No function","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","560","490","22260","21590"
"In post","2021","No function","Driver and Vehicle Standards Agency","Department for Transport","Heterosexual / straight","2295","2165","29070","26780"
"In post","2021","No function","Driver and Vehicle Standards Agency","Department for Transport","LGBO","105","100","28440","26780"
"In post","2021","No function","Driver and Vehicle Standards Agency","Department for Transport","Undeclared","790","710","28590","26780"
"In post","2021","No function","Driver and Vehicle Standards Agency","Department for Transport","Unknown","795","770","27250","26580"
"In post","2021","No function","Education and Skills Funding Agency","Department for Education","Heterosexual / straight","865","840","41080","36960"
"In post","2021","No function","Education and Skills Funding Agency","Department for Education","LGBO","45","45","39210","36960"
"In post","2021","No function","Education and Skills Funding Agency","Department for Education","Undeclared","70","70","43190","37270"
"In post","2021","No function","Education and Skills Funding Agency","Department for Education","Unknown","285","275","43220","39260"
"In post","2021","No function","ESTYN","ESTYN","Heterosexual / straight","75","70","62210","74730"
"In post","2021","No function","ESTYN","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","ESTYN","ESTYN","Undeclared","10","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Food Standards Agency","Heterosexual / straight","585","575","36410","32830"
"In post","2021","No function","Food Standards Agency","Food Standards Agency","LGBO","25","25","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Food Standards Agency","Undeclared","90","90","39150","34730"
"In post","2021","No function","Food Standards Agency","Food Standards Agency","Unknown","250","240","31440","26750"
"In post","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Heterosexual / straight","2730","2700","47790","39350"
"In post","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","LGBO","210","205","47760","40050"
"In post","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Undeclared","395","395","48400","40120"
"In post","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","340","335","48460","48840"
"In post","2021","No function","Government Actuary's Department","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Government Actuary's Department","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Government Actuary's Department","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Government Legal Department","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Government Legal Department","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Government Legal Department","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Government Legal Department","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Government Property Agency","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Government Property Agency","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Department for Work and Pensions","Heterosexual / straight","1540","1450","43450","41330"
"In post","2021","No function","Health and Safety Executive","Department for Work and Pensions","LGBO","90","85","40120","31710"
"In post","2021","No function","Health and Safety Executive","Department for Work and Pensions","Undeclared","375","355","44850","44820"
"In post","2021","No function","Health and Safety Executive","Department for Work and Pensions","Unknown","195","180","43980","41480"
"In post","2021","No function","HM Courts and Tribunals Service","Ministry of Justice","Heterosexual / straight","10275","9150","22420","20650"
"In post","2021","No function","HM Courts and Tribunals Service","Ministry of Justice","LGBO","475","460","22330","20100"
"In post","2021","No function","HM Courts and Tribunals Service","Ministry of Justice","Undeclared","1685","1510","22440","20650"
"In post","2021","No function","HM Courts and Tribunals Service","Ministry of Justice","Unknown","1950","1805","21200","20100"
"In post","2021","No function","HM Land Registry","HM Land Registry","Heterosexual / straight","2765","2475","29080","27130"
"In post","2021","No function","HM Land Registry","HM Land Registry","LGBO","120","115","27660","22350"
"In post","2021","No function","HM Land Registry","HM Land Registry","Undeclared","565","490","30340","27130"
"In post","2021","No function","HM Land Registry","HM Land Registry","Unknown","1585","1440","26280","22350"
"In post","2021","No function","HM Prison and Probation Service","Ministry of Justice","Heterosexual / straight","36350","34415","29990","28200"
"In post","2021","No function","HM Prison and Probation Service","Ministry of Justice","LGBO","2525","2465","29560","27730"
"In post","2021","No function","HM Prison and Probation Service","Ministry of Justice","Undeclared","3920","3665","31260","31420"
"In post","2021","No function","HM Prison and Probation Service","Ministry of Justice","Unknown","9685","8955","28520","27680"
"In post","2021","No function","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Heterosexual / straight","16560","14990","30050","25560"
"In post","2021","No function","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","LGBO","1025","970","28850","25560"
"In post","2021","No function","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Undeclared","2120","1895","31010","28130"
"In post","2021","No function","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","11825","10535","25680","21440"
"In post","2021","No function","HM Treasury (excl. agencies)","HM Treasury","Heterosexual / straight","1180","1155","47900","52500"
"In post","2021","No function","HM Treasury (excl. agencies)","HM Treasury","LGBO","125","120","47460","52500"
"In post","2021","No function","HM Treasury (excl. agencies)","HM Treasury","Undeclared","210","210","43670","36430"
"In post","2021","No function","HM Treasury (excl. agencies)","HM Treasury","Unknown","70","65","49600","42200"
"In post","2021","No function","Insolvency Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","610","575","30490","26290"
"In post","2021","No function","Insolvency Service","Department for Business, Energy and Industrial Strategy","LGBO","30","30","30120","25060"
"In post","2021","No function","Insolvency Service","Department for Business, Energy and Industrial Strategy","Undeclared","30","30","33650","27720"
"In post","2021","No function","Insolvency Service","Department for Business, Energy and Industrial Strategy","Unknown","610","580","26930","21220"
"In post","2021","No function","Institute for Apprenticeships and Technical Education","Department for Education","Heterosexual / straight","100","100","50050","50470"
"In post","2021","No function","Institute for Apprenticeships and Technical Education","Department for Education","LGBO","10","10","[c]","[c]"
"In post","2021","No function","Institute for Apprenticeships and Technical Education","Department for Education","Undeclared","10","10","[c]","[c]"
"In post","2021","No function","Institute for Apprenticeships and Technical Education","Department for Education","Unknown","40","40","44760","45270"
"In post","2021","No function","Legal Aid Agency","Ministry of Justice","Heterosexual / straight","715","665","25190","21740"
"In post","2021","No function","Legal Aid Agency","Ministry of Justice","LGBO","30","30","24040","21170"
"In post","2021","No function","Legal Aid Agency","Ministry of Justice","Undeclared","100","90","24520","21170"
"In post","2021","No function","Legal Aid Agency","Ministry of Justice","Unknown","75","70","20080","19930"
"In post","2021","No function","Maritime and Coastguard Agency","Department for Transport","Heterosexual / straight","715","690","37950","34090"
"In post","2021","No function","Maritime and Coastguard Agency","Department for Transport","LGBO","30","30","[c]","[c]"
"In post","2021","No function","Maritime and Coastguard Agency","Department for Transport","Undeclared","140","135","37550","35910"
"In post","2021","No function","Maritime and Coastguard Agency","Department for Transport","Unknown","110","105","30800","26590"
"In post","2021","No function","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","No function","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Met Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Met Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Met Office","Department for Business, Energy and Industrial Strategy","Unknown","420","405","37560","37420"
"In post","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Heterosexual / straight","1400","1360","45830","40000"
"In post","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","LGBO","155","155","45240","41360"
"In post","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Undeclared","135","135","44600","39600"
"In post","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Unknown","100","100","47310","41000"
"In post","2021","No function","Ministry of Justice (excl. agencies)","Ministry of Justice","Heterosexual / straight","1155","1120","39270","36250"
"In post","2021","No function","Ministry of Justice (excl. agencies)","Ministry of Justice","LGBO","100","100","37980","36110"
"In post","2021","No function","Ministry of Justice (excl. agencies)","Ministry of Justice","Undeclared","150","145","38950","36800"
"In post","2021","No function","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","360","350","37080","33660"
"In post","2021","No function","National Crime Agency","National Crime Agency","Heterosexual / straight","3535","3460","39690","37330"
"In post","2021","No function","National Crime Agency","National Crime Agency","LGBO","155","155","36550","36410"
"In post","2021","No function","National Crime Agency","National Crime Agency","Undeclared","295","295","37620","36410"
"In post","2021","No function","National Crime Agency","National Crime Agency","Unknown","740","715","41240","39820"
"In post","2021","No function","National Infrastructure Commission","HM Treasury","Heterosexual / straight","35","35","54270","52360"
"In post","2021","No function","National Infrastructure Commission","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","National Infrastructure Commission","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","National Savings and Investments","Chancellor's other departments","Heterosexual / straight","75","70","53560","45100"
"In post","2021","No function","National Savings and Investments","Chancellor's other departments","LGBO","5","5","[c]","[c]"
"In post","2021","No function","National Savings and Investments","Chancellor's other departments","Undeclared","30","30","56360","46600"
"In post","2021","No function","Northern Ireland Office","Northern Ireland Office","Heterosexual / straight","60","60","46800","39160"
"In post","2021","No function","Northern Ireland Office","Northern Ireland Office","LGBO","5","5","[c]","[c]"
"In post","2021","No function","Northern Ireland Office","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Northern Ireland Office","Northern Ireland Office","Unknown","55","55","41200","36800"
"In post","2021","No function","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Heterosexual / straight","1095","1055","52460","51360"
"In post","2021","No function","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","LGBO","90","90","53310","51360"
"In post","2021","No function","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Undeclared","75","70","52060","51360"
