"Status","Year","Function_of_post","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for International Trade","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for International Trade","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for International Trade","London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for International Trade","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Driver and Vehicle Standards Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","ESTYN","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Food Standards Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Food Standards Agency","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Food Standards Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Government Legal Department","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Government Legal Department","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Health and Safety Executive","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Health and Safety Executive","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Courts and Tribunals Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Treasury (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Treasury (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Treasury (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Insolvency Service","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Legal Aid Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Medicines and Healthcare Products Regulatory Agency","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Defence (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Defence (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Defence (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Defence (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Defence (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Justice (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Justice (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Justice (excl. agencies)","London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Justice (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Justice (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","National Crime Agency","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","National Crime Agency","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","National Crime Agency","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Northern Ireland Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office for Standards in Education, Children's Services and Skills","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office for Standards in Education, Children's Services and Skills","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office for Standards in Education, Children's Services and Skills","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office for Standards in Education, Children's Services and Skills","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Gas and Electricity Markets","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Gas and Electricity Markets","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Rail and Road","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Public Health England","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Rural Payments Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Rural Payments Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Export Finance","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Export Finance","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Export Finance","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Export Finance","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Intellectual Property Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Intellectual Property Office","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","United Kingdom Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","United Kingdom Statistics Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","United Kingdom Statistics Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","United Kingdom Statistics Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Valuation Office Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Valuation Office Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Wales Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Wales Office","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Wilton Park","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Cabinet Office (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Cabinet Office (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Cabinet Office (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Cabinet Office (excl. agencies)","London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Driver and Vehicle Standards Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Food Standards Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Government Internal Audit Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Insolvency Service","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Insolvency Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Serious Fraud Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Serious Fraud Office","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Serious Fraud Office","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Serious Fraud Office","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Serious Fraud Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Serious Fraud Office","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","UK Intellectual Property Office","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","UK Export Finance","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","G7","15","[c]","55940","54700"
"Leaver Dept.","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","HEO","15","[c]","34020","34550"
"Leaver Dept.","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Companies House","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Companies House","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Crown Prosecution Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Defence Equipment and Support","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Defence Equipment and Support","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Defence Equipment and Support","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for International Development","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for International Trade","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for International Trade","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for International Trade","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for International Trade","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for International Trade","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Outside London","G7","[c]","[c]","[c]","[c]"
