"Status","Year","Age","Region_ITL1","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","London","Ealing","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Ealing","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Enfield","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Enfield","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Hounslow and Richmond upon Thames","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Hounslow and Richmond upon Thames","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Kensington & Chelsea and Hammersmith & Fulham","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Kensington & Chelsea and Hammersmith & Fulham","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Lambeth","Female","5","5","[c]","[c]"
"In post","2021","16-19","London","Lambeth","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Redbridge and Waltham Forest","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Redbridge and Waltham Forest","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Westminster","Female","50","50","25820","25140"
"In post","2021","16-19","London","Westminster","Male","45","45","25580","25170"
"In post","2021","16-19","North East (England)","Durham CC","Female","5","5","[c]","[c]"
"In post","2021","16-19","North East (England)","Durham CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North East (England)","South Teesside","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North East (England)","South Teesside","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North East (England)","Sunderland","Female","10","10","[c]","[c]"
"In post","2021","16-19","North East (England)","Sunderland","Male","5","5","[c]","[c]"
"In post","2021","16-19","North East (England)","Tyneside","Female","30","25","[c]","[c]"
"In post","2021","16-19","North East (England)","Tyneside","Male","35","35","21450","21010"
"In post","2021","16-19","North West (England)","Blackburn with Darwen","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Blackburn with Darwen","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Blackpool","Female","10","10","[c]","[c]"
"In post","2021","16-19","North West (England)","Blackpool","Male","5","5","[c]","[c]"
"In post","2021","16-19","North West (England)","Cheshire East","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Cheshire West and Chester","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Cheshire West and Chester","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Chorley and West Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Chorley and West Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","East Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Greater Manchester South East","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Greater Manchester South East","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Greater Manchester South West","Female","5","5","[c]","[c]"
"In post","2021","16-19","North West (England)","Greater Manchester South West","Male","5","5","[c]","[c]"
"In post","2021","16-19","North West (England)","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Liverpool","Female","10","10","[c]","[c]"
"In post","2021","16-19","North West (England)","Liverpool","Male","10","10","[c]","[c]"
"In post","2021","16-19","North West (England)","Manchester","Female","10","10","[c]","[c]"
"In post","2021","16-19","North West (England)","Manchester","Male","15","15","[c]","[c]"
"In post","2021","16-19","North West (England)","Mid Lancashire","Female","10","10","[c]","[c]"
"In post","2021","16-19","North West (England)","Mid Lancashire","Male","5","5","[c]","[c]"
"In post","2021","16-19","North West (England)","Sefton","Female","15","15","[c]","[c]"
"In post","2021","16-19","North West (England)","Sefton","Male","10","10","[c]","[c]"
"In post","2021","16-19","North West (England)","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Wirral","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northern Ireland","Belfast","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northern Ireland","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Angus and Dundee City","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Angus and Dundee City","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","City of Edinburgh","Female","45","45","21280","21150"
"In post","2021","16-19","Scotland","City of Edinburgh","Male","35","35","21070","20850"
"In post","2021","16-19","Scotland","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Dumfries and Galloway","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Dumfries and Galloway","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","East Ayrshire and North Ayrshire mainland","Male","10","10","[c]","[c]"
"In post","2021","16-19","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Falkirk","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Falkirk","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Glasgow City","Female","25","25","[c]","[c]"
"In post","2021","16-19","Scotland","Glasgow City","Male","10","10","[c]","[c]"
"In post","2021","16-19","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Na h-Eileanan Siar","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Na h-Eileanan Siar","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","North Lanarkshire","Female","5","5","[c]","[c]"
"In post","2021","16-19","Scotland","North Lanarkshire","Male","10","10","[c]","[c]"
"In post","2021","16-19","Scotland","Orkney Islands","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Orkney Islands","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Perth and Kinross and Stirling","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Perth and Kinross and Stirling","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Scottish Borders","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Scottish Borders","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","South Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","West Lothian","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","West Lothian","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Berkshire","Male","5","5","[c]","[c]"
"In post","2021","16-19","South East (England)","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Buckinghamshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Buckinghamshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Central Hampshire","Male","5","5","[c]","[c]"
"In post","2021","16-19","South East (England)","East Kent","Female","15","15","[c]","[c]"
"In post","2021","16-19","South East (England)","East Kent","Male","15","15","[c]","[c]"
"In post","2021","16-19","South East (England)","East Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","East Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","East Sussex CC","Female","5","5","[c]","[c]"
"In post","2021","16-19","South East (England)","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Kent Thames Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Kent Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Milton Keynes","Female","10","10","[c]","[c]"
"In post","2021","16-19","South East (England)","Milton Keynes","Male","10","10","[c]","[c]"
"In post","2021","16-19","South East (England)","North Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","North Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Portsmouth","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Portsmouth","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","South Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","South Hampshire","Male","10","10","[c]","[c]"
"In post","2021","16-19","South East (England)","Southampton","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Southampton","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","West Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","West Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","30","30","[c]","[c]"
"In post","2021","16-19","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","75","75","17940","17780"
"In post","2021","16-19","South West (England)","Bristol, City of","Female","10","10","[c]","[c]"
"In post","2021","16-19","South West (England)","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Gloucestershire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Gloucestershire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Plymouth","Male","15","15","[c]","[c]"
"In post","2021","16-19","South West (England)","Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Wiltshire","Female","10","10","[c]","[c]"
"In post","2021","16-19","South West (England)","Wiltshire","Male","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Male","35","35","19210","16470"
"In post","2021","16-19","Wales","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","Cardiff and Vale of Glamorgan","Female","15","15","[c]","[c]"
"In post","2021","16-19","Wales","Cardiff and Vale of Glamorgan","Male","20","20","[c]","[c]"
"In post","2021","16-19","Wales","Central Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","Central Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","Flintshire and Wrexham","Male","15","15","[c]","[c]"
"In post","2021","16-19","Wales","Gwent Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","Gwent Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","Gwynedd","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","Gwynedd","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","Monmouthshire and Newport","Female","5","5","[c]","[c]"
"In post","2021","16-19","Wales","Monmouthshire and Newport","Male","10","10","[c]","[c]"
"In post","2021","16-19","Wales","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","South West Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","South West Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","Swansea","Female","35","30","19970","19950"
"In post","2021","16-19","Wales","Swansea","Male","15","10","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Birmingham","Female","15","15","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Birmingham","Male","10","10","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Coventry","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Dudley","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Dudley","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Shropshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Shropshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Solihull","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Solihull","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Staffordshire CC","Female","10","10","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Worcestershire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Worcestershire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Female","5","5","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Bradford","Female","5","5","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Bradford","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Calderdale and Kirklees","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Calderdale and Kirklees","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Leeds","Female","20","20","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Leeds","Male","30","25","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","North and North East Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","North and North East Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Sheffield","Female","10","10","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Sheffield","Male","5","5","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Wakefield","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Wakefield","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","York","Female","5","5","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","York","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","Derby","Female","80","75","24130","22920"
"In post","2021","20-29","East Midlands (England)","Derby","Male","45","45","25650","26750"
"In post","2021","20-29","East Midlands (England)","East Derbyshire","Female","15","15","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","East Derbyshire","Male","10","10","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","Leicester","Female","175","170","24330","22850"
"In post","2021","20-29","East Midlands (England)","Leicester","Male","160","155","23990","22350"
"In post","2021","20-29","East Midlands (England)","Leicestershire CC and Rutland","Female","130","125","23780","24120"
"In post","2021","20-29","East Midlands (England)","Leicestershire CC and Rutland","Male","145","140","24800","24890"
"In post","2021","20-29","East Midlands (England)","Lincolnshire","Female","165","160","25240","25980"
"In post","2021","20-29","East Midlands (England)","Lincolnshire","Male","115","115","26030","26300"
"In post","2021","20-29","East Midlands (England)","North Northamptonshire","Female","45","40","24670","25090"
"In post","2021","20-29","East Midlands (England)","North Northamptonshire","Male","20","20","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","North Nottinghamshire","Female","90","85","25990","26720"
"In post","2021","20-29","East Midlands (England)","North Nottinghamshire","Male","75","75","25180","25790"
"In post","2021","20-29","East Midlands (England)","Nottingham","Female","690","670","25610","25480"
"In post","2021","20-29","East Midlands (England)","Nottingham","Male","660","655","26750","25560"
"In post","2021","20-29","East Midlands (England)","South and West Derbyshire","Female","75","75","24820","24920"
"In post","2021","20-29","East Midlands (England)","South and West Derbyshire","Male","45","45","26100","26370"
"In post","2021","20-29","East Midlands (England)","South Nottinghamshire","Female","45","45","25150","25790"
"In post","2021","20-29","East Midlands (England)","South Nottinghamshire","Male","30","30","25940","25790"
"In post","2021","20-29","East Midlands (England)","West Northamptonshire","Female","115","110","22670","22890"
"In post","2021","20-29","East Midlands (England)","West Northamptonshire","Male","85","85","23160","22920"
"In post","2021","20-29","East of England","Bedford","Female","85","85","26590","27570"
"In post","2021","20-29","East of England","Bedford","Male","70","70","28030","29050"
"In post","2021","20-29","East of England","Breckland and South Norfolk","Female","45","45","24680","24440"
"In post","2021","20-29","East of England","Breckland and South Norfolk","Male","60","60","24050","23970"
"In post","2021","20-29","East of England","Cambridgeshire CC","Female","225","220","26630","26670"
"In post","2021","20-29","East of England","Cambridgeshire CC","Male","225","220","27680","27570"
"In post","2021","20-29","East of England","Central Bedfordshire","Female","15","10","[c]","[c]"
"In post","2021","20-29","East of England","Central Bedfordshire","Male","25","25","[c]","[c]"
"In post","2021","20-29","East of England","Essex Haven Gateway","Female","60","55","24970","24340"
"In post","2021","20-29","East of England","Essex Haven Gateway","Male","35","35","25880","25500"
"In post","2021","20-29","East of England","Essex Thames Gateway","Female","90","85","25550","24180"
"In post","2021","20-29","East of England","Essex Thames Gateway","Male","40","40","25990","24540"
"In post","2021","20-29","East of England","Heart of Essex","Female","125","125","27830","28380"
"In post","2021","20-29","East of England","Heart of Essex","Male","90","90","28300","29290"
"In post","2021","20-29","East of England","Hertfordshire","Female","240","235","29160","29290"
