"Status","Year","Ethnicity","Region_ITL1","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Unknown","Female","110","95","28840","27570"
"In post","2021","Asian","Unknown","Unknown","Male","60","55","31140","27570"
"In post","2021","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales","East Wales","Female","160","145","29730","25720"
"In post","2021","Asian","Wales","East Wales","Male","175","170","31010","25560"
"In post","2021","Asian","Wales","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales","West Wales and The Valleys","Female","45","40","30320","21590"
"In post","2021","Asian","Wales","West Wales and The Valleys","Male","45","45","28200","22260"
"In post","2021","Asian","Wales","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","105","90","25530","25040"
"In post","2021","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","90","85","27410","25400"
"In post","2021","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","Shropshire and Staffordshire","Female","145","135","31460","27570"
"In post","2021","Asian","West Midlands (England)","Shropshire and Staffordshire","Male","155","150","32620","27570"
"In post","2021","Asian","West Midlands (England)","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","West Midlands","Female","2015","1805","27270","25560"
"In post","2021","Asian","West Midlands (England)","West Midlands","Male","1560","1525","27920","26470"
"In post","2021","Asian","West Midlands (England)","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","10","10","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","20","20","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","North Yorkshire","Female","35","35","32760","27740"
"In post","2021","Asian","Yorkshire and The Humber","North Yorkshire","Male","35","35","32110","29180"
"In post","2021","Asian","Yorkshire and The Humber","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","South Yorkshire","Female","210","185","27550","24890"
"In post","2021","Asian","Yorkshire and The Humber","South Yorkshire","Male","200","200","28940","25040"
"In post","2021","Asian","Yorkshire and The Humber","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","West Yorkshire","Female","875","760","27090","25560"
"In post","2021","Asian","Yorkshire and The Humber","West Yorkshire","Male","920","890","28470","27570"
"In post","2021","Asian","Yorkshire and The Humber","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Derbyshire and Nottinghamshire","Female","195","175","26850","25830"
"In post","2021","Black","East Midlands (England)","Derbyshire and Nottinghamshire","Male","120","120","27970","27570"
"In post","2021","Black","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","115","100","25400","22350"
"In post","2021","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","60","60","28250","27250"
"In post","2021","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Lincolnshire","Female","5","5","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Lincolnshire","Male","15","15","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Bedfordshire and Hertfordshire","Female","150","145","30430","29290"
"In post","2021","Black","East of England","Bedfordshire and Hertfordshire","Male","80","75","32090","30270"
"In post","2021","Black","East of England","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","East Anglia","Female","70","65","31320","27570"
"In post","2021","Black","East of England","East Anglia","Male","55","50","33730","29200"
"In post","2021","Black","East of England","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Essex","Female","170","155","29130","29290"
"In post","2021","Black","East of England","Essex","Male","75","75","30680","29290"
"In post","2021","Black","East of England","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","Inner London - East","Female","1725","1640","32740","31060"
"In post","2021","Black","London","Inner London - East","Male","810","795","35030","31730"
"In post","2021","Black","London","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","Inner London - West","Female","2940","2845","36570","32960"
"In post","2021","Black","London","Inner London - West","Male","1395","1380","37810","34550"
"In post","2021","Black","London","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","Outer London - East and North East","Female","440","415","30560","31060"
"In post","2021","Black","London","Outer London - East and North East","Male","205","200","31050","31060"
"In post","2021","Black","London","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","Outer London - South","Female","1095","1035","32670","30110"
"In post","2021","Black","London","Outer London - South","Male","485","480","33770","31060"
"In post","2021","Black","London","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","Outer London - West and North West","Female","550","515","30990","31060"
"In post","2021","Black","London","Outer London - West and North West","Male","325","315","31970","31060"
"In post","2021","Black","London","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Northumberland and Tyne and Wear","Female","60","55","25100","21050"
"In post","2021","Black","North East (England)","Northumberland and Tyne and Wear","Male","55","55","29740","25560"
"In post","2021","Black","North East (England)","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Tees Valley and Durham","Female","10","10","[c]","[c]"
"In post","2021","Black","North East (England)","Tees Valley and Durham","Male","15","15","[c]","[c]"
"In post","2021","Black","North East (England)","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Cheshire","Female","15","15","[c]","[c]"
"In post","2021","Black","North West (England)","Cheshire","Male","15","15","[c]","[c]"
"In post","2021","Black","North West (England)","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Greater Manchester","Female","300","280","28260","27370"
"In post","2021","Black","North West (England)","Greater Manchester","Male","215","210","28700","27470"
"In post","2021","Black","North West (England)","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Lancashire","Female","25","25","[c]","[c]"
"In post","2021","Black","North West (England)","Lancashire","Male","30","30","27610","27570"
"In post","2021","Black","North West (England)","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Merseyside","Female","55","55","27290","24890"
"In post","2021","Black","North West (England)","Merseyside","Male","55","55","29780","27570"
"In post","2021","Black","North West (England)","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Overseas","Female","35","35","42500","36970"
"In post","2021","Black","Overseas","Overseas","Male","30","30","[c]","[c]"
"In post","2021","Black","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Eastern Scotland","Female","55","55","30790","27570"
"In post","2021","Black","Scotland","Eastern Scotland","Male","30","30","36090","30650"
"In post","2021","Black","Scotland","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","North Eastern Scotland","Female","5","5","[c]","[c]"
"In post","2021","Black","Scotland","North Eastern Scotland","Male","10","10","[c]","[c]"
"In post","2021","Black","Scotland","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Southern Scotland","Female","20","20","[c]","[c]"
"In post","2021","Black","Scotland","Southern Scotland","Male","15","10","[c]","[c]"
"In post","2021","Black","Scotland","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","West Central Scotland","Female","45","40","25370","22570"
"In post","2021","Black","Scotland","West Central Scotland","Male","50","50","31740","27570"
"In post","2021","Black","Scotland","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","170","160","29620","27570"
"In post","2021","Black","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","110","110","31590","29290"
"In post","2021","Black","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","South East (England)","Hampshire and Isle of Wight","Female","100","90","28560","27570"
"In post","2021","Black","South East (England)","Hampshire and Isle of Wight","Male","70","65","29160","27200"
"In post","2021","Black","South East (England)","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","South East (England)","Kent","Female","110","105","31870","29290"
"In post","2021","Black","South East (England)","Kent","Male","75","75","31270","29290"
"In post","2021","Black","South East (England)","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","South East (England)","Surrey, East and West Sussex","Female","95","90","29320","27570"
"In post","2021","Black","South East (England)","Surrey, East and West Sussex","Male","115","115","31760","31680"
"In post","2021","Black","South East (England)","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","South West (England)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","South West (England)","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","South West (England)","Devon","Female","10","5","[c]","[c]"
"In post","2021","Black","South West (England)","Devon","Male","15","15","[c]","[c]"
"In post","2021","Black","South West (England)","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","South West (England)","Dorset and Somerset","Female","10","10","[c]","[c]"
"In post","2021","Black","South West (England)","Dorset and Somerset","Male","5","5","[c]","[c]"
"In post","2021","Black","South West (England)","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","250","235","31390","28610"
"In post","2021","Black","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","240","235","34220","33150"
"In post","2021","Black","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","Female","40","40","29370","27570"
"In post","2021","Black","Unknown","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales","East Wales","Female","80","70","28070","25560"
"In post","2021","Black","Wales","East Wales","Male","80","75","30620","27570"
"In post","2021","Black","Wales","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales","West Wales and The Valleys","Female","20","20","[c]","[c]"
"In post","2021","Black","Wales","West Wales and The Valleys","Male","15","15","[c]","[c]"
"In post","2021","Black","Wales","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","25","25","[c]","[c]"
"In post","2021","Black","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","35","35","25470","24440"
"In post","2021","Black","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Midlands (England)","Shropshire and Staffordshire","Female","50","50","28600","27570"
"In post","2021","Black","West Midlands (England)","Shropshire and Staffordshire","Male","55","55","28280","27570"
"In post","2021","Black","West Midlands (England)","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Midlands (England)","West Midlands","Female","725","660","27670","25930"
"In post","2021","Black","West Midlands (England)","West Midlands","Male","310","305","29790","27570"
"In post","2021","Black","West Midlands (England)","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","5","5","[c]","[c]"
"In post","2021","Black","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","15","15","[c]","[c]"
"In post","2021","Black","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Yorkshire and The Humber","North Yorkshire","Female","15","15","[c]","[c]"
"In post","2021","Black","Yorkshire and The Humber","North Yorkshire","Male","20","20","[c]","[c]"
"In post","2021","Black","Yorkshire and The Humber","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Yorkshire and The Humber","South Yorkshire","Female","80","75","28520","25520"
"In post","2021","Black","Yorkshire and The Humber","South Yorkshire","Male","65","65","26860","25000"
"In post","2021","Black","Yorkshire and The Humber","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Yorkshire and The Humber","West Yorkshire","Female","180","170","28460","27570"
"In post","2021","Black","Yorkshire and The Humber","West Yorkshire","Male","145","140","28560","27570"
"In post","2021","Black","Yorkshire and The Humber","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","Derbyshire and Nottinghamshire","Female","10","10","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","Derbyshire and Nottinghamshire","Male","10","10","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East of England","Bedfordshire and Hertfordshire","Female","15","15","[c]","[c]"
"In post","2021","Chinese","East of England","Bedfordshire and Hertfordshire","Male","5","5","[c]","[c]"
"In post","2021","Chinese","East of England","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East of England","East Anglia","Female","10","5","[c]","[c]"
"In post","2021","Chinese","East of England","East Anglia","Male","5","5","[c]","[c]"
"In post","2021","Chinese","East of England","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East of England","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East of England","Essex","Male","5","5","[c]","[c]"
"In post","2021","Chinese","East of England","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","Inner London - East","Female","70","65","42930","40450"
"In post","2021","Chinese","London","Inner London - East","Male","45","40","46790","41090"
"In post","2021","Chinese","London","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","Inner London - West","Female","215","210","46230","41780"
"In post","2021","Chinese","London","Inner London - West","Male","150","145","42560","40050"
"In post","2021","Chinese","London","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","Outer London - East and North East","Female","10","5","[c]","[c]"
"In post","2021","Chinese","London","Outer London - East and North East","Male","5","5","[c]","[c]"
"In post","2021","Chinese","London","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","Outer London - South","Female","40","40","39470","36160"
"In post","2021","Chinese","London","Outer London - South","Male","25","25","[c]","[c]"
"In post","2021","Chinese","London","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","Outer London - West and North West","Female","20","20","[c]","[c]"
"In post","2021","Chinese","London","Outer London - West and North West","Male","20","20","[c]","[c]"
"In post","2021","Chinese","London","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North East (England)","Northumberland and Tyne and Wear","Female","20","15","[c]","[c]"
"In post","2021","Chinese","North East (England)","Northumberland and Tyne and Wear","Male","25","25","[c]","[c]"
"In post","2021","Chinese","North East (England)","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North East (England)","Tees Valley and Durham","Female","5","5","[c]","[c]"
"In post","2021","Chinese","North East (England)","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North East (England)","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North West (England)","Cheshire","Female","5","5","[c]","[c]"
"In post","2021","Chinese","North West (England)","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North West (England)","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North West (England)","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North West (England)","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North West (England)","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North West (England)","Greater Manchester","Female","40","35","29740","25200"
"In post","2021","Chinese","North West (England)","Greater Manchester","Male","35","35","29870","26800"
"In post","2021","Chinese","North West (England)","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North West (England)","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North West (England)","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North West (England)","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North West (England)","Merseyside","Female","25","25","[c]","[c]"
"In post","2021","Chinese","North West (England)","Merseyside","Male","30","30","[c]","[c]"
"In post","2021","Chinese","North West (England)","Merseyside","Unknown","[c]","[c]","[c]","[c]"
