"Status","Year","Ethnicity","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Heterosexual / straight","160","155","32640","27570"
"In post","2021","Asian","Eastern Scotland","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","Essex","Heterosexual / straight","180","165","34200","29290"
"In post","2021","Asian","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Undeclared","15","10","[c]","[c]"
"In post","2021","Asian","Essex","Unknown","20","15","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","590","565","34700","31840"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","20","20","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","45","40","36210","29700"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","35","25","32600","27570"
"In post","2021","Asian","Greater Manchester","Heterosexual / straight","1135","1080","29230","27570"
"In post","2021","Asian","Greater Manchester","LGBO","30","25","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Undeclared","65","60","25060","25340"
"In post","2021","Asian","Greater Manchester","Unknown","135","120","27910","25560"
"In post","2021","Asian","Hampshire and Isle of Wight","Heterosexual / straight","260","235","30610","27570"
"In post","2021","Asian","Hampshire and Isle of Wight","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Unknown","25","20","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","155","140","27000","25790"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Unknown","25","20","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - East","Heterosexual / straight","1910","1810","37150","31880"
"In post","2021","Asian","Inner London - East","LGBO","50","50","35610","31550"
"In post","2021","Asian","Inner London - East","Undeclared","140","130","36760","31880"
"In post","2021","Asian","Inner London - East","Unknown","420","375","36980","31880"
"In post","2021","Asian","Inner London - West","Heterosexual / straight","5145","4990","41390","36360"
"In post","2021","Asian","Inner London - West","LGBO","165","160","42650","36650"
"In post","2021","Asian","Inner London - West","Undeclared","285","270","39230","35060"
"In post","2021","Asian","Inner London - West","Unknown","405","375","41340","36180"
"In post","2021","Asian","Kent","Heterosexual / straight","130","125","28900","29290"
"In post","2021","Asian","Kent","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Unknown","20","15","[c]","[c]"
"In post","2021","Asian","Lancashire","Heterosexual / straight","755","675","25120","21440"
"In post","2021","Asian","Lancashire","LGBO","15","10","[c]","[c]"
"In post","2021","Asian","Lancashire","Undeclared","45","40","23300","21010"
"In post","2021","Asian","Lancashire","Unknown","155","135","23930","21010"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","785","710","25330","22350"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Undeclared","65","55","24620","21440"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Unknown","165","140","24830","21950"
"In post","2021","Asian","Lincolnshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Heterosexual / straight","130","125","33470","27260"
"In post","2021","Asian","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Merseyside","Unknown","20","20","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Heterosexual / straight","60","60","31880","28370"
"In post","2021","Asian","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Heterosexual / straight","220","205","28410","25560"
"In post","2021","Asian","Northumberland and Tyne and Wear","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Undeclared","20","15","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Unknown","35","30","29290","21010"
"In post","2021","Asian","Outer London - East and North East","Heterosexual / straight","520","480","29960","31060"
"In post","2021","Asian","Outer London - East and North East","LGBO","10","5","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","Undeclared","45","35","27840","29680"
"In post","2021","Asian","Outer London - East and North East","Unknown","135","110","28950","30330"
"In post","2021","Asian","Outer London - South","Heterosexual / straight","1455","1365","34400","30110"
"In post","2021","Asian","Outer London - South","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","Outer London - South","Undeclared","145","135","31420","29250"
"In post","2021","Asian","Outer London - South","Unknown","90","80","32770","31060"
"In post","2021","Asian","Outer London - West and North West","Heterosexual / straight","2130","1975","31010","29090"
"In post","2021","Asian","Outer London - West and North West","LGBO","45","40","29560","29450"
"In post","2021","Asian","Outer London - West and North West","Undeclared","220","190","29390","29070"
"In post","2021","Asian","Outer London - West and North West","Unknown","240","215","34430","31060"
"In post","2021","Asian","Overseas","Heterosexual / straight","130","130","45910","41090"
"In post","2021","Asian","Overseas","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Heterosexual / straight","250","240","32790","27570"
"In post","2021","Asian","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Unknown","35","30","29000","27570"
"In post","2021","Asian","South Yorkshire","Heterosexual / straight","355","335","28100","25000"
"In post","2021","Asian","South Yorkshire","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","South Yorkshire","Undeclared","25","20","[c]","[c]"
"In post","2021","Asian","South Yorkshire","Unknown","25","25","[c]","[c]"
"In post","2021","Asian","Southern Scotland","Heterosexual / straight","40","35","35250","28860"
"In post","2021","Asian","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Southern Scotland","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Surrey, East and West Sussex","Heterosexual / straight","270","245","29720","27880"
"In post","2021","Asian","Surrey, East and West Sussex","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Surrey, East and West Sussex","Undeclared","20","15","[c]","[c]"
"In post","2021","Asian","Surrey, East and West Sussex","Unknown","20","20","[c]","[c]"
"In post","2021","Asian","Tees Valley and Durham","Heterosexual / straight","95","80","27220","24880"
"In post","2021","Asian","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Tees Valley and Durham","Undeclared","10","5","[c]","[c]"
"In post","2021","Asian","Tees Valley and Durham","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Unknown","Heterosexual / straight","130","120","30270","27570"
"In post","2021","Asian","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Unknown","Unknown","20","15","[c]","[c]"
"In post","2021","Asian","West Central Scotland","Heterosexual / straight","195","175","29090","25560"
"In post","2021","Asian","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Central Scotland","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","West Central Scotland","Unknown","25","25","[c]","[c]"
"In post","2021","Asian","West Midlands","Heterosexual / straight","2830","2660","27570","25710"
"In post","2021","Asian","West Midlands","LGBO","55","55","27790","25560"
"In post","2021","Asian","West Midlands","Undeclared","175","160","25530","25400"
"In post","2021","Asian","West Midlands","Unknown","515","455","28070","26880"
"In post","2021","Asian","West Wales and The Valleys","Heterosexual / straight","80","75","28430","21590"
"In post","2021","Asian","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Wales and The Valleys","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","West Wales and The Valleys","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","West Yorkshire","Heterosexual / straight","1390","1290","28210","27570"
"In post","2021","Asian","West Yorkshire","LGBO","30","25","24560","21250"
"In post","2021","Asian","West Yorkshire","Undeclared","90","80","26010","25310"
"In post","2021","Asian","West Yorkshire","Unknown","290","245","26710","25560"
"In post","2021","Black","Bedfordshire and Hertfordshire","Heterosexual / straight","190","185","31120","29290"
"In post","2021","Black","Bedfordshire and Hertfordshire","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Bedfordshire and Hertfordshire","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Bedfordshire and Hertfordshire","Unknown","20","20","[c]","[c]"
"In post","2021","Black","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","245","235","30570","29120"
"In post","2021","Black","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","15","15","[c]","[c]"
"In post","2021","Black","Berkshire, Buckinghamshire and Oxfordshire","Unknown","20","20","[c]","[c]"
"In post","2021","Black","Cheshire","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Black","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Derbyshire and Nottinghamshire","Heterosexual / straight","250","235","26840","25560"
"In post","2021","Black","Derbyshire and Nottinghamshire","LGBO","10","10","[c]","[c]"
"In post","2021","Black","Derbyshire and Nottinghamshire","Undeclared","15","15","[c]","[c]"
"In post","2021","Black","Derbyshire and Nottinghamshire","Unknown","40","35","28040","27570"
"In post","2021","Black","Devon","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Black","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Devon","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Anglia","Heterosexual / straight","100","95","31760","27570"
"In post","2021","Black","East Anglia","LGBO","5","5","[c]","[c]"
"In post","2021","Black","East Anglia","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","East Anglia","Unknown","10","10","[c]","[c]"
"In post","2021","Black","East Wales","Heterosexual / straight","135","125","29500","27160"
"In post","2021","Black","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Wales","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","East Wales","Unknown","15","15","[c]","[c]"
"In post","2021","Black","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Black","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Eastern Scotland","Heterosexual / straight","75","75","32090","27990"
"In post","2021","Black","Eastern Scotland","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Eastern Scotland","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Essex","Heterosexual / straight","210","205","29390","29290"
"In post","2021","Black","Essex","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Essex","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Essex","Unknown","15","10","[c]","[c]"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","450","435","32790","31370"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","15","15","[c]","[c]"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","20","20","[c]","[c]"
"In post","2021","Black","Greater Manchester","Heterosexual / straight","435","415","28770","27570"
"In post","2021","Black","Greater Manchester","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Greater Manchester","Undeclared","30","25","[c]","[c]"
"In post","2021","Black","Greater Manchester","Unknown","50","45","24610","21440"
"In post","2021","Black","Hampshire and Isle of Wight","Heterosexual / straight","145","135","28710","26670"
"In post","2021","Black","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Hampshire and Isle of Wight","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Hampshire and Isle of Wight","Unknown","10","5","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","50","45","26650","27570"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inner London - East","Heterosexual / straight","1880","1820","33410","31060"
"In post","2021","Black","Inner London - East","LGBO","50","50","38270","31060"
"In post","2021","Black","Inner London - East","Undeclared","165","155","34570","31060"
"In post","2021","Black","Inner London - East","Unknown","440","410","32800","31060"
"In post","2021","Black","Inner London - West","Heterosexual / straight","3655","3585","37130","33570"
"In post","2021","Black","Inner London - West","LGBO","105","105","38930","34550"
"In post","2021","Black","Inner London - West","Undeclared","220","210","35100","31120"
"In post","2021","Black","Inner London - West","Unknown","350","325","35860","31880"
"In post","2021","Black","Kent","Heterosexual / straight","160","155","31300","29290"
"In post","2021","Black","Kent","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Kent","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Kent","Unknown","15","10","[c]","[c]"
"In post","2021","Black","Lancashire","Heterosexual / straight","40","40","27780","27570"
"In post","2021","Black","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","155","140","26540","24720"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","Unknown","10","5","[c]","[c]"
"In post","2021","Black","Lincolnshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Black","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Merseyside","Heterosexual / straight","95","85","28510","25040"
"In post","2021","Black","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Merseyside","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Merseyside","Unknown","15","15","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Black","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northumberland and Tyne and Wear","Heterosexual / straight","100","90","26970","24910"
"In post","2021","Black","Northumberland and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northumberland and Tyne and Wear","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Outer London - East and North East","Heterosexual / straight","525","505","30800","31060"
"In post","2021","Black","Outer London - East and North East","LGBO","10","10","[c]","[c]"
"In post","2021","Black","Outer London - East and North East","Undeclared","20","20","[c]","[c]"
"In post","2021","Black","Outer London - East and North East","Unknown","90","80","30780","31060"
"In post","2021","Black","Outer London - South","Heterosexual / straight","1400","1345","33160","30440"
"In post","2021","Black","Outer London - South","LGBO","20","20","[c]","[c]"
"In post","2021","Black","Outer London - South","Undeclared","80","75","30970","29630"
"In post","2021","Black","Outer London - South","Unknown","80","75","32230","31060"
"In post","2021","Black","Outer London - West and North West","Heterosexual / straight","735","705","31000","31060"
"In post","2021","Black","Outer London - West and North West","LGBO","10","10","[c]","[c]"
"In post","2021","Black","Outer London - West and North West","Undeclared","45","40","32600","30920"
"In post","2021","Black","Outer London - West and North West","Unknown","85","75","33410","31060"
"In post","2021","Black","Overseas","Heterosexual / straight","60","60","42250","37500"
"In post","2021","Black","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Shropshire and Staffordshire","Heterosexual / straight","95","90","28800","27570"
"In post","2021","Black","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Shropshire and Staffordshire","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Yorkshire","Heterosexual / straight","130","120","27350","25000"
"In post","2021","Black","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Yorkshire","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Southern Scotland","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Black","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Surrey, East and West Sussex","Heterosexual / straight","185","180","30830","28960"
"In post","2021","Black","Surrey, East and West Sussex","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Surrey, East and West Sussex","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Surrey, East and West Sussex","Unknown","15","15","[c]","[c]"
"In post","2021","Black","Tees Valley and Durham","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Black","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Heterosexual / straight","45","45","30500","27570"
"In post","2021","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Black","West Central Scotland","Heterosexual / straight","90","85","28430","27570"
"In post","2021","Black","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Central Scotland","Unknown","5","5","[c]","[c]"
"In post","2021","Black","West Midlands","Heterosexual / straight","825","775","28650","27370"
"In post","2021","Black","West Midlands","LGBO","15","15","[c]","[c]"
"In post","2021","Black","West Midlands","Undeclared","55","50","25330","25280"
"In post","2021","Black","West Midlands","Unknown","135","120","28050","26000"
"In post","2021","Black","West Wales and The Valleys","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Black","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Wales and The Valleys","Unknown","5","5","[c]","[c]"
