"Status","Year","Ethnicity","Region_ITL1","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","East of England","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Cambridgeshire CC","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","East of England","Cambridgeshire CC","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","East of England","Central Bedfordshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","East of England","Central Bedfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Central Bedfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Essex Haven Gateway","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Asian","East of England","Essex Haven Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Essex Haven Gateway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Essex Thames Gateway","Heterosexual / straight","30","30","28430","29290"
"In post","2021","Asian","East of England","Essex Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Essex Thames Gateway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Heart of Essex","Heterosexual / straight","30","30","30380","29290"
"In post","2021","Asian","East of England","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Heart of Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Hertfordshire","Heterosexual / straight","265","250","33960","30750"
"In post","2021","Asian","East of England","Hertfordshire","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","East of England","Hertfordshire","Undeclared","25","20","[c]","[c]"
"In post","2021","Asian","East of England","Hertfordshire","Unknown","40","40","34650","30030"
"In post","2021","Asian","East of England","Luton","Heterosexual / straight","100","90","25460","25260"
"In post","2021","Asian","East of England","Luton","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Luton","Undeclared","10","5","[c]","[c]"
"In post","2021","Asian","East of England","Luton","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","East of England","North and West Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","North and West Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","North and West Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Norwich and East Norfolk","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","East of England","Norwich and East Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Norwich and East Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Peterborough","Heterosexual / straight","195","160","23760","21430"
"In post","2021","Asian","East of England","Peterborough","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Peterborough","Undeclared","20","15","[c]","[c]"
"In post","2021","Asian","East of England","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Southend-on-Sea","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Asian","East of England","Southend-on-Sea","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Southend-on-Sea","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Southend-on-Sea","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","East of England","Suffolk","Heterosexual / straight","40","40","27320","27570"
"In post","2021","Asian","East of England","Suffolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Suffolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Suffolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Thurrock","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","East of England","Thurrock","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Thurrock","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Thurrock","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","West Essex","Heterosexual / straight","55","50","35670","29290"
"In post","2021","Asian","East of England","West Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","West Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","West Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Barking & Dagenham and Havering","Heterosexual / straight","105","100","30560","31060"
"In post","2021","Asian","London","Barking & Dagenham and Havering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Barking & Dagenham and Havering","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","London","Barking & Dagenham and Havering","Unknown","25","25","[c]","[c]"
"In post","2021","Asian","London","Barnet","Heterosexual / straight","305","290","36260","31880"
"In post","2021","Asian","London","Barnet","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","London","Barnet","Undeclared","30","25","[c]","[c]"
"In post","2021","Asian","London","Barnet","Unknown","60","60","47130","37380"
"In post","2021","Asian","London","Bexley and Greenwich","Heterosexual / straight","90","80","30910","31060"
"In post","2021","Asian","London","Bexley and Greenwich","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Bexley and Greenwich","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","London","Bexley and Greenwich","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","London","Brent","Heterosexual / straight","105","95","30200","31060"
"In post","2021","Asian","London","Brent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Brent","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","London","Brent","Unknown","20","15","[c]","[c]"
"In post","2021","Asian","London","Bromley","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","London","Bromley","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Bromley","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Camden and City of London","Heterosexual / straight","450","430","32210","29570"
"In post","2021","Asian","London","Camden and City of London","LGBO","10","5","[c]","[c]"
"In post","2021","Asian","London","Camden and City of London","Undeclared","25","25","[c]","[c]"
"In post","2021","Asian","London","Camden and City of London","Unknown","90","85","38080","36160"
"In post","2021","Asian","London","Croydon","Heterosexual / straight","1380","1290","34650","29570"
"In post","2021","Asian","London","Croydon","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","London","Croydon","Undeclared","140","125","31370","29080"
"In post","2021","Asian","London","Croydon","Unknown","80","70","32970","31470"
"In post","2021","Asian","London","Ealing","Heterosexual / straight","130","120","31870","31060"
"In post","2021","Asian","London","Ealing","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","London","Ealing","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","London","Ealing","Unknown","45","40","30320","31060"
"In post","2021","Asian","London","Enfield","Heterosexual / straight","55","50","30540","31060"
"In post","2021","Asian","London","Enfield","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Enfield","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","London","Enfield","Unknown","10","5","[c]","[c]"
"In post","2021","Asian","London","Hackney and Newham","Heterosexual / straight","460","420","31890","31060"
"In post","2021","Asian","London","Hackney and Newham","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","London","Hackney and Newham","Undeclared","45","35","31200","30460"
"In post","2021","Asian","London","Hackney and Newham","Unknown","175","150","30160","28300"
"In post","2021","Asian","London","Haringey and Islington","Heterosexual / straight","125","120","28820","31060"
"In post","2021","Asian","London","Haringey and Islington","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","London","Haringey and Islington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Haringey and Islington","Unknown","20","15","[c]","[c]"
"In post","2021","Asian","London","Harrow and Hillingdon","Heterosexual / straight","1060","980","29920","29080"
"In post","2021","Asian","London","Harrow and Hillingdon","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","London","Harrow and Hillingdon","Undeclared","105","90","29050","29010"
"In post","2021","Asian","London","Harrow and Hillingdon","Unknown","60","50","30470","31060"
"In post","2021","Asian","London","Hounslow and Richmond upon Thames","Heterosexual / straight","530","495","30090","29080"
"In post","2021","Asian","London","Hounslow and Richmond upon Thames","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","London","Hounslow and Richmond upon Thames","Undeclared","55","55","27530","27130"
"In post","2021","Asian","London","Hounslow and Richmond upon Thames","Unknown","55","45","29830","31060"
"In post","2021","Asian","London","Kensington & Chelsea and Hammersmith & Fulham","Heterosexual / straight","95","90","33070","31060"
"In post","2021","Asian","London","Kensington & Chelsea and Hammersmith & Fulham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Kensington & Chelsea and Hammersmith & Fulham","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","London","Kensington & Chelsea and Hammersmith & Fulham","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","London","Lambeth","Heterosexual / straight","325","305","40590","34950"
"In post","2021","Asian","London","Lambeth","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","London","Lambeth","Undeclared","30","30","[c]","[c]"
"In post","2021","Asian","London","Lambeth","Unknown","20","20","[c]","[c]"
"In post","2021","Asian","London","Lewisham and Southwark","Heterosexual / straight","130","125","32310","30850"
"In post","2021","Asian","London","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Lewisham and Southwark","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","London","Lewisham and Southwark","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","London","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","60","60","29810","31060"
"In post","2021","Asian","London","Merton, Kingston upon Thames and Sutton","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Merton, Kingston upon Thames and Sutton","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","London","Merton, Kingston upon Thames and Sutton","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","London","Redbridge and Waltham Forest","Heterosexual / straight","270","250","29310","31060"
"In post","2021","Asian","London","Redbridge and Waltham Forest","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Redbridge and Waltham Forest","Undeclared","25","20","[c]","[c]"
"In post","2021","Asian","London","Redbridge and Waltham Forest","Unknown","85","70","27790","27020"
"In post","2021","Asian","London","Tower Hamlets","Heterosexual / straight","865","840","40600","34870"
"In post","2021","Asian","London","Tower Hamlets","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","London","Tower Hamlets","Undeclared","55","50","39240","36600"
"In post","2021","Asian","London","Tower Hamlets","Unknown","200","190","42620","36650"
"In post","2021","Asian","London","Wandsworth","Heterosexual / straight","55","55","31460","31060"
"In post","2021","Asian","London","Wandsworth","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Wandsworth","Undeclared","15","10","[c]","[c]"
"In post","2021","Asian","London","Wandsworth","Unknown","20","15","[c]","[c]"
"In post","2021","Asian","London","Westminster","Heterosexual / straight","4545","4420","42590","38160"
"In post","2021","Asian","London","Westminster","LGBO","155","150","43190","38250"
"In post","2021","Asian","London","Westminster","Undeclared","235","230","40680","36540"
"In post","2021","Asian","London","Westminster","Unknown","285","265","43590","39090"
"In post","2021","Asian","North East (England)","Darlington","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","North East (England)","Darlington","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Darlington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Darlington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Durham CC","Heterosexual / straight","40","35","24830","21430"
"In post","2021","Asian","North East (England)","Durham CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Durham CC","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","North East (England)","Durham CC","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","North East (England)","Hartlepool and Stockton-on-Tees","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Asian","North East (England)","Hartlepool and Stockton-on-Tees","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Hartlepool and Stockton-on-Tees","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Northumberland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Northumberland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","South Teesside","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Asian","North East (England)","South Teesside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","South Teesside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","South Teesside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Sunderland","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Asian","North East (England)","Sunderland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Sunderland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Sunderland","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","North East (England)","Tyneside","Heterosexual / straight","190","180","28790","25560"
"In post","2021","Asian","North East (England)","Tyneside","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","North East (England)","Tyneside","Undeclared","20","15","[c]","[c]"
"In post","2021","Asian","North East (England)","Tyneside","Unknown","30","25","[c]","[c]"
"In post","2021","Asian","North West (England)","Blackburn with Darwen","Heterosexual / straight","105","90","25950","27570"
"In post","2021","Asian","North West (England)","Blackburn with Darwen","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Blackburn with Darwen","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Blackburn with Darwen","Unknown","30","25","[c]","[c]"
"In post","2021","Asian","North West (England)","Blackpool","Heterosexual / straight","70","65","29760","27570"
"In post","2021","Asian","North West (England)","Blackpool","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Blackpool","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Blackpool","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","North West (England)","Cheshire East","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","North West (England)","Cheshire East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Cheshire East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Cheshire West and Chester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Cheshire West and Chester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Cheshire West and Chester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Chorley and West Lancashire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","North West (England)","Chorley and West Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Chorley and West Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","East Cumbria","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","North West (England)","East Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","East Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","East Lancashire","Heterosexual / straight","55","50","24890","27570"
"In post","2021","Asian","North West (England)","East Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","East Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","East Lancashire","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","North West (England)","East Merseyside","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","North West (England)","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","East Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Greater Manchester North East","Heterosexual / straight","95","90","27570","27570"
"In post","2021","Asian","North West (England)","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Greater Manchester North East","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","North West (England)","Greater Manchester North East","Unknown","15","10","[c]","[c]"
"In post","2021","Asian","North West (England)","Greater Manchester North West","Heterosexual / straight","60","55","24670","23860"
"In post","2021","Asian","North West (England)","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Greater Manchester North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Greater Manchester North West","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","North West (England)","Greater Manchester South East","Heterosexual / straight","70","65","24820","21920"
"In post","2021","Asian","North West (England)","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Greater Manchester South East","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","North West (England)","Greater Manchester South East","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","North West (England)","Greater Manchester South West","Heterosexual / straight","380","360","29200","25560"
"In post","2021","Asian","North West (England)","Greater Manchester South West","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","North West (England)","Greater Manchester South West","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","North West (England)","Greater Manchester South West","Unknown","55","50","25620","23320"
"In post","2021","Asian","North West (England)","Lancaster and Wyre","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","North West (England)","Lancaster and Wyre","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Lancaster and Wyre","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Liverpool","Heterosexual / straight","70","65","34250","25040"
"In post","2021","Asian","North West (England)","Liverpool","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Liverpool","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","North West (England)","Liverpool","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","North West (England)","Manchester","Heterosexual / straight","530","515","30660","27570"
"In post","2021","Asian","North West (England)","Manchester","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","North West (England)","Manchester","Undeclared","30","25","25980","25630"
"In post","2021","Asian","North West (England)","Manchester","Unknown","45","40","32780","27850"
"In post","2021","Asian","North West (England)","Mid Lancashire","Heterosexual / straight","495","445","23870","21010"
"In post","2021","Asian","North West (England)","Mid Lancashire","LGBO","15","10","[c]","[c]"
"In post","2021","Asian","North West (England)","Mid Lancashire","Undeclared","40","35","22400","21010"
"In post","2021","Asian","North West (England)","Mid Lancashire","Unknown","100","90","23340","21010"
"In post","2021","Asian","North West (England)","Sefton","Heterosexual / straight","45","45","34720","27570"
"In post","2021","Asian","North West (England)","Sefton","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Sefton","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Sefton","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","North West (England)","Warrington","Heterosexual / straight","35","30","30040","27570"
"In post","2021","Asian","North West (England)","Warrington","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Warrington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Warrington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","West Cumbria","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","North West (England)","West Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","West Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Wirral","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","North West (England)","Wirral","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Wirral","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Wirral","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Antrim and Newtownabbey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Antrim and Newtownabbey","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Antrim and Newtownabbey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Antrim and Newtownabbey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Ards and North Down","Heterosexual / straight","[c]","[c]","[c]","[c]"
