"Status","Year","Disability","Organisation","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Crown Prosecution Service","Attorney General's Departments","Outside London","545","505","40660","35630"
"In post","2021","Declared disabled","Crown Prosecution Service","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Ministry of Defence","Outside London","30","30","29940","27460"
"In post","2021","Declared disabled","Defence Equipment and Support","Ministry of Defence","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Ministry of Defence","Outside London","1070","1025","35660","33200"
"In post","2021","Declared disabled","Defence Equipment and Support","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","465","445","37970","37320"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","435","425","47670","41750"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","35","35","37360","30360"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","110","110","47390","40690"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Department for Education","London","175","170","49060","41320"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Department for Education","Outside London","340","325","38080","36500"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","250","240","41990","38750"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","340","325","39280","36970"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","London","170","170","44700","38540"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Outside London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Overseas","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","London","170","170","47100","44250"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Outside London","25","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","1540","1420","33160","31060"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","13540","11810","26310","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","140","130","30200","27570"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","80","80","49290","40650"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","55","55","41590","37940"
"In post","2021","Declared disabled","Disclosure Scotland","Scottish Government","Outside London","30","30","26770","23170"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","660","540","24060","21590"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","London","50","50","31220","30780"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Outside London","405","370","29020","26780"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Department for Education","London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Department for Education","Outside London","140","130","37990","36640"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","Scottish Government","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","ESTYN","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","Outside London","60","55","34870","30720"
"In post","2021","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Food Standards Agency","London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Food Standards Agency","Outside London","45","45","33020","28800"
"In post","2021","Declared disabled","Food Standards Scotland","Scottish Government","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","405","395","45930","38940"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","155","150","34950","33930"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","160","160","49630","53000"
"In post","2021","Declared disabled","Forestry and Land Scotland","Scottish Government","Outside London","40","40","28170","26530"
"In post","2021","Declared disabled","Government Actuary's Department","Chancellor's other departments","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","HM Treasury","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","HM Treasury","Outside London","35","35","44630","43070"
"In post","2021","Declared disabled","Government Legal Department","Attorney General's Departments","London","180","170","53010","52040"
"In post","2021","Declared disabled","Government Legal Department","Attorney General's Departments","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Other Cabinet Office Agencies","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Other Cabinet Office Agencies","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Department for Work and Pensions","London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Department for Work and Pensions","Outside London","305","275","38600","35910"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","London","445","415","28250","23500"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","Outside London","1630","1455","22490","20100"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","HM Land Registry","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","HM Land Registry","Outside London","470","405","30150","27130"
"In post","2021","Declared disabled","HM Prison and Probation Service","Ministry of Justice","London","730","705","35410","34100"
"In post","2021","Declared disabled","HM Prison and Probation Service","Ministry of Justice","Outside London","5225","4885","29950","28200"
"In post","2021","Declared disabled","HM Prison and Probation Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","700","655","42360","37240"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","4790","4255","29270","25560"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","London","180","180","46530","43030"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Home Office","London","1200","1110","37940","34630"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Home Office","Outside London","1845","1680","27010","25120"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Home Office","Overseas","20","20","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Department for Business, Energy and Industrial Strategy","London","30","30","40800","40230"
"In post","2021","Declared disabled","Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","155","145","31310","28940"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","Ministry of Justice","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","Ministry of Justice","Outside London","120","110","24550","20650"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","Department for Transport","Outside London","65","65","34190","30730"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","40","35","46260","40930"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","Outside London","100","95","36100","33860"
"In post","2021","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","London","375","370","41210","37640"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","3035","2910","30420","26670"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","25","25","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","London","200","200","45550","40980"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Outside London","75","75","36210","33030"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","London","335","325","42440","37040"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","220","215","37420","31970"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","National Crime Agency","London","65","60","40420","36950"
"In post","2021","Declared disabled","National Crime Agency","National Crime Agency","Outside London","130","125","36200","36410"
"In post","2021","Declared disabled","National Crime Agency","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Infrastructure Commission","HM Treasury","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","Scottish Government","Outside London","50","45","32350","29190"
"In post","2021","Declared disabled","National Savings and Investments","Chancellor's other departments","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Northern Ireland Office","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","London","40","40","52870","51360"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Outside London","95","90","42250","39850"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Outside London","35","30","35880","29000"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Outside London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Office of Rail and Road","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of the Public Guardian","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of the Public Guardian","Ministry of Justice","Outside London","200","185","22760","20650"
"In post","2021","Declared disabled","Office of the Scottish Charity Regulator","Scottish Government","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Outside London","60","55","34380","24310"
"In post","2021","Declared disabled","Public Health England","Department of Health and Social Care","London","125","115","41180","33880"
"In post","2021","Declared disabled","Public Health England","Department of Health and Social Care","Outside London","215","195","37160","30460"
"In post","2021","Declared disabled","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Registers of Scotland","Scottish Government","Outside London","140","135","32380","30080"
"In post","2021","Declared disabled","Revenue Scotland","Scottish Government","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Outside London","175","160","26230","24920"
"In post","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Scottish Fiscal Commission","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Forestry","Scottish Government","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Scottish Government (excl. agencies)","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Government (excl. agencies)","Scottish Government","Outside London","690","665","40260","35110"
"In post","2021","Declared disabled","Scottish Government (excl. agencies)","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Housing Regulator","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Prison Service","Scottish Government","Outside London","385","355","33790","33650"
"In post","2021","Declared disabled","Scottish Public Pensions Agency","Scottish Government","Outside London","25","20","[c]","[c]"
"In post","2021","Declared disabled","Serious Fraud Office","Attorney General's Departments","London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Social Security Scotland","Scottish Government","Outside London","120","115","28130","24510"
"In post","2021","Declared disabled","Standards and Testing Agency","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Standards and Testing Agency","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Student Awards Agency for Scotland","Scottish Government","Outside London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Submarine Delivery Agency","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Submarine Delivery Agency","Ministry of Defence","Outside London","170","165","39470","38380"
"In post","2021","Declared disabled","Submarine Delivery Agency","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Teaching Regulation Agency","Department for Education","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","The National Archives","The National Archives","London","35","30","29360","27690"
"In post","2021","Declared disabled","Transport Scotland","Scottish Government","Outside London","50","50","38580","36340"
"In post","2021","Declared disabled","UK Export Finance","UK Export Finance","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","UK Hydrographic Office","Ministry of Defence","Outside London","65","65","34970","33290"
"In post","2021","Declared disabled","UK Hydrographic Office","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","75","70","37410","37140"
"In post","2021","Declared disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","UK Supreme Court","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","London","35","30","38400","32540"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","495","430","31170","29540"
"In post","2021","Declared disabled","Valuation Office Agency","HM Revenue and Customs","London","45","45","43000","38180"
"In post","2021","Declared disabled","Valuation Office Agency","HM Revenue and Customs","Outside London","200","180","30510","26000"
"In post","2021","Declared disabled","Vehicle Certification Agency","Department for Transport","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","Welsh Government","Outside London","325","300","38660","37410"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","Scottish Government","Outside London","65","60","32520","29190"
"In post","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","35","35","45790","36120"
"In post","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Outside London","180","175","31580","30950"
"In post","2021","Declared non-disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","80","75","37750","31800"
"In post","2021","Declared non-disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","1920","1815","30850","27960"
"In post","2021","Declared non-disabled","Attorney General's Office","Attorney General's Departments","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Cabinet Office (excl. agencies)","Cabinet Office","London","3430","3375","52450","54700"
"In post","2021","Declared non-disabled","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","940","895","37280","33300"
"In post","2021","Declared non-disabled","Cabinet Office (excl. agencies)","Cabinet Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","125","125","42240","37190"
"In post","2021","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","395","380","32850","29270"
"In post","2021","Declared non-disabled","Charity Commission","Charity Commission","London","40","40","43450","37910"
"In post","2021","Declared non-disabled","Charity Commission","Charity Commission","Outside London","175","165","33420","29160"
"In post","2021","Declared non-disabled","Companies House","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","665","620","32050","27460"
"In post","2021","Declared non-disabled","Competition and Markets Authority","Competition and Markets Authority","London","660","640","59810","56360"
"In post","2021","Declared non-disabled","Competition and Markets Authority","Competition and Markets Authority","Outside London","50","50","55180","55210"
"In post","2021","Declared non-disabled","Criminal Injuries Compensation Authority","Ministry of Justice","Outside London","160","150","27760","22720"
"In post","2021","Declared non-disabled","Crown Commercial Service","Other Cabinet Office Agencies","London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Commercial Service","Other Cabinet Office Agencies","Outside London","180","175","39200","34800"
"In post","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","1805","1675","35540","29040"
"In post","2021","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","London","1145","1080","45900","40800"
"In post","2021","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Outside London","3400","3115","41480","38180"
"In post","2021","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Prosecution Service Inspectorate","Attorney General's Departments","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Prosecution Service Inspectorate","Attorney General's Departments","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Debt Management Office","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Electronics and Components Agency","Ministry of Defence","Outside London","215","205","28560","28750"
"In post","2021","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","London","135","130","26480","22100"
"In post","2021","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Outside London","7675","7420","36720","33810"
"In post","2021","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Overseas","30","30","42890","41970"
"In post","2021","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","2770","2660","40610","37360"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","3380","3305","50600","53380"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","300","290","43430","36740"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","1275","1250","49920","51730"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Outside London","55","55","42370","34020"
"In post","2021","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","London","1460","1400","51480","53760"
"In post","2021","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","Outside London","2390","2300","42460","37100"
"In post","2021","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","1725","1675","45400","39920"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","2040","1955","40410","36970"
"In post","2021","Declared non-disabled","Department for International Trade","Department for International Trade","London","1175","1160","46100","39460"
"In post","2021","Declared non-disabled","Department for International Trade","Department for International Trade","Outside London","150","150","45320","47980"
"In post","2021","Declared non-disabled","Department for International Trade","Department for International Trade","Overseas","85","85","57120","54600"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","London","2050","2005","50250","46710"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","Outside London","305","290","45650","38650"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","7515","7030","33480","31060"
