"Status","Year","Age","Disability","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Undeclared","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Security","SEO/HEO","75","75","43550","39920"
"In post","2021","50-59","Undeclared","Unknown","AA/AO","785","730","21350","21010"
"In post","2021","50-59","Undeclared","Unknown","EO","1080","1005","28040","27570"
"In post","2021","50-59","Undeclared","Unknown","G6/G7","165","165","61210","60000"
"In post","2021","50-59","Undeclared","Unknown","SCS level","15","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Unknown","SEO/HEO","540","530","37350","36360"
"In post","2021","50-59","Undeclared","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","50-59","Unknown","Analysis","AA/AO","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Analysis","EO","15","10","[c]","[c]"
"In post","2021","50-59","Unknown","Analysis","G6/G7","70","65","61170","54510"
"In post","2021","50-59","Unknown","Analysis","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Analysis","SEO/HEO","50","45","35670","36030"
"In post","2021","50-59","Unknown","Commercial","AA/AO","25","25","[c]","[c]"
"In post","2021","50-59","Unknown","Commercial","EO","25","25","[c]","[c]"
"In post","2021","50-59","Unknown","Commercial","G6/G7","255","255","61340","55850"
"In post","2021","50-59","Unknown","Commercial","SCS level","115","115","95760","74000"
"In post","2021","50-59","Unknown","Commercial","SEO/HEO","120","120","38060","38610"
"In post","2021","50-59","Unknown","Commercial","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Communications","AA/AO","30","25","20900","21010"
"In post","2021","50-59","Unknown","Communications","EO","125","120","25720","25560"
"In post","2021","50-59","Unknown","Communications","G6/G7","40","40","60740","60720"
"In post","2021","50-59","Unknown","Communications","SCS level","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Communications","SEO/HEO","95","95","35270","31810"
"In post","2021","50-59","Unknown","Counter Fraud","AA/AO","70","60","22180","21440"
"In post","2021","50-59","Unknown","Counter Fraud","EO","190","175","27940","28130"
"In post","2021","50-59","Unknown","Counter Fraud","G6/G7","45","45","59510","59160"
"In post","2021","50-59","Unknown","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Counter Fraud","SEO/HEO","285","280","35860","36160"
"In post","2021","50-59","Unknown","Debt","AA/AO","260","230","21310","20140"
"In post","2021","50-59","Unknown","Debt","EO","70","65","28000","28130"
"In post","2021","50-59","Unknown","Debt","G6/G7","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Debt","SEO/HEO","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Digital, Data & Technology","AA/AO","20","20","[c]","[c]"
"In post","2021","50-59","Unknown","Digital, Data & Technology","EO","65","65","28860","29060"
"In post","2021","50-59","Unknown","Digital, Data & Technology","G6/G7","175","175","59430","57270"
"In post","2021","50-59","Unknown","Digital, Data & Technology","SCS level","20","20","[c]","[c]"
"In post","2021","50-59","Unknown","Digital, Data & Technology","SEO/HEO","285","280","38150","38450"
"In post","2021","50-59","Unknown","Digital, Data & Technology","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Finance","AA/AO","105","90","21190","21130"
"In post","2021","50-59","Unknown","Finance","EO","50","45","27370","26930"
"In post","2021","50-59","Unknown","Finance","G6/G7","80","80","60600","59560"
"In post","2021","50-59","Unknown","Finance","SCS level","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Finance","SEO/HEO","135","130","38000","38630"
"In post","2021","50-59","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Human Resources","AA/AO","65","60","21350","21440"
"In post","2021","50-59","Unknown","Human Resources","EO","75","70","27940","27130"
"In post","2021","50-59","Unknown","Human Resources","G6/G7","55","55","57570","56480"
"In post","2021","50-59","Unknown","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Human Resources","SEO/HEO","120","115","37320","36830"
"In post","2021","50-59","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Internal Audit","SEO/HEO","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Legal","AA/AO","320","280","21800","22820"
"In post","2021","50-59","Unknown","Legal","EO","185","170","28650","29350"
"In post","2021","50-59","Unknown","Legal","G6/G7","260","245","60870","59160"
"In post","2021","50-59","Unknown","Legal","SCS level","20","20","[c]","[c]"
"In post","2021","50-59","Unknown","Legal","SEO/HEO","145","140","37810","37880"
"In post","2021","50-59","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","No function","AA/AO","3070","2690","21660","21440"
"In post","2021","50-59","Unknown","No function","EO","2035","1940","30590","32090"
"In post","2021","50-59","Unknown","No function","G6/G7","870","850","59480","56900"
"In post","2021","50-59","Unknown","No function","SCS level","195","190","110020","106420"
"In post","2021","50-59","Unknown","No function","SEO/HEO","1840","1760","39140","38970"
"In post","2021","50-59","Unknown","No function","Unknown","75","60","24710","22920"
"In post","2021","50-59","Unknown","Project Delivery","AA/AO","25","20","[c]","[c]"
"In post","2021","50-59","Unknown","Project Delivery","EO","130","120","25590","25810"
"In post","2021","50-59","Unknown","Project Delivery","G6/G7","340","330","59090","58030"
"In post","2021","50-59","Unknown","Project Delivery","SCS level","40","35","95820","87930"
"In post","2021","50-59","Unknown","Project Delivery","SEO/HEO","390","380","37660","38600"
"In post","2021","50-59","Unknown","Project Delivery","Unknown","35","35","54800","54570"
"In post","2021","50-59","Unknown","Property","AA/AO","175","165","20840","20810"
"In post","2021","50-59","Unknown","Property","EO","70","70","27710","26940"
"In post","2021","50-59","Unknown","Property","G6/G7","60","60","57460","55280"
"In post","2021","50-59","Unknown","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Property","SEO/HEO","120","115","38500","38630"
"In post","2021","50-59","Unknown","Security","AA/AO","400","395","28670","21880"
"In post","2021","50-59","Unknown","Security","EO","65","65","33830","31530"
"In post","2021","50-59","Unknown","Security","G6/G7","15","15","[c]","[c]"
"In post","2021","50-59","Unknown","Security","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Security","SEO/HEO","100","100","37840","34640"
"In post","2021","50-59","Unknown","Unknown","AA/AO","835","795","21690","21130"
"In post","2021","50-59","Unknown","Unknown","EO","770","735","28250","27570"
"In post","2021","50-59","Unknown","Unknown","G6/G7","500","480","65480","64060"
"In post","2021","50-59","Unknown","Unknown","SCS level","70","70","96310","88850"
"In post","2021","50-59","Unknown","Unknown","SEO/HEO","695","675","40610","40450"
"In post","2021","50-59","Unknown","Unknown","Unknown","525","525","42770","37300"
"In post","2021","60-64","Declared disabled","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Analysis","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Analysis","SEO/HEO","10","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Commercial","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Commercial","EO","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Commercial","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Commercial","SEO/HEO","25","20","[c]","[c]"
"In post","2021","60-64","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Communications","AA/AO","15","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Communications","EO","15","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Communications","SEO/HEO","10","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Counter Fraud","AA/AO","15","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Counter Fraud","EO","25","20","[c]","[c]"
"In post","2021","60-64","Declared disabled","Counter Fraud","G6/G7","10","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Counter Fraud","SEO/HEO","40","30","35710","35000"
"In post","2021","60-64","Declared disabled","Debt","AA/AO","50","40","21710","21440"
"In post","2021","60-64","Declared disabled","Debt","EO","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Digital, Data & Technology","EO","15","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","Digital, Data & Technology","G6/G7","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Digital, Data & Technology","SEO/HEO","30","25","37350","35000"
"In post","2021","60-64","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Finance","AA/AO","25","20","[c]","[c]"
"In post","2021","60-64","Declared disabled","Finance","EO","15","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Finance","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Finance","SEO/HEO","30","30","39700","38760"
"In post","2021","60-64","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Grants Management","AA/AO","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Grants Management","EO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Human Resources","AA/AO","20","20","[c]","[c]"
"In post","2021","60-64","Declared disabled","Human Resources","EO","20","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","Human Resources","G6/G7","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Human Resources","SEO/HEO","40","35","38010","38650"
"In post","2021","60-64","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Legal","AA/AO","20","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","Legal","EO","20","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","Legal","G6/G7","50","40","61360","62590"
"In post","2021","60-64","Declared disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Legal","SEO/HEO","15","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","No function","AA/AO","930","730","21800","21400"
"In post","2021","60-64","Declared disabled","No function","EO","345","275","28500","27850"
"In post","2021","60-64","Declared disabled","No function","G6/G7","85","70","60650","59160"
"In post","2021","60-64","Declared disabled","No function","SCS level","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","No function","SEO/HEO","280","230","38050","36480"
"In post","2021","60-64","Declared disabled","No function","Unknown","260","225","31350","28340"
"In post","2021","60-64","Declared disabled","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Project Delivery","EO","55","45","25620","26670"
"In post","2021","60-64","Declared disabled","Project Delivery","G6/G7","35","30","56370","54700"
"In post","2021","60-64","Declared disabled","Project Delivery","SCS level","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Project Delivery","SEO/HEO","120","105","37780","38550"
"In post","2021","60-64","Declared disabled","Project Delivery","Unknown","15","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Property","AA/AO","25","25","[c]","[c]"
"In post","2021","60-64","Declared disabled","Property","EO","25","20","[c]","[c]"
"In post","2021","60-64","Declared disabled","Property","G6/G7","10","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Property","SEO/HEO","40","35","37130","34610"
"In post","2021","60-64","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Security","AA/AO","55","50","24530","20310"
"In post","2021","60-64","Declared disabled","Security","EO","15","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Security","SEO/HEO","15","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","Unknown","AA/AO","1025","825","21240","21010"
"In post","2021","60-64","Declared disabled","Unknown","EO","1170","910","28100","27570"
"In post","2021","60-64","Declared disabled","Unknown","G6/G7","65","60","62090","61010"
"In post","2021","60-64","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Unknown","SEO/HEO","285","235","36860","35200"
"In post","2021","60-64","Declared disabled","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Analysis","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Analysis","EO","25","20","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Analysis","G6/G7","40","35","60980","57820"
"In post","2021","60-64","Declared non-disabled","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Analysis","SEO/HEO","50","40","38070","37360"
"In post","2021","60-64","Declared non-disabled","Commercial","AA/AO","20","20","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Commercial","EO","45","40","27790","26780"
"In post","2021","60-64","Declared non-disabled","Commercial","G6/G7","55","45","64580","61610"
"In post","2021","60-64","Declared non-disabled","Commercial","SCS level","10","10","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Commercial","SEO/HEO","110","100","41300","40830"
"In post","2021","60-64","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Communications","AA/AO","30","25","21330","21440"
"In post","2021","60-64","Declared non-disabled","Communications","EO","85","70","25880","26740"
"In post","2021","60-64","Declared non-disabled","Communications","G6/G7","25","25","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Communications","SEO/HEO","65","60","36220","36160"
"In post","2021","60-64","Declared non-disabled","Counter Fraud","AA/AO","55","45","21720","21440"
"In post","2021","60-64","Declared non-disabled","Counter Fraud","EO","150","110","27890","28130"
"In post","2021","60-64","Declared non-disabled","Counter Fraud","G6/G7","60","50","60470","59160"
"In post","2021","60-64","Declared non-disabled","Counter Fraud","SEO/HEO","195","145","36770","36060"
"In post","2021","60-64","Declared non-disabled","Debt","AA/AO","155","120","21930","21440"
"In post","2021","60-64","Declared non-disabled","Debt","EO","75","55","27900","28130"
"In post","2021","60-64","Declared non-disabled","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Debt","SEO/HEO","20","15","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Digital, Data & Technology","AA/AO","30","25","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Digital, Data & Technology","EO","90","80","27560","26740"
"In post","2021","60-64","Declared non-disabled","Digital, Data & Technology","G6/G7","100","95","57900","56360"
"In post","2021","60-64","Declared non-disabled","Digital, Data & Technology","SCS level","5","5","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Digital, Data & Technology","SEO/HEO","230","195","38460","38590"
"In post","2021","60-64","Declared non-disabled","Digital, Data & Technology","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Finance","AA/AO","110","85","21250","21440"
"In post","2021","60-64","Declared non-disabled","Finance","EO","85","70","27210","26930"
"In post","2021","60-64","Declared non-disabled","Finance","G6/G7","55","45","58140","58130"
"In post","2021","60-64","Declared non-disabled","Finance","SCS level","15","15","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Finance","SEO/HEO","160","145","39800","38770"
"In post","2021","60-64","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Grants Management","AA/AO","70","60","21050","21050"
"In post","2021","60-64","Declared non-disabled","Grants Management","EO","45","35","25870","25930"
"In post","2021","60-64","Declared non-disabled","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Grants Management","SEO/HEO","20","15","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Human Resources","AA/AO","95","80","21440","21440"
"In post","2021","60-64","Declared non-disabled","Human Resources","EO","60","50","28180","27460"
"In post","2021","60-64","Declared non-disabled","Human Resources","G6/G7","50","40","60540","58540"
"In post","2021","60-64","Declared non-disabled","Human Resources","SCS level","10","10","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Human Resources","SEO/HEO","135","110","38300","38500"
"In post","2021","60-64","Declared non-disabled","Human Resources","Unknown","10","5","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Internal Audit","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Internal Audit","SEO/HEO","35","30","43170","43860"
"In post","2021","60-64","Declared non-disabled","Legal","AA/AO","90","75","22870","23270"
"In post","2021","60-64","Declared non-disabled","Legal","EO","80","70","28140","28430"
"In post","2021","60-64","Declared non-disabled","Legal","G6/G7","240","200","63040","62590"
"In post","2021","60-64","Declared non-disabled","Legal","SCS level","20","20","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Legal","SEO/HEO","110","90","43000","43460"
"In post","2021","60-64","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","No function","AA/AO","3605","2850","22140","21440"
"In post","2021","60-64","Declared non-disabled","No function","EO","1600","1295","28280","27380"
"In post","2021","60-64","Declared non-disabled","No function","G6/G7","665","590","62570","59630"
"In post","2021","60-64","Declared non-disabled","No function","SCS level","125","110","104120","96470"
"In post","2021","60-64","Declared non-disabled","No function","SEO/HEO","1550","1280","38560","36480"
"In post","2021","60-64","Declared non-disabled","No function","Unknown","645","555","30450","28200"
"In post","2021","60-64","Declared non-disabled","Project Delivery","AA/AO","40","35","21780","21490"
"In post","2021","60-64","Declared non-disabled","Project Delivery","EO","245","220","25550","26410"
"In post","2021","60-64","Declared non-disabled","Project Delivery","G6/G7","270","240","60420","58700"
"In post","2021","60-64","Declared non-disabled","Project Delivery","SCS level","40","40","105910","94810"
"In post","2021","60-64","Declared non-disabled","Project Delivery","SEO/HEO","690","620","37910","38190"
"In post","2021","60-64","Declared non-disabled","Project Delivery","Unknown","55","50","46190","43950"
"In post","2021","60-64","Declared non-disabled","Property","AA/AO","195","180","21350","21100"
"In post","2021","60-64","Declared non-disabled","Property","EO","130","115","28630","27530"
"In post","2021","60-64","Declared non-disabled","Property","G6/G7","85","80","60200","58220"
"In post","2021","60-64","Declared non-disabled","Property","SCS level","5","5","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Property","SEO/HEO","300","265","38540","37380"
"In post","2021","60-64","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Security","AA/AO","360","330","23440","20060"
"In post","2021","60-64","Declared non-disabled","Security","EO","55","45","28330","26670"
"In post","2021","60-64","Declared non-disabled","Security","G6/G7","20","20","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Security","SEO/HEO","70","65","39350","34770"
"In post","2021","60-64","Declared non-disabled","Unknown","AA/AO","4345","3580","21340","21010"
"In post","2021","60-64","Declared non-disabled","Unknown","EO","4555","3515","28170","27570"
"In post","2021","60-64","Declared non-disabled","Unknown","G6/G7","520","460","62890","61010"
"In post","2021","60-64","Declared non-disabled","Unknown","SCS level","75","70","100210","87020"
"In post","2021","60-64","Declared non-disabled","Unknown","SEO/HEO","1545","1295","37540","36200"
"In post","2021","60-64","Declared non-disabled","Unknown","Unknown","30","30","[c]","[c]"
"In post","2021","60-64","Undeclared","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Analysis","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Analysis","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","EO","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","SEO/HEO","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Communications","EO","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Counter Fraud","AA/AO","10","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Counter Fraud","EO","25","20","[c]","[c]"
"In post","2021","60-64","Undeclared","Counter Fraud","G6/G7","10","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Counter Fraud","SEO/HEO","30","25","[c]","[c]"
"In post","2021","60-64","Undeclared","Debt","AA/AO","25","15","[c]","[c]"
"In post","2021","60-64","Undeclared","Debt","EO","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data & Technology","EO","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data & Technology","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data & Technology","SEO/HEO","20","15","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","AA/AO","10","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","EO","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","SEO/HEO","20","15","[c]","[c]"
"In post","2021","60-64","Undeclared","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Human Resources","AA/AO","15","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Human Resources","EO","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Human Resources","SEO/HEO","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Legal","G6/G7","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Legal","SEO/HEO","15","15","[c]","[c]"
"In post","2021","60-64","Undeclared","No function","AA/AO","800","605","24970","22470"
"In post","2021","60-64","Undeclared","No function","EO","235","185","29850","28130"
"In post","2021","60-64","Undeclared","No function","G6/G7","55","45","63860","60440"
"In post","2021","60-64","Undeclared","No function","SCS level","15","10","[c]","[c]"
"In post","2021","60-64","Undeclared","No function","SEO/HEO","155","125","37560","36480"
"In post","2021","60-64","Undeclared","No function","Unknown","35","25","33550","37170"
"In post","2021","60-64","Undeclared","Project Delivery","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Project Delivery","EO","45","40","25660","25950"
"In post","2021","60-64","Undeclared","Project Delivery","G6/G7","25","20","[c]","[c]"
"In post","2021","60-64","Undeclared","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Project Delivery","SEO/HEO","105","90","37510","37920"
"In post","2021","60-64","Undeclared","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Property","AA/AO","20","20","[c]","[c]"
"In post","2021","60-64","Undeclared","Property","EO","15","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Property","G6/G7","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Property","SEO/HEO","30","25","[c]","[c]"
"In post","2021","60-64","Undeclared","Security","AA/AO","45","45","24970","20060"
"In post","2021","60-64","Undeclared","Security","EO","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Security","SEO/HEO","15","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Unknown","AA/AO","260","235","21280","21010"
"In post","2021","60-64","Undeclared","Unknown","EO","260","220","28170","27570"
"In post","2021","60-64","Undeclared","Unknown","G6/G7","30","30","63220","62000"
"In post","2021","60-64","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Unknown","SEO/HEO","105","95","37480","36460"
"In post","2021","60-64","Undeclared","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Analysis","G6/G7","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","Analysis","SCS level","[c]","[c]","[c]","[c]"
