"Status","Year","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Office of Rail and Road","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Office of Rail and Road","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","Ministry of Justice","Female","40","[c]","21750","21170"
"Leaver Dept.","2021","Office of the Public Guardian","Ministry of Justice","Male","50","[c]","22770","21170"
"Leaver Dept.","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Department of Health and Social Care","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Department of Health and Social Care","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Revenue Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Revenue Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Royal Fleet Auxiliary","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Royal Fleet Auxiliary","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","35","[c]","31130","29690"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","Scottish Government","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","Scottish Government","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Forestry","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Forestry","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","Scottish Government","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","Scottish Government","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","Attorney General's Departments","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","Attorney General's Departments","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Security Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Security Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Standards and Testing Agency","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Standards and Testing Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","Ministry of Defence","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","Ministry of Defence","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Teaching Regulation Agency","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Teaching Regulation Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","UK Export Finance","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","UK Export Finance","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Ministry of Defence","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Ministry of Defence","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Female","70","[c]","37430","32040"
"Leaver Dept.","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Male","90","[c]","36770","36030"
"Leaver Dept.","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","HM Revenue and Customs","Female","35","[c]","34210","27720"
"Leaver Dept.","2021","Valuation Office Agency","HM Revenue and Customs","Male","40","[c]","34190","26500"
"Leaver Dept.","2021","Vehicle Certification Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Vehicle Certification Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Wales Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Wales Office","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Welsh Government","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Welsh Government","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Welsh Government","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","95","[c]","26020","24250"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","65","[c]","26630","24250"
"New entrant CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Female","305","[c]","24770","24370"
"New entrant CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Male","180","[c]","25700","24370"
"New entrant CS","2021","Attorney General's Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Female","960","[c]","36850","28000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Male","775","[c]","43250","28000"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Charity Commission","Female","35","[c]","32600","29160"
"New entrant CS","2021","Charity Commission","Charity Commission","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Female","30","[c]","31340","31130"
"New entrant CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Male","40","[c]","37250","36310"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","Female","45","[c]","49460","53530"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","Male","30","[c]","49170","45030"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Female","70","[c]","35480","34800"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Male","95","[c]","35290","30000"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Female","105","[c]","24630","20760"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Male","45","[c]","26150","25410"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","Female","475","[c]","31630","25480"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","Male","250","[c]","36790","38000"
"New entrant CS","2021","Debt Management Office","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","HM Treasury","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","Female","225","[c]","30530","26000"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","Male","505","[c]","32740","29000"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Female","90","[c]","30390","28650"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Male","130","[c]","33600","28650"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","370","[c]","36660","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","355","[c]","39490","33570"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Female","220","[c]","37600","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Male","180","[c]","40920","34020"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Female","360","[c]","34400","29360"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Male","250","[c]","37580","32940"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","555","[c]","35910","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","475","[c]","37910","32560"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Female","205","[c]","33400","31800"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Male","185","[c]","35870","31800"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Female","270","[c]","35430","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Male","290","[c]","38190","34710"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","9970","[c]","26860","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","7010","[c]","26700","27570"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","665","[c]","38030","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","445","[c]","42390","32790"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Female","175","[c]","21940","18060"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Male","165","[c]","25710","21590"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Female","100","[c]","27340","26130"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Male","170","[c]","29460","26580"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","Female","55","[c]","34580","29360"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","Male","45","[c]","37100","36500"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Scottish Government","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Scottish Government","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","ESTYN","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","ESTYN","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Female","50","[c]","33210","32350"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Male","45","[c]","36180","35090"
"New entrant CS","2021","Food Standards Scotland","Scottish Government","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Scottish Government","Male","30","[c]","31590","30650"
"New entrant CS","2021","Forestry and Land Scotland","Scottish Government","Female","40","[c]","30160","28120"
"New entrant CS","2021","Forestry and Land Scotland","Scottish Government","Male","55","[c]","25480","25140"
"New entrant CS","2021","Government Actuary's Department","Chancellor's other departments","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Chancellor's other departments","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","Female","160","[c]","42120","43920"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","Male","95","[c]","41770","43920"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Female","105","[c]","30660","26370"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Male","85","[c]","33990","26370"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Female","1400","[c]","21660","19930"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Male","785","[c]","22520","19930"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Female","400","[c]","25870","22350"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Male","300","[c]","26580","22350"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Female","3195","[c]","23460","22850"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Male","2555","[c]","24540","22850"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","2590","[c]","24430","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","2550","[c]","25070","20140"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Female","210","[c]","32000","28500"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Male","195","[c]","32980","28500"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Female","980","[c]","31300","27370"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Male","1185","[c]","32100","25630"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","115","[c]","23420","20880"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","90","[c]","25810","20880"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Female","30","[c]","38930","36570"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Ministry of Justice","Female","45","[c]","21800","19410"
"New entrant CS","2021","Legal Aid Agency","Ministry of Justice","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Female","85","[c]","29170","26470"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Male","125","[c]","35850","33730"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","105","[c]","37650","32960"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","65","[c]","44100","40450"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","Female","55","[c]","33970","30930"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","Male","80","[c]","33270","30930"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","1375","[c]","28770","25540"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","1630","[c]","29710","26350"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Female","180","[c]","37600","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Male","150","[c]","40440","33210"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","395","[c]","36010","32870"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","335","[c]","40450","36800"
"New entrant CS","2021","National Crime Agency","National Crime Agency","Female","555","[c]","32930","32260"
"New entrant CS","2021","National Crime Agency","National Crime Agency","Male","495","[c]","35860","34140"
"New entrant CS","2021","National Infrastructure Commission","HM Treasury","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","HM Treasury","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Scottish Government","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Scottish Government","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Chancellor's other departments","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Chancellor's other departments","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland Office","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland Office","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","HM Treasury","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Female","110","[c]","47150","46360"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Male","60","[c]","53330","51360"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","135","[c]","32610","25750"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","175","[c]","35880","27500"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Ministry of Justice","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Ministry of Justice","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Female","50","[c]","28080","26050"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Male","50","[c]","32430","26050"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","Female","1465","[c]","33860","31370"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","Male","555","[c]","38330","32330"
"New entrant CS","2021","Registers of Scotland","Scottish Government","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Scottish Government","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","35","[c]","23970","21050"
"New entrant CS","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scottish Government","Female","65","[c]","23110","20850"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scottish Government","Male","40","[c]","23340","20850"
"New entrant CS","2021","Scottish Forestry","Scottish Government","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Scottish Government","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Scottish Government","Female","495","[c]","37020","30650"
"New entrant CS","2021","Scottish Government (excl. agencies)","Scottish Government","Male","295","[c]","37690","30650"
"New entrant CS","2021","Scottish Housing Regulator","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Scottish Government","Female","120","[c]","21620","20810"
"New entrant CS","2021","Scottish Prison Service","Scottish Government","Male","155","[c]","22310","20810"
"New entrant CS","2021","Scottish Public Pensions Agency","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Attorney General's Departments","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Attorney General's Departments","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Scottish Government","Female","230","[c]","25110","20060"
"New entrant CS","2021","Social Security Scotland","Scottish Government","Male","160","[c]","27110","20060"
"New entrant CS","2021","Standards and Testing Agency","Department for Education","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Scottish Government","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Scottish Government","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Ministry of Defence","Female","60","[c]","33690","27540"
"New entrant CS","2021","Submarine Delivery Agency","Ministry of Defence","Male","135","[c]","36710","33000"
"New entrant CS","2021","Teaching Regulation Agency","Department for Education","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","The National Archives","Female","35","[c]","32720","30930"
"New entrant CS","2021","The National Archives","The National Archives","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Scottish Government","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Scottish Government","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","UK Export Finance","Female","40","[c]","41290","37960"
"New entrant CS","2021","UK Export Finance","UK Export Finance","Male","50","[c]","49560","48080"
"New entrant CS","2021","UK Hydrographic Office","Ministry of Defence","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Ministry of Defence","Male","45","[c]","29470","26740"
"New entrant CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","95","[c]","27840","23320"
"New entrant CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","85","[c]","29290","23320"
"New entrant CS","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","UK Supreme Court","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","UK Supreme Court","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Female","570","[c]","31250","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Male","445","[c]","32010","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Unknown","45","[c]","34210","32540"
"New entrant CS","2021","Valuation Office Agency","HM Revenue and Customs","Female","135","[c]","24630","20880"
"New entrant CS","2021","Valuation Office Agency","HM Revenue and Customs","Male","130","[c]","26160","24500"
"New entrant CS","2021","Vehicle Certification Agency","Department for Transport","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Department for Transport","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Wales Office","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Wales Office","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Water Services Regulation Authority","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Water Services Regulation Authority","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Welsh Government","Female","120","[c]","27570","20500"
"New entrant CS","2021","Welsh Government (excl. agencies)","Welsh Government","Male","75","[c]","27750","23600"
"New entrant CS","2021","Welsh Revenue Authority","Welsh Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Welsh Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
