"Status","Year","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Commercial","Commercial","95","[c]","38490","37470"
"Leaver Dept.","2021","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Operational Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","45","[c]","51330","50920"
"Leaver Dept.","2021","Communications","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","150","[c]","44380","39880"
"Leaver Dept.","2021","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","50","[c]","37420","35020"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","20","[c]","39990","32540"
"Leaver Dept.","2021","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","15","[c]","37030","32910"
"Leaver Dept.","2021","Debt","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","150","[c]","45470","41950"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","10","[c]","37350","33280"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","10","[c]","40190","35360"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","55","[c]","50510","52500"
"Leaver Dept.","2021","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","165","[c]","46680","45200"
"Leaver Dept.","2021","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","15","[c]","43950","38070"
"Leaver Dept.","2021","Finance","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","10","[c]","42160","39650"
"Leaver Dept.","2021","Grants Management","Operational Delivery","45","[c]","26340","25070"
"Leaver Dept.","2021","Human Resources","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","275","[c]","39300","34400"
"Leaver Dept.","2021","Human Resources","Operational Delivery","15","[c]","34310","30850"
"Leaver Dept.","2021","Human Resources","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","170","[c]","37900","32910"
"Leaver Dept.","2021","Internal Audit","Internal Audit","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","120","[c]","55140","54810"
"Leaver Dept.","2021","Legal","Operational Delivery","65","[c]","28680","24590"
"Leaver Dept.","2021","Legal","Other","30","[c]","29930","27350"
"Leaver Dept.","2021","Legal","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Economics","15","[c]","46720","52300"
"Leaver Dept.","2021","No function","Finance","10","[c]","52530","46050"
"Leaver Dept.","2021","No function","Human Resources","15","[c]","46480","50410"
"Leaver Dept.","2021","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","International Trade","135","[c]","45790","42030"
"Leaver Dept.","2021","No function","Knowledge and Information Management","15","[c]","43790","45410"
"Leaver Dept.","2021","No function","Operational Delivery","1300","[c]","28420","22680"
"Leaver Dept.","2021","No function","Operational Research","10","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Other","60","[c]","44750","36690"
"Leaver Dept.","2021","No function","Planning","15","[c]","50570","37410"
"Leaver Dept.","2021","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Policy","1290","[c]","43180","38750"
"Leaver Dept.","2021","No function","Project Delivery","10","[c]","53390","50700"
"Leaver Dept.","2021","No function","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Psychology","15","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Science and Engineering","45","[c]","38250","35410"
"Leaver Dept.","2021","No function","Security","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","1055","[c]","38890","32000"
"Leaver Dept.","2021","Project Delivery","Commercial","30","[c]","31690","29550"
"Leaver Dept.","2021","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Digital, Data and Technology","15","[c]","36090","33540"
"Leaver Dept.","2021","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Finance","15","[c]","44240","38940"
"Leaver Dept.","2021","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Operational Delivery","25","[c]","38600","34130"
"Leaver Dept.","2021","Project Delivery","Other","60","[c]","39720","31740"
"Leaver Dept.","2021","Project Delivery","Policy","40","[c]","49690","52300"
"Leaver Dept.","2021","Project Delivery","Project Delivery","280","[c]","41890","37900"
"Leaver Dept.","2021","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Science and Engineering","30","[c]","33780","32290"
"Leaver Dept.","2021","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","20","[c]","51900","57450"
"Leaver Dept.","2021","Property","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Operational Delivery","30","[c]","25060","21100"
"Leaver Dept.","2021","Property","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","20","[c]","45280","44680"
"Leaver Dept.","2021","Property","Property","50","[c]","34570","32370"
"Leaver Dept.","2021","Property","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","15","[c]","45700","49700"
"Leaver Dept.","2021","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","35","[c]","31870","29200"
"Leaver Dept.","2021","Security","Unknown","35","[c]","33520","33300"
"Leaver Dept.","2021","Unknown","Commercial","30","[c]","39260","37100"
"Leaver Dept.","2021","Unknown","Communications","40","[c]","41550","40550"
"Leaver Dept.","2021","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","40","[c]","46340","37280"
"Leaver Dept.","2021","Unknown","Economics","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","35","[c]","46980","46760"
"Leaver Dept.","2021","Unknown","Human Resources","25","[c]","37910","36600"
"Leaver Dept.","2021","Unknown","Intelligence Analysis","40","[c]","36740","35050"
"Leaver Dept.","2021","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","460","[c]","29200","25180"
"Leaver Dept.","2021","Unknown","Operational Research","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","145","[c]","33250","29790"
"Leaver Dept.","2021","Unknown","Policy","335","[c]","47050","42170"
"Leaver Dept.","2021","Unknown","Project Delivery","90","[c]","39570","33050"
"Leaver Dept.","2021","Unknown","Property","10","[c]","52660","59500"
"Leaver Dept.","2021","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","50","[c]","37410","35430"
"Leaver Dept.","2021","Unknown","Security","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Social Research","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","4010","[c]","32800","27570"
"New entrant CS","2021","Analysis","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Digital, Data and Technology","20","[c]","41330","33000"
"New entrant CS","2021","Analysis","Economics","300","[c]","31700","31800"
"New entrant CS","2021","Analysis","Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Intelligence Analysis","70","[c]","49930","53360"
"New entrant CS","2021","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Operational Delivery","90","[c]","29770","29540"
"New entrant CS","2021","Analysis","Operational Research","70","[c]","33390","33880"
"New entrant CS","2021","Analysis","Other","35","[c]","44560","37770"
"New entrant CS","2021","Analysis","Policy","35","[c]","37320","36460"
"New entrant CS","2021","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Science and Engineering","50","[c]","31380","28960"
"New entrant CS","2021","Analysis","Social Research","190","[c]","32630","32540"
"New entrant CS","2021","Analysis","Statistics","330","[c]","33370","31810"
"New entrant CS","2021","Analysis","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","385","[c]","35670","33000"
"New entrant CS","2021","Commercial","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Knowledge and Information Management","40","[c]","28200","26350"
"New entrant CS","2021","Commercial","Operational Delivery","80","[c]","41220","37000"
"New entrant CS","2021","Commercial","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","245","[c]","74330","70210"
"New entrant CS","2021","Communications","Communications","415","[c]","36490","32560"
"New entrant CS","2021","Communications","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Operational Delivery","60","[c]","31840","31810"
"New entrant CS","2021","Communications","Other","25","[c]","26130","25000"
"New entrant CS","2021","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Tax","670","[c]","26370","25560"
"New entrant CS","2021","Communications","Unknown","130","[c]","32930","31810"
"New entrant CS","2021","Counter Fraud","Counter Fraud","50","[c]","33160","31000"
"New entrant CS","2021","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Legal","55","[c]","26270","25560"
"New entrant CS","2021","Counter Fraud","Operational Delivery","15","[c]","24690","25560"
"New entrant CS","2021","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Tax","45","[c]","30720","31810"
"New entrant CS","2021","Counter Fraud","Unknown","30","[c]","35130","27500"
"New entrant CS","2021","Debt","Operational Delivery","130","[c]","20890","20140"
"New entrant CS","2021","Debt","Tax","815","[c]","20450","20140"
"New entrant CS","2021","Debt","Unknown","25","[c]","20140","20140"
"New entrant CS","2021","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","1565","[c]","39450","36160"
"New entrant CS","2021","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","20","[c]","38600","38650"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","40","[c]","36510","35500"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","30","[c]","34840","32060"
"New entrant CS","2021","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","190","[c]","45050","40600"
"New entrant CS","2021","Finance","Corporate Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Economics","35","[c]","32540","32790"
"New entrant CS","2021","Finance","Finance","635","[c]","35120","32790"
"New entrant CS","2021","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","25","[c]","32380","30850"
"New entrant CS","2021","Finance","Other","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","15","[c]","38190","30000"
"New entrant CS","2021","Finance","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Tax","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","35","[c]","39160","35680"
"New entrant CS","2021","Grants Management","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Operational Delivery","55","[c]","22320","21050"
"New entrant CS","2021","Human Resources","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","650","[c]","33180","28920"
"New entrant CS","2021","Human Resources","Operational Delivery","75","[c]","30150","26500"
"New entrant CS","2021","Human Resources","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Policy","10","[c]","31080","31040"
"New entrant CS","2021","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","120","[c]","30070","27500"
"New entrant CS","2021","Internal Audit","Internal Audit","45","[c]","43420","41270"
"New entrant CS","2021","Internal Audit","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","865","[c]","43060","43920"
"New entrant CS","2021","Legal","Operational Delivery","475","[c]","22410","20250"
"New entrant CS","2021","Legal","Other","60","[c]","27170","26950"
"New entrant CS","2021","Legal","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","35","[c]","42530","34710"
"New entrant CS","2021","No function","Communications","20","[c]","31540","26250"
"New entrant CS","2021","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","25","[c]","48220","40430"
"New entrant CS","2021","No function","Economics","90","[c]","33180","31500"
"New entrant CS","2021","No function","Finance","20","[c]","43690","39110"
"New entrant CS","2021","No function","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Inspector of Education and Training","90","[c]","63580","70500"
"New entrant CS","2021","No function","Intelligence Analysis","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","145","[c]","33230","31800"
"New entrant CS","2021","No function","Knowledge and Information Management","60","[c]","33730","31810"
"New entrant CS","2021","No function","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","100","[c]","74540","82100"
"New entrant CS","2021","No function","Operational Delivery","13380","[c]","25480","22850"
"New entrant CS","2021","No function","Operational Research","10","[c]","28560","29180"
"New entrant CS","2021","No function","Other","355","[c]","31960","25750"
"New entrant CS","2021","No function","Planning","20","[c]","37110","31700"
"New entrant CS","2021","No function","Planning Inspectors","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Policy","2915","[c]","37200","33570"
"New entrant CS","2021","No function","Project Delivery","15","[c]","43630","33570"
"New entrant CS","2021","No function","Psychology","120","[c]","26440","24620"
"New entrant CS","2021","No function","Science and Engineering","835","[c]","31970","28870"
"New entrant CS","2021","No function","Security","15","[c]","32820","34710"
"New entrant CS","2021","No function","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Tax","1690","[c]","21790","20140"
"New entrant CS","2021","No function","Unknown","1195","[c]","30970","28000"
"New entrant CS","2021","No function","Veterinarian","30","[c]","34000","35900"
"New entrant CS","2021","Project Delivery","Commercial","40","[c]","38460","41500"
"New entrant CS","2021","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Digital, Data and Technology","45","[c]","42770","50000"
"New entrant CS","2021","Project Delivery","Finance","20","[c]","43620","45000"
"New entrant CS","2021","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Knowledge and Information Management","20","[c]","30700","30250"
"New entrant CS","2021","Project Delivery","Operational Delivery","135","[c]","35080","32870"
"New entrant CS","2021","Project Delivery","Other","150","[c]","27330","23900"
"New entrant CS","2021","Project Delivery","Policy","50","[c]","37900","33570"
"New entrant CS","2021","Project Delivery","Project Delivery","1030","[c]","37230","34170"
"New entrant CS","2021","Project Delivery","Property","25","[c]","44990","49860"
"New entrant CS","2021","Project Delivery","Science and Engineering","275","[c]","30680","27540"
"New entrant CS","2021","Project Delivery","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","65","[c]","50490","40600"
"New entrant CS","2021","Property","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Operational Delivery","165","[c]","23820","20880"
"New entrant CS","2021","Property","Other","35","[c]","26010","25430"
"New entrant CS","2021","Property","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","Property","455","[c]","33120","30000"
"New entrant CS","2021","Property","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","65","[c]","29150","27810"
"New entrant CS","2021","Security","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2021","Security","Security","720","[c]","27020","23540"
"New entrant CS","2021","Security","Unknown","125","[c]","26630","20920"
"New entrant CS","2021","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","30","[c]","34840","36590"
"New entrant CS","2021","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","185","[c]","49140","46140"
"New entrant CS","2021","Unknown","Economics","55","[c]","31100","32390"
"New entrant CS","2021","Unknown","Finance","25","[c]","34820","28650"
"New entrant CS","2021","Unknown","Human Resources","55","[c]","38940","36000"
"New entrant CS","2021","Unknown","Intelligence Analysis","75","[c]","28310","26670"
"New entrant CS","2021","Unknown","Knowledge and Information Management","15","[c]","33160","31570"
"New entrant CS","2021","Unknown","Legal","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicine","295","[c]","44010","37890"
"New entrant CS","2021","Unknown","Operational Delivery","1295","[c]","25210","24880"
"New entrant CS","2021","Unknown","Operational Research","35","[c]","32940","34320"
"New entrant CS","2021","Unknown","Other","1150","[c]","26820","22920"
"New entrant CS","2021","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","315","[c]","39450","35050"
"New entrant CS","2021","Unknown","Project Delivery","100","[c]","39690","35050"
"New entrant CS","2021","Unknown","Property","10","[c]","36760","33550"
"New entrant CS","2021","Unknown","Science and Engineering","120","[c]","29560","26350"
"New entrant CS","2021","Unknown","Security","10","[c]","37720","33150"
"New entrant CS","2021","Unknown","Social Research","20","[c]","40280","39310"
"New entrant CS","2021","Unknown","Statistics","35","[c]","32950","30600"
"New entrant CS","2021","Unknown","Unknown","19220","[c]","27440","27570"
"New entrant CS","2021","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","The Department for Work and Pensions provided aggregated functions data for 2021, which are available in the Civil Service Statistics publication. However, figures in this browser are derived from individual level data and so are not available for this department in 2021.","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","The Department for Work and Pensions provided aggregated professions data for 2021, which are available in the Civil Service Statistics publication. However, figures in this browser are derived from individual level data and so are not available for this department in 2021.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
