"Status","Year","Age","Function_of_post","Organisation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Legal","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Crown Prosecution Service","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Crown Prosecution Service","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Crown Prosecution Service","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Crown Prosecution Service","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Crown Prosecution Service","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Crown Prosecution Service Inspectorate","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Scottish Courts and Tribunals Service","Eastern Scotland","5","5","[c]","[c]"
"In post","2021","16-19","No function","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Advisory, Conciliation and Arbitration Service","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Animal and Plant Health Agency","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Animal and Plant Health Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Animal and Plant Health Agency","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Animal and Plant Health Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Cabinet Office (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Companies House","East Wales","5","5","[c]","[c]"
"In post","2021","16-19","No function","Crown Commercial Service","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Crown Commercial Service","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Crown Office and Procurator Fiscal Service","Eastern Scotland","5","5","[c]","[c]"
"In post","2021","16-19","No function","Crown Office and Procurator Fiscal Service","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Crown Office and Procurator Fiscal Service","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","17150","16990"
"In post","2021","16-19","No function","Department for Education (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Education (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - West","10","10","[c]","[c]"
"In post","2021","16-19","No function","Department for International Trade","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Transport (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Transport (excl. agencies)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Transport (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department of Health and Social Care (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department of Health and Social Care (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Driver and Vehicle Licensing Agency","West Wales and The Valleys","35","25","19020","18060"
"In post","2021","16-19","No function","Driver and Vehicle Standards Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Driver and Vehicle Standards Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Education and Skills Funding Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Health and Safety Executive","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Courts and Tribunals Service","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Courts and Tribunals Service","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Courts and Tribunals Service","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Courts and Tribunals Service","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Courts and Tribunals Service","Inner London - East","5","5","[c]","[c]"
"In post","2021","16-19","No function","HM Courts and Tribunals Service","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Courts and Tribunals Service","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Courts and Tribunals Service","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Courts and Tribunals Service","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Courts and Tribunals Service","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Courts and Tribunals Service","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Courts and Tribunals Service","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Courts and Tribunals Service","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Courts and Tribunals Service","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Courts and Tribunals Service","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Courts and Tribunals Service","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Courts and Tribunals Service","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Courts and Tribunals Service","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Courts and Tribunals Service","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Land Registry","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Land Registry","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Land Registry","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Land Registry","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Land Registry","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Prison and Probation Service","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Prison and Probation Service","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2021","16-19","No function","HM Prison and Probation Service","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Prison and Probation Service","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Prison and Probation Service","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","16-19","No function","HM Prison and Probation Service","East Anglia","10","10","23630","22850"
"In post","2021","16-19","No function","HM Prison and Probation Service","East Wales","5","5","[c]","[c]"
"In post","2021","16-19","No function","HM Prison and Probation Service","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Prison and Probation Service","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Prison and Probation Service","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Prison and Probation Service","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2021","16-19","No function","HM Prison and Probation Service","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Prison and Probation Service","Kent","5","5","[c]","[c]"
"In post","2021","16-19","No function","HM Prison and Probation Service","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Prison and Probation Service","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Prison and Probation Service","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Prison and Probation Service","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Prison and Probation Service","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Prison and Probation Service","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2021","16-19","No function","HM Prison and Probation Service","South Yorkshire","5","5","[c]","[c]"
"In post","2021","16-19","No function","HM Prison and Probation Service","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Prison and Probation Service","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Prison and Probation Service","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Prison and Probation Service","West Yorkshire","5","5","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs (excl. agencies)","East Wales","20","20","20140","20140"
"In post","2021","16-19","No function","HM Revenue and Customs (excl. agencies)","Eastern Scotland","5","5","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs (excl. agencies)","Greater Manchester","10","10","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs (excl. agencies)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs (excl. agencies)","Lancashire","5","5","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs (excl. agencies)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs (excl. agencies)","Merseyside","20","20","20140","20140"
"In post","2021","16-19","No function","HM Revenue and Customs (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","30","25","20140","20140"
"In post","2021","16-19","No function","HM Revenue and Customs (excl. agencies)","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs (excl. agencies)","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs (excl. agencies)","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs (excl. agencies)","West Yorkshire","30","25","20140","20140"
"In post","2021","16-19","No function","HM Treasury (excl. agencies)","Inner London - West","20","20","24140","24300"
"In post","2021","16-19","No function","Insolvency Service","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Insolvency Service","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Insolvency Service","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Insolvency Service","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Insolvency Service","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Institute for Apprenticeships and Technical Education","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Legal Aid Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Legal Aid Agency","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Maritime and Coastguard Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","National Crime Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Office for Standards in Education, Children's Services and Skills","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Office for Standards in Education, Children's Services and Skills","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Office of Rail and Road","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Office of the Public Guardian","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Public Health England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Public Health England","Gloucestershire, Wiltshire and Bath/Bristol area","10","5","[c]","[c]"
"In post","2021","16-19","No function","Public Health England","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Public Health England","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Public Health England","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Public Health England","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Public Health England","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Public Health England","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Registers of Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Scottish Prison Service","Eastern Scotland","5","5","[c]","[c]"
"In post","2021","16-19","No function","Scottish Prison Service","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Scottish Prison Service","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","The National Archives","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","UK Intellectual Property Office","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","United Kingdom Statistics Authority","East Wales","5","5","[c]","[c]"
"In post","2021","16-19","No function","United Kingdom Statistics Authority","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2021","16-19","No function","Vehicle Certification Agency","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Advisory, Conciliation and Arbitration Service","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Animal and Plant Health Agency","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Cabinet Office (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Defence Electronics and Components Agency","East Wales","15","15","16570","16780"
"In post","2021","16-19","Project Delivery","Defence Electronics and Components Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Defence Equipment and Support","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","75","75","17870","17780"
"In post","2021","16-19","Project Delivery","Defence Equipment and Support","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Defence Equipment and Support","Southern Scotland","10","10","17080","16780"
"In post","2021","16-19","Project Delivery","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Department for Education (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Department for Transport (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","HM Land Registry","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","HM Treasury (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Ministry of Defence (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
