"Status","Year","Age","Ethnicity","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Chinese","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office for Standards in Education","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office for Standards in Education","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office for Standards in Education","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office for Standards in Education","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office for Standards in Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office for Standards in Education","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Other Cabinet Office Agencies","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Other Cabinet Office Agencies","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Other Cabinet Office Agencies","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Other Cabinet Office Agencies","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Other Cabinet Office Agencies","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Scotland Office","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Scotland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Scotland Office","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Scotland Office","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Scotland Office","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Scotland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Scotland Office","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","The National Archives","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","The National Archives","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","The National Archives","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","The National Archives","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","The National Archives","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","The National Archives","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","UK Export Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","UK Supreme Court","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","UK Supreme Court","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","UK Supreme Court","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","United Kingdom Statistics Authority","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","United Kingdom Statistics Authority","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","United Kingdom Statistics Authority","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","United Kingdom Statistics Authority","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","United Kingdom Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","United Kingdom Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Wales Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Wales Office","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Wales Office","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Wales Office","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Wales Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Wales Office","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Welsh Government","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Welsh Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Welsh Government","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Welsh Government","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Welsh Government","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Attorney General's Departments","AO","10","5","[c]","[c]"
"In post","2021","30-39","Mixed","Attorney General's Departments","EO","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Attorney General's Departments","G6","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Attorney General's Departments","G7","35","30","52690","51360"
"In post","2021","30-39","Mixed","Attorney General's Departments","HEO","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Cabinet Office","G6","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Cabinet Office","G7","25","25","[c]","[c]"
"In post","2021","30-39","Mixed","Cabinet Office","HEO","15","15","[c]","[c]"
"In post","2021","30-39","Mixed","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Cabinet Office","SEO","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Charity Commission","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Charity Commission","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Charity Commission","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Competition and Markets Authority","G7","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Business, Energy and Industrial Strategy","EO","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Business, Energy and Industrial Strategy","G6","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Business, Energy and Industrial Strategy","G7","20","20","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Business, Energy and Industrial Strategy","HEO","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Business, Energy and Industrial Strategy","SEO","20","20","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Digital, Culture, Media and Sport","G6","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Digital, Culture, Media and Sport","G7","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Digital, Culture, Media and Sport","HEO","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Education","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Education","EO","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Education","G6","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Education","G7","20","15","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Education","HEO","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Education","SEO","20","20","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Environment, Food and Rural Affairs","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Environment, Food and Rural Affairs","AO","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Environment, Food and Rural Affairs","G7","15","15","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Environment, Food and Rural Affairs","HEO","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Environment, Food and Rural Affairs","SEO","20","20","[c]","[c]"
"In post","2021","30-39","Mixed","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for International Trade","G6","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Department for International Trade","G7","15","15","[c]","[c]"
"In post","2021","30-39","Mixed","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for International Trade","SEO","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Transport","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Transport","AO","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Transport","EO","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Transport","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Transport","G7","15","15","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Transport","HEO","15","15","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Transport","SEO","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Work and Pensions","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Work and Pensions","AO","100","85","21690","21010"
"In post","2021","30-39","Mixed","Department for Work and Pensions","EO","255","240","28690","27570"
"In post","2021","30-39","Mixed","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Work and Pensions","G7","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Work and Pensions","HEO","20","20","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Work and Pensions","SEO","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department of Health and Social Care","EO","15","10","[c]","[c]"
"In post","2021","30-39","Mixed","Department of Health and Social Care","G6","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Department of Health and Social Care","G7","30","30","[c]","[c]"
"In post","2021","30-39","Mixed","Department of Health and Social Care","HEO","15","15","[c]","[c]"
"In post","2021","30-39","Mixed","Department of Health and Social Care","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Department of Health and Social Care","SEO","30","30","40690","40560"
"In post","2021","30-39","Mixed","ESTYN","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","ESTYN","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","ESTYN","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","ESTYN","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Foreign, Commonwealth and Development Office","G6","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Foreign, Commonwealth and Development Office","G7","40","40","54460","55060"
"In post","2021","30-39","Mixed","Foreign, Commonwealth and Development Office","HEO","25","25","[c]","[c]"
"In post","2021","30-39","Mixed","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Foreign, Commonwealth and Development Office","SEO","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","HM Land Registry","AO","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","HM Revenue and Customs","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","HM Revenue and Customs","AO","35","30","20320","20140"
"In post","2021","30-39","Mixed","HM Revenue and Customs","EO","45","45","25380","25560"
"In post","2021","30-39","Mixed","HM Revenue and Customs","G6","15","15","[c]","[c]"
"In post","2021","30-39","Mixed","HM Revenue and Customs","G7","35","30","54160","52580"
"In post","2021","30-39","Mixed","HM Revenue and Customs","HEO","55","55","32860","31810"
"In post","2021","30-39","Mixed","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","HM Revenue and Customs","SEO","20","20","[c]","[c]"
"In post","2021","30-39","Mixed","HM Treasury","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","HM Treasury","G6","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","HM Treasury","G7","15","15","[c]","[c]"
"In post","2021","30-39","Mixed","HM Treasury","HEO","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Home Office","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Home Office","AO","30","25","22830","21430"
"In post","2021","30-39","Mixed","Home Office","EO","80","75","26750","25410"
"In post","2021","30-39","Mixed","Home Office","G6","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Home Office","G7","20","20","[c]","[c]"
"In post","2021","30-39","Mixed","Home Office","HEO","30","30","34360","35200"
"In post","2021","30-39","Mixed","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Home Office","SEO","30","30","41590","42170"
"In post","2021","30-39","Mixed","Home Office","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Defence","AO","25","25","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Defence","EO","25","20","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Defence","G7","20","20","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Defence","HEO","45","40","32790","33000"
"In post","2021","30-39","Mixed","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Defence","SEO","35","30","40160","40580"
"In post","2021","30-39","Mixed","Ministry of Defence","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Housing, Communities and Local Government","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Housing, Communities and Local Government","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Housing, Communities and Local Government","G7","10","5","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Housing, Communities and Local Government","HEO","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Housing, Communities and Local Government","SEO","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Justice","AA","20","20","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Justice","AO","180","170","25180","24280"
"In post","2021","30-39","Mixed","Ministry of Justice","EO","60","55","28220","26850"
"In post","2021","30-39","Mixed","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Justice","G7","25","25","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Justice","HEO","45","45","32710","32000"
"In post","2021","30-39","Mixed","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Justice","SEO","30","30","41270","40270"
"In post","2021","30-39","Mixed","Ministry of Justice","Unknown","100","95","27570","26810"
"In post","2021","30-39","Mixed","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","National Crime Agency","EO","15","15","[c]","[c]"
"In post","2021","30-39","Mixed","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","National Crime Agency","HEO","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office for Standards in Education","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office for Standards in Education","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office for Standards in Education","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office for Standards in Education","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office for Standards in Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office for Standards in Education","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office of Gas and Electricity Markets","G7","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
