"Status","Year","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Outside London","15","15","41510","39910"
"In post","2021","Analysis","Ministry of Justice","London","360","350","46630","41040"
"In post","2021","Analysis","Ministry of Justice","Outside London","50","50","34950","31920"
"In post","2021","Analysis","Office for Standards in Education","London","35","35","45600","42850"
"In post","2021","Analysis","Office for Standards in Education","Outside London","115","110","37950","32010"
"In post","2021","Analysis","Office of Gas and Electricity Markets","London","55","55","54980","52000"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Outside London","10","10","54880","63750"
"In post","2021","Analysis","Office of Rail and Road","London","30","30","53850","55430"
"In post","2021","Analysis","Office of Rail and Road","Outside London","20","20","49190","51060"
"In post","2021","Analysis","Scottish Government","Outside London","25","25","38470","36780"
"In post","2021","Analysis","UK Export Finance","London","25","25","44760","38200"
"In post","2021","Analysis","United Kingdom Statistics Authority","London","225","225","40680","32540"
"In post","2021","Analysis","United Kingdom Statistics Authority","Outside London","1475","1405","36550","36030"
"In post","2021","Analysis","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","London","20","20","71600","71740"
"In post","2021","Analysis","Water Services Regulation Authority","Outside London","15","15","53360","49810"
"In post","2021","Analysis","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","London","10","10","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Outside London","15","15","43670","38360"
"In post","2021","Commercial","Cabinet Office","London","770","755","75440","67440"
"In post","2021","Commercial","Cabinet Office","Outside London","635","625","65000","62010"
"In post","2021","Commercial","Cabinet Office","Unknown","15","15","62420","54700"
"In post","2021","Commercial","Chancellor's other departments","London","10","10","56690","47940"
"In post","2021","Commercial","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Charity Commission","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","London","10","10","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","London","25","25","45140","44480"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Outside London","225","215","42890","41150"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","London","25","25","53430","51730"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Education","London","15","15","51680","53950"
"In post","2021","Commercial","Department for Education","Outside London","190","185","39700","38000"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","London","20","20","39850","40200"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Outside London","185","175","37480","36520"
"In post","2021","Commercial","Department for International Trade","London","25","25","37120","38160"
"In post","2021","Commercial","Department for Transport","London","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Transport","Outside London","200","185","33540","31040"
"In post","2021","Commercial","Department for Work and Pensions","Outside London","45","45","40900","39390"
"In post","2021","Commercial","Department of Health and Social Care","London","130","125","53670","45010"
"In post","2021","Commercial","Department of Health and Social Care","Outside London","110","105","40160","36820"
"In post","2021","Commercial","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","Outside London","10","10","38840","34720"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","London","15","15","67600","64860"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Outside London","170","165","39450","38500"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","Outside London","15","15","38820","38550"
"In post","2021","Commercial","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","Outside London","140","130","36680","33860"
"In post","2021","Commercial","HM Treasury","London","15","15","56100","39430"
"In post","2021","Commercial","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","London","160","155","38400","34640"
"In post","2021","Commercial","Ministry of Defence","Outside London","1860","1800","36370","33630"
"In post","2021","Commercial","Ministry of Defence","Overseas","40","40","47380","42130"
"In post","2021","Commercial","Ministry of Defence","Unknown","15","15","35740","34500"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","London","15","15","42230","41330"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","London","360","350","46950","43930"
"In post","2021","Commercial","Ministry of Justice","Outside London","690","670","42790","40580"
"In post","2021","Commercial","National Crime Agency","London","10","10","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","Outside London","10","10","44230","42240"
"In post","2021","Commercial","Office for Standards in Education","Outside London","15","15","35070","32010"
"In post","2021","Commercial","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","London","20","20","47540","40730"
"In post","2021","Commercial","Other Cabinet Office Agencies","Outside London","355","340","33360","33270"
"In post","2021","Commercial","Scottish Government","Outside London","105","100","31960","25870"
"In post","2021","Commercial","The National Archives","London","40","40","32110","24510"
"In post","2021","Commercial","UK Export Finance","London","190","190","53960","49790"
"In post","2021","Commercial","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Outside London","30","30","46660","49100"
"In post","2021","Commercial","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","London","65","65","44370","39750"
"In post","2021","Communications","Attorney General's Departments","Outside London","20","20","38420","39750"
"In post","2021","Communications","Cabinet Office","London","320","320","47710","42990"
"In post","2021","Communications","Cabinet Office","Outside London","15","15","34070","35810"
"In post","2021","Communications","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chancellor's other departments","London","15","15","49200","50460"
"In post","2021","Communications","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","London","10","10","47110","37910"
"In post","2021","Communications","Charity Commission","Outside London","20","20","33640","29300"
"In post","2021","Communications","Competition and Markets Authority","London","35","35","47210","41980"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","London","140","130","48200","45190"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Outside London","90","85","36960","36240"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","London","45","40","55500","52120"
"In post","2021","Communications","Department for Education","London","155","150","43480","41460"
"In post","2021","Communications","Department for Education","Outside London","175","165","35670","33190"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","London","130","130","44540","39910"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Outside London","250","225","34300","31640"
"In post","2021","Communications","Department for International Trade","London","100","100","42590","38540"
"In post","2021","Communications","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","London","115","115","47350","43360"
"In post","2021","Communications","Department for Transport","Outside London","185","170","31770","26840"
"In post","2021","Communications","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Work and Pensions","Outside London","30","30","43530","39390"
"In post","2021","Communications","Department of Health and Social Care","London","265","255","42970","36070"
"In post","2021","Communications","Department of Health and Social Care","Outside London","50","50","49510","49530"
"In post","2021","Communications","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","London","20","20","46130","40960"
"In post","2021","Communications","Food Standards Agency","Outside London","15","15","39470","37910"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","London","130","130","48690","45840"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Outside London","10","10","36530","38040"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","London","20","20","41950","39690"
"In post","2021","Communications","HM Land Registry","Outside London","10","10","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","London","165","155","48300","41760"
"In post","2021","Communications","HM Revenue and Customs","Outside London","4010","3860","28520","25560"
"In post","2021","Communications","HM Treasury","London","45","45","48810","43090"
"In post","2021","Communications","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","London","280","275","33320","27160"
"In post","2021","Communications","Ministry of Defence","Outside London","580","555","31950","29200"
"In post","2021","Communications","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","London","90","90","42700","39600"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","Outside London","20","20","34630","32780"
"In post","2021","Communications","Ministry of Justice","London","130","125","44720","39870"
"In post","2021","Communications","Ministry of Justice","Outside London","30","25","41290","37890"
"In post","2021","Communications","National Crime Agency","London","20","20","47950","48900"
"In post","2021","Communications","National Crime Agency","Outside London","15","10","42150","45480"
"In post","2021","Communications","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Outside London","10","10","43020","37030"
"In post","2021","Communications","Office for Standards in Education","London","20","20","46020","42850"
"In post","2021","Communications","Office for Standards in Education","Outside London","15","15","35450","32010"
"In post","2021","Communications","Office of Gas and Electricity Markets","London","25","25","48150","39260"
"In post","2021","Communications","Office of Gas and Electricity Markets","Outside London","10","10","36300","33530"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Outside London","15","15","41670","38000"
"In post","2021","Communications","Office of Rail and Road","London","15","15","47600","33700"
"In post","2021","Communications","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","Outside London","15","15","37700","34800"
"In post","2021","Communications","Scotland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Government","Outside London","55","50","38750","36780"
"In post","2021","Communications","The National Archives","London","20","15","34170","29470"
"In post","2021","Communications","UK Export Finance","London","35","35","58640","49610"
"In post","2021","Communications","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","London","10","10","55100","52620"
"In post","2021","Communications","United Kingdom Statistics Authority","Outside London","75","70","34400","30500"
"In post","2021","Communications","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Outside London","15","15","47430","49620"
"In post","2021","Communications","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","London","245","240","45590","40000"
"In post","2021","Counter Fraud","Cabinet Office","London","80","80","48820","54700"
"In post","2021","Counter Fraud","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","Unknown","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","London","45","45","43380","43150"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Outside London","240","230","38440","39130"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","London","10","10","38900","33590"
"In post","2021","Counter Fraud","Department for Transport","Outside London","55","50","29510","26780"
"In post","2021","Counter Fraud","Food Standards Agency","London","25","25","38070","37300"
"In post","2021","Counter Fraud","Food Standards Agency","Outside London","35","35","39330","37910"
"In post","2021","Counter Fraud","HM Revenue and Customs","London","1900","1825","37900","36160"
"In post","2021","Counter Fraud","HM Revenue and Customs","Outside London","6935","6475","31850","31810"
"In post","2021","Counter Fraud","HM Treasury","London","10","10","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Outside London","25","25","38920","34810"
"In post","2021","Debt","Department for Work and Pensions","Outside London","5","5","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","London","545","490","27520","25630"
"In post","2021","Debt","HM Revenue and Customs","Outside London","4105","3715","22600","20140"
"In post","2021","Debt","HM Treasury","London","10","10","58320","49090"
"In post","2021","Debt","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","London","95","90","41730","35290"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Outside London","80","80","37700","38180"
"In post","2021","Digital, Data & Technology","Cabinet Office","London","880","870","52220","54700"
"In post","2021","Digital, Data & Technology","Cabinet Office","Outside London","70","70","37850","32960"
"In post","2021","Digital, Data & Technology","Cabinet Office","Unknown","20","20","60670","49700"
"In post","2021","Digital, Data & Technology","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","Outside London","45","45","36010","37910"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","London","65","60","57200","55860"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","180","175","47540","43500"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","1410","1355","40580","39650"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","20","20","54810","56860"
"In post","2021","Digital, Data & Technology","Department for Education","London","95","95","45800","45040"
"In post","2021","Digital, Data & Technology","Department for Education","Outside London","555","545","38670","36500"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","100","95","48400","42540"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","610","590","42320","42380"
"In post","2021","Digital, Data & Technology","Department for International Trade","London","120","120","46630","43000"
"In post","2021","Digital, Data & Technology","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","London","85","85","43370","41470"
"In post","2021","Digital, Data & Technology","Department for Transport","Outside London","1095","1070","39160","35550"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","Outside London","60","55","39240","33460"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","London","265","260","46460","41890"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Outside London","95","95","40170","36820"
"In post","2021","Digital, Data & Technology","Food Standards Agency","London","25","25","45780","41360"
"In post","2021","Digital, Data & Technology","Food Standards Agency","Outside London","35","35","43840","37910"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","London","30","30","45450","40650"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Outside London","335","330","40740","38760"
"In post","2021","Digital, Data & Technology","HM Land Registry","London","30","30","44700","41900"
"In post","2021","Digital, Data & Technology","HM Land Registry","Outside London","645","610","37740","38450"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","London","275","265","46820","41760"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Outside London","2420","2325","38450","34620"
"In post","2021","Digital, Data & Technology","HM Treasury","London","60","60","51360","48700"
"In post","2021","Digital, Data & Technology","HM Treasury","Outside London","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","London","25","25","48770","37640"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Outside London","955","930","33640","33290"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Overseas","15","15","33300","33300"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","London","80","75","49940","53130"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Outside London","75","70","38220","36340"
"In post","2021","Digital, Data & Technology","Ministry of Justice","London","605","595","50950","52850"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Outside London","465","455","40510","35820"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","London","90","90","47310","43420"
"In post","2021","Digital, Data & Technology","National Crime Agency","Outside London","165","160","37500","36740"
"In post","2021","Digital, Data & Technology","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office for Standards in Education","London","30","30","49320","42850"
"In post","2021","Digital, Data & Technology","Office for Standards in Education","Outside London","50","50","42590","39460"
"In post","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","London","35","35","56400","51000"
"In post","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","Outside London","20","20","44430","42600"
"In post","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","20","20","44370","40410"
"In post","2021","Digital, Data & Technology","Office of Rail and Road","London","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","London","30","30","52010","55000"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Outside London","105","105","41610","35760"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scottish Government","Outside London","235","235","39080","35720"
"In post","2021","Digital, Data & Technology","The National Archives","London","105","100","40120","39390"
"In post","2021","Digital, Data & Technology","UK Export Finance","London","30","30","55790","52500"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","London","35","35","48240","39070"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Outside London","560","550","40360","36480"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","Outside London","25","25","48000","46850"
"In post","2021","Digital, Data & Technology","Welsh Government","Outside London","10","10","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","London","75","70","43360","33930"
"In post","2021","Finance","Attorney General's Departments","Outside London","75","70","30110","27610"
"In post","2021","Finance","Cabinet Office","London","90","90","46340","41820"
"In post","2021","Finance","Chancellor's other departments","London","40","40","49790","46090"
"In post","2021","Finance","Charity Commission","Outside London","10","5","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","London","15","15","46260","43490"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","London","160","155","51900","53290"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","Outside London","160","150","37340","34170"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","London","70","70","57450","61730"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Education","London","110","105","52200","53760"
"In post","2021","Finance","Department for Education","Outside London","425","415","40910","37100"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","London","65","65","49610","43920"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","Outside London","355","340","41440","37440"
"In post","2021","Finance","Department for International Trade","London","90","90","47250","44030"
"In post","2021","Finance","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","London","120","120","51110","54380"
"In post","2021","Finance","Department for Transport","Outside London","295","280","35220","32120"
"In post","2021","Finance","Department for Work and Pensions","Outside London","25","25","48770","45770"
"In post","2021","Finance","Department of Health and Social Care","London","320","320","42810","40470"
"In post","2021","Finance","Department of Health and Social Care","Outside London","285","275","39470","36820"
"In post","2021","Finance","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","London","10","10","44170","40330"
"In post","2021","Finance","Food Standards Agency","Outside London","40","40","40000","37910"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","London","105","100","50220","44110"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Outside London","190","180","38600","33930"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","London","35","35","49200","44260"
"In post","2021","Finance","HM Land Registry","Outside London","15","15","48140","49110"
"In post","2021","Finance","HM Revenue and Customs","London","315","305","52270","45960"
"In post","2021","Finance","HM Revenue and Customs","Outside London","2170","1920","30100","25560"
"In post","2021","Finance","HM Treasury","London","100","100","51840","52680"
"In post","2021","Finance","HM Treasury","Outside London","15","15","39600","36290"
"In post","2021","Finance","Ministry of Defence","London","205","200","48640","45200"
"In post","2021","Finance","Ministry of Defence","Outside London","1915","1835","37220","33300"
"In post","2021","Finance","Ministry of Defence","Overseas","30","30","34520","33300"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government","London","85","80","54630","53130"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government","Outside London","50","50","44180","40670"
"In post","2021","Finance","Ministry of Justice","London","420","410","45680","40480"
"In post","2021","Finance","Ministry of Justice","Outside London","365","350","38320","34630"
"In post","2021","Finance","National Crime Agency","London","10","10","49450","48900"
"In post","2021","Finance","National Crime Agency","Outside London","40","35","35410","33610"
"In post","2021","Finance","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland Office","Outside London","5","5","[c]","[c]"
"In post","2021","Finance","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office for Standards in Education","Outside London","30","30","41180","32010"
"In post","2021","Finance","Office of Gas and Electricity Markets","London","15","15","53770","46160"
"In post","2021","Finance","Office of Gas and Electricity Markets","Outside London","15","15","46270","42390"
"In post","2021","Finance","Office of Qualifications and Examinations Regulation","Outside London","5","5","[c]","[c]"
"In post","2021","Finance","Office of Rail and Road","London","5","5","[c]","[c]"
"In post","2021","Finance","Other Cabinet Office Agencies","London","5","5","[c]","[c]"
"In post","2021","Finance","Other Cabinet Office Agencies","Outside London","55","55","42440","38210"
"In post","2021","Finance","Scottish Government","Outside London","190","180","34510","33650"
"In post","2021","Finance","The National Archives","London","10","10","44410","43540"
"In post","2021","Finance","UK Export Finance","London","45","45","49110","38920"
"In post","2021","Finance","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","United Kingdom Statistics Authority","Outside London","55","50","35200","29540"
"In post","2021","Finance","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Water Services Regulation Authority","Outside London","10","10","45190","40800"
"In post","2021","Finance","Welsh Government","Outside London","10","10","[c]","[c]"
"In post","2021","Grants Management","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Outside London","1890","1725","25500","21050"
"In post","2021","Grants Management","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","London","110","105","41340","35010"
"In post","2021","Human Resources","Attorney General's Departments","Outside London","105","100","38260","33310"
"In post","2021","Human Resources","Cabinet Office","London","535","515","46890","41080"
"In post","2021","Human Resources","Cabinet Office","Outside London","570","535","32210","32000"
"In post","2021","Human Resources","Cabinet Office","Unknown","20","20","31580","29750"
"In post","2021","Human Resources","Chancellor's other departments","London","15","15","44060","45490"
"In post","2021","Human Resources","Charity Commission","Outside London","10","10","32360","29160"
"In post","2021","Human Resources","Competition and Markets Authority","London","35","35","50820","45980"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","London","125","120","47300","45900"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","280","265","36860","32940"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","London","60","60","49770","37990"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
