"Status","Year","Age","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","20-29","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outside London","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outside London","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outside London","SEO/HEO","Female","140","[c]","32510","31990"
"Leaver CS","2021","20-29","Outside London","SEO/HEO","Male","155","[c]","33350","32210"
"Leaver CS","2021","20-29","Outside London","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outside London","Unknown","Female","95","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outside London","Unknown","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Female","70","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Male","65","[c]","[c]","[c]"
"Leaver CS","2021","30-39","London","AA/AO","Female","65","[c]","23620","24500"
"Leaver CS","2021","30-39","London","AA/AO","Male","80","[c]","[c]","[c]"
"Leaver CS","2021","30-39","London","EO","Female","115","[c]","29060","29530"
"Leaver CS","2021","30-39","London","EO","Male","70","[c]","30180","30470"
"Leaver CS","2021","30-39","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","London","G6/G7","Female","145","[c]","56720","54240"
"Leaver CS","2021","30-39","London","G6/G7","Male","175","[c]","58360","56150"
"Leaver CS","2021","30-39","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","London","SEO/HEO","Female","170","[c]","38270","38280"
"Leaver CS","2021","30-39","London","SEO/HEO","Male","145","[c]","38200","38700"
"Leaver CS","2021","30-39","London","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","London","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","London","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Outside London","AA/AO","Female","785","[c]","20930","21010"
"Leaver CS","2021","30-39","Outside London","AA/AO","Male","720","[c]","22110","21010"
"Leaver CS","2021","30-39","Outside London","EO","Female","335","[c]","26790","27570"
"Leaver CS","2021","30-39","Outside London","EO","Male","285","[c]","27290","27570"
"Leaver CS","2021","30-39","Outside London","G6/G7","Female","60","[c]","56010","55000"
"Leaver CS","2021","30-39","Outside London","G6/G7","Male","80","[c]","54880","52820"
"Leaver CS","2021","30-39","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Outside London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Outside London","SEO/HEO","Female","255","[c]","35970","36510"
"Leaver CS","2021","30-39","Outside London","SEO/HEO","Male","245","[c]","35650","35470"
"Leaver CS","2021","30-39","Outside London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Outside London","Unknown","Female","75","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Outside London","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Overseas","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","Female","45","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","40-49","London","AA/AO","Female","55","[c]","23020","22680"
"Leaver CS","2021","40-49","London","AA/AO","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","40-49","London","EO","Female","75","[c]","29220","30350"
"Leaver CS","2021","40-49","London","EO","Male","40","[c]","29610","30380"
"Leaver CS","2021","40-49","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","London","G6/G7","Female","110","[c]","60680","59870"
"Leaver CS","2021","40-49","London","G6/G7","Male","90","[c]","62090","58400"
"Leaver CS","2021","40-49","London","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","London","SCS level","Female","40","[c]","94660","91190"
"Leaver CS","2021","40-49","London","SCS level","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","40-49","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","London","SEO/HEO","Female","90","[c]","38220","38200"
"Leaver CS","2021","40-49","London","SEO/HEO","Male","60","[c]","38110","37140"
"Leaver CS","2021","40-49","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","London","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","London","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Outside London","AA/AO","Female","685","[c]","20890","21010"
"Leaver CS","2021","40-49","Outside London","AA/AO","Male","565","[c]","21360","21010"
"Leaver CS","2021","40-49","Outside London","EO","Female","350","[c]","27160","27570"
"Leaver CS","2021","40-49","Outside London","EO","Male","235","[c]","27610","27570"
"Leaver CS","2021","40-49","Outside London","G6/G7","Female","90","[c]","58650","54000"
"Leaver CS","2021","40-49","Outside London","G6/G7","Male","100","[c]","59390","55710"
"Leaver CS","2021","40-49","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Outside London","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Outside London","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Outside London","SEO/HEO","Female","265","[c]","36540","36030"
"Leaver CS","2021","40-49","Outside London","SEO/HEO","Male","220","[c]","37270","37770"
"Leaver CS","2021","40-49","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Outside London","Unknown","Female","70","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Outside London","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Overseas","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Unknown","Female","40","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Unknown","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","London","AA/AO","Female","95","[c]","23780","23520"
"Leaver CS","2021","50-59","London","AA/AO","Male","85","[c]","23230","22940"
"Leaver CS","2021","50-59","London","EO","Female","105","[c]","29590","30170"
"Leaver CS","2021","50-59","London","EO","Male","75","[c]","30210","30460"
"Leaver CS","2021","50-59","London","G6/G7","Female","120","[c]","64110","62090"
"Leaver CS","2021","50-59","London","G6/G7","Male","125","[c]","64420","63120"
"Leaver CS","2021","50-59","London","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","London","SCS level","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","London","SCS level","Male","55","[c]","113100","103250"
"Leaver CS","2021","50-59","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","London","SEO/HEO","Female","110","[c]","39140","38820"
"Leaver CS","2021","50-59","London","SEO/HEO","Male","120","[c]","39980","40560"
"Leaver CS","2021","50-59","London","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","London","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","London","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Outside London","AA/AO","Female","1280","[c]","20820","21010"
"Leaver CS","2021","50-59","Outside London","AA/AO","Male","835","[c]","22230","21010"
"Leaver CS","2021","50-59","Outside London","EO","Female","730","[c]","27060","27570"
"Leaver CS","2021","50-59","Outside London","EO","Male","595","[c]","28570","27570"
"Leaver CS","2021","50-59","Outside London","G6/G7","Female","230","[c]","59980","56910"
"Leaver CS","2021","50-59","Outside London","G6/G7","Male","240","[c]","61730","58520"
"Leaver CS","2021","50-59","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Outside London","SCS level","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Outside London","SCS level","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Outside London","SEO/HEO","Female","600","[c]","37030","35960"
"Leaver CS","2021","50-59","Outside London","SEO/HEO","Male","590","[c]","38370","37890"
"Leaver CS","2021","50-59","Outside London","Unknown","Female","75","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Outside London","Unknown","Male","55","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Overseas","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Overseas","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Overseas","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","Female","45","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","Male","55","[c]","40670","34460"
"Leaver CS","2021","60-64","London","AA/AO","Female","65","[c]","23670","23500"
"Leaver CS","2021","60-64","London","AA/AO","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","EO","Female","70","[c]","29230","29500"
"Leaver CS","2021","60-64","London","EO","Male","60","[c]","30530","30740"
"Leaver CS","2021","60-64","London","G6/G7","Female","65","[c]","68590","65000"
"Leaver CS","2021","60-64","London","G6/G7","Male","80","[c]","63390","60880"
"Leaver CS","2021","60-64","London","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","SCS level","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","SCS level","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","SEO/HEO","Female","55","[c]","41070","40990"
"Leaver CS","2021","60-64","London","SEO/HEO","Male","110","[c]","41510","41090"
"Leaver CS","2021","60-64","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Outside London","AA/AO","Female","890","[c]","20740","21010"
"Leaver CS","2021","60-64","Outside London","AA/AO","Male","610","[c]","22240","20860"
"Leaver CS","2021","60-64","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Outside London","EO","Female","540","[c]","27310","27570"
"Leaver CS","2021","60-64","Outside London","EO","Male","450","[c]","28060","27570"
"Leaver CS","2021","60-64","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Outside London","G6/G7","Female","145","[c]","61400","59320"
"Leaver CS","2021","60-64","Outside London","G6/G7","Male","230","[c]","61740","59720"
"Leaver CS","2021","60-64","Outside London","SCS level","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Outside London","SCS level","Male","40","[c]","100320","99210"
"Leaver CS","2021","60-64","Outside London","SEO/HEO","Female","420","[c]","36960","34530"
"Leaver CS","2021","60-64","Outside London","SEO/HEO","Male","535","[c]","38610","37410"
"Leaver CS","2021","60-64","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Outside London","Unknown","Female","65","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Outside London","Unknown","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","Male","45","[c]","42160","36580"
"Leaver CS","2021","65+","London","AA/AO","Female","95","[c]","23160","23500"
"Leaver CS","2021","65+","London","AA/AO","Male","85","[c]","22960","23280"
"Leaver CS","2021","65+","London","EO","Female","55","[c]","29890","29570"
"Leaver CS","2021","65+","London","EO","Male","55","[c]","29280","30280"
"Leaver CS","2021","65+","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","G6/G7","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","SEO/HEO","Male","60","[c]","40380","40590"
"Leaver CS","2021","65+","London","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Outside London","AA/AO","Female","885","[c]","20470","20650"
"Leaver CS","2021","65+","Outside London","AA/AO","Male","690","[c]","20720","20500"
"Leaver CS","2021","65+","Outside London","EO","Female","395","[c]","27070","27570"
"Leaver CS","2021","65+","Outside London","EO","Male","360","[c]","27400","26930"
"Leaver CS","2021","65+","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Outside London","G6/G7","Female","35","[c]","59710","59870"
"Leaver CS","2021","65+","Outside London","G6/G7","Male","105","[c]","63100","60220"
"Leaver CS","2021","65+","Outside London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Outside London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Outside London","SEO/HEO","Female","160","[c]","36400","34490"
"Leaver CS","2021","65+","Outside London","SEO/HEO","Male","350","[c]","38980","36780"
"Leaver CS","2021","65+","Outside London","Unknown","Female","60","[c]","[c]","[c]"
"Leaver CS","2021","65+","Outside London","Unknown","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","65+","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Overseas","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","London","AA/AO","Female","80","[c]","23490","23520"
"Leaver Dept.","2021","20-29","London","AA/AO","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","London","EO","Female","280","[c]","28140","27680"
"Leaver Dept.","2021","20-29","London","EO","Male","220","[c]","28260","27760"
"Leaver Dept.","2021","20-29","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","London","G6/G7","Female","155","[c]","54490","53600"
"Leaver Dept.","2021","20-29","London","G6/G7","Male","130","[c]","53930","53350"
"Leaver Dept.","2021","20-29","London","SEO/HEO","Female","685","[c]","35400","34330"
"Leaver Dept.","2021","20-29","London","SEO/HEO","Male","560","[c]","35320","34000"
"Leaver Dept.","2021","20-29","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","London","Unknown","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","London","Unknown","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Outside London","AA/AO","Female","445","[c]","20680","21010"
"Leaver Dept.","2021","20-29","Outside London","AA/AO","Male","310","[c]","20750","21000"
"Leaver Dept.","2021","20-29","Outside London","EO","Female","240","[c]","25490","26350"
"Leaver Dept.","2021","20-29","Outside London","EO","Male","210","[c]","25230","25640"
"Leaver Dept.","2021","20-29","Outside London","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Outside London","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Outside London","SEO/HEO","Female","180","[c]","31130","30820"
"Leaver Dept.","2021","20-29","Outside London","SEO/HEO","Male","180","[c]","31990","31990"
"Leaver Dept.","2021","20-29","Outside London","Unknown","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Outside London","Unknown","Male","20","[c]","[c]","[c]"
