"Status","Year","Region_ITL1","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Midlands (England)","Derby","Heterosexual / straight","640","575","27020","26470"
"In post","2021","East Midlands (England)","Derby","LGBO","30","30","27610","27160"
"In post","2021","East Midlands (England)","Derby","Undeclared","105","90","27590","21010"
"In post","2021","East Midlands (England)","Derby","Unknown","240","205","24280","21010"
"In post","2021","East Midlands (England)","East Derbyshire","Heterosexual / straight","280","245","26650","27570"
"In post","2021","East Midlands (England)","East Derbyshire","LGBO","20","20","[c]","[c]"
"In post","2021","East Midlands (England)","East Derbyshire","Undeclared","35","30","26510","26120"
"In post","2021","East Midlands (England)","East Derbyshire","Unknown","60","50","27040","27570"
"In post","2021","East Midlands (England)","Leicester","Heterosexual / straight","1620","1475","27340","25560"
"In post","2021","East Midlands (England)","Leicester","LGBO","90","85","28200","27570"
"In post","2021","East Midlands (England)","Leicester","Undeclared","235","210","27090","25560"
"In post","2021","East Midlands (England)","Leicester","Unknown","675","595","25450","22350"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","Heterosexual / straight","1445","1355","29260","26810"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","LGBO","65","65","28220","27380"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","Undeclared","195","180","29130","27380"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","Unknown","320","295","28530","26700"
"In post","2021","East Midlands (England)","Lincolnshire","Heterosexual / straight","2110","1995","27970","26670"
"In post","2021","East Midlands (England)","Lincolnshire","LGBO","80","80","27340","27570"
"In post","2021","East Midlands (England)","Lincolnshire","Undeclared","300","280","29250","26780"
"In post","2021","East Midlands (England)","Lincolnshire","Unknown","340","310","28230","27570"
"In post","2021","East Midlands (England)","North Northamptonshire","Heterosexual / straight","345","305","25840","27570"
"In post","2021","East Midlands (England)","North Northamptonshire","LGBO","20","20","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","Undeclared","40","35","26010","27570"
"In post","2021","East Midlands (England)","North Northamptonshire","Unknown","105","95","24740","22920"
"In post","2021","East Midlands (England)","North Nottinghamshire","Heterosexual / straight","685","650","29380","27570"
"In post","2021","East Midlands (England)","North Nottinghamshire","LGBO","35","35","27840","27570"
"In post","2021","East Midlands (England)","North Nottinghamshire","Undeclared","80","75","30430","27570"
"In post","2021","East Midlands (England)","North Nottinghamshire","Unknown","185","170","26770","27150"
"In post","2021","East Midlands (England)","Nottingham","Heterosexual / straight","4950","4625","32760","28130"
"In post","2021","East Midlands (England)","Nottingham","LGBO","320","310","31210","27570"
"In post","2021","East Midlands (England)","Nottingham","Undeclared","685","630","31720","28200"
"In post","2021","East Midlands (England)","Nottingham","Unknown","1995","1870","29450","26290"
"In post","2021","East Midlands (England)","South and West Derbyshire","Heterosexual / straight","770","705","32620","27570"
"In post","2021","East Midlands (England)","South and West Derbyshire","LGBO","50","50","29750","27880"
"In post","2021","East Midlands (England)","South and West Derbyshire","Undeclared","130","115","37760","31990"
"In post","2021","East Midlands (England)","South and West Derbyshire","Unknown","205","180","31470","27690"
"In post","2021","East Midlands (England)","South Nottinghamshire","Heterosexual / straight","545","515","30800","27570"
"In post","2021","East Midlands (England)","South Nottinghamshire","LGBO","20","20","[c]","[c]"
"In post","2021","East Midlands (England)","South Nottinghamshire","Undeclared","90","80","29400","27570"
"In post","2021","East Midlands (England)","South Nottinghamshire","Unknown","120","110","29480","27570"
"In post","2021","East Midlands (England)","West Northamptonshire","Heterosexual / straight","745","680","26710","24440"
"In post","2021","East Midlands (England)","West Northamptonshire","LGBO","55","50","27060","24920"
"In post","2021","East Midlands (England)","West Northamptonshire","Undeclared","125","110","26880","24440"
"In post","2021","East Midlands (England)","West Northamptonshire","Unknown","180","165","25020","23970"
"In post","2021","East of England","Bedford","Heterosexual / straight","570","540","30600","28500"
"In post","2021","East of England","Bedford","LGBO","35","35","28910","28200"
"In post","2021","East of England","Bedford","Undeclared","80","75","31590","30400"
"In post","2021","East of England","Bedford","Unknown","150","135","28340","27700"
"In post","2021","East of England","Breckland and South Norfolk","Heterosexual / straight","380","365","28770","26830"
"In post","2021","East of England","Breckland and South Norfolk","LGBO","25","25","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","Undeclared","30","25","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","Unknown","95","85","27950","26580"
"In post","2021","East of England","Cambridgeshire CC","Heterosexual / straight","2385","2265","34390","31290"
"In post","2021","East of England","Cambridgeshire CC","LGBO","110","105","29190","27570"
"In post","2021","East of England","Cambridgeshire CC","Undeclared","365","345","34910","33170"
"In post","2021","East of England","Cambridgeshire CC","Unknown","520","485","32490","30450"
"In post","2021","East of England","Central Bedfordshire","Heterosexual / straight","335","325","30150","27570"
"In post","2021","East of England","Central Bedfordshire","LGBO","5","5","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","Undeclared","60","55","32440","30600"
"In post","2021","East of England","Central Bedfordshire","Unknown","30","30","27640","26720"
"In post","2021","East of England","Essex Haven Gateway","Heterosexual / straight","830","785","32330","29290"
"In post","2021","East of England","Essex Haven Gateway","LGBO","35","35","33490","29290"
"In post","2021","East of England","Essex Haven Gateway","Undeclared","135","130","33330","31070"
"In post","2021","East of England","Essex Haven Gateway","Unknown","135","125","30920","29290"
"In post","2021","East of England","Essex Thames Gateway","Heterosexual / straight","625","560","28060","29290"
"In post","2021","East of England","Essex Thames Gateway","LGBO","35","35","26610","25110"
"In post","2021","East of England","Essex Thames Gateway","Undeclared","70","60","26310","25110"
"In post","2021","East of England","Essex Thames Gateway","Unknown","205","180","27080","25110"
"In post","2021","East of England","Heart of Essex","Heterosexual / straight","765","725","32020","29290"
"In post","2021","East of England","Heart of Essex","LGBO","50","50","33010","29810"
"In post","2021","East of England","Heart of Essex","Undeclared","90","80","30900","29290"
"In post","2021","East of England","Heart of Essex","Unknown","210","195","32100","29060"
"In post","2021","East of England","Hertfordshire","Heterosexual / straight","1895","1795","34800","30880"
"In post","2021","East of England","Hertfordshire","LGBO","95","90","33500","30750"
"In post","2021","East of England","Hertfordshire","Undeclared","230","215","34900","31810"
"In post","2021","East of England","Hertfordshire","Unknown","500","460","34900","31810"
"In post","2021","East of England","Luton","Heterosexual / straight","410","360","26310","26790"
"In post","2021","East of England","Luton","LGBO","20","20","[c]","[c]"
"In post","2021","East of England","Luton","Undeclared","50","40","28210","27570"
"In post","2021","East of England","Luton","Unknown","75","70","25040","25730"
"In post","2021","East of England","North and West Norfolk","Heterosexual / straight","725","675","27750","27150"
"In post","2021","East of England","North and West Norfolk","LGBO","25","25","[c]","[c]"
"In post","2021","East of England","North and West Norfolk","Undeclared","70","65","31100","31650"
"In post","2021","East of England","North and West Norfolk","Unknown","105","95","27990","27570"
"In post","2021","East of England","Norwich and East Norfolk","Heterosexual / straight","1220","1120","29310","27570"
"In post","2021","East of England","Norwich and East Norfolk","LGBO","65","60","28400","26300"
"In post","2021","East of England","Norwich and East Norfolk","Undeclared","175","160","30080","27570"
"In post","2021","East of England","Norwich and East Norfolk","Unknown","330","285","30490","27570"
"In post","2021","East of England","Peterborough","Heterosexual / straight","1240","1120","28230","25310"
"In post","2021","East of England","Peterborough","LGBO","45","40","27410","24880"
"In post","2021","East of England","Peterborough","Undeclared","195","175","28350","27030"
"In post","2021","East of England","Peterborough","Unknown","185","165","27860","26700"
"In post","2021","East of England","Southend-on-Sea","Heterosexual / straight","740","670","32680","31080"
"In post","2021","East of England","Southend-on-Sea","LGBO","45","45","29630","29290"
"In post","2021","East of England","Southend-on-Sea","Undeclared","135","120","32290","31810"
"In post","2021","East of England","Southend-on-Sea","Unknown","420","375","31260","29290"
"In post","2021","East of England","Suffolk","Heterosexual / straight","2690","2525","28540","27570"
"In post","2021","East of England","Suffolk","LGBO","120","115","27690","27570"
"In post","2021","East of England","Suffolk","Undeclared","385","365","28190","27570"
"In post","2021","East of England","Suffolk","Unknown","970","900","29490","27570"
"In post","2021","East of England","Thurrock","Heterosexual / straight","255","240","26510","25310"
"In post","2021","East of England","Thurrock","LGBO","10","10","[c]","[c]"
"In post","2021","East of England","Thurrock","Undeclared","50","45","27220","27110"
"In post","2021","East of England","Thurrock","Unknown","45","45","24740","21430"
"In post","2021","East of England","West Essex","Heterosexual / straight","555","490","30200","28590"
"In post","2021","East of England","West Essex","LGBO","20","15","[c]","[c]"
"In post","2021","East of England","West Essex","Undeclared","75","65","29030","27370"
"In post","2021","East of England","West Essex","Unknown","55","50","34830","29290"
"In post","2021","London","Barking & Dagenham and Havering","Heterosexual / straight","400","370","30520","31060"
"In post","2021","London","Barking & Dagenham and Havering","LGBO","15","10","[c]","[c]"
"In post","2021","London","Barking & Dagenham and Havering","Undeclared","50","45","29640","30780"
"In post","2021","London","Barking & Dagenham and Havering","Unknown","135","125","30390","31060"
"In post","2021","London","Barnet","Heterosexual / straight","1135","1075","37760","32330"
"In post","2021","London","Barnet","LGBO","65","65","41100","32650"
"In post","2021","London","Barnet","Undeclared","145","135","41620","33230"
"In post","2021","London","Barnet","Unknown","335","310","46130","40070"
"In post","2021","London","Bexley and Greenwich","Heterosexual / straight","1140","1095","32020","31060"
"In post","2021","London","Bexley and Greenwich","LGBO","65","60","32510","31590"
"In post","2021","London","Bexley and Greenwich","Undeclared","150","140","32750","31590"
"In post","2021","London","Bexley and Greenwich","Unknown","410","390","30800","31060"
"In post","2021","London","Brent","Heterosexual / straight","370","345","31350","31060"
"In post","2021","London","Brent","LGBO","15","15","[c]","[c]"
"In post","2021","London","Brent","Undeclared","80","75","32520","31060"
"In post","2021","London","Brent","Unknown","145","130","31210","30330"
"In post","2021","London","Bromley","Heterosexual / straight","315","285","29270","31060"
"In post","2021","London","Bromley","LGBO","10","10","[c]","[c]"
"In post","2021","London","Bromley","Undeclared","45","45","30480","31060"
"In post","2021","London","Bromley","Unknown","90","80","29210","31060"
"In post","2021","London","Camden and City of London","Heterosexual / straight","2165","2080","38020","32510"
"In post","2021","London","Camden and City of London","LGBO","125","120","38960","36160"
"In post","2021","London","Camden and City of London","Undeclared","410","390","38220","35200"
"In post","2021","London","Camden and City of London","Unknown","935","895","38770","32520"
"In post","2021","London","Croydon","Heterosexual / straight","6860","6505","38670","35070"
"In post","2021","London","Croydon","LGBO","260","255","40690","36160"
"In post","2021","London","Croydon","Undeclared","1060","995","38250","35070"
"In post","2021","London","Croydon","Unknown","1445","1385","36490","32520"
"In post","2021","London","Ealing","Heterosexual / straight","325","310","31410","31060"
"In post","2021","London","Ealing","LGBO","20","15","[c]","[c]"
"In post","2021","London","Ealing","Undeclared","40","40","31970","31060"
"In post","2021","London","Ealing","Unknown","130","120","30760","31060"
"In post","2021","London","Enfield","Heterosexual / straight","220","210","30300","31060"
"In post","2021","London","Enfield","LGBO","10","10","[c]","[c]"
"In post","2021","London","Enfield","Undeclared","40","40","29580","30780"
"In post","2021","London","Enfield","Unknown","85","80","29920","31060"
"In post","2021","London","Hackney and Newham","Heterosexual / straight","1780","1655","35280","31060"
"In post","2021","London","Hackney and Newham","LGBO","105","100","35530","31060"
"In post","2021","London","Hackney and Newham","Undeclared","275","255","34760","31060"
"In post","2021","London","Hackney and Newham","Unknown","890","815","33080","31060"
"In post","2021","London","Haringey and Islington","Heterosexual / straight","875","840","31810","31060"
"In post","2021","London","Haringey and Islington","LGBO","65","65","32780","31060"
"In post","2021","London","Haringey and Islington","Undeclared","115","110","30690","31060"
"In post","2021","London","Haringey and Islington","Unknown","450","425","29610","31060"
"In post","2021","London","Harrow and Hillingdon","Heterosexual / straight","2540","2300","30990","29080"
"In post","2021","London","Harrow and Hillingdon","LGBO","60","55","29660","29080"
"In post","2021","London","Harrow and Hillingdon","Undeclared","475","420","32600","30410"
"In post","2021","London","Harrow and Hillingdon","Unknown","325","305","30820","29570"
"In post","2021","London","Hounslow and Richmond upon Thames","Heterosexual / straight","1865","1770","32390","31060"
"In post","2021","London","Hounslow and Richmond upon Thames","LGBO","125","120","32810","31460"
"In post","2021","London","Hounslow and Richmond upon Thames","Undeclared","285","270","33080","31060"
"In post","2021","London","Hounslow and Richmond upon Thames","Unknown","580","545","33100","31060"
"In post","2021","London","Kensington & Chelsea and Hammersmith & Fulham","Heterosexual / straight","555","540","32620","31060"
"In post","2021","London","Kensington & Chelsea and Hammersmith & Fulham","LGBO","35","35","34620","32680"
"In post","2021","London","Kensington & Chelsea and Hammersmith & Fulham","Undeclared","55","50","34190","31880"
"In post","2021","London","Kensington & Chelsea and Hammersmith & Fulham","Unknown","205","190","32000","31060"
"In post","2021","London","Lambeth","Heterosexual / straight","3000","2845","43460","39840"
"In post","2021","London","Lambeth","LGBO","225","215","40890","36200"
"In post","2021","London","Lambeth","Undeclared","415","385","42570","37480"
"In post","2021","London","Lambeth","Unknown","740","700","45860","40010"
"In post","2021","London","Lewisham and Southwark","Heterosexual / straight","960","925","33120","31060"
"In post","2021","London","Lewisham and Southwark","LGBO","70","70","32370","31060"
"In post","2021","London","Lewisham and Southwark","Undeclared","135","130","35390","31060"
"In post","2021","London","Lewisham and Southwark","Unknown","220","200","36500","31880"
"In post","2021","London","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","455","430","31650","31060"
"In post","2021","London","Merton, Kingston upon Thames and Sutton","LGBO","25","25","[c]","[c]"
"In post","2021","London","Merton, Kingston upon Thames and Sutton","Undeclared","55","55","32800","31060"
"In post","2021","London","Merton, Kingston upon Thames and Sutton","Unknown","125","115","28930","30700"
"In post","2021","London","Redbridge and Waltham Forest","Heterosexual / straight","635","590","29400","31060"
"In post","2021","London","Redbridge and Waltham Forest","LGBO","30","30","30130","31060"
"In post","2021","London","Redbridge and Waltham Forest","Undeclared","95","80","28180","30200"
"In post","2021","London","Redbridge and Waltham Forest","Unknown","305","270","28280","30220"
"In post","2021","London","Tower Hamlets","Heterosexual / straight","4260","4125","48400","42260"
"In post","2021","London","Tower Hamlets","LGBO","325","320","49430","47180"
"In post","2021","London","Tower Hamlets","Undeclared","575","555","49470","46950"
"In post","2021","London","Tower Hamlets","Unknown","1720","1650","47730","41760"
"In post","2021","London","Wandsworth","Heterosexual / straight","565","545","33010","33260"
"In post","2021","London","Wandsworth","LGBO","45","45","33500","33260"
"In post","2021","London","Wandsworth","Undeclared","65","60","32820","31060"
"In post","2021","London","Wandsworth","Unknown","280","265","29730","30220"
"In post","2021","London","Westminster","Heterosexual / straight","35890","34905","48500","44480"
"In post","2021","London","Westminster","LGBO","3410","3365","47770","44030"
"In post","2021","London","Westminster","Undeclared","4460","4350","48170","44910"
"In post","2021","London","Westminster","Unknown","11940","11650","46830","40650"
"In post","2021","North East (England)","Darlington","Heterosexual / straight","775","735","35640","31990"
"In post","2021","North East (England)","Darlington","LGBO","35","35","35590","35000"
"In post","2021","North East (England)","Darlington","Undeclared","60","55","36110","30800"
"In post","2021","North East (England)","Darlington","Unknown","105","100","35710","30200"
"In post","2021","North East (England)","Durham CC","Heterosexual / straight","3760","3375","27140","25310"
"In post","2021","North East (England)","Durham CC","LGBO","170","165","27810","25310"
"In post","2021","North East (England)","Durham CC","Undeclared","425","380","28130","26330"
"In post","2021","North East (England)","Durham CC","Unknown","1240","1110","26180","24500"
"In post","2021","North East (England)","Hartlepool and Stockton-on-Tees","Heterosexual / straight","1050","965","27410","27570"
"In post","2021","North East (England)","Hartlepool and Stockton-on-Tees","LGBO","60","55","26850","27570"
"In post","2021","North East (England)","Hartlepool and Stockton-on-Tees","Undeclared","120","110","28580","27570"
"In post","2021","North East (England)","Hartlepool and Stockton-on-Tees","Unknown","315","280","26250","26300"
"In post","2021","North East (England)","Northumberland","Heterosexual / straight","295","265","28420","27570"
"In post","2021","North East (England)","Northumberland","LGBO","10","10","[c]","[c]"
"In post","2021","North East (England)","Northumberland","Undeclared","45","40","28730","27570"
"In post","2021","North East (England)","Northumberland","Unknown","45","40","27310","27570"
"In post","2021","North East (England)","South Teesside","Heterosexual / straight","765","690","26540","25240"
"In post","2021","North East (England)","South Teesside","LGBO","30","30","25950","21010"
"In post","2021","North East (England)","South Teesside","Undeclared","105","95","26170","25810"
"In post","2021","North East (England)","South Teesside","Unknown","225","195","26140","26120"
"In post","2021","North East (England)","Sunderland","Heterosexual / straight","2900","2460","25620","21440"
"In post","2021","North East (England)","Sunderland","LGBO","95","90","24650","21420"
"In post","2021","North East (England)","Sunderland","Undeclared","330","270","24710","21440"
"In post","2021","North East (England)","Sunderland","Unknown","1105","935","23790","21400"
"In post","2021","North East (England)","Tyneside","Heterosexual / straight","10085","9245","30130","27370"
"In post","2021","North East (England)","Tyneside","LGBO","595","570","28880","25560"
"In post","2021","North East (England)","Tyneside","Undeclared","1070","980","29990","26780"
"In post","2021","North East (England)","Tyneside","Unknown","4795","4230","26980","21440"
"In post","2021","North West (England)","Blackburn with Darwen","Heterosexual / straight","345","310","27080","27570"
"In post","2021","North West (England)","Blackburn with Darwen","LGBO","5","5","[c]","[c]"
"In post","2021","North West (England)","Blackburn with Darwen","Undeclared","30","30","27220","27570"
"In post","2021","North West (England)","Blackburn with Darwen","Unknown","110","95","25590","27570"
"In post","2021","North West (England)","Blackpool","Heterosexual / straight","3280","3010","29170","27570"
"In post","2021","North West (England)","Blackpool","LGBO","185","180","26770","27570"
"In post","2021","North West (England)","Blackpool","Undeclared","375","340","29340","27570"
"In post","2021","North West (England)","Blackpool","Unknown","1300","1170","29000","27570"
"In post","2021","North West (England)","Cheshire East","Heterosexual / straight","440","410","31250","27570"
"In post","2021","North West (England)","Cheshire East","LGBO","45","45","29730","27150"
"In post","2021","North West (England)","Cheshire East","Undeclared","80","75","30470","28690"
"In post","2021","North West (England)","Cheshire East","Unknown","190","175","27160","25350"
"In post","2021","North West (England)","Cheshire West and Chester","Heterosexual / straight","335","310","25690","26120"
"In post","2021","North West (England)","Cheshire West and Chester","LGBO","30","30","26570","27570"
"In post","2021","North West (England)","Cheshire West and Chester","Undeclared","45","40","26330","25580"
"In post","2021","North West (England)","Cheshire West and Chester","Unknown","45","40","28510","27570"
"In post","2021","North West (England)","Chorley and West Lancashire","Heterosexual / straight","865","800","29990","27570"
"In post","2021","North West (England)","Chorley and West Lancashire","LGBO","45","45","29340","26810"
"In post","2021","North West (England)","Chorley and West Lancashire","Undeclared","80","75","30430","27570"
"In post","2021","North West (England)","Chorley and West Lancashire","Unknown","340","310","28820","27470"
"In post","2021","North West (England)","East Cumbria","Heterosexual / straight","655","595","27390","24920"
"In post","2021","North West (England)","East Cumbria","LGBO","30","30","27170","21720"
"In post","2021","North West (England)","East Cumbria","Undeclared","90","80","28240","23970"
"In post","2021","North West (England)","East Cumbria","Unknown","165","150","28290","25190"
"In post","2021","North West (England)","East Lancashire","Heterosexual / straight","330","295","25910","27570"
"In post","2021","North West (England)","East Lancashire","LGBO","15","10","[c]","[c]"
"In post","2021","North West (England)","East Lancashire","Undeclared","35","30","25870","23900"
"In post","2021","North West (England)","East Lancashire","Unknown","105","90","25120","26720"
"In post","2021","North West (England)","East Merseyside","Heterosexual / straight","690","615","27940","27570"
"In post","2021","North West (England)","East Merseyside","LGBO","25","25","[c]","[c]"
"In post","2021","North West (England)","East Merseyside","Undeclared","80","70","27310","26780"
"In post","2021","North West (England)","East Merseyside","Unknown","245","215","26430","27570"
"In post","2021","North West (England)","Greater Manchester North East","Heterosexual / straight","795","750","28130","27570"
"In post","2021","North West (England)","Greater Manchester North East","LGBO","45","45","28640","27570"
"In post","2021","North West (England)","Greater Manchester North East","Undeclared","115","105","27140","27570"
"In post","2021","North West (England)","Greater Manchester North East","Unknown","250","220","25990","27570"
"In post","2021","North West (England)","Greater Manchester North West","Heterosexual / straight","1285","1165","25780","24920"
"In post","2021","North West (England)","Greater Manchester North West","LGBO","65","60","24710","22850"
"In post","2021","North West (England)","Greater Manchester North West","Undeclared","145","130","24410","23240"
"In post","2021","North West (England)","Greater Manchester North West","Unknown","485","425","24420","21280"
"In post","2021","North West (England)","Greater Manchester South East","Heterosexual / straight","935","860","25880","22920"
"In post","2021","North West (England)","Greater Manchester South East","LGBO","60","55","24830","21580"
"In post","2021","North West (England)","Greater Manchester South East","Undeclared","135","125","26030","23840"
"In post","2021","North West (England)","Greater Manchester South East","Unknown","260","235","24710","21010"
"In post","2021","North West (England)","Greater Manchester South West","Heterosexual / straight","3530","3330","31510","27570"
"In post","2021","North West (England)","Greater Manchester South West","LGBO","300","290","29580","25560"
"In post","2021","North West (England)","Greater Manchester South West","Undeclared","440","410","31540","28130"
"In post","2021","North West (England)","Greater Manchester South West","Unknown","1880","1760","28460","25560"
"In post","2021","North West (England)","Lancaster and Wyre","Heterosexual / straight","765","715","28810","26670"
"In post","2021","North West (England)","Lancaster and Wyre","LGBO","45","40","27550","26500"
"In post","2021","North West (England)","Lancaster and Wyre","Undeclared","70","60","30630","26930"
"In post","2021","North West (England)","Lancaster and Wyre","Unknown","175","165","26910","27570"
"In post","2021","North West (England)","Liverpool","Heterosexual / straight","7490","6925","29010","25260"
"In post","2021","North West (England)","Liverpool","LGBO","360","345","28310","25040"
"In post","2021","North West (England)","Liverpool","Undeclared","740","680","28970","25310"
"In post","2021","North West (England)","Liverpool","Unknown","1645","1500","29660","25560"
"In post","2021","North West (England)","Manchester","Heterosexual / straight","5950","5655","34360","30200"
"In post","2021","North West (England)","Manchester","LGBO","510","500","33130","29270"
"In post","2021","North West (England)","Manchester","Undeclared","760","710","33370","29500"
"In post","2021","North West (England)","Manchester","Unknown","1770","1665","32200","28130"
"In post","2021","North West (England)","Mid Lancashire","Heterosexual / straight","3565","3225","28330","25560"
"In post","2021","North West (England)","Mid Lancashire","LGBO","165","155","27420","25560"
"In post","2021","North West (England)","Mid Lancashire","Undeclared","495","435","27150","25560"
"In post","2021","North West (England)","Mid Lancashire","Unknown","1380","1215","25310","21440"
"In post","2021","North West (England)","Sefton","Heterosexual / straight","3895","3580","30030","26700"
"In post","2021","North West (England)","Sefton","LGBO","155","150","29670","26370"
"In post","2021","North West (England)","Sefton","Undeclared","435","385","30910","27570"
"In post","2021","North West (England)","Sefton","Unknown","1575","1395","25950","21440"
"In post","2021","North West (England)","Warrington","Heterosexual / straight","1930","1845","32960","30640"
"In post","2021","North West (England)","Warrington","LGBO","110","110","32150","30640"
"In post","2021","North West (England)","Warrington","Undeclared","195","185","32860","31650"
"In post","2021","North West (England)","Warrington","Unknown","455","420","30610","28860"
"In post","2021","North West (England)","West Cumbria","Heterosexual / straight","640","590","30070","27570"
"In post","2021","North West (England)","West Cumbria","LGBO","35","35","28940","27550"
"In post","2021","North West (England)","West Cumbria","Undeclared","85","75","32600","27940"
"In post","2021","North West (England)","West Cumbria","Unknown","440","395","24790","21050"
"In post","2021","North West (England)","Wirral","Heterosexual / straight","1255","1095","26870","27130"
"In post","2021","North West (England)","Wirral","LGBO","55","50","25780","22640"
"In post","2021","North West (England)","Wirral","Undeclared","185","160","27010","27130"
"In post","2021","North West (England)","Wirral","Unknown","650","560","24830","22350"
"In post","2021","Northern Ireland","Antrim and Newtownabbey","Heterosexual / straight","160","155","23590","20310"
"In post","2021","Northern Ireland","Antrim and Newtownabbey","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Antrim and Newtownabbey","Undeclared","10","10","[c]","[c]"
"In post","2021","Northern Ireland","Antrim and Newtownabbey","Unknown","35","35","29730","27680"
"In post","2021","Northern Ireland","Ards and North Down","Heterosexual / straight","185","175","26280","21080"
"In post","2021","Northern Ireland","Ards and North Down","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Ards and North Down","Undeclared","15","15","[c]","[c]"
"In post","2021","Northern Ireland","Ards and North Down","Unknown","20","20","[c]","[c]"
"In post","2021","Northern Ireland","Armagh City, Banbridge and Craigavon","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Northern Ireland","Armagh City, Banbridge and Craigavon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Belfast","Heterosexual / straight","1800","1675","30090","26550"
"In post","2021","Northern Ireland","Belfast","LGBO","85","80","26730","25560"
"In post","2021","Northern Ireland","Belfast","Undeclared","155","145","29090","25560"
"In post","2021","Northern Ireland","Belfast","Unknown","775","725","26320","24690"
"In post","2021","Northern Ireland","Causeway Coast and Glens","Heterosexual / straight","55","55","20870","20310"
"In post","2021","Northern Ireland","Causeway Coast and Glens","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Causeway Coast and Glens","Undeclared","5","5","[c]","[c]"
"In post","2021","Northern Ireland","Causeway Coast and Glens","Unknown","10","10","[c]","[c]"
"In post","2021","Northern Ireland","Derry City and Strabane","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Northern Ireland","Derry City and Strabane","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Fermanagh and Omagh","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Northern Ireland","Fermanagh and Omagh","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Fermanagh and Omagh","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Fermanagh and Omagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Lisburn and Castlereagh","Heterosexual / straight","340","325","27420","24890"
"In post","2021","Northern Ireland","Lisburn and Castlereagh","LGBO","10","10","[c]","[c]"
"In post","2021","Northern Ireland","Lisburn and Castlereagh","Undeclared","35","35","28890","26890"
"In post","2021","Northern Ireland","Lisburn and Castlereagh","Unknown","15","15","[c]","[c]"
"In post","2021","Northern Ireland","Mid and East Antrim","Heterosexual / straight","[c]","[c]","[c]","[c]"
