"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","G6/G7","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","G6/G7","G6","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","G6/G7","G7","Female","45","[c]","53680","53000"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","G6/G7","G7","Male","85","[c]","55790","56000"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","Female","130","[c]","33000","31990"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","Male","120","[c]","33630","31990"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","SEO/HEO","SEO","Female","70","[c]","38100","38000"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","SEO/HEO","SEO","Male","75","[c]","38730","38880"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","AA/AO","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","AA/AO","AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","EO","EO","Female","140","[c]","26620","27270"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","EO","EO","Male","75","[c]","26430","27270"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","G6/G7","G6","Female","45","[c]","65460","66230"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","G6/G7","G6","Male","35","[c]","66410","66230"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","G6/G7","G7","Female","90","[c]","51990","53360"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","G6/G7","G7","Male","80","[c]","52430","53360"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SCS level","SCS level","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SCS level","SCS level","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","HEO","Female","265","[c]","31830","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","HEO","Male","155","[c]","31890","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","SEO","Female","100","[c]","39530","40650"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","SEO","Male","70","[c]","39750","40650"
"New entrant CS","2021","Disclosure Scotland","AA/AO","AA","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","AA/AO","AA","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","EO","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","EO","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","AA/AO","AA","Female","90","[c]","18140","18060"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","AA/AO","AA","Male","55","[c]","19140","18060"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","AA/AO","AO","Female","65","[c]","21590","21590"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","AA/AO","AO","Male","55","[c]","21590","21590"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","EO","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","EO","EO","Male","30","[c]","26460","26130"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","AA/AO","AO","Female","40","[c]","21880","21590"
"New entrant CS","2021","Driver and Vehicle Standards Agency","AA/AO","AO","Male","80","[c]","25150","26580"
"New entrant CS","2021","Driver and Vehicle Standards Agency","EO","EO","Female","30","[c]","24990","26130"
"New entrant CS","2021","Driver and Vehicle Standards Agency","EO","EO","Male","50","[c]","26980","26130"
"New entrant CS","2021","Driver and Vehicle Standards Agency","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","G6/G7","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","SEO/HEO","HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","SEO/HEO","SEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","EO","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","EO","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","G6/G7","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","G6/G7","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","SEO/HEO","HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","SEO/HEO","SEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","EO","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","EO","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","EO","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","G6/G7","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SEO/HEO","HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SEO/HEO","HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SEO/HEO","SEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","AA/AO","AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","EO","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","EO","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","AA/AO","AA","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","AA/AO","AA","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","AA/AO","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","AA/AO","AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","EO","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","EO","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","AA/AO","AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","EO","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","G6/G7","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","AA/AO","AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","EO","EO","Female","55","[c]","27680","26950"
"New entrant CS","2021","Government Legal Department","EO","EO","Male","35","[c]","27860","26950"
"New entrant CS","2021","Government Legal Department","G6/G7","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","G6/G7","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","G6/G7","G7","Female","50","[c]","51470","50500"
"New entrant CS","2021","Government Legal Department","G6/G7","G7","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","SEO/HEO","HEO","Female","40","[c]","42950","43920"
"New entrant CS","2021","Government Legal Department","SEO/HEO","HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","EO","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","G6/G7","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","AA/AO","AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","AA/AO","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","EO","EO","Female","40","[c]","26520","26370"
"New entrant CS","2021","Health and Safety Executive","EO","EO","Male","35","[c]","26450","26370"
"New entrant CS","2021","Health and Safety Executive","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","SEO/HEO","HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","SEO/HEO","HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","SEO/HEO","SEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","AA/AO","AA","Female","225","[c]","17250","16840"
"New entrant CS","2021","HM Courts and Tribunals Service","AA/AO","AA","Male","140","[c]","17390","16840"
"New entrant CS","2021","HM Courts and Tribunals Service","AA/AO","AO","Female","845","[c]","20300","19930"
"New entrant CS","2021","HM Courts and Tribunals Service","AA/AO","AO","Male","445","[c]","20400","19930"
"New entrant CS","2021","HM Courts and Tribunals Service","EO","EO","Female","135","[c]","23770","23110"
"New entrant CS","2021","HM Courts and Tribunals Service","EO","EO","Male","65","[c]","23360","22570"
"New entrant CS","2021","HM Courts and Tribunals Service","G6/G7","G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","G6/G7","G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","SEO/HEO","HEO","Female","140","[c]","27290","26550"
"New entrant CS","2021","HM Courts and Tribunals Service","SEO/HEO","HEO","Male","80","[c]","27970","27580"
"New entrant CS","2021","HM Courts and Tribunals Service","SEO/HEO","SEO","Female","45","[c]","35270","35160"
"New entrant CS","2021","HM Courts and Tribunals Service","SEO/HEO","SEO","Male","40","[c]","35090","32540"
"New entrant CS","2021","HM Land Registry","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","AA/AO","AA","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","AA/AO","AO","Female","325","[c]","22470","22350"
"New entrant CS","2021","HM Land Registry","AA/AO","AO","Male","220","[c]","22610","22350"
"New entrant CS","2021","HM Land Registry","EO","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","EO","EO","Male","30","[c]","27740","27130"
"New entrant CS","2021","HM Land Registry","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","G6/G7","G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","G6/G7","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","SEO/HEO","HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","SEO/HEO","HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","SEO/HEO","SEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","AA/AO","AA","Female","680","[c]","20920","20600"
"New entrant CS","2021","HM Prison and Probation Service","AA/AO","AA","Male","515","[c]","20930","20600"
"New entrant CS","2021","HM Prison and Probation Service","AA/AO","AO","Female","1175","[c]","24320","22850"
"New entrant CS","2021","HM Prison and Probation Service","AA/AO","AO","Male","1595","[c]","25140","24120"
"New entrant CS","2021","HM Prison and Probation Service","EO","EO","Female","105","[c]","25320","24620"
"New entrant CS","2021","HM Prison and Probation Service","EO","EO","Male","55","[c]","26420","24620"
"New entrant CS","2021","HM Prison and Probation Service","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","SEO/HEO","HEO","Female","80","[c]","29590","27700"
"New entrant CS","2021","HM Prison and Probation Service","SEO/HEO","HEO","Male","40","[c]","30900","31920"
"New entrant CS","2021","HM Prison and Probation Service","SEO/HEO","SEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","SEO/HEO","SEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Unknown","Unknown","Female","1125","[c]","22840","22920"
"New entrant CS","2021","HM Prison and Probation Service","Unknown","Unknown","Male","315","[c]","23210","22920"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","AA/AO","AO","Female","1530","[c]","20270","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","AA/AO","AO","Male","1390","[c]","20260","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","EO","EO","Female","450","[c]","25710","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","EO","EO","Male","595","[c]","25720","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","G6/G7","G6","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","G6/G7","G6","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","G6/G7","G7","Female","35","[c]","54940","52580"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","G6/G7","G7","Male","50","[c]","53390","52580"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","SEO/HEO","HEO","Female","260","[c]","32630","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","SEO/HEO","HEO","Male","320","[c]","32850","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","SEO/HEO","SEO","Female","60","[c]","39110","38630"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","SEO/HEO","SEO","Male","60","[c]","38690","38630"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","Female","215","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","Male","110","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","AA/AO","AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","AA/AO","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","EO","EO","Female","50","[c]","25630","24300"
"New entrant CS","2021","HM Treasury (excl. agencies)","EO","EO","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","G6/G7","G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","G6/G7","G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","SEO/HEO","HEO","Female","115","[c]","31410","32320"
"New entrant CS","2021","HM Treasury (excl. agencies)","SEO/HEO","HEO","Male","125","[c]","31270","32320"
"New entrant CS","2021","Home Office (incl. agencies)","AA/AO","AA","Female","30","[c]","20610","22210"
"New entrant CS","2021","Home Office (incl. agencies)","AA/AO","AA","Male","30","[c]","20250","22210"
"New entrant CS","2021","Home Office (incl. agencies)","AA/AO","AO","Female","265","[c]","21970","21430"
"New entrant CS","2021","Home Office (incl. agencies)","AA/AO","AO","Male","270","[c]","21880","21430"
