"Status","Year","Function_of_post","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Overseas","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Land Registry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Land Registry","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Treasury","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Outside London","AA/AO","15","[c]","20890","21130"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Outside London","EO","180","[c]","21700","20860"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Outside London","G6/G7","65","[c]","55600","54540"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Outside London","SCS level","15","[c]","90720","82780"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Outside London","SEO/HEO","320","[c]","36180","35970"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Outside London","Unknown","40","[c]","42060","39860"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","London","SEO/HEO","10","[c]","32230","30890"
"Leaver CS","2021","Project Delivery","Ministry of Justice","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","National Crime Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","National Crime Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office for Standards in Education","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office of Gas and Electricity Markets","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office of Gas and Electricity Markets","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Government","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Government","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Government","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Government","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","United Kingdom Statistics Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","United Kingdom Statistics Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","United Kingdom Statistics Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Water Services Regulation Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Chancellor's other departments","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Competition and Markets Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Competition and Markets Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Digital, Culture, Media and Sport","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Transport","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Transport","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department of Health and Social Care","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department of Health and Social Care","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Land Registry","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Revenue and Customs","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Revenue and Customs","London","EO","20","[c]","27340","28720"
"Leaver CS","2021","Property","HM Revenue and Customs","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Revenue and Customs","London","SEO/HEO","15","[c]","45360","47340"
"Leaver CS","2021","Property","HM Revenue and Customs","Outside London","AA/AO","60","[c]","20440","20170"
"Leaver CS","2021","Property","HM Revenue and Customs","Outside London","EO","95","[c]","25530","25500"
"Leaver CS","2021","Property","HM Revenue and Customs","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Revenue and Customs","Outside London","SEO/HEO","55","[c]","39390","42000"
"Leaver CS","2021","Property","Ministry of Defence","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","Outside London","AA/AO","55","[c]","18230","18260"
"Leaver CS","2021","Property","Ministry of Defence","Outside London","EO","15","[c]","26550","26930"
"Leaver CS","2021","Property","Ministry of Defence","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","Outside London","SEO/HEO","55","[c]","36290","35480"
"Leaver CS","2021","Property","Ministry of Defence","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Northern Ireland Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office for Standards in Education","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office of Gas and Electricity Markets","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office of Rail and Road","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scottish Government","Outside London","AA/AO","40","[c]","24940","26530"
"Leaver CS","2021","Property","Scottish Government","Outside London","EO","15","[c]","31550","30160"
"Leaver CS","2021","Property","Scottish Government","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scottish Government","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","United Kingdom Statistics Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cabinet Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cabinet Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cabinet Office","Outside London","AA/AO","15","[c]","20110","20370"
"Leaver CS","2021","Security","Cabinet Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cabinet Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cabinet Office","Outside London","SEO/HEO","15","[c]","33530","33300"
"Leaver CS","2021","Security","Cabinet Office","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cabinet Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Chancellor's other departments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Chancellor's other departments","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Competition and Markets Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for International Trade","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for Transport","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Defence","London","AA/AO","20","[c]","27770","22650"
"Leaver CS","2021","Security","Ministry of Defence","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Defence","Outside London","AA/AO","270","[c]","27900","24610"
"Leaver CS","2021","Security","Ministry of Defence","Outside London","EO","35","[c]","32700","29960"
"Leaver CS","2021","Security","Ministry of Defence","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Defence","Outside London","SEO/HEO","15","[c]","43940","40580"
"Leaver CS","2021","Security","Ministry of Defence","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Defence","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Justice","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Justice","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Justice","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Justice","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Justice","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","National Crime Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","United Kingdom Statistics Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Outside London","SEO/HEO","10","[c]","36710","37910"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","London","EO","30","[c]","26830","28500"
"Leaver CS","2021","Unknown","Department for Education","London","G6/G7","50","[c]","58690","54400"
"Leaver CS","2021","Unknown","Department for Education","London","SCS level","15","[c]","83300","76500"
"Leaver CS","2021","Unknown","Department for Education","London","SEO/HEO","50","[c]","38330","37620"
"Leaver CS","2021","Unknown","Department for Education","Outside London","AA/AO","15","[c]","21000","21000"
"Leaver CS","2021","Unknown","Department for Education","Outside London","EO","30","[c]","25140","25000"
"Leaver CS","2021","Unknown","Department for Education","Outside London","G6/G7","55","[c]","56080","52860"
"Leaver CS","2021","Unknown","Department for Education","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Outside London","SEO/HEO","90","[c]","36080","36780"
"Leaver CS","2021","Unknown","Department for Education","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","London","EO","10","[c]","25860","29640"
"Leaver CS","2021","Unknown","Department for Transport","London","G6/G7","25","[c]","61130","58370"
"Leaver CS","2021","Unknown","Department for Transport","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","London","SEO/HEO","45","[c]","32410","34700"
"Leaver CS","2021","Unknown","Department for Transport","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","London","AA/AO","130","[c]","24800","25110"
"Leaver CS","2021","Unknown","Department for Work and Pensions","London","EO","290","[c]","30980","31060"
"Leaver CS","2021","Unknown","Department for Work and Pensions","London","G6/G7","25","[c]","63620","62840"
"Leaver CS","2021","Unknown","Department for Work and Pensions","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","London","SEO/HEO","40","[c]","37220","38980"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Outside London","AA/AO","1905","[c]","20960","21010"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Outside London","EO","1550","[c]","27520","27570"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Outside London","G6/G7","95","[c]","56790","56050"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Outside London","SEO/HEO","295","[c]","35040","34290"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Unknown","AA/AO","25","[c]","21610","21010"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Unknown","EO","20","[c]","28200","27570"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","London","EO","35","[c]","27090","27270"
"Leaver CS","2021","Unknown","Department of Health and Social Care","London","G6/G7","50","[c]","61300","62540"
"Leaver CS","2021","Unknown","Department of Health and Social Care","London","SCS level","25","[c]","84470","83640"
"Leaver CS","2021","Unknown","Department of Health and Social Care","London","SEO/HEO","55","[c]","38380","40010"
"Leaver CS","2021","Unknown","Department of Health and Social Care","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Outside London","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Outside London","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Outside London","SEO/HEO","25","[c]","36810","37690"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","London","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","London","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","London","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Overseas","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Overseas","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","London","AA/AO","165","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","London","EO","130","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","London","G6/G7","100","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","London","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","London","SEO/HEO","185","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Outside London","AA/AO","2280","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Outside London","EO","1040","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Outside London","G6/G7","235","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Outside London","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Outside London","SEO/HEO","925","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Unknown","Unknown","325","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","London","AA/AO","115","[c]","23620","25120"
"Leaver CS","2021","Unknown","Home Office","London","EO","190","[c]","28920","28670"
"Leaver CS","2021","Unknown","Home Office","London","G6/G7","85","[c]","62650","60880"
"Leaver CS","2021","Unknown","Home Office","London","SCS level","15","[c]","96100","82920"
"Leaver CS","2021","Unknown","Home Office","London","SEO/HEO","185","[c]","39250","38900"
"Leaver CS","2021","Unknown","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Outside London","AA/AO","335","[c]","20750","21010"
"Leaver CS","2021","Unknown","Home Office","Outside London","EO","295","[c]","25700","25080"
"Leaver CS","2021","Unknown","Home Office","Outside London","G6/G7","15","[c]","57710","56390"
"Leaver CS","2021","Unknown","Home Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Outside London","SEO/HEO","85","[c]","34060","32860"
"Leaver CS","2021","Unknown","Home Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Overseas","EO","[c]","[c]","[c]","[c]"
