"Status","Year","Function_of_post","Region_ITL1","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Project Delivery","London","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","London","Outer London - West and North West","SEO","10","10","44870","44610"
"In post","2021","Project Delivery","North East (England)","Northumberland and Tyne and Wear","AO","15","15","20950","21400"
"In post","2021","Project Delivery","North East (England)","Northumberland and Tyne and Wear","EO","135","115","25940","25560"
"In post","2021","Project Delivery","North East (England)","Northumberland and Tyne and Wear","G6","75","75","61580","64670"
"In post","2021","Project Delivery","North East (England)","Northumberland and Tyne and Wear","G7","245","235","50110","52580"
"In post","2021","Project Delivery","North East (England)","Northumberland and Tyne and Wear","HEO","250","230","31510","31810"
"In post","2021","Project Delivery","North East (England)","Northumberland and Tyne and Wear","SCS level","15","15","81670","76330"
"In post","2021","Project Delivery","North East (England)","Northumberland and Tyne and Wear","SEO","340","325","37980","38630"
"In post","2021","Project Delivery","North East (England)","Tees Valley and Durham","EO","10","10","25730","26000"
"In post","2021","Project Delivery","North East (England)","Tees Valley and Durham","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North East (England)","Tees Valley and Durham","G7","10","10","[c]","[c]"
"In post","2021","Project Delivery","North East (England)","Tees Valley and Durham","HEO","15","15","30220","31100"
"In post","2021","Project Delivery","North East (England)","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North East (England)","Tees Valley and Durham","SEO","15","15","38250","38550"
"In post","2021","Project Delivery","North West (England)","Cheshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North West (England)","Cheshire","EO","10","10","27930","27540"
"In post","2021","Project Delivery","North West (England)","Cheshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North West (England)","Cheshire","G7","5","5","[c]","[c]"
"In post","2021","Project Delivery","North West (England)","Cheshire","HEO","20","20","34570","33300"
"In post","2021","Project Delivery","North West (England)","Cheshire","SEO","10","10","42390","43230"
"In post","2021","Project Delivery","North West (England)","Cumbria","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North West (England)","Cumbria","EO","80","80","21780","20730"
"In post","2021","Project Delivery","North West (England)","Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North West (England)","Cumbria","G7","10","10","[c]","[c]"
"In post","2021","Project Delivery","North West (England)","Cumbria","HEO","30","30","30220","30210"
"In post","2021","Project Delivery","North West (England)","Cumbria","SEO","25","25","37800","37230"
"In post","2021","Project Delivery","North West (England)","Cumbria","Unknown","125","125","43530","41610"
"In post","2021","Project Delivery","North West (England)","Greater Manchester","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North West (England)","Greater Manchester","EO","75","70","25930","25940"
"In post","2021","Project Delivery","North West (England)","Greater Manchester","G6","50","50","64250","64670"
"In post","2021","Project Delivery","North West (England)","Greater Manchester","G7","130","125","51190","52580"
"In post","2021","Project Delivery","North West (England)","Greater Manchester","HEO","140","135","31940","31810"
"In post","2021","Project Delivery","North West (England)","Greater Manchester","SCS level","15","15","77430","74650"
"In post","2021","Project Delivery","North West (England)","Greater Manchester","SEO","155","150","38760","38630"
"In post","2021","Project Delivery","North West (England)","Lancashire","AA","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North West (England)","Lancashire","AO","35","30","21170","21050"
"In post","2021","Project Delivery","North West (England)","Lancashire","EO","80","70","26000","25560"
"In post","2021","Project Delivery","North West (England)","Lancashire","G6","20","20","61470","64670"
"In post","2021","Project Delivery","North West (England)","Lancashire","G7","70","70","51440","52580"
"In post","2021","Project Delivery","North West (England)","Lancashire","HEO","120","110","32320","31810"
"In post","2021","Project Delivery","North West (England)","Lancashire","SCS level","10","10","76590","71400"
"In post","2021","Project Delivery","North West (England)","Lancashire","SEO","115","115","38540","38630"
"In post","2021","Project Delivery","North West (England)","Merseyside","AO","25","20","21540","22160"
"In post","2021","Project Delivery","North West (England)","Merseyside","EO","90","80","25940","25560"
"In post","2021","Project Delivery","North West (England)","Merseyside","G6","50","50","62740","64670"
"In post","2021","Project Delivery","North West (England)","Merseyside","G7","125","120","50390","52580"
"In post","2021","Project Delivery","North West (England)","Merseyside","HEO","155","145","31510","31810"
"In post","2021","Project Delivery","North West (England)","Merseyside","SCS level","5","5","[c]","[c]"
"In post","2021","Project Delivery","North West (England)","Merseyside","SEO","175","170","38100","38630"
"In post","2021","Project Delivery","Northern Ireland","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Northern Ireland","Northern Ireland","EO","15","15","27750","27420"
"In post","2021","Project Delivery","Northern Ireland","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Northern Ireland","Northern Ireland","G7","15","15","52670","52580"
"In post","2021","Project Delivery","Northern Ireland","Northern Ireland","HEO","25","25","34080","34050"
"In post","2021","Project Delivery","Northern Ireland","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Northern Ireland","Northern Ireland","SEO","15","15","37270","38630"
"In post","2021","Project Delivery","Overseas","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","Overseas","EO","15","15","27930","26800"
"In post","2021","Project Delivery","Overseas","Overseas","G6","175","175","67610","67030"
"In post","2021","Project Delivery","Overseas","Overseas","G7","285","285","54960","55060"
"In post","2021","Project Delivery","Overseas","Overseas","HEO","50","50","36340","35000"
"In post","2021","Project Delivery","Overseas","Overseas","SCS level","25","25","78780","77950"
"In post","2021","Project Delivery","Overseas","Overseas","SEO","70","70","43670","42200"
"In post","2021","Project Delivery","Overseas","Overseas","Unknown","20","20","39230","38920"
"In post","2021","Project Delivery","Scotland","Eastern Scotland","AA","10","10","[c]","[c]"
"In post","2021","Project Delivery","Scotland","Eastern Scotland","AO","15","15","23480","22920"
"In post","2021","Project Delivery","Scotland","Eastern Scotland","EO","80","80","26600","26670"
"In post","2021","Project Delivery","Scotland","Eastern Scotland","G6","20","15","68440","67010"
"In post","2021","Project Delivery","Scotland","Eastern Scotland","G7","55","55","54820","54540"
"In post","2021","Project Delivery","Scotland","Eastern Scotland","HEO","115","110","34190","33630"
"In post","2021","Project Delivery","Scotland","Eastern Scotland","SCS level","10","10","[c]","[c]"
"In post","2021","Project Delivery","Scotland","Eastern Scotland","SEO","95","90","42040","43090"
"In post","2021","Project Delivery","Scotland","Eastern Scotland","Unknown","20","20","46070","42560"
"In post","2021","Project Delivery","Scotland","Highlands and Islands","AO","40","35","23350","22920"
"In post","2021","Project Delivery","Scotland","Highlands and Islands","EO","15","15","30120","30160"
"In post","2021","Project Delivery","Scotland","Highlands and Islands","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scotland","Highlands and Islands","HEO","25","25","37340","37530"
"In post","2021","Project Delivery","Scotland","Highlands and Islands","SEO","15","15","43430","44430"
"In post","2021","Project Delivery","Scotland","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scotland","North Eastern Scotland","AO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Scotland","North Eastern Scotland","EO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Scotland","North Eastern Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scotland","North Eastern Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scotland","North Eastern Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scotland","Southern Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scotland","Southern Scotland","AO","40","35","22390","21490"
"In post","2021","Project Delivery","Scotland","Southern Scotland","EO","280","265","23490","24310"
"In post","2021","Project Delivery","Scotland","Southern Scotland","G6","65","65","63570","64560"
"In post","2021","Project Delivery","Scotland","Southern Scotland","G7","145","140","50770","51960"
"In post","2021","Project Delivery","Scotland","Southern Scotland","HEO","215","210","32090","33930"
"In post","2021","Project Delivery","Scotland","Southern Scotland","SCS level","10","10","75740","76580"
"In post","2021","Project Delivery","Scotland","Southern Scotland","SEO","90","85","38660","38630"
"In post","2021","Project Delivery","Scotland","West Central Scotland","AO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Scotland","West Central Scotland","EO","80","75","22840","22110"
"In post","2021","Project Delivery","Scotland","West Central Scotland","G6","15","15","67580","66250"
"In post","2021","Project Delivery","Scotland","West Central Scotland","G7","50","50","53700","53830"
"In post","2021","Project Delivery","Scotland","West Central Scotland","HEO","105","100","31900","31810"
"In post","2021","Project Delivery","Scotland","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scotland","West Central Scotland","SEO","90","85","39800","40580"
"In post","2021","Project Delivery","Scotland","West Central Scotland","Unknown","55","55","36610","38490"
"In post","2021","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AO","15","15","22240","21870"
"In post","2021","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","90","85","25770","26670"
"In post","2021","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6","25","25","66450","65250"
"In post","2021","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G7","65","65","56130","55500"
"In post","2021","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","HEO","160","155","33380","33300"
"In post","2021","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SCS level","10","10","81310","77860"
"In post","2021","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO","125","125","41550","40980"
"In post","2021","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South East (England)","Hampshire and Isle of Wight","AA","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South East (England)","Hampshire and Isle of Wight","AO","35","30","20390","20920"
"In post","2021","Project Delivery","South East (England)","Hampshire and Isle of Wight","EO","335","325","23780","23780"
"In post","2021","Project Delivery","South East (England)","Hampshire and Isle of Wight","G6","70","70","65190","64220"
"In post","2021","Project Delivery","South East (England)","Hampshire and Isle of Wight","G7","265","260","51920","54440"
"In post","2021","Project Delivery","South East (England)","Hampshire and Isle of Wight","HEO","450","440","32110","33300"
"In post","2021","Project Delivery","South East (England)","Hampshire and Isle of Wight","SCS level","10","10","79850","76420"
"In post","2021","Project Delivery","South East (England)","Hampshire and Isle of Wight","SEO","420","410","40120","40580"
"In post","2021","Project Delivery","South East (England)","Hampshire and Isle of Wight","Unknown","20","20","46910","46270"
"In post","2021","Project Delivery","South East (England)","Kent","AA","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South East (England)","Kent","AO","5","5","[c]","[c]"
"In post","2021","Project Delivery","South East (England)","Kent","EO","15","15","25040","25560"
"In post","2021","Project Delivery","South East (England)","Kent","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South East (England)","Kent","G7","20","20","49260","46720"
"In post","2021","Project Delivery","South East (England)","Kent","HEO","20","20","30750","29250"
"In post","2021","Project Delivery","South East (England)","Kent","SEO","15","15","39200","37510"
"In post","2021","Project Delivery","South East (England)","Surrey, East and West Sussex","AO","5","5","[c]","[c]"
"In post","2021","Project Delivery","South East (England)","Surrey, East and West Sussex","EO","20","15","27050","26670"
"In post","2021","Project Delivery","South East (England)","Surrey, East and West Sussex","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South East (England)","Surrey, East and West Sussex","G7","20","20","54800","54740"
"In post","2021","Project Delivery","South East (England)","Surrey, East and West Sussex","HEO","30","30","33370","33300"
"In post","2021","Project Delivery","South East (England)","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South East (England)","Surrey, East and West Sussex","SEO","20","20","40410","40580"
"In post","2021","Project Delivery","South West (England)","Cornwall and Isles of Scilly","AA","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South West (England)","Cornwall and Isles of Scilly","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South West (England)","Cornwall and Isles of Scilly","EO","5","5","[c]","[c]"
"In post","2021","Project Delivery","South West (England)","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South West (England)","Cornwall and Isles of Scilly","HEO","10","10","[c]","[c]"
"In post","2021","Project Delivery","South West (England)","Cornwall and Isles of Scilly","SEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","South West (England)","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South West (England)","Devon","AA","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South West (England)","Devon","AO","15","15","21660","21430"
"In post","2021","Project Delivery","South West (England)","Devon","EO","120","120","23840","24650"
"In post","2021","Project Delivery","South West (England)","Devon","G6","40","35","62140","60490"
"In post","2021","Project Delivery","South West (England)","Devon","G7","95","90","49880","48080"
"In post","2021","Project Delivery","South West (England)","Devon","HEO","120","115","33320","32910"
"In post","2021","Project Delivery","South West (England)","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South West (England)","Devon","SEO","175","170","40440","39750"
"In post","2021","Project Delivery","South West (England)","Devon","Unknown","90","90","37230","37810"
"In post","2021","Project Delivery","South West (England)","Dorset and Somerset","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South West (England)","Dorset and Somerset","EO","115","105","23730","24920"
"In post","2021","Project Delivery","South West (England)","Dorset and Somerset","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South West (England)","Dorset and Somerset","G7","25","25","51750","53720"
"In post","2021","Project Delivery","South West (England)","Dorset and Somerset","HEO","165","160","31870","32990"
"In post","2021","Project Delivery","South West (England)","Dorset and Somerset","SEO","140","135","41460","41140"
"In post","2021","Project Delivery","South West (England)","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AO","45","40","20210","20920"
"In post","2021","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","1640","1570","23410","24000"
"In post","2021","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6","425","415","67890","66500"
"In post","2021","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G7","1495","1460","52580","53830"
"In post","2021","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","2600","2505","30920","31600"
"In post","2021","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","105","100","96220","91450"
"In post","2021","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","2870","2775","40710","40580"
"In post","2021","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","995","980","42810","40010"
"In post","2021","Project Delivery","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Unknown","HEO","10","10","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Unknown","SEO","15","10","42840","44500"
"In post","2021","Project Delivery","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Project Delivery","Wales","East Wales","AA","25","25","16510","16780"
"In post","2021","Project Delivery","Wales","East Wales","AO","50","45","21420","21440"
"In post","2021","Project Delivery","Wales","East Wales","EO","250","235","27700","28130"
"In post","2021","Project Delivery","Wales","East Wales","G6","35","35","62560","63200"
"In post","2021","Project Delivery","Wales","East Wales","G7","90","85","51120","51470"
"In post","2021","Project Delivery","Wales","East Wales","HEO","120","110","32140","31990"
"In post","2021","Project Delivery","Wales","East Wales","SCS level","10","10","[c]","[c]"
"In post","2021","Project Delivery","Wales","East Wales","SEO","90","85","39160","38630"
"In post","2021","Project Delivery","Wales","West Wales and The Valleys","AA","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Wales","West Wales and The Valleys","AO","15","10","20780","20530"
"In post","2021","Project Delivery","Wales","West Wales and The Valleys","EO","25","25","26470","26670"
"In post","2021","Project Delivery","Wales","West Wales and The Valleys","G6","5","5","[c]","[c]"
"In post","2021","Project Delivery","Wales","West Wales and The Valleys","G7","20","20","52250","51450"
"In post","2021","Project Delivery","Wales","West Wales and The Valleys","HEO","40","40","32880","32020"
"In post","2021","Project Delivery","Wales","West Wales and The Valleys","SEO","45","45","40410","40550"
"In post","2021","Project Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","EO","105","105","21240","20520"
"In post","2021","Project Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","HEO","45","40","28960","28960"
"In post","2021","Project Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO","25","25","38160","37360"
"In post","2021","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","AA","10","10","[c]","[c]"
"In post","2021","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","AO","20","20","21120","20920"
"In post","2021","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","EO","130","120","25800","26670"
"In post","2021","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","G6","25","25","66280","64670"
"In post","2021","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","G7","60","60","52090","52580"
"In post","2021","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","HEO","120","115","32480","33300"
"In post","2021","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","SCS level","5","5","[c]","[c]"
"In post","2021","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","SEO","125","120","39400","40000"
"In post","2021","Project Delivery","West Midlands (England)","West Midlands","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","West Midlands (England)","West Midlands","EO","40","40","26710","26510"
"In post","2021","Project Delivery","West Midlands (England)","West Midlands","G6","35","35","65930","65670"
"In post","2021","Project Delivery","West Midlands (England)","West Midlands","G7","90","90","51730","52580"
"In post","2021","Project Delivery","West Midlands (England)","West Midlands","HEO","65","65","32440","31810"
"In post","2021","Project Delivery","West Midlands (England)","West Midlands","SCS level","10","10","[c]","[c]"
"In post","2021","Project Delivery","West Midlands (England)","West Midlands","SEO","110","105","39320","38630"
"In post","2021","Project Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Yorkshire and The Humber","North Yorkshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Yorkshire and The Humber","North Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Yorkshire and The Humber","North Yorkshire","EO","30","30","26820","26670"
"In post","2021","Project Delivery","Yorkshire and The Humber","North Yorkshire","G6","5","5","[c]","[c]"
"In post","2021","Project Delivery","Yorkshire and The Humber","North Yorkshire","G7","20","20","51260","50780"
"In post","2021","Project Delivery","Yorkshire and The Humber","North Yorkshire","HEO","60","55","33070","33300"
"In post","2021","Project Delivery","Yorkshire and The Humber","North Yorkshire","SEO","45","45","38710","39850"
"In post","2021","Project Delivery","Yorkshire and The Humber","South Yorkshire","AO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Yorkshire and The Humber","South Yorkshire","EO","25","25","25600","25000"
"In post","2021","Project Delivery","Yorkshire and The Humber","South Yorkshire","G6","15","15","64770","64140"
"In post","2021","Project Delivery","Yorkshire and The Humber","South Yorkshire","G7","35","35","50720","50400"
"In post","2021","Project Delivery","Yorkshire and The Humber","South Yorkshire","HEO","20","20","30300","30200"
"In post","2021","Project Delivery","Yorkshire and The Humber","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Yorkshire and The Humber","South Yorkshire","SEO","20","20","38050","36780"
"In post","2021","Project Delivery","Yorkshire and The Humber","West Yorkshire","AO","10","10","[c]","[c]"
"In post","2021","Project Delivery","Yorkshire and The Humber","West Yorkshire","EO","60","60","24940","25560"
"In post","2021","Project Delivery","Yorkshire and The Humber","West Yorkshire","G6","30","30","63500","63730"
"In post","2021","Project Delivery","Yorkshire and The Humber","West Yorkshire","G7","75","75","51500","52580"
"In post","2021","Project Delivery","Yorkshire and The Humber","West Yorkshire","HEO","85","85","30760","31810"
"In post","2021","Project Delivery","Yorkshire and The Humber","West Yorkshire","SCS level","5","5","[c]","[c]"
"In post","2021","Project Delivery","Yorkshire and The Humber","West Yorkshire","SEO","85","85","37500","38630"
"In post","2021","Property","East Midlands (England)","Derbyshire and Nottinghamshire","AA","10","5","[c]","[c]"
"In post","2021","Property","East Midlands (England)","Derbyshire and Nottinghamshire","AO","30","25","21140","21100"
"In post","2021","Property","East Midlands (England)","Derbyshire and Nottinghamshire","EO","70","65","26230","26000"
"In post","2021","Property","East Midlands (England)","Derbyshire and Nottinghamshire","G6","20","20","63220","64670"
"In post","2021","Property","East Midlands (England)","Derbyshire and Nottinghamshire","G7","50","50","52720","52580"
"In post","2021","Property","East Midlands (England)","Derbyshire and Nottinghamshire","HEO","65","65","32140","31930"
"In post","2021","Property","East Midlands (England)","Derbyshire and Nottinghamshire","SCS level","5","5","[c]","[c]"
"In post","2021","Property","East Midlands (England)","Derbyshire and Nottinghamshire","SEO","85","80","40820","41280"
"In post","2021","Property","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AA","65","60","18710","18760"
"In post","2021","Property","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AO","10","10","[c]","[c]"
"In post","2021","Property","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","10","10","27470","26930"
"In post","2021","Property","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","HEO","10","10","33850","33300"
"In post","2021","Property","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO","5","5","[c]","[c]"
"In post","2021","Property","East Midlands (England)","Lincolnshire","AA","25","20","17440","17230"
"In post","2021","Property","East Midlands (England)","Lincolnshire","AO","5","5","[c]","[c]"
"In post","2021","Property","East Midlands (England)","Lincolnshire","EO","10","10","26550","26670"
"In post","2021","Property","East Midlands (England)","Lincolnshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Midlands (England)","Lincolnshire","HEO","20","20","33170","33300"
"In post","2021","Property","East Midlands (England)","Lincolnshire","SEO","10","10","40060","40580"
"In post","2021","Property","East of England","Bedfordshire and Hertfordshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","Property","East of England","Bedfordshire and Hertfordshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","East of England","Bedfordshire and Hertfordshire","EO","10","10","[c]","[c]"
"In post","2021","Property","East of England","Bedfordshire and Hertfordshire","HEO","10","10","35710","35480"
"In post","2021","Property","East of England","Bedfordshire and Hertfordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","East of England","East Anglia","AA","35","35","17670","17230"
"In post","2021","Property","East of England","East Anglia","AO","35","30","21320","21100"
"In post","2021","Property","East of England","East Anglia","EO","80","80","26440","26500"
"In post","2021","Property","East of England","East Anglia","G6","5","5","[c]","[c]"
"In post","2021","Property","East of England","East Anglia","G7","30","30","54360","54540"
"In post","2021","Property","East of England","East Anglia","HEO","125","120","33380","33300"
"In post","2021","Property","East of England","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","East of England","East Anglia","SEO","80","75","42300","42140"
"In post","2021","Property","East of England","Essex","AA","35","30","18890","18730"
"In post","2021","Property","East of England","Essex","AO","10","10","21360","21160"
"In post","2021","Property","East of England","Essex","EO","35","35","26410","26500"
"In post","2021","Property","East of England","Essex","G6","[c]","[c]","[c]","[c]"
"In post","2021","Property","East of England","Essex","G7","5","5","[c]","[c]"
"In post","2021","Property","East of England","Essex","HEO","20","20","32250","32100"
"In post","2021","Property","East of England","Essex","SEO","15","15","41860","41340"
"In post","2021","Property","London","Inner London - East","AA","10","10","[c]","[c]"
"In post","2021","Property","London","Inner London - East","AO","40","35","25600","26010"
"In post","2021","Property","London","Inner London - East","EO","85","85","30500","30520"
"In post","2021","Property","London","Inner London - East","G6","10","10","72310","72790"
"In post","2021","Property","London","Inner London - East","G7","65","65","58750","60300"
"In post","2021","Property","London","Inner London - East","HEO","80","80","36990","37140"
"In post","2021","Property","London","Inner London - East","SCS level","20","15","98280","92740"
"In post","2021","Property","London","Inner London - East","SEO","60","55","47110","48390"
"In post","2021","Property","London","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","London","Inner London - West","AA","15","15","19170","19750"
"In post","2021","Property","London","Inner London - West","AO","30","25","25100","24370"
"In post","2021","Property","London","Inner London - West","EO","60","60","29050","28500"
"In post","2021","Property","London","Inner London - West","G6","70","65","68270","66420"
"In post","2021","Property","London","Inner London - West","G7","145","140","58650","57880"
"In post","2021","Property","London","Inner London - West","HEO","100","100","35100","34980"
"In post","2021","Property","London","Inner London - West","SCS level","25","25","101870","93410"
"In post","2021","Property","London","Inner London - West","SEO","90","90","42420","42250"
"In post","2021","Property","London","Inner London - West","Unknown","5","5","[c]","[c]"
"In post","2021","Property","London","Outer London - East and North East","AA","[c]","[c]","[c]","[c]"
"In post","2021","Property","London","Outer London - South","AA","[c]","[c]","[c]","[c]"
"In post","2021","Property","London","Outer London - South","AO","20","15","25270","24960"
"In post","2021","Property","London","Outer London - South","EO","80","75","29850","29450"
"In post","2021","Property","London","Outer London - South","G6","[c]","[c]","[c]","[c]"
"In post","2021","Property","London","Outer London - South","G7","25","25","60700","61290"
"In post","2021","Property","London","Outer London - South","HEO","45","45","36150","36400"
"In post","2021","Property","London","Outer London - South","SEO","45","45","45560","46930"
"In post","2021","Property","London","Outer London - West and North West","AA","5","5","[c]","[c]"
"In post","2021","Property","London","Outer London - West and North West","AO","20","20","25370","25000"
"In post","2021","Property","London","Outer London - West and North West","EO","60","55","29720","29450"
"In post","2021","Property","London","Outer London - West and North West","G6","[c]","[c]","[c]","[c]"
"In post","2021","Property","London","Outer London - West and North West","G7","15","15","59300","61650"
"In post","2021","Property","London","Outer London - West and North West","HEO","45","40","36350","36400"
"In post","2021","Property","London","Outer London - West and North West","SEO","30","30","47200","47980"
"In post","2021","Property","North East (England)","Northumberland and Tyne and Wear","AA","25","20","18590","17230"
"In post","2021","Property","North East (England)","Northumberland and Tyne and Wear","AO","25","20","21190","21100"
"In post","2021","Property","North East (England)","Northumberland and Tyne and Wear","EO","55","50","25850","25860"
"In post","2021","Property","North East (England)","Northumberland and Tyne and Wear","G6","10","10","[c]","[c]"
"In post","2021","Property","North East (England)","Northumberland and Tyne and Wear","G7","25","25","53190","52580"
