"Status","Year","Profession_of_post","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","London","Croydon","150","145","43970","43420"
"In post","2021","Commercial","London","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Hounslow and Richmond upon Thames","55","55","35920","28460"
"In post","2021","Commercial","London","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Lambeth","15","15","48180","48900"
"In post","2021","Commercial","London","Tower Hamlets","55","55","44170","40400"
"In post","2021","Commercial","London","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Westminster","565","555","50130","44070"
"In post","2021","Commercial","North East (England)","Darlington","50","50","40700","37100"
"In post","2021","Commercial","North East (England)","Durham CC","25","25","44780","42630"
"In post","2021","Commercial","North East (England)","Hartlepool and Stockton-on-Tees","5","5","[c]","[c]"
"In post","2021","Commercial","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","Tyneside","30","30","41140","40930"
"In post","2021","Commercial","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Chorley and West Lancashire","15","15","46320","44760"
"In post","2021","Commercial","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","East Merseyside","5","5","[c]","[c]"
"In post","2021","Commercial","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Greater Manchester South West","75","70","39740","38630"
"In post","2021","Commercial","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Liverpool","195","190","34520","34800"
"In post","2021","Commercial","North West (England)","Manchester","140","135","39510","36780"
"In post","2021","Commercial","North West (England)","Mid Lancashire","5","5","[c]","[c]"
"In post","2021","Commercial","North West (England)","Sefton","15","15","40060","33050"
"In post","2021","Commercial","North West (England)","Warrington","20","20","37820","35900"
"In post","2021","Commercial","North West (England)","West Cumbria","15","15","39570","38860"
"In post","2021","Commercial","North West (England)","Wirral","10","10","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Overseas","35","35","49340","43060"
"In post","2021","Commercial","Scotland","Aberdeen City and Aberdeenshire","5","5","[c]","[c]"
"In post","2021","Commercial","Scotland","City of Edinburgh","55","50","36660","34190"
"In post","2021","Commercial","Scotland","Clackmannanshire and Fife","10","10","31150","27750"
"In post","2021","Commercial","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","10","10","34280","30930"
"In post","2021","Commercial","Scotland","Falkirk","5","5","[c]","[c]"
"In post","2021","Commercial","Scotland","Glasgow City","90","90","35010","33300"
"In post","2021","Commercial","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","North Lanarkshire","5","5","[c]","[c]"
"In post","2021","Commercial","Scotland","Perth and Kinross and Stirling","10","10","25280","25870"
"In post","2021","Commercial","Scotland","South Lanarkshire","70","65","40370","39630"
"In post","2021","Commercial","Scotland","West Lothian","10","10","33400","39500"
"In post","2021","Commercial","South East (England)","Berkshire","20","20","35720","37070"
"In post","2021","Commercial","South East (England)","Brighton and Hove","5","5","[c]","[c]"
"In post","2021","Commercial","South East (England)","Buckinghamshire CC","55","50","36230","36800"
"In post","2021","Commercial","South East (England)","Central Hampshire","135","135","34720","34800"
"In post","2021","Commercial","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Isle of Wight","5","5","[c]","[c]"
"In post","2021","Commercial","South East (England)","Kent Thames Gateway","10","5","[c]","[c]"
"In post","2021","Commercial","South East (England)","Medway","5","5","[c]","[c]"
"In post","2021","Commercial","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Milton Keynes","75","75","43780","41160"
"In post","2021","Commercial","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Oxfordshire","35","35","35180","34800"
"In post","2021","Commercial","South East (England)","Portsmouth","60","60","36240","34770"
"In post","2021","Commercial","South East (England)","South Hampshire","15","10","48680","42080"
"In post","2021","Commercial","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","West Surrey","15","15","40500","39920"
"In post","2021","Commercial","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","West Sussex (South West)","5","5","[c]","[c]"
"In post","2021","Commercial","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","1160","1115","39660","37400"
"In post","2021","Commercial","South West (England)","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Bristol, City of","80","75","39830","39230"
"In post","2021","Commercial","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Devon CC","200","190","42960","40140"
"In post","2021","Commercial","South West (England)","Dorset CC","10","10","[c]","[c]"
"In post","2021","Commercial","South West (England)","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Plymouth","25","25","40310","38550"
"In post","2021","Commercial","South West (England)","Somerset","55","55","40220","36370"
"In post","2021","Commercial","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Wiltshire","180","170","33620","34800"
"In post","2021","Commercial","Unknown","Unknown","10","10","35360","37130"
"In post","2021","Commercial","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Cardiff and Vale of Glamorgan","30","30","43540","40080"
"In post","2021","Commercial","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Flintshire and Wrexham","25","25","33920","30800"
"In post","2021","Commercial","Wales","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Monmouthshire and Newport","100","95","35580","31700"
"In post","2021","Commercial","Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Swansea","170","155","33520","31040"
"In post","2021","Commercial","West Midlands (England)","Birmingham","65","65","39140","36740"
"In post","2021","Commercial","West Midlands (England)","Coventry","60","55","38450","37100"
"In post","2021","Commercial","West Midlands (England)","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Herefordshire, County of","5","5","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Shropshire CC","5","5","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Solihull","5","5","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Staffordshire CC","70","65","39280","33300"
"In post","2021","Commercial","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Telford and Wrekin","25","25","39390","38630"
"In post","2021","Commercial","West Midlands (England)","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Worcestershire","10","10","47580","48260"
"In post","2021","Commercial","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","10","10","37890","31190"
"In post","2021","Commercial","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","East Riding of Yorkshire","10","10","42650","40870"
"In post","2021","Commercial","Yorkshire and The Humber","Kingston upon Hull, City of","10","10","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Leeds","180","175","40710","36820"
"In post","2021","Commercial","Yorkshire and The Humber","North Yorkshire CC","10","10","34760","34880"
"In post","2021","Commercial","Yorkshire and The Humber","Sheffield","95","90","38700","37100"
"In post","2021","Commercial","Yorkshire and The Humber","Wakefield","10","10","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","York","45","45","42510","38180"
"In post","2021","Communications","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Leicestershire CC and Rutland","5","5","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Lincolnshire","15","15","29900","29720"
"In post","2021","Communications","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Nottingham","80","75","37000","36470"
"In post","2021","Communications","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Cambridgeshire CC","10","10","31970","33300"
"In post","2021","Communications","East of England","Central Bedfordshire","5","5","[c]","[c]"
"In post","2021","Communications","East of England","Essex Haven Gateway","10","10","[c]","[c]"
"In post","2021","Communications","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Hertfordshire","25","25","38730","37640"
"In post","2021","Communications","East of England","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Peterborough","15","15","36280","31270"
"In post","2021","Communications","East of England","Southend-on-Sea","5","5","[c]","[c]"
"In post","2021","Communications","East of England","Suffolk","15","15","31820","29960"
"In post","2021","Communications","East of England","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Barnet","15","15","40900","38430"
"In post","2021","Communications","London","Camden and City of London","15","10","53030","44850"
"In post","2021","Communications","London","Croydon","30","30","42300","39690"
"In post","2021","Communications","London","Hackney and Newham","10","10","45670","43320"
"In post","2021","Communications","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Hounslow and Richmond upon Thames","20","15","34170","29470"
"In post","2021","Communications","London","Lambeth","60","60","49970","45650"
"In post","2021","Communications","London","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Tower Hamlets","145","145","46810","40850"
"In post","2021","Communications","London","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Westminster","1790","1755","46280","42710"
"In post","2021","Communications","North East (England)","Darlington","30","30","31660","29360"
"In post","2021","Communications","North East (England)","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","Tyneside","80","75","34110","31810"
"In post","2021","Communications","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","East Cumbria","5","5","[c]","[c]"
"In post","2021","Communications","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Lancaster and Wyre","15","15","29990","26930"
"In post","2021","Communications","North West (England)","Liverpool","25","25","37630","35420"
"In post","2021","Communications","North West (England)","Manchester","80","75","33680","30420"
"In post","2021","Communications","North West (England)","Mid Lancashire","10","10","[c]","[c]"
"In post","2021","Communications","North West (England)","Sefton","45","40","40790","37910"
"In post","2021","Communications","North West (England)","Warrington","10","10","[c]","[c]"
"In post","2021","Communications","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Belfast","25","25","42020","38630"
"In post","2021","Communications","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","Communications","Scotland","City of Edinburgh","40","40","40490","36780"
"In post","2021","Communications","Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Glasgow City","20","20","33530","31820"
"In post","2021","Communications","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Berkshire","25","25","32550","30860"
"In post","2021","Communications","South East (England)","Buckinghamshire CC","30","30","32980","31200"
"In post","2021","Communications","South East (England)","Central Hampshire","70","65","31680","28060"
"In post","2021","Communications","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Milton Keynes","10","5","[c]","[c]"
"In post","2021","Communications","South East (England)","North Hampshire","15","15","35870","33300"
"In post","2021","Communications","South East (England)","Oxfordshire","25","25","30830","29200"
"In post","2021","Communications","South East (England)","Portsmouth","40","40","34350","33300"
"In post","2021","Communications","South East (England)","South Hampshire","40","40","32170","29540"
"In post","2021","Communications","South East (England)","Southampton","20","20","35110","33430"
"In post","2021","Communications","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","West Sussex (North East)","5","5","[c]","[c]"
"In post","2021","Communications","South East (England)","West Sussex (South West)","10","10","35980","36970"
"In post","2021","Communications","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","60","60","37320","36010"
"In post","2021","Communications","South West (England)","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Bristol, City of","90","85","37980","36500"
"In post","2021","Communications","South West (England)","Cornwall and Isles of Scilly","10","10","23260","21130"
"In post","2021","Communications","South West (England)","Devon CC","45","40","35760","34250"
"In post","2021","Communications","South West (England)","Dorset CC","20","20","30700","29200"
"In post","2021","Communications","South West (England)","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Plymouth","5","5","[c]","[c]"
"In post","2021","Communications","South West (England)","Somerset","20","20","36400","33300"
"In post","2021","Communications","South West (England)","Swindon","5","5","[c]","[c]"
"In post","2021","Communications","South West (England)","Wiltshire","55","50","32540","29200"
"In post","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Cardiff and Vale of Glamorgan","180","170","39580","37410"
"In post","2021","Communications","Wales","Central Valleys","10","10","35330","31670"
"In post","2021","Communications","Wales","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Gwent Valleys","5","5","[c]","[c]"
"In post","2021","Communications","Wales","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Monmouthshire and Newport","65","60","35610","30640"
"In post","2021","Communications","Wales","Powys","5","5","[c]","[c]"
"In post","2021","Communications","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Swansea","75","70","30830","26780"
"In post","2021","Communications","West Midlands (England)","Birmingham","40","40","41820","39360"
"In post","2021","Communications","West Midlands (England)","Coventry","50","45","43340","40300"
"In post","2021","Communications","West Midlands (England)","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Shropshire CC","10","10","27150","26670"
"In post","2021","Communications","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Staffordshire CC","20","20","32160","29200"
"In post","2021","Communications","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Worcestershire","15","15","39130","36970"
"In post","2021","Communications","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Bradford","5","5","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Leeds","50","45","50670","49890"
"In post","2021","Communications","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Sheffield","50","50","38000","35610"
"In post","2021","Communications","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","York","15","15","34230","35900"
"In post","2021","Corporate Finance","East of England","Suffolk","10","10","31730","26890"
"In post","2021","Corporate Finance","London","Lambeth","5","5","[c]","[c]"
"In post","2021","Corporate Finance","London","Tower Hamlets","20","20","46200","45740"
"In post","2021","Corporate Finance","London","Westminster","50","50","58230","57890"
"In post","2021","Corporate Finance","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","Glasgow City","10","10","44490","42390"
"In post","2021","Corporate Finance","South East (England)","Central Hampshire","25","25","35890","33650"
"In post","2021","Corporate Finance","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","Wiltshire","25","25","43570","40700"
"In post","2021","Corporate Finance","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","Birmingham","10","10","45510","40800"
"In post","2021","Counter Fraud","East Midlands (England)","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Nottingham","15","15","36720","36060"
"In post","2021","Counter Fraud","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Hertfordshire","15","15","40810","38510"
"In post","2021","Counter Fraud","East of England","Peterborough","10","10","24480","25310"
"In post","2021","Counter Fraud","East of England","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Croydon","5","5","[c]","[c]"
"In post","2021","Counter Fraud","London","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Hackney and Newham","35","35","43170","43050"
"In post","2021","Counter Fraud","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Westminster","345","335","43660","40000"
"In post","2021","Counter Fraud","North East (England)","Durham CC","30","30","26490","25310"
"In post","2021","Counter Fraud","North East (England)","Tyneside","10","10","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Blackpool","10","10","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Liverpool","25","20","25600","25310"
"In post","2021","Counter Fraud","North West (England)","Manchester","55","55","39650","39490"
"In post","2021","Counter Fraud","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Wirral","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Belfast","10","10","23850","24970"
"In post","2021","Counter Fraud","Scotland","City of Edinburgh","10","10","36250","34390"
"In post","2021","Counter Fraud","Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Glasgow City","70","65","27850","25220"
"In post","2021","Counter Fraud","Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Southampton","5","5","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Bristol, City of","10","10","39250","39490"
"In post","2021","Counter Fraud","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Cardiff and Vale of Glamorgan","10","10","41600","36060"
"In post","2021","Counter Fraud","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Swansea","10","10","32860","29240"
"In post","2021","Counter Fraud","West Midlands (England)","Birmingham","70","70","37490","37380"
"In post","2021","Counter Fraud","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Leeds","30","30","38650","39490"
"In post","2021","Counter Fraud","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","York","20","20","37990","37910"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Leicester","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Leicestershire CC and Rutland","60","60","34160","30560"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Lincolnshire","30","30","27800","26670"
"In post","2021","Digital, Data and Technology","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Nottingham","170","165","38910","36000"
"In post","2021","Digital, Data and Technology","East Midlands (England)","South and West Derbyshire","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","South Nottinghamshire","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","West Northamptonshire","5","5","[c]","[c]"
