"Status","Year","Age","Disability","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared non-disabled","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Education","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Transport","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Work and Pensions","Heterosexual / straight","140","140","22690","21010"
"In post","2021","16-19","Declared non-disabled","Department for Work and Pensions","LGBO","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Work and Pensions","Undeclared","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department of Health and Social Care","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Foreign, Commonwealth and Development Office","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Revenue and Customs","Heterosexual / straight","70","65","20790","20140"
"In post","2021","16-19","Declared non-disabled","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Treasury","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Home Office","Heterosexual / straight","30","25","22890","21430"
"In post","2021","16-19","Declared non-disabled","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence","Heterosexual / straight","115","115","19280","19040"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Justice","Heterosexual / straight","70","70","22010","22110"
"In post","2021","16-19","Declared non-disabled","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scotland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scottish Government","Heterosexual / straight","45","45","21520","21150"
"In post","2021","16-19","Declared non-disabled","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scottish Government","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Transport","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Attorney General's Departments","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
