"Status","Year","Age","Profession_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","40-49","Digital, Data and Technology","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","South West (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","West Midlands (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Economics","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Economics","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Economics","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Economics","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Economics","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Scotland","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Inspector of Education and Training","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Inspector of Education and Training","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Inspector of Education and Training","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Inspector of Education and Training","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Inspector of Education and Training","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Inspector of Education and Training","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Inspector of Education and Training","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Inspector of Education and Training","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Inspector of Education and Training","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Inspector of Education and Training","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Inspector of Education and Training","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Inspector of Education and Training","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Inspector of Education and Training","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Inspector of Education and Training","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Intelligence Analysis","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Intelligence Analysis","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Intelligence Analysis","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Intelligence Analysis","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Intelligence Analysis","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Intelligence Analysis","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Intelligence Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Intelligence Analysis","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Intelligence Analysis","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Intelligence Analysis","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Intelligence Analysis","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Intelligence Analysis","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Intelligence Analysis","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Internal Audit","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Internal Audit","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Internal Audit","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Internal Audit","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","International Trade","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","International Trade","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","International Trade","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","East Midlands (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","East of England","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","South East (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","South East (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","South West (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","Yorkshire and The Humber","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","East Midlands (England)","Heterosexual / straight","50","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","East Midlands (England)","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","East Midlands (England)","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","East of England","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","East of England","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","East of England","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","London","Heterosexual / straight","85","[c]","39470","32180"
"Leaver CS","2021","40-49","Operational Delivery","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","London","Unknown","55","[c]","38800","31870"
"Leaver CS","2021","40-49","Operational Delivery","North East (England)","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","North East (England)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","North West (England)","Heterosexual / straight","55","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","North West (England)","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","North West (England)","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","Scotland","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","Scotland","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","Scotland","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","South East (England)","Heterosexual / straight","80","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","South East (England)","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","South East (England)","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","South East (England)","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","South West (England)","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","South West (England)","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","South West (England)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","Wales","Heterosexual / straight","50","[c]","25040","21590"
"Leaver CS","2021","40-49","Operational Delivery","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","Wales","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","Wales","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","West Midlands (England)","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","West Midlands (England)","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","West Midlands (England)","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","Yorkshire and The Humber","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","Yorkshire and The Humber","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","Yorkshire and The Humber","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Research","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Research","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Research","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other","East Midlands (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other","East of England","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other","East of England","LGBO","[c]","[c]","[c]","[c]"
