"Status","Year","Ethnicity","Region_ITL2","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Bedfordshire and Hertfordshire","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedfordshire and Hertfordshire","AA","Male","5","5","[c]","[c]"
"In post","2021","Asian","Bedfordshire and Hertfordshire","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedfordshire and Hertfordshire","AO","Female","95","80","23170","22710"
"In post","2021","Asian","Bedfordshire and Hertfordshire","AO","Male","40","40","25050","24420"
"In post","2021","Asian","Bedfordshire and Hertfordshire","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedfordshire and Hertfordshire","EO","Female","140","125","28490","29290"
"In post","2021","Asian","Bedfordshire and Hertfordshire","EO","Male","95","95","28620","27980"
"In post","2021","Asian","Bedfordshire and Hertfordshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedfordshire and Hertfordshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedfordshire and Hertfordshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedfordshire and Hertfordshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedfordshire and Hertfordshire","G7","Female","10","10","[c]","[c]"
"In post","2021","Asian","Bedfordshire and Hertfordshire","G7","Male","10","10","[c]","[c]"
"In post","2021","Asian","Bedfordshire and Hertfordshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedfordshire and Hertfordshire","HEO","Female","40","35","34980","35120"
"In post","2021","Asian","Bedfordshire and Hertfordshire","HEO","Male","35","30","35020","35150"
"In post","2021","Asian","Bedfordshire and Hertfordshire","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedfordshire and Hertfordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedfordshire and Hertfordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedfordshire and Hertfordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedfordshire and Hertfordshire","SEO","Female","25","25","[c]","[c]"
