"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Other ethnicity","Food Standards Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Food Standards Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Food Standards Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Food Standards Agency","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Food Standards Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Food Standards Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Foreign, Commonwealth and Development Office","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Foreign, Commonwealth and Development Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Foreign, Commonwealth and Development Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Foreign, Commonwealth and Development Office","EO","Female","10","5","[c]","[c]"
"In post","2021","Other ethnicity","Foreign, Commonwealth and Development Office","EO","Male","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Foreign, Commonwealth and Development Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Foreign, Commonwealth and Development Office","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Foreign, Commonwealth and Development Office","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Foreign, Commonwealth and Development Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Foreign, Commonwealth and Development Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Foreign, Commonwealth and Development Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Foreign, Commonwealth and Development Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Foreign, Commonwealth and Development Office","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Foreign, Commonwealth and Development Office","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Foreign, Commonwealth and Development Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Foreign, Commonwealth and Development Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Foreign, Commonwealth and Development Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Land Registry","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Land Registry","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Land Registry","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Land Registry","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Land Registry","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Land Registry","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Land Registry","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Land Registry","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Land Registry","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Land Registry","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Land Registry","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Land Registry","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Other ethnicity","HM Land Registry","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs","AA/AO","Female","35","30","21790","21270"
"In post","2021","Other ethnicity","HM Revenue and Customs","AA/AO","Male","25","20","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs","EO","Female","30","25","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs","EO","Male","25","25","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs","SEO/HEO","Female","35","35","36090","36160"
"In post","2021","Other ethnicity","HM Revenue and Customs","SEO/HEO","Male","35","35","35430","35000"
"In post","2021","Other ethnicity","HM Revenue and Customs","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Treasury","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Treasury","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Treasury","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Treasury","EO","Female","5","5","[c]","[c]"
"In post","2021","Other ethnicity","HM Treasury","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Treasury","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Treasury","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Treasury","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Treasury","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Treasury","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Treasury","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Treasury","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Treasury","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Other ethnicity","HM Treasury","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Other ethnicity","HM Treasury","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office","AA/AO","Female","25","20","[c]","[c]"
"In post","2021","Other ethnicity","Home Office","AA/AO","Male","20","15","[c]","[c]"
"In post","2021","Other ethnicity","Home Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office","EO","Female","55","50","28060","28670"
"In post","2021","Other ethnicity","Home Office","EO","Male","50","50","27230","27280"
"In post","2021","Other ethnicity","Home Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Home Office","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Home Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Home Office","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Home Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence","AA/AO","Female","35","35","21120","20920"
"In post","2021","Other ethnicity","Ministry of Defence","AA/AO","Male","30","30","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence","EO","Female","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence","EO","Male","25","20","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence","SEO/HEO","Female","30","30","37060","36470"
"In post","2021","Other ethnicity","Ministry of Defence","SEO/HEO","Male","45","45","38470","37640"
"In post","2021","Other ethnicity","Ministry of Defence","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","EO","Female","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice","AA/AO","Female","85","75","23050","22450"
"In post","2021","Other ethnicity","Ministry of Justice","AA/AO","Male","110","105","27260","26080"
"In post","2021","Other ethnicity","Ministry of Justice","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice","EO","Female","35","35","27510","26410"
"In post","2021","Other ethnicity","Ministry of Justice","EO","Male","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice","SEO/HEO","Female","45","45","38720","37540"
"In post","2021","Other ethnicity","Ministry of Justice","SEO/HEO","Male","35","35","40520","37950"
"In post","2021","Other ethnicity","Ministry of Justice","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice","Unknown","Female","50","45","29420","27730"
"In post","2021","Other ethnicity","Ministry of Justice","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","EO","Female","15","15","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","SEO/HEO","Female","10","5","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Northern Ireland Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Northern Ireland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Northern Ireland Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Northern Ireland Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Northern Ireland Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Northern Ireland Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Northern Ireland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Northern Ireland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Northern Ireland Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Northern Ireland Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Northern Ireland Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Northern Ireland Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Northern Ireland Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Northern Ireland Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Northern Ireland Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office for Standards in Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office for Standards in Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office for Standards in Education","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office for Standards in Education","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office for Standards in Education","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office for Standards in Education","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office for Standards in Education","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office for Standards in Education","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office for Standards in Education","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office for Standards in Education","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office for Standards in Education","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office for Standards in Education","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office for Standards in Education","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Office for Standards in Education","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office for Standards in Education","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Gas and Electricity Markets","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Gas and Electricity Markets","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Gas and Electricity Markets","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Gas and Electricity Markets","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Gas and Electricity Markets","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Gas and Electricity Markets","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Gas and Electricity Markets","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Gas and Electricity Markets","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Gas and Electricity Markets","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Gas and Electricity Markets","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Gas and Electricity Markets","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Gas and Electricity Markets","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Gas and Electricity Markets","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Gas and Electricity Markets","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Gas and Electricity Markets","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Rail and Road","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Rail and Road","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Rail and Road","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Rail and Road","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Rail and Road","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Rail and Road","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Rail and Road","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Rail and Road","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Rail and Road","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Rail and Road","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Rail and Road","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Rail and Road","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Rail and Road","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Rail and Road","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other Cabinet Office Agencies","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other Cabinet Office Agencies","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other Cabinet Office Agencies","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other Cabinet Office Agencies","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other Cabinet Office Agencies","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other Cabinet Office Agencies","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other Cabinet Office Agencies","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other Cabinet Office Agencies","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Other Cabinet Office Agencies","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other Cabinet Office Agencies","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other Cabinet Office Agencies","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other Cabinet Office Agencies","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other Cabinet Office Agencies","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Other Cabinet Office Agencies","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Other Cabinet Office Agencies","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scotland Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scotland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scotland Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scotland Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scotland Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scotland Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scotland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scotland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scotland Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scotland Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scotland Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scotland Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scotland Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scotland Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scotland Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scottish Government","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Scottish Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scottish Government","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scottish Government","EO","Female","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Scottish Government","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scottish Government","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scottish Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scottish Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scottish Government","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scottish Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scottish Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scottish Government","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scottish Government","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Scottish Government","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scottish Government","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
