"Status","Year","Age","Function_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","65+","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","Outside London","EO","10","[c]","28500","27490"
"Leaver CS","2021","65+","Digital, Data & Technology","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","Outside London","SEO/HEO","10","[c]","36990","36700"
"Leaver CS","2021","65+","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Outside London","SEO/HEO","10","[c]","38140","37560"
"Leaver CS","2021","65+","Grants Management","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Grants Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Grants Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Grants Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Outside London","AA/AO","10","[c]","21020","21020"
"Leaver CS","2021","65+","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Internal Audit","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","London","G6/G7","15","[c]","56610","61010"
"Leaver CS","2021","65+","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Outside London","AA/AO","20","[c]","21290","20460"
"Leaver CS","2021","65+","Legal","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Outside London","G6/G7","20","[c]","55550","55610"
"Leaver CS","2021","65+","Legal","Outside London","SEO/HEO","15","[c]","46210","45370"
"Leaver CS","2021","65+","No function","London","AA/AO","70","[c]","21710","22080"
"Leaver CS","2021","65+","No function","London","EO","20","[c]","29500","29290"
"Leaver CS","2021","65+","No function","London","G6/G7","10","[c]","63540","61250"
"Leaver CS","2021","65+","No function","London","SCS level","10","[c]","114790","110680"
"Leaver CS","2021","65+","No function","London","SEO/HEO","20","[c]","40110","40560"
"Leaver CS","2021","65+","No function","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Outside London","AA/AO","535","[c]","19760","19830"
"Leaver CS","2021","65+","No function","Outside London","EO","135","[c]","27190","26780"
"Leaver CS","2021","65+","No function","Outside London","G6/G7","40","[c]","64240","61120"
"Leaver CS","2021","65+","No function","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Outside London","SEO/HEO","110","[c]","40470","35240"
"Leaver CS","2021","65+","No function","Outside London","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Outside London","EO","25","[c]","24550","25640"
"Leaver CS","2021","65+","Project Delivery","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Outside London","SEO/HEO","65","[c]","36400","34500"
"Leaver CS","2021","65+","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Outside London","AA/AO","40","[c]","20220","19070"
"Leaver CS","2021","65+","Property","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Outside London","SEO/HEO","35","[c]","38540","36910"
"Leaver CS","2021","65+","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","Outside London","AA/AO","45","[c]","24020","20060"
"Leaver CS","2021","65+","Security","Outside London","EO","10","[c]","23090","19470"
"Leaver CS","2021","65+","Security","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","London","AA/AO","95","[c]","24380","25110"
"Leaver CS","2021","65+","Unknown","London","EO","80","[c]","30380","30410"
"Leaver CS","2021","65+","Unknown","London","G6/G7","20","[c]","64310","61530"
"Leaver CS","2021","65+","Unknown","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","London","SEO/HEO","50","[c]","40580","39050"
"Leaver CS","2021","65+","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Outside London","AA/AO","895","[c]","20770","21010"
"Leaver CS","2021","65+","Unknown","Outside London","EO","545","[c]","27490","27570"
"Leaver CS","2021","65+","Unknown","Outside London","G6/G7","50","[c]","66400","63970"
"Leaver CS","2021","65+","Unknown","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Outside London","SEO/HEO","235","[c]","37180","35430"
"Leaver CS","2021","65+","Unknown","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outside London","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","No function","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","No function","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","London","G6/G7","15","[c]","55780","57600"
"Leaver Dept.","2021","20-29","Analysis","London","SEO/HEO","80","[c]","34270","33570"
"Leaver Dept.","2021","20-29","Analysis","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Outside London","SEO/HEO","25","[c]","33400","32010"
"Leaver Dept.","2021","20-29","Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","London","SEO/HEO","10","[c]","37210","34550"
"Leaver Dept.","2021","20-29","Commercial","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","London","EO","20","[c]","26800","27310"
"Leaver Dept.","2021","20-29","Communications","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","London","SEO/HEO","45","[c]","36790","34640"
"Leaver Dept.","2021","20-29","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","London","SEO/HEO","25","[c]","35490","34550"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","London","SEO/HEO","15","[c]","39230","38160"
"Leaver Dept.","2021","20-29","Finance","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","London","EO","25","[c]","27380","27500"
"Leaver Dept.","2021","20-29","Human Resources","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","London","SEO/HEO","45","[c]","32170","31180"
"Leaver Dept.","2021","20-29","Human Resources","Outside London","AA/AO","30","[c]","20750","20800"
"Leaver Dept.","2021","20-29","Human Resources","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Outside London","SEO/HEO","20","[c]","32670","32010"
"Leaver Dept.","2021","20-29","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","London","AA/AO","10","[c]","23260","23520"
"Leaver Dept.","2021","20-29","Legal","London","EO","25","[c]","27380","27350"
"Leaver Dept.","2021","20-29","Legal","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","London","SEO/HEO","15","[c]","33450","31370"
"Leaver Dept.","2021","20-29","Legal","Outside London","AA/AO","15","[c]","22030","21950"
"Leaver Dept.","2021","20-29","Legal","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","London","AA/AO","45","[c]","23000","22680"
"Leaver Dept.","2021","20-29","No function","London","EO","195","[c]","27500","27310"
"Leaver Dept.","2021","20-29","No function","London","G6/G7","145","[c]","53460","52850"
"Leaver Dept.","2021","20-29","No function","London","SEO/HEO","535","[c]","34750","33570"
"Leaver Dept.","2021","20-29","No function","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","Outside London","AA/AO","225","[c]","20100","19930"
"Leaver Dept.","2021","20-29","No function","Outside London","EO","65","[c]","23850","23900"
"Leaver Dept.","2021","20-29","No function","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","Outside London","SEO/HEO","80","[c]","31250","30190"
"Leaver Dept.","2021","20-29","No function","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","Unknown","G6/G7","15","[c]","54820","53600"
"Leaver Dept.","2021","20-29","No function","Unknown","SEO/HEO","425","[c]","31470","32000"
"Leaver Dept.","2021","20-29","Project Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","London","G6/G7","15","[c]","55220","53600"
"Leaver Dept.","2021","20-29","Project Delivery","London","SEO/HEO","25","[c]","37400","38600"
"Leaver Dept.","2021","20-29","Project Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Outside London","EO","40","[c]","22920","23110"
"Leaver Dept.","2021","20-29","Project Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Outside London","SEO/HEO","55","[c]","31390","31280"
"Leaver Dept.","2021","20-29","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","London","AA/AO","45","[c]","24810","25110"
"Leaver Dept.","2021","20-29","Unknown","London","EO","190","[c]","29760","29500"
"Leaver Dept.","2021","20-29","Unknown","London","G6/G7","75","[c]","55640","54820"
"Leaver Dept.","2021","20-29","Unknown","London","SEO/HEO","425","[c]","36890","35200"
"Leaver Dept.","2021","20-29","Unknown","London","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Outside London","AA/AO","455","[c]","21090","21010"
"Leaver Dept.","2021","20-29","Unknown","Outside London","EO","305","[c]","26360","27570"
"Leaver Dept.","2021","20-29","Unknown","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Outside London","SEO/HEO","150","[c]","31150","31990"
"Leaver Dept.","2021","20-29","Unknown","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Overseas","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","London","G6/G7","35","[c]","57710","56070"
"Leaver Dept.","2021","30-39","Analysis","London","SEO/HEO","25","[c]","38220","37390"
"Leaver Dept.","2021","30-39","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Outside London","SEO/HEO","10","[c]","37900","37230"
"Leaver Dept.","2021","30-39","Commercial","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Outside London","SEO/HEO","15","[c]","36710","37390"
"Leaver Dept.","2021","30-39","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","London","G6/G7","20","[c]","56540","53350"
"Leaver Dept.","2021","30-39","Communications","London","SEO/HEO","30","[c]","39730","40050"
"Leaver Dept.","2021","30-39","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Debt","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","London","G6/G7","30","[c]","58800","54700"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","London","SEO/HEO","10","[c]","36560","36800"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Outside London","EO","10","[c]","26330","26670"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Outside London","SEO/HEO","20","[c]","36370","36030"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","London","G6/G7","15","[c]","60750","57930"
"Leaver Dept.","2021","30-39","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","London","SEO/HEO","10","[c]","39940","42280"
"Leaver Dept.","2021","30-39","Finance","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Outside London","SEO/HEO","20","[c]","38720","37530"
"Leaver Dept.","2021","30-39","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","London","G6/G7","20","[c]","58440","57230"
