"Status","Year","Region_ITL3","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Hackney and Newham","AA/AO","Male","255","240","24230","25110"
"In post","2021","Hackney and Newham","EO","Female","680","620","30870","31060"
"In post","2021","Hackney and Newham","EO","Male","405","390","30800","31060"
"In post","2021","Hackney and Newham","G6/G7","Female","145","135","62240","59160"
"In post","2021","Hackney and Newham","G6/G7","Male","145","140","63830","59320"
"In post","2021","Hackney and Newham","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Hackney and Newham","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Hackney and Newham","SEO/HEO","Female","385","370","39020","38420"
"In post","2021","Hackney and Newham","SEO/HEO","Male","380","365","39260","38850"
"In post","2021","Hackney and Newham","Unknown","Female","95","90","29660","26810"
"In post","2021","Hackney and Newham","Unknown","Male","30","30","[c]","[c]"
"In post","2021","Haringey and Islington","AA/AO","Female","350","325","26060","24590"
"In post","2021","Haringey and Islington","AA/AO","Male","350","345","29820","31730"
"In post","2021","Haringey and Islington","EO","Female","300","275","30650","31060"
"In post","2021","Haringey and Islington","EO","Male","215","210","31800","31060"
"In post","2021","Haringey and Islington","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Haringey and Islington","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Haringey and Islington","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","SEO/HEO","Female","90","85","38590","36650"
"In post","2021","Haringey and Islington","SEO/HEO","Male","60","60","43790","43240"
"In post","2021","Haringey and Islington","Unknown","Female","95","90","32850","34100"
"In post","2021","Haringey and Islington","Unknown","Male","35","35","32790","34100"
"In post","2021","Harrow and Hillingdon","AA/AO","Female","340","305","24860","25630"
"In post","2021","Harrow and Hillingdon","AA/AO","Male","265","255","25410","25630"
"In post","2021","Harrow and Hillingdon","EO","Female","960","850","29690","29370"
"In post","2021","Harrow and Hillingdon","EO","Male","1050","930","29400","29080"
"In post","2021","Harrow and Hillingdon","G6/G7","Female","30","30","60940","57990"
"In post","2021","Harrow and Hillingdon","G6/G7","Male","45","45","62450","59900"
"In post","2021","Harrow and Hillingdon","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Harrow and Hillingdon","SEO/HEO","Female","300","280","37710","36650"
"In post","2021","Harrow and Hillingdon","SEO/HEO","Male","350","335","36880","36340"
"In post","2021","Harrow and Hillingdon","Unknown","Female","35","30","31800","28200"
"In post","2021","Harrow and Hillingdon","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","AA/AO","Female","420","360","22120","21010"
"In post","2021","Hartlepool and Stockton-on-Tees","AA/AO","Male","390","375","24690","22850"
"In post","2021","Hartlepool and Stockton-on-Tees","EO","Female","305","265","27690","27570"
"In post","2021","Hartlepool and Stockton-on-Tees","EO","Male","200","195","28660","27570"
"In post","2021","Hartlepool and Stockton-on-Tees","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","SEO/HEO","Female","90","85","36210","33610"
"In post","2021","Hartlepool and Stockton-on-Tees","SEO/HEO","Male","65","65","40000","38160"
"In post","2021","Hartlepool and Stockton-on-Tees","Unknown","Female","45","45","31680","32100"
"In post","2021","Hartlepool and Stockton-on-Tees","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Heart of Essex","AA/AO","Female","225","200","23200","21550"
"In post","2021","Heart of Essex","AA/AO","Male","215","210","27460","28400"
"In post","2021","Heart of Essex","EO","Female","205","195","28670","29290"
"In post","2021","Heart of Essex","EO","Male","125","125","29460","29290"
"In post","2021","Heart of Essex","G6/G7","Female","65","60","59540","58970"
"In post","2021","Heart of Essex","G6/G7","Male","30","30","63340","62150"
"In post","2021","Heart of Essex","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Heart of Essex","SEO/HEO","Female","90","85","36320","36240"
"In post","2021","Heart of Essex","SEO/HEO","Male","75","75","39190","36410"
"In post","2021","Heart of Essex","Unknown","Female","50","45","28070","28200"
"In post","2021","Heart of Essex","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Herefordshire, County of","AA/AO","Female","90","85","21080","20920"
"In post","2021","Herefordshire, County of","AA/AO","Male","130","130","27740","22500"
"In post","2021","Herefordshire, County of","EO","Female","80","70","27550","27570"
"In post","2021","Herefordshire, County of","EO","Male","60","60","28890","26930"
"In post","2021","Herefordshire, County of","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","SEO/HEO","Female","30","25","[c]","[c]"
"In post","2021","Herefordshire, County of","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","Herefordshire, County of","Unknown","Female","15","15","[c]","[c]"
"In post","2021","Herefordshire, County of","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Hertfordshire","AA/AO","Female","390","350","24070","24180"
"In post","2021","Hertfordshire","AA/AO","Male","305","300","26960","25390"
"In post","2021","Hertfordshire","EO","Female","570","520","29650","29290"
"In post","2021","Hertfordshire","EO","Male","345","340","30540","29290"
"In post","2021","Hertfordshire","G6/G7","Female","150","140","59670","59730"
"In post","2021","Hertfordshire","G6/G7","Male","135","130","61010","59730"
"In post","2021","Hertfordshire","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Hertfordshire","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Hertfordshire","SEO/HEO","Female","365","345","39170","38510"
"In post","2021","Hertfordshire","SEO/HEO","Male","300","290","39770","38750"
"In post","2021","Hertfordshire","Unknown","Female","110","100","29040","28200"
"In post","2021","Hertfordshire","Unknown","Male","25","25","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","AA/AO","Female","470","425","25670","24660"
"In post","2021","Hounslow and Richmond upon Thames","AA/AO","Male","485","470","27960","25630"
"In post","2021","Hounslow and Richmond upon Thames","EO","Female","510","475","29610","29250"
"In post","2021","Hounslow and Richmond upon Thames","EO","Male","435","420","30490","29520"
"In post","2021","Hounslow and Richmond upon Thames","G6/G7","Female","70","65","54290","52380"
"In post","2021","Hounslow and Richmond upon Thames","G6/G7","Male","80","75","57700","57460"
"In post","2021","Hounslow and Richmond upon Thames","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","SEO/HEO","Female","390","370","36800","35200"
"In post","2021","Hounslow and Richmond upon Thames","SEO/HEO","Male","355","350","39210","37850"
"In post","2021","Hounslow and Richmond upon Thames","Unknown","Female","40","35","32780","30390"
"In post","2021","Hounslow and Richmond upon Thames","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","AA/AO","Female","215","180","21250","21010"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","AA/AO","Male","130","120","22640","21430"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","EO","Female","275","245","27960","27570"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","EO","Male","195","185","29620","27570"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","G6/G7","Male","20","15","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","SEO/HEO","Female","90","80","40140","37100"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","SEO/HEO","Male","110","105","40370","39500"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","Female","250","225","21440","21010"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","Male","225","220","21910","20920"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","EO","Female","205","190","28070","27570"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","EO","Male","170","165","29420","27840"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","G6/G7","Female","20","20","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","Female","120","115","37340","35840"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","Male","120","115","39040","37530"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","AA/AO","Female","40","40","22260","21130"
"In post","2021","Isle of Anglesey","AA/AO","Male","30","30","[c]","[c]"
"In post","2021","Isle of Anglesey","EO","Female","65","60","26960","27570"
"In post","2021","Isle of Anglesey","EO","Male","60","55","26850","26670"
"In post","2021","Isle of Anglesey","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Isle of Anglesey","SEO/HEO","Male","30","30","[c]","[c]"
"In post","2021","Isle of Anglesey","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","AA/AO","Female","225","200","22740","21010"
"In post","2021","Isle of Wight","AA/AO","Male","345","325","26230","25790"
"In post","2021","Isle of Wight","EO","Female","120","100","27520","27570"
"In post","2021","Isle of Wight","EO","Male","100","90","29240","27570"
"In post","2021","Isle of Wight","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","SEO/HEO","Female","30","30","35650","32620"
"In post","2021","Isle of Wight","SEO/HEO","Male","50","50","39830","38160"
"In post","2021","Isle of Wight","Unknown","Female","20","15","[c]","[c]"
"In post","2021","Isle of Wight","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","Female","195","185","29420","30220"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","Male","245","235","31050","33260"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","EO","Female","155","150","31500","31060"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","EO","Male","115","110","32780","31060"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","Female","35","35","42910","40860"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","Male","35","35","45570","43240"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Unknown","Female","40","35","32520","34100"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Kent Thames Gateway","AA/AO","Female","410","375","24770","23240"
"In post","2021","Kent Thames Gateway","AA/AO","Male","555","540","29470","31300"
"In post","2021","Kent Thames Gateway","EO","Female","220","205","29790","29290"
"In post","2021","Kent Thames Gateway","EO","Male","180","175","31070","29290"
"In post","2021","Kent Thames Gateway","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Kent Thames Gateway","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Kent Thames Gateway","SEO/HEO","Female","90","90","37910","35790"
"In post","2021","Kent Thames Gateway","SEO/HEO","Male","95","90","40910","38160"
"In post","2021","Kent Thames Gateway","Unknown","Female","30","30","33470","34830"
"In post","2021","Kent Thames Gateway","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","AA/AO","Female","415","345","21970","21010"
"In post","2021","Kingston upon Hull, City of","AA/AO","Male","420","395","24820","23970"
"In post","2021","Kingston upon Hull, City of","EO","Female","405","340","27240","27570"
"In post","2021","Kingston upon Hull, City of","EO","Male","305","290","27640","27570"
"In post","2021","Kingston upon Hull, City of","G6/G7","Female","35","35","56020","55610"
"In post","2021","Kingston upon Hull, City of","G6/G7","Male","25","20","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","SEO/HEO","Female","140","130","34910","33840"
"In post","2021","Kingston upon Hull, City of","SEO/HEO","Male","140","130","36490","33840"
"In post","2021","Kingston upon Hull, City of","Unknown","Female","90","80","29360","28200"
"In post","2021","Kingston upon Hull, City of","Unknown","Male","30","30","30560","29200"
"In post","2021","Lambeth","AA/AO","Female","255","235","26560","25110"
"In post","2021","Lambeth","AA/AO","Male","230","225","29370","30220"
"In post","2021","Lambeth","EO","Female","805","755","31530","31060"
"In post","2021","Lambeth","EO","Male","475","465","33280","32260"
"In post","2021","Lambeth","G6/G7","Female","495","460","60210","57760"
"In post","2021","Lambeth","G6/G7","Male","360","350","62700","61570"
"In post","2021","Lambeth","SCS level","Female","105","85","106990","99680"
"In post","2021","Lambeth","SCS level","Male","85","75","102990","95410"
"In post","2021","Lambeth","SEO/HEO","Female","890","825","39770","40070"
"In post","2021","Lambeth","SEO/HEO","Male","620","605","43260","43630"
"In post","2021","Lambeth","Unknown","Female","50","45","32680","32090"
"In post","2021","Lambeth","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Lancaster and Wyre","AA/AO","Female","265","235","22290","21030"
"In post","2021","Lancaster and Wyre","AA/AO","Male","210","205","23650","21550"
"In post","2021","Lancaster and Wyre","EO","Female","220","195","27200","26930"
"In post","2021","Lancaster and Wyre","EO","Male","150","145","28110","27570"
"In post","2021","Lancaster and Wyre","G6/G7","Female","20","15","[c]","[c]"
"In post","2021","Lancaster and Wyre","G6/G7","Male","20","15","[c]","[c]"
"In post","2021","Lancaster and Wyre","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","SEO/HEO","Female","80","75","35890","33300"
"In post","2021","Lancaster and Wyre","SEO/HEO","Male","60","60","38400","38160"
"In post","2021","Lancaster and Wyre","Unknown","Female","20","15","[c]","[c]"
"In post","2021","Lancaster and Wyre","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Leeds","AA/AO","Female","1425","1265","21450","21010"
"In post","2021","Leeds","AA/AO","Male","1320","1270","22350","21010"
"In post","2021","Leeds","EO","Female","1605","1450","26360","26500"
"In post","2021","Leeds","EO","Male","1405","1370","26600","25920"
"In post","2021","Leeds","G6/G7","Female","860","805","54760","52580"
"In post","2021","Leeds","G6/G7","Male","820","800","56250","53080"
"In post","2021","Leeds","SCS level","Female","70","65","83480","75520"
"In post","2021","Leeds","SCS level","Male","85","80","88800","80190"
"In post","2021","Leeds","SEO/HEO","Female","1995","1860","34430","32740"
"In post","2021","Leeds","SEO/HEO","Male","1605","1565","34970","33300"
"In post","2021","Leeds","Unknown","Female","170","150","30170","30210"
"In post","2021","Leeds","Unknown","Male","55","50","31600","31420"
"In post","2021","Leicester","AA/AO","Female","700","585","20820","21010"
"In post","2021","Leicester","AA/AO","Male","500","475","21550","21010"
"In post","2021","Leicester","EO","Female","440","385","27000","27570"
"In post","2021","Leicester","EO","Male","310","300","27080","27570"
"In post","2021","Leicester","G6/G7","Female","65","60","53490","52580"
"In post","2021","Leicester","G6/G7","Male","45","45","55470","53450"
"In post","2021","Leicester","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Leicester","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Leicester","SEO/HEO","Female","215","200","34580","33840"
"In post","2021","Leicester","SEO/HEO","Male","165","160","35810","33840"
"In post","2021","Leicester","Unknown","Female","130","120","28680","28200"
"In post","2021","Leicester","Unknown","Male","35","30","30570","30810"
"In post","2021","Leicestershire CC and Rutland","AA/AO","Female","505","445","21870","20920"
"In post","2021","Leicestershire CC and Rutland","AA/AO","Male","455","445","24630","24120"
"In post","2021","Leicestershire CC and Rutland","EO","Female","275","250","26960","27370"
"In post","2021","Leicestershire CC and Rutland","EO","Male","270","260","28300","27380"
"In post","2021","Leicestershire CC and Rutland","G6/G7","Female","30","25","[c]","[c]"
"In post","2021","Leicestershire CC and Rutland","G6/G7","Male","30","30","68160","66020"
"In post","2021","Leicestershire CC and Rutland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire CC and Rutland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire CC and Rutland","SEO/HEO","Female","205","190","37410","36710"
"In post","2021","Leicestershire CC and Rutland","SEO/HEO","Male","210","205","39310","38160"
"In post","2021","Leicestershire CC and Rutland","Unknown","Female","35","35","33360","32690"
"In post","2021","Leicestershire CC and Rutland","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Lewisham and Southwark","AA/AO","Female","125","115","23870","24210"
"In post","2021","Lewisham and Southwark","AA/AO","Male","160","145","27600","25630"
"In post","2021","Lewisham and Southwark","EO","Female","335","320","30330","31060"
"In post","2021","Lewisham and Southwark","EO","Male","240","235","29760","29970"
"In post","2021","Lewisham and Southwark","G6/G7","Female","30","30","60400","59990"
"In post","2021","Lewisham and Southwark","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Lewisham and Southwark","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Lewisham and Southwark","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Lewisham and Southwark","SEO/HEO","Female","80","75","38640","37360"
"In post","2021","Lewisham and Southwark","SEO/HEO","Male","60","60","38070","36650"
"In post","2021","Lewisham and Southwark","Unknown","Female","220","215","34850","34100"
"In post","2021","Lewisham and Southwark","Unknown","Male","90","90","35820","34400"
"In post","2021","Lincolnshire","AA/AO","Female","680","615","21340","21010"
"In post","2021","Lincolnshire","AA/AO","Male","610","595","23250","21360"
"In post","2021","Lincolnshire","EO","Female","395","360","27270","27570"
"In post","2021","Lincolnshire","EO","Male","355","340","28400","27570"
"In post","2021","Lincolnshire","G6/G7","Female","35","30","57020","53190"
"In post","2021","Lincolnshire","G6/G7","Male","45","40","60710","57040"
"In post","2021","Lincolnshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","SEO/HEO","Female","230","220","35450","34000"
"In post","2021","Lincolnshire","SEO/HEO","Male","335","330","37320","36450"
"In post","2021","Lincolnshire","Unknown","Female","100","95","29640","30210"
"In post","2021","Lincolnshire","Unknown","Male","35","35","34460","32690"
"In post","2021","Lisburn and Castlereagh","AA/AO","Female","95","90","21750","21880"
"In post","2021","Lisburn and Castlereagh","AA/AO","Male","105","100","20990","20310"
"In post","2021","Lisburn and Castlereagh","EO","Female","55","50","27360","27240"
"In post","2021","Lisburn and Castlereagh","EO","Male","50","50","27050","27240"
"In post","2021","Lisburn and Castlereagh","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Lisburn and Castlereagh","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Lisburn and Castlereagh","SEO/HEO","Female","30","30","36330","34870"
"In post","2021","Lisburn and Castlereagh","SEO/HEO","Male","55","55","37870","37210"
"In post","2021","Lisburn and Castlereagh","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Lisburn and Castlereagh","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Liverpool","AA/AO","Female","2140","1825","21130","21430"
"In post","2021","Liverpool","AA/AO","Male","1505","1430","21940","21430"
"In post","2021","Liverpool","EO","Female","1880","1670","25660","25310"
"In post","2021","Liverpool","EO","Male","1165","1120","25790","25310"
"In post","2021","Liverpool","G6/G7","Female","470","450","54350","52580"
"In post","2021","Liverpool","G6/G7","Male","425","415","55800","52580"
"In post","2021","Liverpool","SCS level","Female","25","25","[c]","[c]"
"In post","2021","Liverpool","SCS level","Male","30","30","[c]","[c]"
"In post","2021","Liverpool","SEO/HEO","Female","1300","1235","33610","31810"
"In post","2021","Liverpool","SEO/HEO","Male","1090","1065","34270","32620"
"In post","2021","Liverpool","Unknown","Female","150","135","28920","28200"
"In post","2021","Liverpool","Unknown","Male","55","55","30820","31420"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","AA/AO","Female","60","50","22280","22230"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","AA/AO","Male","95","90","24910","26530"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","EO","Female","70","65","28540","27570"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","EO","Male","55","50","29560","29140"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","Luton","AA/AO","Female","95","80","20080","20520"
"In post","2021","Luton","AA/AO","Male","45","40","20990","21010"
"In post","2021","Luton","EO","Female","145","130","27010","27570"
"In post","2021","Luton","EO","Male","140","115","28200","27570"
"In post","2021","Luton","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Luton","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Luton","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","Luton","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","Luton","Unknown","Female","70","65","26350","23380"
"In post","2021","Luton","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Manchester","AA/AO","Female","1045","935","20990","20880"
"In post","2021","Manchester","AA/AO","Male","880","840","22520","21010"
"In post","2021","Manchester","EO","Female","1245","1155","26310","26290"
"In post","2021","Manchester","EO","Male","1180","1150","26600","26000"
"In post","2021","Manchester","G6/G7","Female","710","675","56450","52580"
"In post","2021","Manchester","G6/G7","Male","715","700","57490","54000"
"In post","2021","Manchester","SCS level","Female","50","45","85930","82480"
"In post","2021","Manchester","SCS level","Male","50","50","92010","88430"
"In post","2021","Manchester","SEO/HEO","Female","1570","1485","34980","33310"
"In post","2021","Manchester","SEO/HEO","Male","1400","1365","34930","33310"
"In post","2021","Manchester","Unknown","Female","95","85","27850","23840"
"In post","2021","Manchester","Unknown","Male","50","45","28720","23840"
"In post","2021","Medway","AA/AO","Female","340","310","24000","21710"
"In post","2021","Medway","AA/AO","Male","295","290","26490","28960"
"In post","2021","Medway","EO","Female","250","230","30100","29290"
"In post","2021","Medway","EO","Male","160","155","31680","31880"
"In post","2021","Medway","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Medway","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Medway","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Medway","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Medway","SEO/HEO","Female","125","120","38420","37280"
"In post","2021","Medway","SEO/HEO","Male","155","150","42530","41970"
"In post","2021","Medway","Unknown","Female","45","40","30010","30210"
"In post","2021","Medway","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Merton, Kingston upon Thames and Sutton","AA/AO","Female","90","80","22230","22340"
"In post","2021","Merton, Kingston upon Thames and Sutton","AA/AO","Male","45","45","22390","21830"
"In post","2021","Merton, Kingston upon Thames and Sutton","EO","Female","230","215","30830","31060"
"In post","2021","Merton, Kingston upon Thames and Sutton","EO","Male","150","145","32310","31060"
"In post","2021","Merton, Kingston upon Thames and Sutton","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Merton, Kingston upon Thames and Sutton","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Merton, Kingston upon Thames and Sutton","SEO/HEO","Female","45","40","39060","36650"
"In post","2021","Merton, Kingston upon Thames and Sutton","SEO/HEO","Male","40","40","42040","42770"
"In post","2021","Merton, Kingston upon Thames and Sutton","Unknown","Female","40","40","32060","31150"
"In post","2021","Merton, Kingston upon Thames and Sutton","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Mid and East Antrim","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mid and East Antrim","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mid Kent","AA/AO","Female","175","155","22830","21550"
"In post","2021","Mid Kent","AA/AO","Male","160","155","25870","26440"
"In post","2021","Mid Kent","EO","Female","175","160","28780","29290"
"In post","2021","Mid Kent","EO","Male","125","120","30510","29290"
"In post","2021","Mid Kent","G6/G7","Female","20","20","[c]","[c]"
"In post","2021","Mid Kent","G6/G7","Male","15","10","[c]","[c]"
"In post","2021","Mid Kent","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mid Kent","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mid Kent","SEO/HEO","Female","75","70","37700","37890"
"In post","2021","Mid Kent","SEO/HEO","Male","60","60","38720","37280"
"In post","2021","Mid Kent","Unknown","Female","60","55","30230","28200"
"In post","2021","Mid Kent","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Mid Lancashire","AA/AO","Female","1555","1290","21060","21010"
"In post","2021","Mid Lancashire","AA/AO","Male","1270","1185","22080","21010"
"In post","2021","Mid Lancashire","EO","Female","850","740","26830","27570"
"In post","2021","Mid Lancashire","EO","Male","545","525","27370","27570"
"In post","2021","Mid Lancashire","G6/G7","Female","150","140","55120","52770"
"In post","2021","Mid Lancashire","G6/G7","Male","140","135","57140","53360"
"In post","2021","Mid Lancashire","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Mid Lancashire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mid Lancashire","SEO/HEO","Female","525","485","35550","33840"
"In post","2021","Mid Lancashire","SEO/HEO","Male","410","390","35850","33840"
"In post","2021","Mid Lancashire","Unknown","Female","115","105","29170","28200"
"In post","2021","Mid Lancashire","Unknown","Male","30","25","[c]","[c]"
"In post","2021","Milton Keynes","AA/AO","Female","405","380","24200","23270"
