"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Chinese","Operational Research","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Research","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Research","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Research","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Psychology","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Psychology","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Psychology","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Psychology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Psychology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Psychology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Psychology","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Psychology","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Psychology","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Psychology","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Psychology","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Psychology","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Psychology","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Psychology","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Psychology","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Veterinarian","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Veterinarian","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Veterinarian","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Veterinarian","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Veterinarian","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Veterinarian","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Veterinarian","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Veterinarian","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Veterinarian","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","G7","Male","[c]","[c]","[c]","[c]"
