"Status","Year","Ethnicity","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Government Legal Department","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Government Legal Department","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Government Legal Department","Unknown","20","20","[c]","[c]"
"In post","2021","Black","Government Property Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Property Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Property Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Health and Safety Executive","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Black","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Courts and Tribunals Service","Heterosexual / straight","795","755","25390","23270"
"In post","2021","Black","HM Courts and Tribunals Service","LGBO","20","20","[c]","[c]"
"In post","2021","Black","HM Courts and Tribunals Service","Undeclared","65","60","25950","23500"
"In post","2021","Black","HM Courts and Tribunals Service","Unknown","65","60","25420","23500"
"In post","2021","Black","HM Land Registry","Heterosexual / straight","45","45","34430","30600"
"In post","2021","Black","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Land Registry","Unknown","10","10","[c]","[c]"
"In post","2021","Black","HM Prison and Probation Service","Heterosexual / straight","1820","1780","31480","30320"
"In post","2021","Black","HM Prison and Probation Service","LGBO","35","30","31370","28200"
"In post","2021","Black","HM Prison and Probation Service","Undeclared","100","90","32420","31650"
"In post","2021","Black","HM Prison and Probation Service","Unknown","225","210","31230","31650"
"In post","2021","Black","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","1115","1075","32110","30430"
"In post","2021","Black","HM Revenue and Customs (excl. agencies)","LGBO","40","35","30790","25600"
"In post","2021","Black","HM Revenue and Customs (excl. agencies)","Undeclared","50","50","34300","32520"
"In post","2021","Black","HM Revenue and Customs (excl. agencies)","Unknown","200","190","30910","29570"
"In post","2021","Black","HM Treasury (excl. agencies)","Heterosexual / straight","55","55","37830","32320"
"In post","2021","Black","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Treasury (excl. agencies)","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","HM Treasury (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Home Office (incl. agencies)","Heterosexual / straight","1745","1645","32590","29080"
"In post","2021","Black","Home Office (incl. agencies)","LGBO","25","20","[c]","[c]"
"In post","2021","Black","Home Office (incl. agencies)","Undeclared","115","105","31840","29050"
"In post","2021","Black","Home Office (incl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Insolvency Service","Heterosexual / straight","45","45","30220","25670"
"In post","2021","Black","Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Insolvency Service","Unknown","15","15","[c]","[c]"
"In post","2021","Black","Institute for Apprenticeships and Technical Education","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Institute for Apprenticeships and Technical Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal Aid Agency","Heterosexual / straight","45","40","27580","21290"
"In post","2021","Black","Legal Aid Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Maritime and Coastguard Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Maritime and Coastguard Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","60","60","36790","32960"
"In post","2021","Black","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Medicines and Healthcare Products Regulatory Agency","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Medicines and Healthcare Products Regulatory Agency","Unknown","30","30","38060","33090"
"In post","2021","Black","Met Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Met Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Met Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Met Office","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Ministry of Defence (excl. agencies)","Heterosexual / straight","460","450","32720","30200"
"In post","2021","Black","Ministry of Defence (excl. agencies)","LGBO","10","10","[c]","[c]"
"In post","2021","Black","Ministry of Defence (excl. agencies)","Undeclared","20","20","[c]","[c]"
"In post","2021","Black","Ministry of Defence (excl. agencies)","Unknown","15","15","[c]","[c]"
"In post","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","135","135","41420","38160"
"In post","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Justice (excl. agencies)","Heterosexual / straight","300","300","36060","32280"
"In post","2021","Black","Ministry of Justice (excl. agencies)","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Ministry of Justice (excl. agencies)","Undeclared","15","15","[c]","[c]"
"In post","2021","Black","Ministry of Justice (excl. agencies)","Unknown","15","15","[c]","[c]"
"In post","2021","Black","National Crime Agency","Heterosexual / straight","85","85","36790","36320"
"In post","2021","Black","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Crime Agency","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","National Crime Agency","Unknown","5","5","[c]","[c]"
"In post","2021","Black","National Infrastructure Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Infrastructure Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Infrastructure Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Infrastructure Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Records of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Records of Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Records of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Savings and Investments","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Black","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Savings and Investments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Savings and Investments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Budget Responsibility","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Budget Responsibility","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Budget Responsibility","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","50","50","44320","44610"
"In post","2021","Black","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","Unknown","30","30","47890","42080"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Office of the Public Guardian","Heterosexual / straight","85","75","21170","19930"
"In post","2021","Black","Office of the Public Guardian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of the Public Guardian","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of the Scottish Charity Regulator","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of the Scottish Charity Regulator","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of the Scottish Charity Regulator","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Public Health England","Heterosexual / straight","400","375","38850","33100"
"In post","2021","Black","Public Health England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Public Health England","Undeclared","35","30","41350","32330"
"In post","2021","Black","Public Health England","Unknown","45","45","50580","39560"
"In post","2021","Black","Queen Elizabeth II Centre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Queen Elizabeth II Centre","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Queen Elizabeth II Centre","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Queen Elizabeth II Centre","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Registers of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Registers of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Revenue Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Revenue Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Revenue Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Royal Fleet Auxiliary","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Rural Payments Agency","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Black","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Rural Payments Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Fiscal Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Fiscal Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Fiscal Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Forestry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Forestry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Forestry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Government (excl. agencies)","Heterosexual / straight","30","30","40670","38080"
"In post","2021","Black","Scottish Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Housing Regulator","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Housing Regulator","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Housing Regulator","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Prison Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Prison Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Public Pensions Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Public Pensions Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Public Pensions Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Serious Fraud Office","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Black","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Serious Fraud Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Social Security Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Social Security Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Social Security Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Standards and Testing Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Standards and Testing Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Standards and Testing Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Student Awards Agency for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Student Awards Agency for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Submarine Delivery Agency","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Black","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Teaching Regulation Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Teaching Regulation Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Teaching Regulation Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Transport Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Transport Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Transport Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Export Finance","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Black","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Hydrographic Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Intellectual Property Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Black","UK Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Intellectual Property Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Space Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","UK Space Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Space Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","Heterosexual / straight","60","50","30170","29540"
"In post","2021","Black","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Valuation Office Agency","Heterosexual / straight","50","45","35190","31060"
"In post","2021","Black","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Valuation Office Agency","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Valuation Office Agency","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Vehicle Certification Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinary Medicines Directorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinary Medicines Directorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinary Medicines Directorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Water Services Regulation Authority","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Welsh Government (excl. agencies)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Black","Welsh Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Welsh Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Welsh Revenue Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wilton Park","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wilton Park","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wilton Park","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Accountant in Bankruptcy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Accountant in Bankruptcy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Accountant in Bankruptcy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Animal and Plant Health Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Attorney General's Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Attorney General's Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Attorney General's Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cabinet Office (excl. agencies)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Chinese","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Companies House","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Companies House","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Competition and Markets Authority","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Criminal Injuries Compensation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Criminal Injuries Compensation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Crown Commercial Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
