"Status","Year","Function_of_post","Region_ITL3","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Bath and North East Somerset, North Somerset and South Gloucestershire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Bath and North East Somerset, North Somerset and South Gloucestershire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Bath and North East Somerset, North Somerset and South Gloucestershire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Bath and North East Somerset, North Somerset and South Gloucestershire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Bath and North East Somerset, North Somerset and South Gloucestershire","G7","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Bath and North East Somerset, North Somerset and South Gloucestershire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Bath and North East Somerset, North Somerset and South Gloucestershire","HEO","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Bath and North East Somerset, North Somerset and South Gloucestershire","HEO","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Bedford","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Bedford","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Berkshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Berkshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Berkshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Berkshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Berkshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Berkshire","G7","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Berkshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Berkshire","HEO","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Berkshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Berkshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Berkshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Berkshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Birmingham","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Birmingham","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Birmingham","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Birmingham","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Birmingham","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Birmingham","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Birmingham","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Birmingham","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Birmingham","HEO","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Birmingham","HEO","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Birmingham","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Birmingham","SEO","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Bradford","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Bradford","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Bristol, City of","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Bristol, City of","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Bristol, City of","EO","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Bristol, City of","EO","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Bristol, City of","G6","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Bristol, City of","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Bristol, City of","G7","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Bristol, City of","G7","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Bristol, City of","HEO","Female","30","30","32060","32010"
"In post","2021","Analysis","Bristol, City of","HEO","Male","20","20","[c]","[c]"
"In post","2021","Analysis","Bristol, City of","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Bristol, City of","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Bristol, City of","SEO","Female","25","20","[c]","[c]"
"In post","2021","Analysis","Bristol, City of","SEO","Male","20","20","[c]","[c]"
"In post","2021","Analysis","Buckinghamshire CC","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Buckinghamshire CC","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Buckinghamshire CC","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Buckinghamshire CC","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Buckinghamshire CC","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Buckinghamshire CC","HEO","Male","[c]","[c]","[c]","[c]"
