"Status","Year","Parent_department","Region_ITL1","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","London","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Camden and City of London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Camden and City of London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Croydon","Heterosexual / straight","60","55","40180","34460"
"In post","2021","Attorney General's Departments","London","Croydon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Croydon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Croydon","Unknown","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Haringey and Islington","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Haringey and Islington","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Haringey and Islington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Harrow and Hillingdon","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Harrow and Hillingdon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Hounslow and Richmond upon Thames","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Hounslow and Richmond upon Thames","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Hounslow and Richmond upon Thames","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Lewisham and Southwark","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Lewisham and Southwark","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Merton, Kingston upon Thames and Sutton","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Redbridge and Waltham Forest","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Redbridge and Waltham Forest","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Redbridge and Waltham Forest","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Westminster","Heterosexual / straight","2995","2835","49640","51250"
"In post","2021","Attorney General's Departments","London","Westminster","LGBO","255","245","50310","51250"
"In post","2021","Attorney General's Departments","London","Westminster","Undeclared","240","230","52270","52040"
"In post","2021","Attorney General's Departments","London","Westminster","Unknown","1010","930","52870","55530"
"In post","2021","Attorney General's Departments","North East (England)","Northumberland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","South Teesside","Heterosexual / straight","65","60","37080","28430"
"In post","2021","Attorney General's Departments","North East (England)","South Teesside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","South Teesside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","South Teesside","Unknown","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","Tyneside","Heterosexual / straight","175","160","38570","34480"
"In post","2021","Attorney General's Departments","North East (England)","Tyneside","LGBO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","Tyneside","Undeclared","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","Tyneside","Unknown","55","50","37590","28430"
"In post","2021","Attorney General's Departments","North West (England)","East Cumbria","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","East Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","East Cumbria","Unknown","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Liverpool","Heterosexual / straight","265","255","36940","30720"
"In post","2021","Attorney General's Departments","North West (England)","Liverpool","LGBO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Liverpool","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Liverpool","Unknown","80","75","40690","34480"
"In post","2021","Attorney General's Departments","North West (England)","Manchester","Heterosexual / straight","285","265","40710","38000"
"In post","2021","Attorney General's Departments","North West (England)","Manchester","LGBO","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Manchester","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Manchester","Unknown","55","45","41980","34480"
"In post","2021","Attorney General's Departments","North West (England)","Mid Lancashire","Heterosexual / straight","120","115","39160","38000"
"In post","2021","Attorney General's Departments","North West (England)","Mid Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Mid Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Mid Lancashire","Unknown","50","45","42450","48080"
"In post","2021","Attorney General's Departments","North West (England)","Warrington","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Warrington","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Warrington","Unknown","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","West Cumbria","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","West Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Scotland","Aberdeen City and Aberdeenshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Scotland","Aberdeen City and Aberdeenshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Berkshire","Heterosexual / straight","90","85","42390","38120"
"In post","2021","Attorney General's Departments","South East (England)","Berkshire","LGBO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Berkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Berkshire","Unknown","35","30","47410","52330"
"In post","2021","Attorney General's Departments","South East (England)","Brighton and Hove","Heterosexual / straight","75","70","44500","40000"
"In post","2021","Attorney General's Departments","South East (England)","Brighton and Hove","LGBO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Brighton and Hove","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Brighton and Hove","Unknown","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","East Kent","Heterosexual / straight","80","75","37650","30110"
"In post","2021","Attorney General's Departments","South East (England)","East Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","East Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","East Kent","Unknown","40","35","43370","35020"
"In post","2021","Attorney General's Departments","South East (England)","Mid Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Portsmouth","Heterosexual / straight","80","75","38400","30110"
"In post","2021","Attorney General's Departments","South East (England)","Portsmouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Portsmouth","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Portsmouth","Unknown","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","South Hampshire","Heterosexual / straight","115","105","44770","42460"
"In post","2021","Attorney General's Departments","South East (England)","South Hampshire","LGBO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","South Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","South Hampshire","Unknown","30","25","48060","50820"
"In post","2021","Attorney General's Departments","South East (England)","West Surrey","Heterosexual / straight","35","35","39700","40000"
"In post","2021","Attorney General's Departments","South East (England)","West Surrey","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","West Surrey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","West Surrey","Unknown","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","West Sussex (North East)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","West Sussex (North East)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Bristol, City of","Heterosexual / straight","100","95","39580","33310"
"In post","2021","Attorney General's Departments","South West (England)","Bristol, City of","LGBO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Bristol, City of","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Bristol, City of","Unknown","35","30","48010","55610"
"In post","2021","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Devon CC","Heterosexual / straight","80","75","39080","34480"
"In post","2021","Attorney General's Departments","South West (England)","Devon CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Devon CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Devon CC","Unknown","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Wiltshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Wiltshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Wiltshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Bridgend and Neath Port Talbot","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Bridgend and Neath Port Talbot","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Bridgend and Neath Port Talbot","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","Heterosexual / straight","155","145","41350","40420"
"In post","2021","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","LGBO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","Unknown","45","40","41490","40040"
"In post","2021","Attorney General's Departments","Wales","Central Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Central Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Flintshire and Wrexham","Heterosexual / straight","50","45","39190","37780"
"In post","2021","Attorney General's Departments","Wales","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Flintshire and Wrexham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Flintshire and Wrexham","Unknown","20","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Swansea","Heterosexual / straight","50","45","39640","34480"
"In post","2021","Attorney General's Departments","Wales","Swansea","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Swansea","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Swansea","Unknown","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Birmingham","Heterosexual / straight","340","320","38910","38000"
"In post","2021","Attorney General's Departments","West Midlands (England)","Birmingham","LGBO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Birmingham","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Birmingham","Unknown","130","120","41500","38760"
"In post","2021","Attorney General's Departments","West Midlands (England)","Shropshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Shropshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Shropshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Staffordshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Staffordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Staffordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Stoke-on-Trent","Heterosexual / straight","50","45","40670","43420"
"In post","2021","Attorney General's Departments","West Midlands (England)","Stoke-on-Trent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Stoke-on-Trent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Stoke-on-Trent","Unknown","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Warwickshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Wolverhampton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Wolverhampton","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Wolverhampton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Worcestershire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Worcestershire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Worcestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Kingston upon Hull, City of","Heterosexual / straight","50","45","38910","31720"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Kingston upon Hull, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Kingston upon Hull, City of","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Kingston upon Hull, City of","Unknown","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Leeds","Heterosexual / straight","245","230","43060","48080"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Leeds","LGBO","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Leeds","Undeclared","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Leeds","Unknown","105","95","40740","34480"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Sheffield","Heterosexual / straight","85","75","34710","28430"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Sheffield","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Sheffield","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Sheffield","Unknown","50","45","38140","28430"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Wakefield","Heterosexual / straight","60","55","33550","28430"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Wakefield","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Wakefield","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Wakefield","Unknown","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","York","Heterosexual / straight","225","210","45080","50850"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","York","LGBO","15","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","York","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","York","Unknown","75","65","54600","55610"
"In post","2021","Cabinet Office","East Midlands (England)","Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Nottingham","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Nottingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Nottingham","Unknown","15","15","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Cambridgeshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Cambridgeshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Cambridgeshire CC","Unknown","10","10","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Norwich and East Norfolk","Heterosexual / straight","50","50","39700","33250"
"In post","2021","Cabinet Office","East of England","Norwich and East Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Norwich and East Norfolk","Undeclared","5","5","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Norwich and East Norfolk","Unknown","30","30","58820","55720"
"In post","2021","Cabinet Office","East of England","Peterborough","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Peterborough","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Suffolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Suffolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Suffolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Camden and City of London","Heterosexual / straight","60","60","57860","54700"
"In post","2021","Cabinet Office","London","Camden and City of London","LGBO","10","10","[c]","[c]"
"In post","2021","Cabinet Office","London","Camden and City of London","Undeclared","5","5","[c]","[c]"
"In post","2021","Cabinet Office","London","Camden and City of London","Unknown","15","15","[c]","[c]"
"In post","2021","Cabinet Office","London","Croydon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Croydon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Croydon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Croydon","Unknown","45","45","41960","29250"
"In post","2021","Cabinet Office","London","Hackney and Newham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Hackney and Newham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Harrow and Hillingdon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Lambeth","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Lambeth","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Lambeth","Unknown","10","10","[c]","[c]"
"In post","2021","Cabinet Office","London","Lewisham and Southwark","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Lewisham and Southwark","Unknown","10","10","[c]","[c]"
"In post","2021","Cabinet Office","London","Tower Hamlets","Heterosexual / straight","545","535","53400","54700"
"In post","2021","Cabinet Office","London","Tower Hamlets","LGBO","70","70","51970","54700"
