"Status","Year","Function_of_post","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Unknown","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Communications","Unknown","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Communications","Unknown","Outside London","Unknown","215","210","29450","26190"
"In post","2021","Communications","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Counter Fraud","London","Heterosexual / straight","210","205","44330","40000"
"In post","2021","Counter Fraud","Counter Fraud","London","LGBO","15","15","[c]","[c]"
"In post","2021","Counter Fraud","Counter Fraud","London","Undeclared","20","20","[c]","[c]"
"In post","2021","Counter Fraud","Counter Fraud","London","Unknown","90","85","45870","41240"
"In post","2021","Counter Fraud","Counter Fraud","Outside London","Heterosexual / straight","205","195","37740","37910"
"In post","2021","Counter Fraud","Counter Fraud","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Counter Fraud","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2021","Counter Fraud","Counter Fraud","Outside London","Unknown","95","90","36450","35830"
"In post","2021","Counter Fraud","Economics","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Economics","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Intelligence Analysis","London","Heterosexual / straight","40","35","45940","41760"
"In post","2021","Counter Fraud","Intelligence Analysis","London","LGBO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Intelligence Analysis","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Intelligence Analysis","London","Unknown","15","15","[c]","[c]"
"In post","2021","Counter Fraud","Intelligence Analysis","Outside London","Heterosexual / straight","85","80","35340","31810"
"In post","2021","Counter Fraud","Intelligence Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Intelligence Analysis","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2021","Counter Fraud","Intelligence Analysis","Outside London","Unknown","30","30","32580","31810"
"In post","2021","Counter Fraud","Knowledge and Information Management","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Legal","London","Heterosexual / straight","490","475","36370","32520"
"In post","2021","Counter Fraud","Legal","London","LGBO","35","30","34560","32520"
"In post","2021","Counter Fraud","Legal","London","Undeclared","110","105","39000","36160"
"In post","2021","Counter Fraud","Legal","London","Unknown","295","285","34960","36160"
"In post","2021","Counter Fraud","Legal","Outside London","Heterosexual / straight","1455","1380","29750","28130"
"In post","2021","Counter Fraud","Legal","Outside London","LGBO","70","70","29380","25560"
"In post","2021","Counter Fraud","Legal","Outside London","Undeclared","230","215","30690","31810"
"In post","2021","Counter Fraud","Legal","Outside London","Unknown","660","630","28750","25560"
"In post","2021","Counter Fraud","Operational Delivery","London","Heterosexual / straight","255","240","36020","36160"
"In post","2021","Counter Fraud","Operational Delivery","London","LGBO","15","10","[c]","[c]"
"In post","2021","Counter Fraud","Operational Delivery","London","Undeclared","40","40","33190","29570"
"In post","2021","Counter Fraud","Operational Delivery","London","Unknown","85","80","32680","29570"
"In post","2021","Counter Fraud","Operational Delivery","Outside London","Heterosexual / straight","1575","1450","30350","28130"
"In post","2021","Counter Fraud","Operational Delivery","Outside London","LGBO","60","60","28040","25560"
"In post","2021","Counter Fraud","Operational Delivery","Outside London","Undeclared","220","200","29680","28130"
"In post","2021","Counter Fraud","Operational Delivery","Outside London","Unknown","635","580","27120","25560"
"In post","2021","Counter Fraud","Operational Research","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Operational Research","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Operational Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Operational Research","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Other","London","Heterosexual / straight","45","40","43300","39800"
"In post","2021","Counter Fraud","Other","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Other","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Other","London","Unknown","25","25","[c]","[c]"
"In post","2021","Counter Fraud","Other","Outside London","Heterosexual / straight","145","130","39460","34420"
"In post","2021","Counter Fraud","Other","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","Counter Fraud","Other","Outside London","Undeclared","35","30","41140","35000"
"In post","2021","Counter Fraud","Other","Outside London","Unknown","65","55","33850","28130"
"In post","2021","Counter Fraud","Policy","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Policy","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Policy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Policy","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Policy","Outside London","Unknown","10","5","[c]","[c]"
"In post","2021","Counter Fraud","Tax","London","Heterosexual / straight","235","225","44380","38780"
"In post","2021","Counter Fraud","Tax","London","LGBO","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Tax","London","Undeclared","40","40","46810","39800"
"In post","2021","Counter Fraud","Tax","London","Unknown","100","95","39180","36160"
"In post","2021","Counter Fraud","Tax","Outside London","Heterosexual / straight","940","885","38660","32100"
"In post","2021","Counter Fraud","Tax","Outside London","LGBO","55","50","39580","31910"
"In post","2021","Counter Fraud","Tax","Outside London","Undeclared","165","155","42460","38630"
"In post","2021","Counter Fraud","Tax","Outside London","Unknown","355","330","34720","31810"
"In post","2021","Counter Fraud","Unknown","London","Heterosexual / straight","85","80","47370","40230"
"In post","2021","Counter Fraud","Unknown","London","LGBO","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","London","Undeclared","15","15","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","London","Unknown","15","15","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Outside London","Heterosexual / straight","50","50","30310","31810"
"In post","2021","Counter Fraud","Unknown","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Outside London","Unknown","30","30","30180","25560"
"In post","2021","Counter Fraud","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Operational Delivery","London","Heterosexual / straight","215","195","28000","25630"
"In post","2021","Debt","Operational Delivery","London","LGBO","10","10","[c]","[c]"
"In post","2021","Debt","Operational Delivery","London","Undeclared","50","45","27940","25630"
"In post","2021","Debt","Operational Delivery","London","Unknown","230","200","28520","25630"
"In post","2021","Debt","Operational Delivery","Outside London","Heterosexual / straight","1630","1435","23900","21440"
"In post","2021","Debt","Operational Delivery","Outside London","LGBO","100","95","23950","21420"
"In post","2021","Debt","Operational Delivery","Outside London","Undeclared","250","210","23390","21440"
"In post","2021","Debt","Operational Delivery","Outside London","Unknown","1095","970","22180","20140"
"In post","2021","Debt","Tax","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Debt","Tax","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Tax","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Tax","London","Unknown","20","20","[c]","[c]"
"In post","2021","Debt","Tax","Outside London","Heterosexual / straight","255","245","20670","20140"
"In post","2021","Debt","Tax","Outside London","LGBO","35","35","20590","20140"
"In post","2021","Debt","Tax","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Debt","Tax","Outside London","Unknown","650","635","20430","20140"
"In post","2021","Debt","Unknown","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","London","Unknown","5","5","[c]","[c]"
"In post","2021","Debt","Unknown","Outside London","Heterosexual / straight","30","30","25360","20140"
"In post","2021","Debt","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","Outside London","Unknown","45","45","21890","20140"
"In post","2021","Digital, Data & Technology","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Communications","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","London","Heterosexual / straight","1330","1305","48430","44450"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","London","LGBO","115","115","48360","43380"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","London","Undeclared","170","165","48380","43490"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","London","Unknown","630","620","48360","43880"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","Outside London","Heterosexual / straight","5150","4990","39640","36960"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","Outside London","LGBO","280","275","37130","34900"
