"Status","Year","Disability","Parent_department","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared disabled","Department for Education","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","North East (England)","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","North East (England)","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","North West (England)","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","North West (England)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","Scotland","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","South West (England)","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","Wales","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","Yorkshire and The Humber","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","Yorkshire and The Humber","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department of Health and Social Care","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department of Health and Social Care","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department of Health and Social Care","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department of Health and Social Care","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department of Health and Social Care","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department of Health and Social Care","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department of Health and Social Care","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department of Health and Social Care","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department of Health and Social Care","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department of Health and Social Care","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department of Health and Social Care","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department of Health and Social Care","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department of Health and Social Care","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department of Health and Social Care","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department of Health and Social Care","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department of Health and Social Care","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department of Health and Social Care","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department of Health and Social Care","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department of Health and Social Care","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department of Health and Social Care","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","ESTYN","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Food Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Food Standards Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Food Standards Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Food Standards Agency","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Food Standards Agency","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Food Standards Agency","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Food Standards Agency","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Food Standards Agency","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Food Standards Agency","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Foreign, Commonwealth and Development Office","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Foreign, Commonwealth and Development Office","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Foreign, Commonwealth and Development Office","Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Foreign, Commonwealth and Development Office","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Foreign, Commonwealth and Development Office","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Foreign, Commonwealth and Development Office","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Foreign, Commonwealth and Development Office","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Foreign, Commonwealth and Development Office","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Revenue and Customs","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Revenue and Customs","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Revenue and Customs","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Revenue and Customs","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Revenue and Customs","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Revenue and Customs","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Revenue and Customs","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Revenue and Customs","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Revenue and Customs","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Revenue and Customs","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Revenue and Customs","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Revenue and Customs","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Revenue and Customs","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Revenue and Customs","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Revenue and Customs","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Revenue and Customs","North East (England)","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Revenue and Customs","North East (England)","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Revenue and Customs","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Revenue and Customs","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Revenue and Customs","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Revenue and Customs","North East (England)","Unknown","[c]","[c]","[c]","[c]"
