"Status","Year","Age","Disability","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","40-49","Declared non-disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Public Health England","Department of Health and Social Care","85","[c]","44500","40890"
"Leaver CS","2021","40-49","Declared non-disabled","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Department for Education (excl. agencies)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","HM Prison and Probation Service","Ministry of Justice","65","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","40","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Home Office (incl. agencies)","Home Office","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Ministry of Defence (excl. agencies)","Ministry of Defence","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Ministry of Justice (excl. agencies)","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Public Health England","Department of Health and Social Care","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Scottish Government (excl. agencies)","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Crown Commercial Service","Other Cabinet Office Agencies","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Crown Prosecution Service","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Defence Equipment and Support","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Education (excl. agencies)","Department for Education","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","30","[c]","50750","48580"
"Leaver CS","2021","40-49","Unknown","Department for International Development","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for International Trade","Department for International Trade","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","145","[c]","27130","27570"
"Leaver CS","2021","40-49","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Driver and Vehicle Standards Agency","Department for Transport","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","HM Courts and Tribunals Service","Ministry of Justice","30","[c]","25090","21230"
"Leaver CS","2021","40-49","Unknown","HM Land Registry","HM Land Registry","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","HM Prison and Probation Service","Ministry of Justice","125","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","250","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Home Office (incl. agencies)","Home Office","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Insolvency Service","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Maritime and Coastguard Agency","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","90","[c]","36380","34840"
"Leaver CS","2021","40-49","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","National Crime Agency","National Crime Agency","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Office of the Public Guardian","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Public Health England","Department of Health and Social Care","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Royal Fleet Auxiliary","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Scottish Courts and Tribunals Service","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Scottish Government (excl. agencies)","Scottish Government","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Scottish Prison Service","Scottish Government","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Valuation Office Agency","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Water Services Regulation Authority","Water Services Regulation Authority","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Crown Prosecution Service","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Defence Equipment and Support","Ministry of Defence","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Defence Science and Technology Laboratory","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Department for Education (excl. agencies)","Department for Education","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Department for International Development","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","170","[c]","27820","27570"
"Leaver CS","2021","50-59","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Health and Safety Executive","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","50","[c]","26360","20640"
"Leaver CS","2021","50-59","Declared disabled","HM Land Registry","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","HM Prison and Probation Service","Ministry of Justice","120","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","270","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Home Office (incl. agencies)","Home Office","55","[c]","30920","26410"
"Leaver CS","2021","50-59","Declared disabled","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","85","[c]","33520","27590"
"Leaver CS","2021","50-59","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Office of the Public Guardian","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Public Health England","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Scottish Government (excl. agencies)","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Scottish Prison Service","Scottish Government","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Valuation Office Agency","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Cabinet Office (excl. agencies)","Cabinet Office","25","[c]","[c]","[c]"
