"Status","Year","Disability","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Security","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Social Research","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Statistics","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Statistics","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Tax","London","200","190","42520","39800"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Tax","Outside London","1160","1070","33960","31810"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Unknown","London","45","40","46460","41760"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Unknown","Outside London","180","170","28920","25560"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Economics","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Finance","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Human Resources","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Operational Delivery","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Policy","London","135","130","48280","52500"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Commercial","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Communications","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Counter Fraud","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Digital, Data and Technology","London","55","50","55150","57430"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Digital, Data and Technology","Outside London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Finance","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Finance","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Human Resources","London","55","50","47210","45070"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Human Resources","Outside London","30","30","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Intelligence Analysis","London","40","35","33170","30840"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Intelligence Analysis","Outside London","90","80","28530","27370"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Operational Delivery","London","650","585","31850","29080"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Operational Delivery","Outside London","1530","1385","25750","24890"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Operational Delivery","Overseas","10","10","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Other","London","100","90","35910","35050"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Other","Outside London","60","55","25920","25130"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Policy","London","130","130","49550","42560"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Policy","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Project Delivery","London","80","75","48460","42170"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Project Delivery","Outside London","40","40","36190","32740"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Science and Engineering","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Security","London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Security","Outside London","10","5","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Social Research","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Statistics","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Unknown","Overseas","10","10","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Counter Fraud","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
