"Status","Year","Age","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","London","65","[c]","25690","24370"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Outside London","10","[c]","23890","22740"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Development","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Development","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Economics","London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","International Trade","London","25","[c]","23110","18200"
"Leaver CS","2021","20-29","Department for International Trade","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Other","London","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Policy","London","10","[c]","21100","18200"
"Leaver CS","2021","20-29","Department for International Trade","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Statistics","London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport (excl. agencies)","Unknown","London","40","[c]","28740","28820"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Unknown","London","155","[c]","29480","31060"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Unknown","Outside London","495","[c]","23400","21010"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","10","[c]","26690","27570"
"Leaver CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Unknown","London","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Disclosure Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Licensing Agency","Operational Delivery","Outside London","55","[c]","20430","21590"
"Leaver CS","2021","20-29","Driver and Vehicle Licensing Agency","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","15","[c]","23590","21590"
"Leaver CS","2021","20-29","Education and Skills Funding Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Education and Skills Funding Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Education and Skills Funding Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Education and Skills Funding Agency","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Education and Skills Funding Agency","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","FCDO Services","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","FCDO Services","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","FCDO Services","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","FCDO Services","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","FCDO Services","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign and Commonwealth Office (excl. agencies)","Unknown","London","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","London","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Forestry and Land Scotland","Unknown","Outside London","10","[c]","24930","22920"
"Leaver CS","2021","20-29","Government Actuary's Department","Other","London","10","[c]","26800","23030"
"Leaver CS","2021","20-29","Government Legal Department","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Government Legal Department","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Government Legal Department","Other","London","10","[c]","26810","26950"
"Leaver CS","2021","20-29","Health and Safety Executive","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Health and Safety Executive","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Health and Safety Executive","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Health and Safety Executive","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Legal","London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Legal","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Operational Delivery","London","90","[c]","24450","22680"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Operational Delivery","Outside London","215","[c]","19310","18880"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Operational Delivery","Outside London","45","[c]","23340","22350"
"Leaver CS","2021","20-29","HM Prison and Probation Service","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","Operational Delivery","London","115","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","Operational Delivery","Outside London","995","[c]","24050","23410"
"Leaver CS","2021","20-29","HM Prison and Probation Service","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","Psychology","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","Unknown","London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","Unknown","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Unknown","London","45","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Unknown","Outside London","375","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","105","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Treasury (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Treasury (excl. agencies)","Economics","London","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Treasury (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Treasury (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Treasury (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Treasury (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Treasury (excl. agencies)","Policy","London","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Operational Delivery","London","20","[c]","31560","28710"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Operational Delivery","Outside London","65","[c]","22640","21430"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Other","London","35","[c]","28860","28650"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Other","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Policy","London","25","[c]","35110","28670"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Unknown","London","80","[c]","26970","23450"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Unknown","Outside London","45","[c]","21890","21010"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Insolvency Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Insolvency Service","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Insolvency Service","Operational Delivery","Outside London","10","[c]","21480","20880"
"Leaver CS","2021","20-29","Insolvency Service","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal Aid Agency","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Maritime and Coastguard Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Maritime and Coastguard Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Maritime and Coastguard Agency","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Unknown","London","15","[c]","32740","27400"
"Leaver CS","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Met Office","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Met Office","Unknown","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Intelligence Analysis","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Medicine","Outside London","20","[c]","26690","26970"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Operational Research","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Other","Outside London","40","[c]","22770","20920"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Other","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","20","[c]","19290","13000"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Property","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Security","London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Security","Outside London","45","[c]","25470","25680"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","London","10","[c]","31090","27310"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Operational Delivery","London","30","[c]","26460","26410"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Operational Research","London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","National Crime Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","National Crime Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","National Crime Agency","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","National Crime Agency","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","National Infrastructure Commission","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","National Infrastructure Commission","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","National Records of Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","National Savings and Investments","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","National Savings and Investments","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northern Ireland Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Budget Responsibility","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","Other","London","15","[c]","36010","29000"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Qualifications and Examinations Regulation","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Rail and Road","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Rail and Road","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of the Public Guardian","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of the Public Guardian","Operational Delivery","Outside London","20","[c]","20690","19930"
"Leaver CS","2021","20-29","Planning Inspectorate","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Planning Inspectorate","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Planning Inspectorate","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Public Health England","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Public Health England","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Public Health England","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Public Health England","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Public Health England","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Public Health England","Knowledge and Information Management","London","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Public Health England","Knowledge and Information Management","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Public Health England","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Public Health England","Operational Delivery","London","30","[c]","29250","27020"
"Leaver CS","2021","20-29","Public Health England","Operational Delivery","Outside London","25","[c]","22090","20150"
"Leaver CS","2021","20-29","Public Health England","Science and Engineering","London","25","[c]","27990","27020"
"Leaver CS","2021","20-29","Public Health England","Science and Engineering","Outside London","65","[c]","22280","20150"
"Leaver CS","2021","20-29","Queen Elizabeth II Centre","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Queen Elizabeth II Centre","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Registers of Scotland","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Registers of Scotland","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Royal Fleet Auxiliary","Other","Unknown","30","[c]","27620","28680"
