"Status","Year","Ethnicity","Region_ITL1","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","East Midlands (England)","Derby","Outside London","105","95","25500","22570"
"In post","2021","Asian","East Midlands (England)","East Derbyshire","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","East Midlands (England)","Leicester","Outside London","820","730","24850","21440"
"In post","2021","Asian","East Midlands (England)","Leicestershire CC and Rutland","Outside London","125","110","26330","24890"
"In post","2021","Asian","East Midlands (England)","Lincolnshire","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","East Midlands (England)","North Northamptonshire","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","East Midlands (England)","North Nottinghamshire","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","East Midlands (England)","Nottingham","Outside London","485","450","30720","27570"
"In post","2021","Asian","East Midlands (England)","South and West Derbyshire","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","East Midlands (England)","South Nottinghamshire","Outside London","20","15","[c]","[c]"
"In post","2021","Asian","East Midlands (England)","West Northamptonshire","Outside London","65","60","26570","24440"
"In post","2021","Asian","East of England","Bedford","Outside London","80","70","27780","27570"
"In post","2021","Asian","East of England","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Cambridgeshire CC","Outside London","80","80","35750","29510"
"In post","2021","Asian","East of England","Central Bedfordshire","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","East of England","Essex Haven Gateway","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","East of England","Essex Thames Gateway","Outside London","40","35","28140","28000"
"In post","2021","Asian","East of England","Heart of Essex","Outside London","30","30","30610","29290"
"In post","2021","Asian","East of England","Hertfordshire","Outside London","340","315","33550","30090"
"In post","2021","Asian","East of England","Luton","Outside London","115","105","25330","25260"
"In post","2021","Asian","East of England","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Norwich and East Norfolk","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","East of England","Peterborough","Outside London","225","185","23580","21430"
"In post","2021","Asian","East of England","Southend-on-Sea","Outside London","40","35","35280","31810"
"In post","2021","Asian","East of England","Suffolk","Outside London","45","45","27780","27570"
"In post","2021","Asian","East of England","Thurrock","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","East of England","West Essex","Outside London","65","60","37820","29290"
"In post","2021","Asian","London","Barking & Dagenham and Havering","London","140","130","30720","31060"
"In post","2021","Asian","London","Barnet","London","400","375","37740","32090"
"In post","2021","Asian","London","Bexley and Greenwich","London","105","100","30500","31060"
"In post","2021","Asian","London","Brent","London","140","125","29920","31060"
"In post","2021","Asian","London","Bromley","London","20","20","[c]","[c]"
"In post","2021","Asian","London","Camden and City of London","London","575","545","33280","29570"
"In post","2021","Asian","London","Croydon","London","1610","1500","34290","29570"
"In post","2021","Asian","London","Ealing","London","195","175","31380","31060"
"In post","2021","Asian","London","Enfield","London","70","60","30170","31060"
"In post","2021","Asian","London","Hackney and Newham","London","695","620","31410","31060"
"In post","2021","Asian","London","Haringey and Islington","London","155","145","29000","31060"
"In post","2021","Asian","London","Harrow and Hillingdon","London","1240","1135","29850","29080"
"In post","2021","Asian","London","Hounslow and Richmond upon Thames","London","655","605","29820","29080"
"In post","2021","Asian","London","Kensington & Chelsea and Hammersmith & Fulham","London","110","105","33010","31060"
"In post","2021","Asian","London","Lambeth","London","385","360","41070","34950"
"In post","2021","Asian","London","Lewisham and Southwark","London","150","145","31980","30890"
"In post","2021","Asian","London","Merton, Kingston upon Thames and Sutton","London","75","70","30150","31060"
"In post","2021","Asian","London","Redbridge and Waltham Forest","London","385","345","28870","30780"
"In post","2021","Asian","London","Tower Hamlets","London","1135","1095","40940","35940"
"In post","2021","Asian","London","Wandsworth","London","90","80","30230","31060"
"In post","2021","Asian","London","Westminster","London","5220","5065","42570","38160"
"In post","2021","Asian","North East (England)","Darlington","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","North East (England)","Durham CC","Outside London","55","45","25090","21430"
"In post","2021","Asian","North East (England)","Hartlepool and Stockton-on-Tees","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","North East (England)","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","South Teesside","Outside London","25","20","[c]","[c]"
"In post","2021","Asian","North East (England)","Sunderland","Outside London","35","30","24940","25560"
"In post","2021","Asian","North East (England)","Tyneside","Outside London","250","230","28730","25190"
"In post","2021","Asian","North West (England)","Blackburn with Darwen","Outside London","130","115","25510","27570"
"In post","2021","Asian","North West (England)","Blackpool","Outside London","85","85","29550","27570"
"In post","2021","Asian","North West (England)","Cheshire East","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","North West (England)","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Chorley and West Lancashire","Outside London","20","15","[c]","[c]"
"In post","2021","Asian","North West (England)","East Cumbria","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","North West (England)","East Lancashire","Outside London","70","60","24680","27570"
"In post","2021","Asian","North West (England)","East Merseyside","Outside London","10","10","[c]","[c]"
