"Status","Year","Disability","Ethnicity","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Asian","HM Revenue and Customs","Male","180","170","31680","31810"
"In post","2021","Declared disabled","Asian","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Treasury","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Treasury","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Home Office","Female","205","180","32170","29080"
"In post","2021","Declared disabled","Asian","Home Office","Male","160","150","31840","29080"
"In post","2021","Declared disabled","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Defence","Female","50","50","35830","30750"
"In post","2021","Declared disabled","Asian","Ministry of Defence","Male","45","45","37520","36170"
"In post","2021","Declared disabled","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Housing, Communities and Local Government","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Housing, Communities and Local Government","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Justice","Female","250","230","27710","23990"
"In post","2021","Declared disabled","Asian","Ministry of Justice","Male","175","165","30730","27150"
"In post","2021","Declared disabled","Asian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","National Crime Agency","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","National Crime Agency","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Government","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Government","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Attorney General's Departments","Female","45","45","40430","35020"
"In post","2021","Declared disabled","Black","Attorney General's Departments","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Cabinet Office","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Black","Cabinet Office","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Business, Energy and Industrial Strategy","Female","40","40","39160","35120"
"In post","2021","Declared disabled","Black","Department for Business, Energy and Industrial Strategy","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Digital, Culture, Media and Sport","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Education","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Environment, Food and Rural Affairs","Female","15","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Environment, Food and Rural Affairs","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for International Trade","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Transport","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Transport","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Work and Pensions","Female","455","410","29370","30400"
"In post","2021","Declared disabled","Black","Department for Work and Pensions","Male","130","125","29320","29680"
"In post","2021","Declared disabled","Black","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department of Health and Social Care","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Black","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","ESTYN","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Foreign, Commonwealth and Development Office","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Black","Foreign, Commonwealth and Development Office","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","HM Revenue and Customs","Female","105","95","32130","31810"
"In post","2021","Declared disabled","Black","HM Revenue and Customs","Male","45","45","32600","31810"
"In post","2021","Declared disabled","Black","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","HM Treasury","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Home Office","Female","135","125","31870","29080"
"In post","2021","Declared disabled","Black","Home Office","Male","55","55","32790","29080"
"In post","2021","Declared disabled","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Ministry of Defence","Female","35","35","35110","34000"
"In post","2021","Declared disabled","Black","Ministry of Defence","Male","40","35","29350","28330"
"In post","2021","Declared disabled","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Ministry of Housing, Communities and Local Government","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Ministry of Housing, Communities and Local Government","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Ministry of Justice","Female","335","315","30560","27700"
"In post","2021","Declared disabled","Black","Ministry of Justice","Male","115","115","31760","29290"
"In post","2021","Declared disabled","Black","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Office for Standards in Education","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Scottish Government","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for Work and Pensions","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for Work and Pensions","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","ESTYN","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","HM Revenue and Customs","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","HM Revenue and Customs","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
