"Status","Year","Disability","Function_of_post","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Analysis","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Birmingham","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Bristol, City of","Outside London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Buckinghamshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Camden and City of London","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Central Hampshire","Outside London","45","45","38960","37320"
"In post","2021","Declared disabled","Analysis","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","City of Edinburgh","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Dorset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Durham CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
