"Status","Year","Function_of_post","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Project Delivery","Monmouthshire and Newport","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Monmouthshire and Newport","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Monmouthshire and Newport","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","North and West Norfolk","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Nottingham","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Oxfordshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Perth and Kinross and Stirling","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Peterborough","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Peterborough","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Plymouth","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Plymouth","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Plymouth","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Portsmouth","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Portsmouth","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Powys","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Sheffield","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Somerset","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Somerset","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Somerset","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Somerset","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South Hampshire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South Hampshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South Hampshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South Hampshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South Lanarkshire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South Lanarkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South Lanarkshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South Lanarkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South Lanarkshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South Lanarkshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Staffordshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Staffordshire CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Swansea","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Swansea","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Swindon","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Tower Hamlets","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Tower Hamlets","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Tower Hamlets","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Tower Hamlets","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Tower Hamlets","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Tower Hamlets","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Tyneside","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Tyneside","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Tyneside","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Tyneside","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Warwickshire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Warwickshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","West Cumbria","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","West Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","West Lothian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","West Sussex (North East)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","West Sussex (North East)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Westminster","EO","EO","15","[c]","28700","27330"
"Leaver Dept.","2021","Project Delivery","Westminster","G6/G7","G6","15","[c]","68010","69170"
"Leaver Dept.","2021","Project Delivery","Westminster","G6/G7","G7","45","[c]","55130","53150"
"Leaver Dept.","2021","Project Delivery","Westminster","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Westminster","SEO/HEO","HEO","35","[c]","34390","33570"
"Leaver Dept.","2021","Project Delivery","Westminster","SEO/HEO","SEO","25","[c]","41380","41000"
"Leaver Dept.","2021","Project Delivery","Wiltshire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Wiltshire","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Wiltshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Wiltshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Wiltshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Worcestershire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Worcestershire","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Worcestershire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","York","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","York","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","York","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","York","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Birmingham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Birmingham","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Birmingham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Bristol, City of","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Bristol, City of","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Bristol, City of","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Bristol, City of","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Calderdale and Kirklees","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Calderdale and Kirklees","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Cambridgeshire CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Cardiff and Vale of Glamorgan","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Central Hampshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","City of Edinburgh","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","City of Edinburgh","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","City of Edinburgh","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Clackmannanshire and Fife","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Durham CC","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Durham CC","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Durham CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","East Kent","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","East Riding of Yorkshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","East Sussex CC","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Essex Haven Gateway","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Essex Haven Gateway","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Kingston upon Hull, City of","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Leeds","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Leeds","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Leeds","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Manchester","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Manchester","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Monmouthshire and Newport","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","North Yorkshire CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Nottingham","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Nottingham","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Nottingham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Oxfordshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Peterborough","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Plymouth","AA/AO","AO","15","[c]","20920","21100"
"Leaver Dept.","2021","Property","Plymouth","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Plymouth","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Sefton","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Sefton","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Sheffield","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Shropshire CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Solihull","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","South Lanarkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","South West Wales","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Southampton","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Stoke-on-Trent","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Swansea","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Swansea","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Tower Hamlets","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Tower Hamlets","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Tower Hamlets","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Tower Hamlets","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Tower Hamlets","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Tyneside","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Tyneside","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Wakefield","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Warrington","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Westminster","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Westminster","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Westminster","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Westminster","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Belfast","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Belfast","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Bexley and Greenwich","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Birmingham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Causeway Coast and Glens","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Devon CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Essex Haven Gateway","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Glasgow City","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Harrow and Hillingdon","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Hertfordshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Lambeth","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Manchester","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Milton Keynes","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Milton Keynes","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Milton Keynes","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Newry, Mourne and Down","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","North Yorkshire CC","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Portsmouth","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Portsmouth","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Somerset","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Swansea","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Tower Hamlets","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Warrington","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Warwickshire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","West Kent","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Westminster","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Westminster","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Westminster","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Westminster","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Westminster","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Westminster","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Wiltshire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","York","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","York","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","York","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","York","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Aberdeen City and Aberdeenshire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Aberdeen City and Aberdeenshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Angus and Dundee City","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Angus and Dundee City","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Angus and Dundee City","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Angus and Dundee City","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Angus and Dundee City","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Barking & Dagenham and Havering","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Barking & Dagenham and Havering","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Barking & Dagenham and Havering","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Barnet","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Barnet","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Barnsley, Doncaster and Rotherham","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Barnsley, Doncaster and Rotherham","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Barnsley, Doncaster and Rotherham","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","EO","30","[c]","24150","25570"
"Leaver Dept.","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G6","10","[c]","61020","58430"
"Leaver Dept.","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G7","20","[c]","48300","48280"
"Leaver Dept.","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","HEO","45","[c]","26410","25770"
"Leaver Dept.","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","SEO","35","[c]","35380","33390"
"Leaver Dept.","2021","Unknown","Bedford","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bedford","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Belfast","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Belfast","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Belfast","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Belfast","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Berkshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Berkshire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Berkshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Berkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Berkshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bexley and Greenwich","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bexley and Greenwich","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bexley and Greenwich","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Birmingham","AA/AO","AO","45","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Birmingham","EO","EO","40","[c]","27060","27570"
"Leaver Dept.","2021","Unknown","Birmingham","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Birmingham","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Birmingham","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Birmingham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Birmingham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Blackburn with Darwen","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Blackburn with Darwen","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Blackpool","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Blackpool","EO","EO","15","[c]","27410","27570"
"Leaver Dept.","2021","Unknown","Blackpool","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Blackpool","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Blackpool","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Blackpool","SEO/HEO","HEO","10","[c]","32520","31990"
"Leaver Dept.","2021","Unknown","Blackpool","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bradford","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bradford","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bradford","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bradford","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bradford","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bradford","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Brent","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bridgend and Neath Port Talbot","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bridgend and Neath Port Talbot","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bridgend and Neath Port Talbot","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Brighton and Hove","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Brighton and Hove","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bristol, City of","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bristol, City of","EO","EO","25","[c]","27420","27570"
"Leaver Dept.","2021","Unknown","Bristol, City of","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bristol, City of","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bristol, City of","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bristol, City of","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bristol, City of","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bromley","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Buckinghamshire CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Buckinghamshire CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Caithness and Sutherland and Ross and Cromarty","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Calderdale and Kirklees","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Calderdale and Kirklees","EO","EO","10","[c]","[c]","[c]"
