"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","16-19","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Economics","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Economics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Economics","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Economics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Economics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Economics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Economics","SEO/HEO","Heterosexual / straight","40","[c]","33710","33570"
"Leaver Dept.","2021","20-29","Economics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Economics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Economics","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","SEO/HEO","Heterosexual / straight","40","[c]","32740","32010"
"Leaver Dept.","2021","20-29","Human Resources","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Intelligence Analysis","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Intelligence Analysis","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Intelligence Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Intelligence Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","International Trade","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","International Trade","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","International Trade","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","International Trade","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","International Trade","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","International Trade","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Knowledge and Information Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Knowledge and Information Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Medicine","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Delivery","AA/AO","Heterosexual / straight","195","[c]","20810","21010"
"Leaver Dept.","2021","20-29","Operational Delivery","AA/AO","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Delivery","AA/AO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Delivery","AA/AO","Unknown","95","[c]","20710","20450"
"Leaver Dept.","2021","20-29","Operational Delivery","EO","Heterosexual / straight","115","[c]","25690","25180"
"Leaver Dept.","2021","20-29","Operational Delivery","EO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Delivery","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Delivery","EO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Delivery","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Delivery","SEO/HEO","Heterosexual / straight","80","[c]","34000","33210"
"Leaver Dept.","2021","20-29","Operational Delivery","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Delivery","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Delivery","SEO/HEO","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Delivery","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Research","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Research","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Research","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Research","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Research","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Research","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Planning","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Planning","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Planning","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Planning","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Planning","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Planning","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Planning","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Policy","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Policy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Policy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Policy","EO","Heterosexual / straight","65","[c]","27540","27650"
"Leaver Dept.","2021","20-29","Policy","EO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Policy","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Policy","EO","Unknown","55","[c]","27980","27550"
"Leaver Dept.","2021","20-29","Policy","G6/G7","Heterosexual / straight","60","[c]","53270","52850"
"Leaver Dept.","2021","20-29","Policy","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Policy","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Policy","G6/G7","Unknown","35","[c]","53290","52850"
"Leaver Dept.","2021","20-29","Policy","SEO/HEO","Heterosexual / straight","215","[c]","35310","33640"
"Leaver Dept.","2021","20-29","Policy","SEO/HEO","LGBO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Policy","SEO/HEO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Policy","SEO/HEO","Unknown","180","[c]","35020","33590"
"Leaver Dept.","2021","20-29","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","SEO/HEO","Heterosexual / straight","55","[c]","31410","31950"
"Leaver Dept.","2021","20-29","Project Delivery","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Psychology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Psychology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Science and Engineering","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Science and Engineering","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Science and Engineering","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Science and Engineering","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Science and Engineering","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Science and Engineering","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Science and Engineering","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Science and Engineering","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Science and Engineering","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Science and Engineering","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Science and Engineering","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Science and Engineering","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Science and Engineering","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Science and Engineering","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Social Research","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Social Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Social Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Social Research","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Social Research","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Social Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Social Research","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Social Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Social Research","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Social Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Statistics","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Statistics","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Statistics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Statistics","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Statistics","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Statistics","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","AA/AO","Heterosexual / straight","100","[c]","21640","21010"
"Leaver Dept.","2021","20-29","Unknown","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","AA/AO","Unknown","335","[c]","20970","21010"
"Leaver Dept.","2021","20-29","Unknown","EO","Heterosexual / straight","195","[c]","27820","27570"
"Leaver Dept.","2021","20-29","Unknown","EO","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","EO","Unknown","210","[c]","28240","27570"
"Leaver Dept.","2021","20-29","Unknown","G6/G7","Heterosexual / straight","40","[c]","55430","54700"
"Leaver Dept.","2021","20-29","Unknown","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","G6/G7","Undeclared","10","[c]","[c]","[c]"
