"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Research","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Other","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","EO","Unknown","20","20","[c]","[c]"
"In post","2021","16-19","Other","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Unknown","Unknown","35","35","18640","15940"
"In post","2021","16-19","Policy","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","16-19","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","EO","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Policy","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","EO","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Property","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","16-19","Science and Engineering","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Science and Engineering","EO","Heterosexual / straight","40","40","19090","17780"
"In post","2021","16-19","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","EO","Unknown","30","30","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Security","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Security","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Statistics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","AA/AO","Heterosexual / straight","50","45","20140","20140"
"In post","2021","16-19","Tax","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","AA/AO","Unknown","90","85","20140","20140"
"In post","2021","16-19","Tax","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","AA/AO","Heterosexual / straight","175","175","21250","21010"
"In post","2021","16-19","Unknown","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","AA/AO","Unknown","60","55","20720","20140"
"In post","2021","16-19","Unknown","EO","Heterosexual / straight","40","40","27970","27570"
"In post","2021","16-19","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","EO","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","AA/AO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","20-29","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Commercial","EO","Heterosexual / straight","175","170","24450","25000"
"In post","2021","20-29","Commercial","EO","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Commercial","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","EO","Unknown","45","45","24970","25000"
"In post","2021","20-29","Commercial","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","SEO/HEO","Heterosexual / straight","305","305","33600","33300"
"In post","2021","20-29","Commercial","SEO/HEO","LGBO","30","30","[c]","[c]"
"In post","2021","20-29","Commercial","SEO/HEO","Undeclared","30","30","[c]","[c]"
"In post","2021","20-29","Commercial","SEO/HEO","Unknown","105","105","34310","34020"
"In post","2021","20-29","Commercial","Unknown","Heterosexual / straight","40","40","27590","26670"
"In post","2021","20-29","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Communications","AA/AO","Heterosexual / straight","45","45","23020","22530"
"In post","2021","20-29","Communications","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Communications","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Communications","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Communications","EO","Heterosexual / straight","110","110","27010","26680"
"In post","2021","20-29","Communications","EO","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Communications","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Communications","EO","Unknown","90","85","27420","27270"
"In post","2021","20-29","Communications","G6/G7","Heterosexual / straight","35","35","55050","54650"
"In post","2021","20-29","Communications","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Communications","SEO/HEO","Heterosexual / straight","300","300","36670","36240"
"In post","2021","20-29","Communications","SEO/HEO","LGBO","35","35","37920","37320"
"In post","2021","20-29","Communications","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","Communications","SEO/HEO","Unknown","120","120","37010","36880"
"In post","2021","20-29","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Corporate Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","EO","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Counter Fraud","SEO/HEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","20-29","Counter Fraud","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","AA/AO","Heterosexual / straight","60","60","21990","21590"
"In post","2021","20-29","Digital, Data and Technology","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","AA/AO","Unknown","45","45","21200","21000"
"In post","2021","20-29","Digital, Data and Technology","EO","Heterosexual / straight","295","290","26600","26130"
"In post","2021","20-29","Digital, Data and Technology","EO","LGBO","40","40","25830","25620"
"In post","2021","20-29","Digital, Data and Technology","EO","Undeclared","45","45","27060","27130"
"In post","2021","20-29","Digital, Data and Technology","EO","Unknown","240","235","26700","25780"
"In post","2021","20-29","Digital, Data and Technology","G6/G7","Heterosexual / straight","75","75","53300","52850"
"In post","2021","20-29","Digital, Data and Technology","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","G6/G7","Unknown","45","45","54600","53360"
"In post","2021","20-29","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","585","580","35990","35550"
"In post","2021","20-29","Digital, Data and Technology","SEO/HEO","LGBO","70","70","35460","35050"
"In post","2021","20-29","Digital, Data and Technology","SEO/HEO","Undeclared","60","60","35850","35750"
"In post","2021","20-29","Digital, Data and Technology","SEO/HEO","Unknown","335","335","35020","33290"
"In post","2021","20-29","Digital, Data and Technology","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Economics","AA/AO","Heterosexual / straight","50","50","22980","22980"
"In post","2021","20-29","Economics","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Economics","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Economics","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Economics","EO","Heterosexual / straight","45","45","27360","27680"
"In post","2021","20-29","Economics","EO","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Economics","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Economics","EO","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Economics","G6/G7","Heterosexual / straight","170","170","54710","54760"
"In post","2021","20-29","Economics","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2021","20-29","Economics","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Economics","G6/G7","Unknown","45","45","52860","53610"
"In post","2021","20-29","Economics","SEO/HEO","Heterosexual / straight","485","485","34310","33880"
"In post","2021","20-29","Economics","SEO/HEO","LGBO","50","50","34640","33880"
"In post","2021","20-29","Economics","SEO/HEO","Undeclared","50","50","34350","33910"
"In post","2021","20-29","Economics","SEO/HEO","Unknown","180","180","33980","33150"
"In post","2021","20-29","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","AA/AO","Heterosexual / straight","85","80","21650","21430"
"In post","2021","20-29","Finance","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Finance","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Finance","AA/AO","Unknown","65","60","20590","20140"
"In post","2021","20-29","Finance","EO","Heterosexual / straight","250","250","25310","25860"
"In post","2021","20-29","Finance","EO","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Finance","EO","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","Finance","EO","Unknown","70","65","25630","25560"
"In post","2021","20-29","Finance","G6/G7","Heterosexual / straight","85","85","55610","54760"
"In post","2021","20-29","Finance","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Finance","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Finance","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","SEO/HEO","Heterosexual / straight","345","345","35530","33930"
"In post","2021","20-29","Finance","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2021","20-29","Finance","SEO/HEO","Undeclared","30","30","[c]","[c]"
"In post","2021","20-29","Finance","SEO/HEO","Unknown","135","135","35290","33740"
"In post","2021","20-29","Finance","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","AA/AO","Heterosexual / straight","145","145","21820","20920"
"In post","2021","20-29","Human Resources","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Human Resources","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","AA/AO","Unknown","45","45","21140","20920"
"In post","2021","20-29","Human Resources","EO","Heterosexual / straight","210","205","26010","26470"
"In post","2021","20-29","Human Resources","EO","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Human Resources","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","EO","Unknown","55","55","26200","27130"
"In post","2021","20-29","Human Resources","G6/G7","Heterosexual / straight","80","80","55390","54380"
"In post","2021","20-29","Human Resources","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","SEO/HEO","Heterosexual / straight","325","320","33190","32060"
"In post","2021","20-29","Human Resources","SEO/HEO","LGBO","45","45","34110","32420"
"In post","2021","20-29","Human Resources","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","Human Resources","SEO/HEO","Unknown","70","70","33630","32660"
"In post","2021","20-29","Human Resources","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","EO","Heterosexual / straight","195","190","27230","26670"
"In post","2021","20-29","Intelligence Analysis","EO","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","EO","Undeclared","20","15","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","EO","Unknown","30","30","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","G6/G7","Unknown","35","35","56510","53360"
"In post","2021","20-29","Intelligence Analysis","SEO/HEO","Heterosexual / straight","140","140","36240","35920"
"In post","2021","20-29","Intelligence Analysis","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","SEO/HEO","Unknown","45","45","35980","36160"
"In post","2021","20-29","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Internal Audit","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","International Trade","EO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","20-29","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","International Trade","EO","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","International Trade","G6/G7","Heterosexual / straight","50","50","51260","51970"
"In post","2021","20-29","International Trade","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","International Trade","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","International Trade","G6/G7","Unknown","40","40","51890","51970"
"In post","2021","20-29","International Trade","SEO/HEO","Heterosexual / straight","155","155","34400","32120"
"In post","2021","20-29","International Trade","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","International Trade","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","International Trade","SEO/HEO","Unknown","115","115","34580","33300"
"In post","2021","20-29","Knowledge and Information Management","AA/AO","Heterosexual / straight","60","60","21930","20920"
