"Status","Year","Organisation","Profession_of_post","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North Yorkshire CC","Outside London","35","35","34240","30400"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Perth and Kinross and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Shropshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South Nottinghamshire","Outside London","15","15","32800","29180"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South West Wales","Outside London","15","15","24690","22980"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Suffolk","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Tyneside","Outside London","20","20","26600","21300"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","West Surrey","Outside London","455","430","32740","28630"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Worcestershire","Outside London","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","Bristol, City of","Outside London","25","25","22530","21050"
"In post","2021","Animal and Plant Health Agency","Unknown","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Aberdeen City and Aberdeenshire","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Caithness and Sutherland and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Cardiff and Vale of Glamorgan","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Central Hampshire","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Cheshire East","Outside London","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Cornwall and Isles of Scilly","Outside London","20","20","46230","50860"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Devon CC","Outside London","25","25","43230","37910"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Dorset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East Cumbria","Outside London","15","15","44610","48740"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Gloucestershire","Outside London","15","15","40680","37480"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Gwynedd","Outside London","10","10","41060","36970"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Harrow and Hillingdon","London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Leicestershire CC and Rutland","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Mid Lancashire","Outside London","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North Yorkshire CC","Outside London","15","15","35770","37000"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Oxfordshire","Outside London","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Perth and Kinross and Stirling","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Powys","Outside London","10","10","38620","37240"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Scottish Borders","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Shropshire CC","Outside London","15","15","46680","47550"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Somerset","Outside London","10","10","43410","40910"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South and West Derbyshire","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South Ayrshire","Outside London","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South West Wales","Outside London","30","30","41910","37480"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Staffordshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Suffolk","Outside London","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Tyneside","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","West Surrey","Outside London","15","15","56510","60710"
"In post","2021","Animal and Plant Health Agency","Veterinarian","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Westminster","London","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Worcestershire","Outside London","10","10","45560","50600"
"In post","2021","Animal and Plant Health Agency","Veterinarian","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Communications","Westminster","London","10","10","42920","38290"
"In post","2021","Attorney General's Office","Legal","Westminster","London","15","15","69090","65680"
"In post","2021","Attorney General's Office","Other","Westminster","London","10","10","32820","30720"
"In post","2021","Attorney General's Office","Policy","Westminster","London","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Communications","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Knowledge and Information Management","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Greater Manchester South West","Outside London","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Westminster","London","15","15","40110","37300"
"In post","2021","Cabinet Office (excl. agencies)","Other","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","Westminster","London","35","35","45790","38430"
"In post","2021","Cabinet Office (excl. agencies)","Other","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","Tower Hamlets","London","10","10","56880","57880"
"In post","2021","Cabinet Office (excl. agencies)","Policy","Westminster","London","15","15","53100","43890"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Ards and North Down","Outside London","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","40","40","65290","53760"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Berkshire","Outside London","10","10","50420","36460"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Birmingham","Outside London","20","20","71880","64030"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Blackpool","Outside London","40","40","51230","49700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Bristol, City of","Outside London","65","60","43300","38420"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Buckinghamshire CC","Outside London","15","15","54660","54700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Cambridgeshire CC","Outside London","15","15","53530","33300"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Camden and City of London","London","95","95","54330","54700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Cardiff and Vale of Glamorgan","Outside London","30","30","35560","29250"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Central Hampshire","Outside London","40","35","58300","54010"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","City of Edinburgh","Outside London","25","25","33040","29250"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Coventry","Outside London","15","15","53340","49700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Croydon","London","50","50","43890","32000"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Darlington","Outside London","10","10","62080","66310"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Dorset CC","Outside London","10","10","35240","33470"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Glasgow City","Outside London","25","25","52930","53320"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Greater Manchester South East","Outside London","10","10","37580","34550"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Greater Manchester South West","Outside London","160","155","45470","40010"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Hackney and Newham","London","[c]","[c]","[c]","[c]"
