"Status","Year","Age","Ethnicity","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Other ethnicity","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Greater Manchester","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Hampshire and Isle of Wight","AA/AO","5","5","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Highlands and Islands","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Inner London - East","AA/AO","10","10","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Inner London - East","EO","20","15","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Inner London - East","G6/G7","20","20","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Inner London - East","SEO/HEO","10","10","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Inner London - West","AA/AO","5","5","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Inner London - West","EO","35","35","28960","29000"
"In post","2021","40-49","Other ethnicity","Inner London - West","G6/G7","65","60","60710","59450"
"In post","2021","40-49","Other ethnicity","Inner London - West","SCS level","10","10","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Inner London - West","SEO/HEO","45","45","38530","37530"
"In post","2021","40-49","Other ethnicity","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Lancashire","AA/AO","10","10","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Leicestershire, Rutland and Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Northumberland and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Northumberland and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Northumberland and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Northumberland and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Outer London - East and North East","EO","10","10","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Outer London - South","AA/AO","5","5","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Outer London - South","EO","10","10","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Outer London - South","SEO/HEO","10","10","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Outer London - West and North West","AA/AO","10","5","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Outer London - West and North West","EO","10","10","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Surrey, East and West Sussex","AA/AO","10","10","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Surrey, East and West Sussex","EO","5","5","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","West Midlands","EO","10","10","[c]","[c]"
"In post","2021","40-49","Other ethnicity","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","West Midlands","SEO/HEO","10","10","[c]","[c]"
"In post","2021","40-49","Other ethnicity","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","West Wales and The Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","West Yorkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Other ethnicity","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Bedfordshire and Hertfordshire","AA/AO","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Bedfordshire and Hertfordshire","EO","20","20","[c]","[c]"
"In post","2021","40-49","Undeclared","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Bedfordshire and Hertfordshire","SEO/HEO","15","15","[c]","[c]"
"In post","2021","40-49","Undeclared","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","40","40","28270","22920"
"In post","2021","40-49","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","EO","25","25","[c]","[c]"
"In post","2021","40-49","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","20","20","[c]","[c]"
"In post","2021","40-49","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","30","30","37950","39400"
"In post","2021","40-49","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Cheshire","AA/AO","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Cheshire","EO","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Cheshire","SEO/HEO","15","15","[c]","[c]"
"In post","2021","40-49","Undeclared","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Cornwall and Isles of Scilly","EO","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Cumbria","AA/AO","10","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Cumbria","EO","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Derbyshire and Nottinghamshire","AA/AO","35","30","21750","21010"
"In post","2021","40-49","Undeclared","Derbyshire and Nottinghamshire","EO","30","30","27180","27570"
"In post","2021","40-49","Undeclared","Derbyshire and Nottinghamshire","G6/G7","15","15","[c]","[c]"
"In post","2021","40-49","Undeclared","Derbyshire and Nottinghamshire","SEO/HEO","45","45","35320","32180"
"In post","2021","40-49","Undeclared","Derbyshire and Nottinghamshire","Unknown","10","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Devon","AA/AO","25","20","[c]","[c]"
"In post","2021","40-49","Undeclared","Devon","EO","25","25","[c]","[c]"
"In post","2021","40-49","Undeclared","Devon","G6/G7","15","15","[c]","[c]"
"In post","2021","40-49","Undeclared","Devon","SEO/HEO","25","25","[c]","[c]"
"In post","2021","40-49","Undeclared","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Dorset and Somerset","AA/AO","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Dorset and Somerset","EO","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Dorset and Somerset","SEO/HEO","20","20","[c]","[c]"
"In post","2021","40-49","Undeclared","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","East Anglia","AA/AO","25","25","[c]","[c]"
"In post","2021","40-49","Undeclared","East Anglia","EO","40","35","27200","27570"
"In post","2021","40-49","Undeclared","East Anglia","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","East Anglia","SEO/HEO","40","40","34650","33300"
"In post","2021","40-49","Undeclared","East Anglia","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","East Wales","AA/AO","20","20","[c]","[c]"
"In post","2021","40-49","Undeclared","East Wales","EO","40","35","27450","27570"
"In post","2021","40-49","Undeclared","East Wales","G6/G7","30","30","60220","60830"
"In post","2021","40-49","Undeclared","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","East Wales","SEO/HEO","55","55","38660","38000"
"In post","2021","40-49","Undeclared","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","East Yorkshire and Northern Lincolnshire","AA/AO","15","15","[c]","[c]"
"In post","2021","40-49","Undeclared","East Yorkshire and Northern Lincolnshire","EO","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","East Yorkshire and Northern Lincolnshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Eastern Scotland","AA/AO","45","40","22390","21010"
"In post","2021","40-49","Undeclared","Eastern Scotland","EO","50","50","30090","30080"
"In post","2021","40-49","Undeclared","Eastern Scotland","G6/G7","15","15","[c]","[c]"
"In post","2021","40-49","Undeclared","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Eastern Scotland","SEO/HEO","45","45","38390","39060"
"In post","2021","40-49","Undeclared","Essex","AA/AO","15","15","[c]","[c]"
"In post","2021","40-49","Undeclared","Essex","EO","30","30","26970","26410"
"In post","2021","40-49","Undeclared","Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Essex","SEO/HEO","15","15","[c]","[c]"
"In post","2021","40-49","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","25","25","[c]","[c]"
"In post","2021","40-49","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","EO","45","40","27300","27530"
"In post","2021","40-49","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","115","110","55740","54800"
"In post","2021","40-49","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","195","185","36740","37320"
"In post","2021","40-49","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","30","30","49810","49960"
"In post","2021","40-49","Undeclared","Greater Manchester","AA/AO","50","50","20880","20650"
"In post","2021","40-49","Undeclared","Greater Manchester","EO","50","50","26530","27120"
"In post","2021","40-49","Undeclared","Greater Manchester","G6/G7","25","25","[c]","[c]"
"In post","2021","40-49","Undeclared","Greater Manchester","SEO/HEO","80","75","35200","32050"
"In post","2021","40-49","Undeclared","Greater Manchester","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Hampshire and Isle of Wight","AA/AO","40","35","23780","21180"
"In post","2021","40-49","Undeclared","Hampshire and Isle of Wight","EO","45","45","27100","26840"
"In post","2021","40-49","Undeclared","Hampshire and Isle of Wight","G6/G7","40","40","52420","52580"
"In post","2021","40-49","Undeclared","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Hampshire and Isle of Wight","SEO/HEO","45","45","37110","37320"
"In post","2021","40-49","Undeclared","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Herefordshire, Worcestershire and Warwickshire","AA/AO","15","15","[c]","[c]"
"In post","2021","40-49","Undeclared","Herefordshire, Worcestershire and Warwickshire","EO","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Herefordshire, Worcestershire and Warwickshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Highlands and Islands","EO","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Highlands and Islands","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Inner London - East","AA/AO","30","25","25100","24170"
"In post","2021","40-49","Undeclared","Inner London - East","EO","50","45","30930","31060"
"In post","2021","40-49","Undeclared","Inner London - East","G6/G7","65","60","62190","60630"
"In post","2021","40-49","Undeclared","Inner London - East","SCS level","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Inner London - East","SEO/HEO","45","45","39670","38890"
"In post","2021","40-49","Undeclared","Inner London - East","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Inner London - West","AA/AO","25","25","[c]","[c]"
"In post","2021","40-49","Undeclared","Inner London - West","EO","60","60","30090","30030"
"In post","2021","40-49","Undeclared","Inner London - West","G6/G7","205","205","61930","59730"
"In post","2021","40-49","Undeclared","Inner London - West","SCS level","30","30","82830","80010"
"In post","2021","40-49","Undeclared","Inner London - West","SEO/HEO","190","185","40250","40350"
"In post","2021","40-49","Undeclared","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Kent","AA/AO","25","20","[c]","[c]"
"In post","2021","40-49","Undeclared","Kent","EO","75","70","27780","27370"
"In post","2021","40-49","Undeclared","Kent","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Kent","SEO/HEO","30","30","[c]","[c]"
"In post","2021","40-49","Undeclared","Lancashire","AA/AO","60","55","21780","21010"
"In post","2021","40-49","Undeclared","Lancashire","EO","45","40","27150","27570"
"In post","2021","40-49","Undeclared","Lancashire","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Lancashire","SEO/HEO","35","35","35270","35310"
"In post","2021","40-49","Undeclared","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Leicestershire, Rutland and Northamptonshire","AA/AO","30","30","22320","20180"
"In post","2021","40-49","Undeclared","Leicestershire, Rutland and Northamptonshire","EO","25","25","[c]","[c]"
"In post","2021","40-49","Undeclared","Leicestershire, Rutland and Northamptonshire","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Leicestershire, Rutland and Northamptonshire","SEO/HEO","15","15","[c]","[c]"
